step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,13300,8478,139911,824387,789248,670993,13483,62691,660,1,241976,5353879,183408.172,85209.285,1.0602,69174.958,0.241,0.281,0.244,0.234,0.638,0.323,420,0.0294,0.6944,0.100,12.6,43.1,83.0,41.21,3.74,6.62,2.45,28.39,7.49,1.088,0.155,0.061,0.062,18.792,0.583,0.0024,137,454,1845,8241,46,0,0.000,6580,3797,3306,6197,811,4053,8436,0.00,1.13,11880,34.4335,66711,9694,539320,3457.9,-0.0,466466,55.994,2631002.543,1.47e-14,0.00093,30.00,242668,145.330,3.078,140.947,1.305,145.334,9800,1176,2324,0.3594,0.866,1.059,1.349,1.086,0.940,1.172,37326.679,12577.093,179557.223,37902.709,35123.198,11216.072,2015.187,2803.067,0.703,0.562,0.525,0.874,0.714,0.643,6902,55183,0.7558,0.5419,0.5678,1.0000,0.0475,0.0536,0.5737,0.7546,0.7957,0.1042,0.0599,0.0382,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17187,0.9999,0.7452,0.6991,0.9989,0.0475,0.0536,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0528,5.0847,5.0550,0.1002,0.1844,0.1603,0.333,0.394,0.351,0.352,7757,0.1352,0.0092,0.0118,0.00205,0.00166,0.00148,24.27,28.02,27.61,73.4355,0.0303,72.2689,33.9487,22.0451,1082065,1531308,0.6880,0.0070,1727.8,73.4355,21.62,0,0,0,0,0,0,7108,16034.327,14513.583,0.9724
2000,11064,2026,75963,151557,134093,74354,1240,38383,351,1,365295,3070407,35226.319,35958.895,1.0364,12297.554,0.109,0.642,0.143,0.106,0.506,0.343,576,0.1020,0.6807,0.084,12.9,36.6,69.0,32.50,1.83,7.94,0.66,22.06,6.98,1.217,0.220,0.058,0.059,6.595,0.319,0.0045,102,630,848,11823,25,0,0.000,5129,948,2386,7730,517,1207,9340,0.25,12.10,11900,13.5666,66813,9909,497028,3094.2,-0.0,527522,20.465,2631002.543,7.08e-15,0.00068,25.34,51729,40.531,2.821,37.037,0.673,40.534,3088,2680,5296,0.2815,0.893,1.124,1.684,1.368,0.918,1.280,14827.508,12417.970,12863.558,14775.011,19885.304,14120.345,1943.624,7597.372,0.515,0.566,0.457,0.494,0.510,0.483,11592,19708,0.6365,0.3413,0.3869,0.9999,0.0362,0.0470,0.6365,0.7553,0.8572,0.1279,0.0319,0.0206,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6472,0.9972,0.5889,0.6769,0.9982,0.0362,0.0470,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0237,5.1327,5.0627,0.0409,0.0644,0.0560,0.107,0.116,0.093,0.130,1944,0.0806,0.0027,0.0044,0.00215,0.00090,0.00077,26.83,28.17,27.18,215.4948,0.0953,34.8395,11.4862,8.9786,1095581,1528803,1.4698,0.0552,2992.6,215.4948,26.00,0,0,0,0,0,0,11340,23661.341,21101.102,0.9594
3000,8934,1863,57075,119642,107775,61382,1185,23438,129,0,181160,2603932,30567.890,21010.362,0.9781,9935.316,0.076,0.741,0.086,0.097,0.510,0.356,309,0.0927,0.7017,0.062,12.8,38.1,65.5,30.67,1.68,7.48,0.29,21.23,6.66,1.291,0.207,0.092,0.097,6.573,0.308,0.0037,94,335,502,6885,12,0,0.000,4258,28,1660,7246,243,1238,7453,2.25,11.99,15949,16.1777,66737,11913,465801,2306.6,-0.0,559655,11.310,2631002.543,4.42e-15,0.00103,14.43,40094,26.433,2.717,23.286,0.430,26.436,2662,1982,4290,0.2653,0.919,1.198,1.814,1.456,0.935,1.352,12658.890,12137.944,8172.736,12557.145,19773.326,4117.309,1316.428,5641.309,0.450,0.596,0.484,0.418,0.533,0.544,15066,23545,0.6897,0.3251,0.2662,0.9989,0.0360,0.0512,0.6899,0.8105,0.8594,0.1134,0.0310,0.0267,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5617,0.9977,0.6710,0.6786,0.9971,0.0360,0.0512,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2301,5.2517,5.0627,0.0412,0.0394,0.0359,0.046,0.054,0.068,0.047,927,0.0713,0.0027,0.0035,0.00185,0.00084,0.00094,23.52,27.39,27.61,545.9252,0.0636,32.6008,3.7086,7.6017,1097514,1528147,2.0122,0.1099,3726.7,545.9252,22.38,0,0,0,0,0,0,5549,11075.046,9777.740,0.9568
4000,13888,2157,69339,120697,106204,50545,813,26205,161,0,264304,3443332,31254.915,25709.071,0.9949,9274.127,0.054,0.844,0.038,0.064,0.530,0.345,407,0.0695,0.6985,0.065,10.3,33.6,67.5,28.02,1.87,8.35,0.43,17.37,6.32,1.309,0.235,0.122,0.129,5.560,0.256,0.0037,86,331,452,9278,18,0,0.000,6231,36,2546,11306,308,1741,11839,3.00,11.14,19607,19.7273,66781,17150,446162,2550.7,-0.0,584331,11.160,2631002.543,1.59e-15,0.00039,37.93,42306,29.771,2.728,26.061,0.982,29.775,4003,4124,5761,0.3232,0.941,1.129,1.908,1.509,0.954,1.424,9247.804,13318.365,11841.703,9199.286,19488.053,7562.937,1906.359,6965.648,0.513,0.581,0.510,0.420,0.363,0.454,22857,23750,0.7054,0.3566,0.2865,0.9988,0.0292,0.0491,0.6339,0.9421,0.8743,0.1469,0.0230,0.0290,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3982,0.9986,0.7727,0.7278,0.9980,0.0295,0.0491,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6044,5.2873,5.1302,0.0379,0.0610,0.0583,0.074,0.074,0.082,0.099,1200,0.0757,0.0033,0.0030,0.00167,0.00071,0.00102,27.44,27.42,27.86,1491.2944,0.0843,29.0556,4.4361,6.7236,1098403,1525092,2.0722,0.1291,3485.8,1491.2944,25.42,0,0,0,0,0,0,9087,16434.943,14367.238,0.9507
5000,10759,2029,69423,141649,127567,71265,961,27770,197,0,265999,3334322,34553.906,28920.510,1.0303,11791.695,0.059,0.798,0.047,0.096,0.521,0.354,297,0.0892,0.6876,0.062,13.2,37.5,71.0,31.22,2.55,7.58,0.54,20.56,6.61,1.289,0.195,0.166,0.171,6.115,0.277,0.0038,82,345,522,9692,38,7,0.080,5092,51,2125,8583,261,1532,8966,5.25,11.99,21328,21.1702,66759,18184,428948,2284.7,0.0,610025,12.361,2631002.543,7.96e-15,0.00101,12.68,48200,29.244,2.579,26.093,0.572,29.247,3658,2651,4450,0.2784,0.917,1.134,1.907,1.431,0.917,1.394,10855.628,12713.140,15128.866,10772.440,20444.294,8273.829,1905.142,6949.845,0.505,0.584,0.493,0.487,0.496,0.525,31119,30601,0.6309,0.2573,0.2763,0.9980,0.0294,0.0489,0.5724,0.7699,0.8678,0.1854,0.0141,0.0261,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4034,0.9988,0.6893,0.7190,0.9980,0.0298,0.0490,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6939,5.2100,5.0687,0.0385,0.0629,0.0487,0.088,0.082,0.112,0.073,966,0.0505,0.0036,0.0031,0.00205,0.00070,0.00082,26.09,27.57,27.65,1824.4149,0.0969,31.5999,4.7258,7.6355,1100086,1524680,1.4770,0.0961,3059.3,1824.4149,23.03,0,0,0,0,0,0,8984,17128.816,15075.227,0.9540
6000,9921,2623,80313,167667,150646,86205,1149,28270,210,0,300943,3672789,43455.378,31881.517,1.0491,12149.792,0.066,0.829,0.032,0.073,0.522,0.356,235,0.1031,0.6696,0.059,17.7,41.1,81.9,31.79,3.85,9.39,0.39,18.16,6.31,1.423,0.226,0.251,0.260,6.734,0.321,0.0037,74,318,572,10778,53,9,0.228,5199,410,1756,7755,1060,2113,6748,3.75,10.87,19039,22.2330,66770,18385,404066,2443.2,-0.0,639855,12.884,2631002.543,2.28e-14,0.00002,23.20,63151,30.712,2.278,27.741,0.693,30.715,5307,1330,3284,0.1865,0.976,1.371,1.982,1.408,0.961,1.634,12551.806,14775.321,21464.908,12457.850,21682.413,9931.456,1581.077,8219.192,0.541,0.552,0.489,0.529,0.521,0.506,33656,36690,0.5180,0.2531,0.2684,0.9995,0.0314,0.0465,0.5277,0.9352,0.9538,0.1709,0.0210,0.0338,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4266,0.9993,0.7995,0.8418,0.9984,0.0315,0.0466,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7448,5.2113,5.4613,0.0334,0.0469,0.0377,0.091,0.038,0.051,0.059,960,0.0380,0.0038,0.0032,0.00216,0.00076,0.00078,25.39,26.38,26.76,1762.7066,0.1045,34.5197,5.5620,7.3217,1100315,1524542,0.7824,0.0308,2785.6,1762.7066,19.40,0,0,0,0,0,0,10755,19731.725,17290.988,0.9380
7000,8826,2132,66557,122433,107636,55182,694,25695,310,0,263327,3005449,32393.657,27101.540,1.0810,9310.506,0.072,0.825,0.037,0.066,0.496,0.371,202,0.1082,0.6609,0.076,17.5,39.9,82.9,31.61,3.68,9.78,0.48,17.66,6.55,1.411,0.232,0.229,0.234,6.262,0.289,0.0038,80,361,550,8289,23,15,0.229,4561,894,1664,6268,985,1160,6681,6.25,14.16,21002,22.4512,66842,19182,384254,2182.3,-0.0,668170,12.053,2631002.543,4.96e-15,0.00051,24.47,45977,26.308,2.295,23.435,0.579,26.313,4132,1333,3361,0.1892,0.987,1.378,1.996,1.420,0.960,1.578,8962.256,10868.753,16816.772,8853.365,16034.027,9550.084,1169.181,7071.769,0.514,0.512,0.468,0.453,0.413,0.474,41341,27176,0.5895,0.1780,0.2366,0.9996,0.0368,0.0462,0.5265,0.8914,0.9284,0.1838,0.0354,0.0272,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3068,0.9995,0.7866,0.8814,0.9990,0.0369,0.0463,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5524,5.2071,5.3202,0.0335,0.0535,0.0448,0.130,0.055,0.060,0.115,1041,0.0359,0.0048,0.0061,0.00212,0.00061,0.00055,27.05,25.62,26.30,1776.9859,0.1039,25.2635,6.3256,5.7275,1102601,1523150,0.6069,0.0146,2548.8,1776.9859,21.78,0,0,0,0,0,0,10362,17791.033,15496.054,0.9443
8000,8340,1864,77374,163030,146447,84230,1426,24115,358,0,278367,2868430,40563.784,29845.459,1.0134,12214.165,0.072,0.822,0.046,0.060,0.479,0.381,321,0.1174,0.6721,0.073,14.4,36.0,77.7,29.69,3.02,9.02,0.27,17.39,6.56,1.380,0.231,0.205,0.208,6.193,0.279,0.0037,62,305,421,11026,37,11,0.339,4231,768,930,6642,963,1092,6285,5.75,14.26,19164,22.6370,66742,18881,364151,2997.3,-0.0,693042,10.645,2631002.543,1.03e-14,0.00044,7.77,60139,32.911,2.675,29.714,0.522,32.916,3681,1483,3176,0.2061,0.986,1.320,1.998,1.400,0.970,1.549,9383.252,15449.062,21438.305,9279.503,22060.141,9491.256,986.626,7153.411,0.502,0.502,0.445,0.561,0.443,0.520,42906,38207,0.5497,0.1628,0.1705,0.9996,0.0314,0.0512,0.5539,0.9613,0.8979,0.1761,0.0120,0.0227,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2567,0.9987,0.6967,0.8148,0.9983,0.0314,0.0512,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6106,4.7782,5.5391,0.0347,0.0329,0.0299,0.046,0.062,0.047,0.060,1138,0.0517,0.0040,0.0046,0.00200,0.00047,0.00070,25.61,26.63,27.51,1315.4573,0.0956,31.8001,5.1244,5.5208,1104323,1521825,1.0647,0.1038,2765.6,1315.4573,16.84,0,0,0,0,0,0,11475,17631.294,15318.237,0.9483
9000,7567,1677,61996,114572,101589,51509,1067,20012,217,0,196906,2260309,28795.066,20821.053,1.0249,8208.249,0.079,0.799,0.039,0.083,0.464,0.393,246,0.1096,0.6910,0.070,11.3,35.8,75.1,28.76,3.11,8.87,0.45,16.33,6.51,1.395,0.227,0.209,0.212,5.960,0.294,0.0036,67,299,342,9475,33,11,0.396,3903,19,1293,6255,101,1189,6277,7.25,15.66,26663,24.4025,66716,18750,347990,1861.3,0.0,706085,9.075,2631002.543,1.86e-14,0.00738,30.68,42115,25.792,2.730,22.640,0.422,25.794,2896,1527,3144,0.2181,0.986,1.328,1.997,1.414,0.968,1.583,8578.412,13422.639,9352.652,8523.086,19127.576,6214.217,1098.653,5299.934,0.487,0.495,0.427,0.376,0.400,0.508,45045,31976,0.6595,0.1108,0.2351,0.9998,0.0234,0.0549,0.5280,0.9585,0.9082,0.2124,0.0145,0.0232,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2194,0.9992,0.8673,0.8593,0.9978,0.0234,0.0549,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8493,5.0364,4.8928,0.0375,0.0595,0.0474,0.081,0.095,0.055,0.137,963,0.0645,0.0033,0.0040,0.00203,0.00064,0.00093,26.22,26.85,28.00,1438.1240,0.0766,28.1001,3.9616,5.1132,1106054,1520721,1.9214,0.1862,2841.7,1438.1240,18.95,0,0,0,0,0,0,7407,12612.805,11035.070,0.9481
10000,10879,2357,66517,152874,139801,85151,1206,19837,197,0,209933,2623372,40939.213,23712.409,1.0438,10017.333,0.073,0.800,0.042,0.085,0.496,0.380,184,0.0709,0.6658,0.077,16.0,39.0,75.1,32.23,2.51,8.14,0.64,20.94,6.73,1.375,0.200,0.176,0.179,6.558,0.257,0.0033,68,307,434,7454,22,11,0.319,5152,21,1560,9298,364,1733,8782,3.00,11.70,28286,28.0392,66734,16259,333163,4827.5,-0.0,715820,9.609,2631002.543,3.49e-14,0.00621,11.37,59219,33.881,2.768,30.154,0.959,33.884,4476,2191,4212,0.2373,0.967,1.213,1.999,1.457,0.958,1.505,11122.026,16326.956,17663.666,11049.900,22242.980,7357.620,1323.655,5013.801,0.521,0.510,0.465,0.564,0.534,0.573,42759,33185,0.5959,0.1693,0.2517,0.9996,0.0276,0.0553,0.5718,0.8693,0.8145,0.1464,0.0228,0.0216,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2548,0.9992,0.8129,0.8261,0.9981,0.0276,0.0553,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9994,5.0235,4.8454,0.0375,0.0666,0.0581,0.107,0.132,0.099,0.153,992,0.0581,0.0023,0.0031,0.00218,0.00080,0.00100,26.21,27.64,28.06,1430.4075,0.0812,33.6986,4.2387,5.3704,1105869,1518307,2.3573,0.1924,2916.9,1430.4075,19.36,0,0,0,0,0,0,6446,13695.076,12092.153,0.9528
