step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under
4000,50,1,580,340.7270,56.19,152.22,50.19,30,37.94,14.665,1.604
4000,50,2,11,2.3993,2.81,15.14,28.92,1,34.94,10.648,0.674
4000,60,0,3853,130.1440,200.76,0.77,41.02,0,28.63,8.577,3.394
4000,60,1,2,0.5264,0.09,0.37,54.07,0,28.68,8.027,2.783
4000,70,0,4656,52.2730,99.80,0.14,33.90,0,29.68,6.149,1.103
4000,80,0,3564,19.4984,35.84,0.05,30.58,0,32.10,4.159,0.006
5000,-60,0,5472,30.3478,105.85,94.35,-13.64,4,-9.07,0.000,24.140
5000,-60,1,2260,12.3997,41.72,510.42,-15.16,0,-11.52,0.000,26.531
5000,-60,2,2,0.0005,0.00,2.15,-8.91,0,-0.92,0.000,16.004
5000,-50,0,7199,442.9394,485.99,93.63,-7.31,80,0.83,0.132,16.121
5000,-50,1,1495,203.1410,212.75,437.75,-5.90,16,0.36,0.068,16.240
5000,-50,2,4,0.5691,0.51,6.07,-6.09,0,4.00,0.000,11.772
5000,-40,0,6358,586.0762,524.12,61.35,0.99,209,11.80,2.298,10.322
5000,-40,1,1721,271.1221,219.03,615.52,2.50,51,10.43,1.566,10.553
5000,-40,2,2,0.0000,0.00,2.32,25.20,0,12.79,0.527,6.949
5000,-30,0,4324,508.4446,339.22,86.71,11.62,232,20.25,6.015,7.274
5000,-30,1,3216,503.9214,280.66,1507.07,10.39,222,20.20,5.343,6.655
5000,-30,2,637,205.1666,99.88,917.67,11.43,117,22.61,4.904,4.334
5000,-20,0,1810,201.6454,171.30,40.58,11.98,35,27.63,10.168,5.238
5000,-20,1,2468,481.3343,346.58,1037.42,22.05,138,27.37,9.240,4.668
5000,-20,2,3941,449.0992,174.02,11322.03,17.10,519,26.93,5.947,2.255
5000,-10,0,1817,311.1329,318.36,24.39,13.29,14,33.97,14.143,3.817
5000,-10,1,2036,451.2701,333.95,902.29,31.15,74,34.12,13.264,3.044
5000,-10,2,4371,443.4452,232.44,16017.87,22.22,497,31.81,8.074,0.883
5000,0,0,1837,507.7919,636.83,31.09,14.08,4,38.23,16.926,2.935
5000,0,1,1749,746.8021,757.77,851.22,38.61,4,38.46,15.977,2.105
5000,0,2,4781,521.8162,359.49,15259.58,24.80,275,35.52,10.828,0.603
5000,10,0,3045,719.3351,1064.25,50.23,12.39,12,39.63,17.897,2.699
5000,10,1,2808,1396.5654,1690.80,1411.38,41.07,46,39.80,16.891,1.891
5000,10,2,3592,425.2194,332.22,9572.58,32.64,259,35.35,11.339,0.987
5000,20,0,4100,615.7131,766.01,64.13,12.55,32,37.30,16.517,3.355
5000,20,1,3236,1627.9779,1980.70,1508.90,36.15,84,38.10,15.918,2.385
5000,20,2,1109,299.2038,241.16,1965.47,41.14,116,34.92,12.002,1.691
5000,30,0,6810,1282.5822,1539.62,83.10,22.94,77,34.77,14.691,3.792
5000,30,1,2239,1281.7704,1116.75,956.75,28.72,209,37.10,14.900,2.263
5000,30,2,225,171.0766,103.49,251.56,-1.62,59,34.62,11.946,1.712
5000,40,0,6696,1127.1931,1245.08,61.69,20.98,99,30.82,11.805,4.381
5000,40,1,1233,617.0645,200.23,493.77,14.76,319,33.74,12.267,2.548
5000,40,2,241,140.6640,47.69,293.85,-2.37,83,32.94,10.550,1.787
5000,50,0,5123,434.9858,507.37,12.58,12.58,36,24.64,7.782,5.648
5000,50,1,582,151.3728,53.95,156.34,-0.23,85,29.42,9.367,3.273
5000,50,2,11,2.0797,0.67,15.58,18.16,3,29.40,7.231,1.539
5000,60,0,3853,121.4077,180.46,0.76,4.64,3,18.42,3.766,6.742
5000,60,1,2,1.0996,0.00,0.38,6.62,0,22.02,4.547,4.513
5000,70,0,4656,30.8849,84.27,0.14,-1.63,0,14.79,1.142,6.378
5000,80,0,3564,4.0724,24.62,0.05,-1.84,0,15.07,0.173,3.927
6000,-60,0,5487,294.5404,278.00,94.39,16.72,42,2.50,0.229,14.920
6000,-60,1,2245,186.6357,162.83,501.73,14.59,45,0.15,0.061,16.308
6000,-60,2,2,0.0303,0.01,2.13,26.76,0,7.44,0.040,9.964
6000,-50,0,7203,833.5752,465.32,93.34,29.37,302,11.80,2.238,10.275
6000,-50,1,1491,511.6934,184.65,437.98,15.69,283,10.51,1.638,10.566
6000,-50,2,4,0.7766,0.52,6.04,33.40,0,11.74,0.324,7.236
6000,-40,0,6356,782.8759,307.86,60.98,37.17,479,21.25,6.417,6.881
6000,-40,1,1722,420.4592,104.33,618.36,21.04,319,19.13,5.014,7.196
6000,-40,2,3,0.0000,0.00,3.38,30.49,1,22.00,3.969,3.790
6000,-30,0,4317,607.8450,302.13,86.33,38.62,296,27.83,10.229,5.177
6000,-30,1,3204,680.9035,213.37,1507.94,29.38,469,27.07,9.051,4.705
6000,-30,2,656,179.4636,55.50,952.93,29.48,143,28.75,8.229,2.757
6000,-20,0,1804,306.2834,260.13,39.78,54.10,69,33.14,13.651,4.066
6000,-20,1,2440,608.9616,281.58,1010.12,29.69,238,32.51,12.469,3.527
6000,-20,2,3975,445.0471,202.14,11406.54,30.03,457,31.70,8.689,1.290
6000,-10,0,1817,435.6138,502.45,24.02,55.05,22,36.67,16.079,3.403
6000,-10,1,2032,540.7603,497.37,894.74,31.85,57,36.79,15.140,2.596
6000,-10,2,4375,449.6945,226.20,16010.63,28.55,554,34.21,9.603,0.537
6000,0,0,1843,654.4191,888.52,31.32,61.12,5,38.52,17.266,3.008
6000,0,1,1754,903.7344,996.87,855.55,35.84,5,38.61,16.165,2.141
6000,0,2,4770,608.6103,468.69,15215.82,29.07,412,35.25,10.743,0.642
6000,10,0,3056,919.7022,1287.76,50.62,64.13,28,37.40,16.483,3.218
6000,10,1,2829,1684.6409,2113.56,1429.89,37.42,125,37.19,15.185,2.393
6000,10,2,3560,556.2481,483.97,9517.15,9.23,306,32.16,9.471,1.518
6000,20,0,4112,846.7177,984.09,64.71,46.73,61,32.06,13.296,4.628
6000,20,1,3230,1921.4286,1697.29,1511.39,22.88,305,32.24,12.273,3.625
6000,20,2,1103,215.9494,70.92,1954.00,-1.63,181,29.24,8.688,2.854
6000,30,0,6818,1257.2615,807.26,83.17,20.78,354,26.30,9.739,6.012
6000,30,1,2224,976.5881,447.35,954.65,30.55,290,29.22,10.040,3.971
6000,30,2,232,67.8972,18.41,262.11,52.56,35,26.31,7.203,3.713
6000,40,0,6696,863.1524,333.72,61.54,9.68,346,19.73,5.976,7.763
6000,40,1,1224,130.9387,31.60,492.56,34.02,106,23.60,6.513,5.136
6000,40,2,250,41.5469,11.08,308.00,48.22,32,23.62,5.465,4.155
6000,50,0,5119,342.1209,382.04,12.13,-1.74,90,11.02,2.227,10.962
6000,50,1,586,116.7267,76.73,159.41,32.41,30,17.50,3.462,6.974
6000,50,2,11,0.4725,0.00,15.79,26.98,4,20.29,2.712,3.828
6000,60,0,3853,74.7902,161.98,0.74,-9.78,5,2.19,0.214,15.122
6000,60,1,2,0.0000,0.00,0.38,-1.86,0,10.64,0.663,9.047
6000,70,0,4656,11.3908,58.72,0.13,-14.81,0,-5.58,0.000,20.846
6000,80,0,3564,0.0498,14.95,0.05,-23.14,0,-12.09,0.000,27.086
7000,-60,0,5472,985.5432,596.99,93.65,24.57,310,17.00,3.812,7.780
7000,-60,1,2260,656.1375,276.41,513.32,17.88,301,14.86,2.691,8.347
7000,-60,2,2,0.2980,0.25,2.16,23.28,1,18.48,2.396,4.990
7000,-50,0,7191,870.4872,566.14,92.40,25.90,197,24.33,7.744,5.720
7000,-50,1,1503,300.9846,122.86,446.58,43.65,155,23.79,7.000,5.528
7000,-50,2,4,1.1265,0.46,6.10,24.40,1,21.68,3.300,3.459
7000,-40,0,6356,512.8705,373.12,60.82,34.56,78,31.46,12.109,4.058
7000,-40,1,1721,206.5159,123.89,622.07,49.38,56,30.06,10.723,3.986
7000,-40,2,4,0.0000,0.00,4.45,15.99,0,30.05,8.382,1.866
7000,-30,0,4309,547.2499,444.82,85.12,39.34,58,35.67,15.042,3.350
7000,-30,1,3195,472.2487,293.04,1502.38,50.72,112,34.97,13.739,2.858
7000,-30,2,673,93.3635,31.73,978.59,55.81,50,36.00,12.590,1.367
7000,-20,0,1806,301.2779,338.24,39.41,33.49,12,38.18,16.931,3.030
7000,-20,1,2434,536.0915,471.25,1006.79,45.32,19,37.53,15.645,2.502
7000,-20,2,3979,422.8208,194.56,11418.60,55.45,359,36.68,11.749,0.583
7000,-10,0,1818,492.0975,649.72,23.71,38.89,12,38.95,17.559,2.978
7000,-10,1,2031,802.6183,934.87,890.06,38.89,3,38.53,16.269,2.275
7000,-10,2,4375,402.9593,191.79,15984.93,55.00,517,36.26,10.887,0.341
7000,0,0,1845,603.2901,748.82,31.25,31.32,3,37.43,16.445,3.194
7000,0,1,1773,1057.1011,1293.39,872.89,30.38,12,37.15,15.164,2.379
7000,0,2,4749,841.8616,748.20,15206.66,49.37,385,34.14,9.998,0.826
7000,10,0,3063,766.1537,529.26,50.84,21.86,93,32.88,13.408,4.084
7000,10,1,2824,1365.9183,915.77,1428.98,22.76,210,32.55,12.199,3.318
7000,10,2,3558,657.2750,470.50,9545.45,51.63,373,28.51,7.374,2.356
7000,20,0,4119,619.0486,251.40,65.11,19.34,245,24.94,8.931,6.377
7000,20,1,3210,825.3971,222.68,1504.42,29.29,365,25.32,8.196,5.374
7000,20,2,1116,114.2493,71.34,1972.41,46.92,80,23.04,5.419,4.578
7000,30,0,6822,590.3436,402.68,82.93,18.82,256,16.77,4.757,8.995
7000,30,1,2213,373.1301,131.75,952.51,16.60,201,19.68,4.983,6.733
7000,30,2,239,39.8311,27.75,270.23,3.66,18,15.71,2.349,7.138
7000,40,0,6701,247.2346,264.78,61.41,9.74,77,8.01,1.455,12.514
7000,40,1,1217,73.1864,48.39,490.05,2.33,35,11.49,1.581,9.596
7000,40,2,252,30.3442,24.67,310.29,-1.07,7,11.86,0.979,8.498
7000,50,0,5122,117.8906,220.98,12.21,-0.64,18,-2.49,0.093,18.856
7000,50,1,583,109.9100,92.25,157.23,-6.64,1,3.84,0.157,13.464
7000,50,2,11,0.1570,0.09,15.65,1.49,1,9.47,0.096,8.381
7000,60,0,3853,10.0914,103.03,0.71,-14.45,1,-13.05,0.000,28.077
7000,60,1,2,0.0000,0.00,0.37,0.51,0,-0.10,0.000,15.551
7000,70,0,4656,0.0261,35.58,0.12,-26.61,0,-22.00,0.000,36.998
7000,80,0,3564,0.0000,9.06,0.05,-30.74,0,-28.65,0.000,43.646
8000,-60,0,5440,993.9195,494.61,91.98,25.52,313,29.30,9.923,3.862
8000,-60,1,2292,594.5387,160.15,534.19,25.03,289,27.58,8.510,3.936
8000,-60,2,2,0.1958,0.00,2.23,4.04,0,27.11,6.491,2.364
8000,-50,0,7184,922.5643,643.90,91.68,33.38,136,34.32,13.545,3.135
8000,-50,1,1510,389.1792,253.04,453.18,5.09,81,33.04,12.255,2.988
8000,-50,2,4,0.1296,0.00,6.24,5.54,0,29.19,7.109,1.476
8000,-40,0,6359,688.8794,660.67,60.41,33.88,70,38.72,16.784,2.509
8000,-40,1,1718,384.0475,342.34,619.04,11.13,23,36.81,14.892,2.395
8000,-40,2,4,0.0000,0.00,4.48,60.62,1,36.53,12.283,0.760
8000,-30,0,4310,797.2021,832.09,84.34,33.10,19,40.50,18.270,2.380
8000,-30,1,3202,716.7884,674.25,1499.87,21.11,30,39.20,16.471,1.970
8000,-30,2,665,86.0942,62.18,963.89,13.60,21,39.54,14.845,0.750
8000,-20,0,1811,430.7774,530.67,39.35,23.32,1,39.95,18.150,2.629
8000,-20,1,2428,910.8672,970.74,998.53,35.42,9,39.78,17.074,2.022
8000,-20,2,3980,345.6700,184.01,11361.21,18.38,209,38.70,13.025,0.329
8000,-10,0,1815,605.6655,857.05,23.02,10.35,4,37.60,16.654,3.125
8000,-10,1,2038,1248.6629,1536.95,891.38,39.61,4,38.15,15.908,2.250
8000,-10,2,4371,401.0120,312.32,15934.04,15.41,375,35.80,10.527,0.349
8000,0,0,1845,721.2793,800.62,31.14,10.25,59,33.63,14.001,3.898
8000,0,1,1766,1284.1683,1092.02,867.57,36.81,134,34.40,13.285,2.835
8000,0,2,4756,1100.3931,523.15,15230.63,12.01,630,31.03,8.092,1.272
8000,10,0,3066,646.2151,452.74,50.99,8.14,185,26.84,9.892,5.585
8000,10,1,2797,1093.9769,571.18,1411.97,25.69,461,27.41,9.114,4.514
8000,10,2,3582,594.1065,252.38,9584.65,4.59,503,23.27,4.729,3.680
8000,20,0,4126,257.4586,193.82,65.45,-1.33,75,16.85,5.001,9.070
8000,20,1,3201,425.5107,276.07,1505.34,4.60,190,17.79,4.476,7.753
8000,20,2,1118,140.8648,88.50,1973.73,5.25,88,16.20,2.483,6.891
8000,30,0,6834,364.0425,375.13,82.95,-6.43,67,7.22,1.390,13.115
8000,30,1,2209,265.4020,221.53,956.43,-1.66,44,10.64,1.527,10.330
8000,30,2,231,48.0928,50.24,259.78,-13.98,1,5.46,0.154,12.316
8000,40,0,6713,151.5045,226.86,61.12,-14.85,25,-2.76,0.064,19.046
8000,40,1,1215,75.0957,67.11,489.18,-10.10,24,1.00,0.067,15.583
8000,40,2,242,21.6858,18.50,295.29,-13.99,0,1.34,0.001,14.737
8000,50,0,5130,13.0213,141.16,12.51,-24.31,11,-13.99,0.000,29.020
8000,50,1,575,22.9889,62.21,150.09,-19.87,2,-7.45,0.000,22.500
8000,50,2,11,0.2046,0.19,15.19,-5.52,0,0.61,0.000,14.565
8000,60,0,3853,0.0143,61.41,0.67,-30.16,0,-24.30,0.000,39.302
8000,60,1,2,0.0000,0.00,0.35,-17.03,0,-9.31,0.000,24.309
8000,70,0,4656,0.0000,21.56,0.12,-31.61,0,-30.20,0.000,45.202
8000,80,0,3564,0.0000,5.49,0.04,-30.78,0,-30.77,0.000,45.767
9000,-60,0,5409,1037.1279,906.28,90.01,54.03,59,37.38,14.803,2.058
9000,-60,1,2323,715.4906,448.42,557.19,53.79,124,35.94,13.306,1.937
9000,-60,2,2,0.0000,0.00,2.34,69.17,1,33.71,10.010,0.978
9000,-50,0,7185,1112.1593,1179.63,91.24,56.82,83,40.91,17.837,1.885
9000,-50,1,1509,641.1001,614.56,457.61,72.98,11,39.44,16.265,1.721
9000,-50,2,4,0.0000,0.00,6.44,71.50,3,35.03,10.382,0.509
9000,-40,0,6368,937.3691,1129.99,60.25,60.22,24,43.61,20.143,1.717
9000,-40,1,1711,682.0599,722.94,614.36,72.42,10,41.46,17.967,1.601
9000,-40,2,2,0.0000,0.00,2.47,21.12,0,39.09,13.716,0.353
9000,-30,0,4321,1092.0255,1343.31,84.13,59.67,27,43.68,20.463,1.877
9000,-30,1,3212,1198.6479,1329.16,1500.45,63.47,20,42.05,18.433,1.536
9000,-30,2,644,142.2768,134.51,929.28,69.39,10,41.94,16.542,0.511
