step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,12611,8776,144530,814615,779881,657052,13033,64657,798,0,257065,5653167,183662.044,84647.761,0.9973,68624.323,0.229,0.299,0.250,0.222,0.637,0.314,1129,0.0419,0.6951,0.102,11.9,46.7,85.8,43.37,3.92,5.45,2.79,31.21,7.70,1.066,0.128,0.060,0.060,20.990,0.627,0.0025,130,441,1853,14234,65,0,0.000,5999,3692,3023,5896,854,4133,7624,0.00,1.14,11922,34.3641,66712,9467,539123,3209.8,-0.0,465662,58.033,2631002.543,1.10e-14,0.00093,30.00,241004,144.844,3.221,140.470,1.153,144.848,9529,909,2173,0.3834,0.849,1.052,1.298,1.053,0.945,1.171,37610.661,12814.743,177643.376,38159.554,36483.438,8946.798,3985.009,3091.631,0.699,0.563,0.548,0.875,0.683,0.646,6566,56110,0.7419,0.5704,0.5754,0.9999,0.0461,0.0523,0.5505,0.7484,0.8180,0.1024,0.0518,0.0365,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16856,0.9999,0.7872,0.7446,0.9992,0.0461,0.0523,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0506,5.3199,5.0670,0.1110,0.1964,0.1714,0.361,0.443,0.385,0.409,8633,0.1645,0.0091,0.0110,0.00247,0.00167,0.00150,23.25,27.83,27.55,67.7268,0.0270,73.9179,36.2104,21.8227,1081123,1531487,0.7081,0.0065,1733.5,67.7268,21.62,0,0,0,0,0,0,8841,16023.437,14374.920,0.9772
2000,10366,2660,63623,120776,107732,55576,1577,30974,243,0,279917,2847766,30354.206,28587.748,1.0076,10960.223,0.107,0.623,0.136,0.134,0.538,0.332,698,0.0835,0.6713,0.079,14.6,40.4,76.4,35.38,2.76,8.93,1.20,22.49,7.30,1.163,0.230,0.138,0.143,8.621,0.355,0.0040,95,885,923,14360,26,0,0.000,5104,889,3072,6405,505,1149,8712,0.00,8.13,12540,13.2603,66812,14211,500607,2118.8,-0.0,526330,20.490,2631002.543,5.66e-15,0.00068,25.34,39163,37.167,3.053,33.587,0.527,37.171,3307,2325,4734,0.2635,0.952,1.131,1.451,1.255,0.957,1.201,11189.695,11708.747,11319.248,11140.959,18854.222,9616.788,3231.212,4779.526,0.533,0.562,0.527,0.499,0.435,0.471,15031,19897,0.7393,0.3719,0.4701,1.0000,0.0333,0.0523,0.5521,0.8594,0.8516,0.1570,0.0275,0.0287,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,4499,0.9986,0.7932,0.7553,0.9992,0.0333,0.0523,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1327,5.0365,5.1280,0.0454,0.1070,0.0878,0.160,0.187,0.114,0.194,2146,0.1044,0.0036,0.0028,0.00246,0.00064,0.00063,26.80,26.81,26.42,613.2663,0.0729,30.3077,12.6782,7.8118,1094646,1528852,1.4834,0.0547,2622.0,613.2663,26.00,0,0,0,0,0,0,8109,17627.525,15925.356,0.9616
3000,8199,2089,72566,140428,125628,66242,1620,29269,255,0,284429,3125242,36406.557,30001.945,1.0322,11653.597,0.060,0.779,0.083,0.078,0.505,0.350,520,0.1339,0.6709,0.077,14.3,41.9,80.5,33.42,3.33,9.76,0.48,19.86,7.20,1.237,0.242,0.217,0.227,7.439,0.336,0.0040,83,335,657,19049,56,0,0.000,4409,28,1697,6474,199,1442,6558,3.50,11.27,15039,15.7876,66736,14708,469779,2079.4,-0.0,561945,13.909,2631002.543,2.78e-14,0.00233,14.43,46721,34.175,2.889,30.903,0.383,34.178,3146,2069,2984,0.2787,0.965,1.211,1.607,1.335,0.957,1.328,13487.169,14802.026,11326.896,13390.379,23342.878,8326.974,2422.335,7599.039,0.522,0.547,0.468,0.445,0.465,0.499,19386,30267,0.6665,0.2682,0.3390,0.9996,0.0292,0.0560,0.5393,0.9574,0.8843,0.1883,0.0222,0.0291,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4161,0.9993,0.8685,0.7835,0.9985,0.0292,0.0560,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1801,5.1416,5.2779,0.0402,0.0621,0.0515,0.100,0.069,0.059,0.101,1617,0.0781,0.0048,0.0040,0.00223,0.00078,0.00095,23.32,26.01,26.82,1721.9155,0.0908,37.1805,5.4458,8.4628,1097338,1528270,2.0351,0.1118,2392.7,1721.9155,22.38,0,0,0,0,0,0,9164,18348.348,16402.537,0.9500
4000,10814,2264,54118,101692,90788,46465,1109,20584,128,0,199608,2645188,30643.745,21707.275,1.1252,7669.934,0.042,0.833,0.077,0.049,0.522,0.352,198,0.0710,0.6485,0.063,16.6,41.6,77.1,35.49,3.07,9.24,0.65,22.54,7.25,1.169,0.209,0.202,0.209,6.830,0.265,0.0037,84,369,541,10540,29,0,0.000,5223,31,2060,8723,533,1367,8914,4.00,11.10,17852,17.8651,66710,16906,447902,2995.5,0.0,591817,10.646,2631002.543,7.26e-15,0.00723,37.93,35479,27.104,2.765,23.760,0.578,27.107,3424,3327,4063,0.3557,0.843,1.094,1.627,1.261,0.899,1.313,10575.708,11618.523,11390.549,10502.416,16420.713,6820.456,2092.805,5124.080,0.518,0.575,0.484,0.452,0.440,0.485,28790,21253,0.7009,0.2520,0.3186,0.9990,0.0331,0.0633,0.5250,0.9411,0.8449,0.1846,0.0218,0.0267,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3439,0.9981,0.6096,0.6463,0.9987,0.0331,0.0634,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0944,5.4766,5.1312,0.0363,0.0818,0.0716,0.130,0.097,0.077,0.163,1310,0.0704,0.0063,0.0038,0.00217,0.00058,0.00082,27.40,27.74,27.32,1744.8113,0.0814,27.3223,4.2903,6.3558,1098576,1525485,2.1494,0.1313,2229.4,1744.8113,25.42,0,0,0,0,0,0,4789,14037.341,12680.305,0.9622
5000,10483,2550,65012,135672,123653,69402,1258,22009,97,0,226425,3095209,37985.344,27580.474,1.1405,11440.572,0.064,0.813,0.070,0.054,0.537,0.346,166,0.0772,0.6379,0.066,20.0,45.9,81.3,35.21,3.17,10.11,0.36,21.57,6.99,1.305,0.221,0.206,0.211,7.313,0.261,0.0033,78,358,619,11572,61,11,0.428,5352,81,2348,8054,320,2140,8023,3.75,11.06,18587,19.3090,66703,19566,425687,2323.7,-0.0,617959,11.566,2631002.543,8.67e-15,0.00064,12.68,45275,33.536,2.851,30.098,0.587,33.539,4240,2038,4205,0.2285,0.978,1.237,1.743,1.343,0.971,1.429,11551.959,15382.354,14950.458,11477.518,22997.939,7646.170,2036.041,6457.691,0.518,0.587,0.519,0.551,0.466,0.524,32468,31095,0.6508,0.2475,0.3642,0.9991,0.0373,0.0568,0.5571,0.9031,0.8854,0.1573,0.0296,0.0284,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5891,0.9990,0.7152,0.7502,0.9981,0.0374,0.0569,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1177,5.3031,5.2904,0.0367,0.0650,0.0490,0.070,0.060,0.035,0.094,798,0.0460,0.0041,0.0029,0.00240,0.00078,0.00083,25.53,27.16,27.15,1678.5129,0.0892,35.0719,4.7472,6.8186,1099889,1523951,1.5099,0.0953,2179.3,1678.5129,23.03,0,0,0,0,0,0,5453,16139.901,14580.913,0.9535
6000,10689,2684,76011,168298,152581,91230,1057,26073,181,0,320161,3423562,47361.688,37790.125,1.1299,15180.301,0.047,0.831,0.062,0.060,0.521,0.359,341,0.0860,0.6129,0.068,22.3,47.4,81.8,34.56,3.07,10.32,0.31,20.87,6.75,1.399,0.211,0.216,0.220,7.167,0.260,0.0036,80,354,654,12612,24,13,0.210,5661,363,1942,8384,1203,1850,7636,5.00,11.56,15638,18.5864,66715,19546,397691,2839.4,-0.0,651058,12.845,2631002.543,2.34e-14,0.00016,23.20,58780,42.260,2.989,38.492,0.778,42.268,4803,1404,4482,0.1766,0.995,1.382,1.838,1.361,0.969,1.573,12294.950,20570.025,19980.795,12190.275,30370.919,11509.118,1683.176,9417.530,0.493,0.558,0.528,0.555,0.493,0.561,32999,34453,0.6406,0.2282,0.3358,0.9997,0.0396,0.0573,0.5602,0.8984,0.9672,0.1429,0.0301,0.0259,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,5789,0.9988,0.7120,0.7338,0.9992,0.0397,0.0573,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1784,5.5655,5.4308,0.0318,0.0465,0.0356,0.059,0.039,0.044,0.071,1194,0.0586,0.0045,0.0035,0.00207,0.00073,0.00085,23.93,26.90,26.92,1487.1031,0.1129,43.2236,6.1653,6.6795,1101749,1521990,0.7925,0.0308,2313.0,1487.1031,19.40,0,0,0,0,0,0,8115,22609.824,20364.509,0.9483
7000,10587,2523,82073,196549,179239,112903,1573,26000,172,0,353566,3233572,48577.306,41799.799,1.0865,17789.932,0.058,0.760,0.075,0.107,0.505,0.367,146,0.0897,0.6125,0.058,21.0,46.3,80.1,32.70,2.73,10.80,0.19,18.97,6.64,1.466,0.223,0.209,0.213,6.480,0.259,0.0034,79,361,663,12443,58,12,0.284,5752,856,1485,8246,926,1247,8414,5.75,11.95,9991,14.7693,66784,18805,366360,2784.3,-0.0,690453,13.282,2631002.543,3.01e-15,0.00057,24.47,68633,40.404,2.668,36.954,0.782,40.407,4137,1568,4882,0.1723,0.986,1.497,1.929,1.431,0.951,1.661,10886.562,21253.688,24009.828,10773.232,31584.178,11473.702,1004.784,11531.381,0.489,0.565,0.501,0.615,0.515,0.575,32478,40770,0.6161,0.1772,0.3499,0.9998,0.0513,0.0544,0.5532,0.9352,0.9798,0.1532,0.0224,0.0219,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3564,0.9989,0.7324,0.7969,0.9990,0.0513,0.0545,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1641,5.1389,5.0639,0.0306,0.0274,0.0210,0.031,0.036,0.033,0.036,1631,0.0538,0.0046,0.0039,0.00239,0.00094,0.00091,26.86,26.66,27.23,1638.4521,0.1270,42.9280,7.0691,6.2129,1104403,1519946,0.6107,0.0150,2270.6,1638.4521,21.78,0,0,0,0,0,0,10038,24009.867,21438.323,0.9416
8000,10827,2470,73373,147924,130101,73569,982,23539,235,1,350956,3040717,38935.775,34341.450,1.0199,11969.804,0.043,0.843,0.053,0.060,0.489,0.376,249,0.0897,0.6210,0.060,19.3,41.8,73.2,29.46,1.93,9.25,0.29,17.99,6.39,1.499,0.218,0.160,0.164,6.492,0.246,0.0035,75,347,465,14018,36,18,0.216,5515,540,1463,8824,648,882,9297,4.00,10.77,11726,14.3770,66685,19207,342595,3347.4,0.0,716604,10.859,2631002.543,1.77e-14,0.00080,7.77,58410,35.991,2.604,32.419,0.968,35.994,3167,1749,5911,0.1728,0.992,1.517,1.978,1.455,0.972,1.679,9420.278,20730.041,12359.378,9375.893,29170.308,7952.128,1401.092,13018.426,0.445,0.550,0.496,0.443,0.431,0.540,33889,30962,0.5897,0.1379,0.2807,0.9999,0.0367,0.0497,0.5751,1.0279,0.9675,0.1573,0.0132,0.0137,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,4404,0.9989,0.7945,0.7376,0.9987,0.0367,0.0497,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2861,5.2433,5.5447,0.0342,0.0415,0.0376,0.057,0.050,0.060,0.074,1217,0.0609,0.0048,0.0043,0.00239,0.00065,0.00078,25.17,26.86,27.64,1461.6095,0.1071,39.0200,4.9599,5.8995,1107009,1517258,1.0828,0.1077,2403.5,1461.6095,16.84,0,0,0,0,0,0,12775,22371.646,19644.199,0.9434
9000,10965,2440,60737,125572,111347,63905,930,19866,192,0,260371,2888993,32403.166,27975.126,1.0950,10155.985,0.044,0.831,0.064,0.061,0.511,0.364,133,0.0744,0.6416,0.062,17.0,42.3,69.6,29.36,2.22,9.19,0.24,17.71,6.33,1.460,0.210,0.177,0.179,6.431,0.273,0.0032,78,373,452,8903,30,13,0.332,5463,19,1826,9120,464,1673,8828,3.50,10.98,16988,17.8327,66676,18512,327595,2890.2,0.0,731803,9.971,2631002.543,8.85e-15,0.00362,30.68,48811,33.126,2.812,29.355,0.959,33.129,3819,2315,4831,0.2253,0.977,1.383,1.973,1.534,0.958,1.643,8971.379,16548.787,9724.704,8854.302,23980.144,6465.201,872.998,10480.942,0.465,0.579,0.514,0.375,0.518,0.552,37834,26898,0.6565,0.2324,0.3301,0.9993,0.0324,0.0476,0.5974,0.9528,0.9259,0.1562,0.0206,0.0266,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3057,0.9990,0.8291,0.7667,0.9977,0.0324,0.0476,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6082,5.2812,5.4063,0.0382,0.0343,0.0265,0.037,0.032,0.033,0.060,1038,0.0652,0.0038,0.0046,0.00244,0.00051,0.00077,26.17,27.43,27.76,1478.6660,0.0900,33.3222,4.0103,5.9604,1108586,1515759,1.9648,0.1941,2510.3,1478.6660,18.95,0,0,0,0,0,0,9548,17819.141,15545.414,0.9473
10000,7682,1959,62275,123643,110040,60665,703,22958,126,0,273687,2702480,32868.114,26797.333,1.0233,9293.770,0.041,0.855,0.054,0.050,0.479,0.386,148,0.1153,0.6332,0.044,23.5,45.0,69.5,28.08,2.61,10.27,0.19,15.01,6.03,1.565,0.236,0.234,0.238,6.376,0.285,0.0038,79,355,455,9855,46,10,0.350,4071,44,1370,6268,304,1336,6042,7.50,13.60,21150,20.1431,66695,18359,314477,1978.0,-0.0,743352,11.077,2631002.543,4.25e-15,0.00013,11.37,45656,32.315,2.929,28.846,0.540,32.320,3180,1103,3399,0.1488,0.999,1.671,1.986,1.544,0.973,1.776,8740.535,15747.535,11488.351,8667.059,22006.475,8146.671,1026.985,8329.907,0.451,0.579,0.453,0.433,0.434,0.541,38302,30043,0.6615,0.1520,0.3475,0.9996,0.0312,0.0451,0.5782,1.0419,0.9307,0.1803,0.0176,0.0176,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2323,0.9988,0.8824,0.7707,0.9981,0.0312,0.0451,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2249,5.1404,5.5957,0.0326,0.0307,0.0221,0.024,0.040,0.034,0.041,1435,0.0931,0.0033,0.0046,0.00227,0.00064,0.00101,26.78,26.59,27.48,1507.8002,0.1067,31.1534,4.8612,6.2160,1110691,1515695,2.4111,0.2010,2580.8,1507.8002,19.36,0,0,0,0,0,0,8673,17503.562,15393.008,0.9403
