step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err
1000,7899,4301,174245,632772,597001,451756,6771,52375,300,0,257255,3406011,155499.962,69402.936,0.9351,54367.475,0.212,0.304,0.202,0.281,0.570,0.369,428,0.0554,0.6646,0.104,21.6,48.9,99.3,48.44,5.03,7.21,2.63,33.57,7.69,1.091,0.156,0.058,0.058,17.058,0.505,0.0030,58,306,1302,9597,57,0,0.000,3876,2090,2348,3461,434,2257,5208,0.00,1.65,37079,42.1862,66323,9874,557402,2963.1,-0.0,432116,39.309,2630837.750,1.59e-14,0.00052,30.00,191799,83.368,2.449,80.505,0.414,83.371,5386,856,1657,0.3590,0.882,1.055,1.356,1.080,0.949,1.200,37285.280,11754.501,139161.031,38071.331,32635.075,8718.271,2820.513,3496.678,0.613,0.556,0.519,0.756,0.684,0.599,7482,111166,0.2707,0.3410,0.4467,0.9994,0.0467,0.0508,0.4919,0.8072,0.8910,0.1215,0.0610,0.0227,0.0000,0.7082,0.9589,0.1879,0.6734,0.9568,0.00230,15085,0.9997,0.6613,0.7501,0.9983,0.0468,0.0509,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1693,4.8384,5.4517,0.0724,0.2010,0.1680,0.344,0.472,0.409,0.404,5308,0.1920,0.0106,0.0124,0.00190,0.00157,0.00145,22.52,27.22,27.03,73.1467,0.0382,69.5208,17.7421,21.5668,1089598,1531272,0.8866,0.0152,1743.1,73.1467,21.62,0,0,0,0,0,0,6243,15035.462,13736.455,0.9759,6163.5188,3169.2350,9533.8522,17946.5770,17695.8993,905.3274,15319,1029195.1,1.21e-14
2000,12782,1817,74713,136177,120255,60719,745,25207,152,0,304149,2363688,35996.469,28399.459,0.9301,10718.434,0.096,0.674,0.095,0.135,0.491,0.349,269,0.0727,0.6547,0.074,10.7,32.1,71.7,32.59,1.95,7.79,0.78,22.07,7.19,1.156,0.221,0.065,0.067,6.304,0.308,0.0039,67,337,532,11548,29,0,0.000,5464,692,3474,8616,439,1075,11268,0.00,9.15,36751,28.3524,66241,12892,530974,3270.9,0.0,474507,14.452,2630837.750,6.73e-15,0.00044,25.34,43953,29.404,2.424,26.295,0.686,29.407,2455,4052,6275,0.3647,0.902,1.052,1.573,1.233,0.936,1.267,12967.221,12098.825,14950.455,12971.952,18792.496,7725.745,2903.598,7051.682,0.462,0.531,0.479,0.464,0.443,0.444,15670,30278,0.2370,0.3383,0.2662,0.9994,0.0342,0.0396,0.5125,0.9491,0.9234,0.1453,0.0313,0.0166,0.0000,0.3854,0.9302,0.2278,0.6846,0.9777,0.00253,4342,0.9979,0.7720,0.7444,0.9989,0.0343,0.0396,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2394,5.2243,5.7440,0.0395,0.1048,0.0850,0.156,0.164,0.145,0.143,1464,0.1092,0.0032,0.0044,0.00173,0.00084,0.00067,25.92,26.98,26.53,442.7263,0.0691,31.8820,7.7095,6.7422,1096721,1526746,2.7304,0.0410,2807.7,442.7263,26.00,0,0,0,0,0,0,8387,17681.025,15884.189,0.9641,2064.1654,773.6077,2202.1848,3358.5289,5080.7573,705.0786,4301,1134717.9,1.37e-14
3000,8862,1997,67195,125290,112234,57234,861,23671,121,0,220401,2409731,34336.767,24386.425,0.9683,11047.975,0.066,0.725,0.092,0.117,0.487,0.374,690,0.0932,0.6848,0.067,10.1,35.6,84.6,33.21,2.71,7.53,1.16,21.81,6.91,1.207,0.206,0.134,0.140,7.090,0.283,0.0038,65,306,423,11890,18,0,0.000,4304,35,1998,6829,151,1069,7642,0.25,9.31,37418,28.2509,65996,15635,509199,2448.2,-0.0,502124,11.207,2630837.750,1.68e-14,0.00429,14.43,43212,26.580,2.431,23.706,0.443,26.583,2553,2567,3742,0.3178,0.939,1.095,1.602,1.353,0.958,1.279,11350.820,12914.955,13449.420,11331.135,20604.187,5268.724,2350.954,5718.772,0.463,0.535,0.464,0.464,0.436,0.473,20711,35955,0.3179,0.1723,0.2058,0.9996,0.0326,0.0388,0.4994,0.9489,0.8980,0.1597,0.0225,0.0233,0.0000,0.0000,0.9029,0.0936,0.6520,0.9900,0.00266,3799,0.9977,0.8559,0.7831,0.9984,0.0327,0.0389,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4052,5.0304,5.7386,0.0432,0.1268,0.1067,0.177,0.281,0.180,0.143,792,0.0534,0.0053,0.0035,0.00178,0.00072,0.00066,23.67,26.47,26.36,1186.4319,0.0589,32.1924,3.3760,7.8309,1098199,1526913,2.7893,0.0901,3024.5,1186.4319,22.38,0,0,0,0,0,0,6777,13338.450,11882.403,0.9575,1452.7879,459.7503,1853.0606,2084.8602,2878.1790,396.3046,5028,671709.2,2.37e-14
4000,7965,1757,63882,109204,95136,44698,624,23908,184,0,245572,2498287,28502.525,23593.659,0.9839,8493.094,0.056,0.781,0.070,0.092,0.492,0.367,270,0.1097,0.6928,0.067,14.2,35.8,79.4,30.97,2.69,8.46,0.53,19.30,6.84,1.265,0.226,0.164,0.171,6.657,0.300,0.0040,67,305,445,16298,40,0,0.000,4056,75,1932,5958,171,993,6801,3.75,12.30,40080,28.3839,65807,19367,499378,1999.6,-0.0,522528,10.571,2630837.750,7.79e-15,0.00015,37.93,40023,25.916,2.430,23.056,0.429,25.919,2462,2182,3321,0.2899,0.935,1.175,1.760,1.390,0.949,1.379,9759.622,10957.904,10589.393,9703.296,16702.930,6560.645,2875.389,5664.532,0.481,0.521,0.472,0.411,0.350,0.456,31105,28416,0.3562,0.1332,0.1632,0.9989,0.0254,0.0518,0.5421,1.0763,0.8933,0.1889,0.0216,0.0169,0.0000,0.8296,0.9652,0.1463,0.6861,0.9930,0.00263,2633,0.9980,0.9294,0.8158,0.9972,0.0255,0.0519,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4827,5.7469,6.4151,0.0381,0.0846,0.0673,0.135,0.099,0.088,0.071,1131,0.0837,0.0060,0.0036,0.00164,0.00038,0.00049,26.48,27.14,26.94,1358.9441,0.0727,26.6895,3.8665,6.7041,1100552,1525439,2.8614,0.1148,3101.5,1358.9441,25.42,0,0,0,0,0,0,8507,15100.565,13392.208,0.9529,1500.8237,458.1233,1389.1622,1643.1640,2254.6810,392.7129,5330,544051.4,1.66e-14
5000,7275,1670,58062,104180,91789,45452,666,19075,105,0,191842,2179440,28432.379,20547.053,1.0754,7652.981,0.056,0.788,0.056,0.100,0.488,0.373,333,0.1032,0.6833,0.054,15.0,37.5,83.2,31.44,3.13,8.19,0.73,19.39,6.52,1.315,0.214,0.195,0.200,6.719,0.274,0.0037,62,299,411,11941,72,11,0.065,3697,87,1818,5370,154,1365,5756,3.25,11.46,41657,30.1770,65593,22887,492372,2420.6,-0.0,541276,8.642,2630837.750,2.83e-15,0.00171,12.68,38893,23.360,2.437,20.592,0.331,23.362,2690,1525,3060,0.2291,0.967,1.256,1.791,1.391,0.956,1.426,8242.246,11016.187,11913.289,8192.005,15980.066,6460.726,1653.879,4779.468,0.482,0.537,0.448,0.507,0.361,0.447,43789,30427,0.2337,0.1066,0.1508,0.9987,0.0251,0.0552,0.5104,1.0855,0.9501,0.1735,0.0313,0.0234,0.0000,0.0000,0.7658,0.2125,0.6643,0.9670,0.00258,2070,0.9986,0.9476,0.7979,0.9975,0.0252,0.0553,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7450,5.5650,6.5167,0.0396,0.0999,0.0781,0.131,0.101,0.094,0.145,795,0.0569,0.0049,0.0034,0.00209,0.00034,0.00052,25.69,26.31,26.22,1411.4665,0.0720,24.3972,3.0155,5.6267,1101679,1524566,2.5890,0.0986,3134.4,1411.4665,23.03,0,0,0,0,0,0,6280,12894.072,11478.332,0.9529,1427.3587,405.0075,1492.0558,1305.5882,1905.6653,292.2891,3805,382134.8,2.03e-14
6000,9284,2078,73882,147515,128798,72981,652,22594,177,0,336063,2506823,37766.096,32143.485,0.9836,11484.431,0.060,0.791,0.051,0.098,0.470,0.383,303,0.0984,0.6643,0.056,19.5,43.5,96.1,36.43,3.77,9.50,0.86,22.29,6.57,1.381,0.222,0.202,0.206,6.937,0.245,0.0038,62,280,498,11498,59,12,0.064,4793,417,2144,6723,1294,2064,5926,3.00,11.77,35721,31.3207,65427,23694,480396,3414.2,-0.0,569246,9.230,2630837.750,1.42e-15,0.00007,23.20,57958,30.397,2.380,27.362,0.654,30.400,4694,1403,3187,0.1939,0.978,1.317,1.939,1.390,0.955,1.556,8508.074,10721.969,24548.819,8450.914,16250.794,11451.438,1456.142,7751.475,0.478,0.486,0.453,0.559,0.416,0.468,54844,31955,0.1747,0.0690,0.1038,0.9998,0.0247,0.0521,0.4887,1.0198,0.9237,0.1442,0.0403,0.0177,0.0000,0.5274,0.9421,0.1240,0.6581,0.9532,0.00254,2910,0.9990,0.8897,0.7666,0.9986,0.0247,0.0521,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8322,5.0043,7.1451,0.0320,0.1019,0.0846,0.151,0.187,0.175,0.112,1049,0.0522,0.0043,0.0039,0.00183,0.00032,0.00034,23.17,25.38,25.68,1457.6453,0.0913,24.9971,3.7721,5.4577,1101439,1523006,1.8559,0.0411,3129.0,1457.6453,19.40,0,0,0,0,0,0,13188,20659.055,18132.732,0.9444,2015.4237,741.1977,1758.3763,1275.0824,2184.2937,412.0865,4370,395109.4,2.25e-14
7000,7212,2072,66513,116136,100222,49256,367,20325,87,0,275255,2422403,33749.668,27368.418,1.0551,9217.212,0.056,0.829,0.047,0.068,0.467,0.386,242,0.1236,0.6374,0.058,19.7,40.9,99.4,34.05,4.44,9.06,0.55,19.99,6.32,1.469,0.219,0.243,0.252,7.796,0.318,0.0036,57,310,432,10682,27,19,0.039,4074,603,1213,5396,1157,1235,4820,2.25,11.06,33696,29.5529,65333,24205,462283,2466.9,-0.0,600482,10.019,2630837.750,1.52e-14,0.00039,24.47,47342,28.682,2.387,25.792,0.504,28.685,3487,849,2876,0.1371,0.995,1.435,1.970,1.429,0.958,1.667,6518.837,11060.441,21634.616,6436.302,14895.962,10449.286,1203.636,6498.284,0.471,0.485,0.456,0.479,0.333,0.407,62717,35848,0.2562,0.1649,0.1176,0.9996,0.0303,0.0503,0.4841,0.8593,0.8872,0.1909,0.0595,0.0230,0.0000,0.4742,0.9167,0.3389,0.7050,0.9487,0.00236,1393,0.9996,0.8461,0.8077,0.9988,0.0303,0.0503,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9413,5.3057,7.3343,0.0309,0.0879,0.0728,0.106,0.103,0.113,0.097,1157,0.0560,0.0056,0.0056,0.00156,0.00033,0.00028,26.09,25.10,25.73,1361.7922,0.0896,21.6914,5.1961,4.8230,1103636,1522113,1.5231,0.0214,3203.5,1361.7922,21.78,0,0,0,0,0,0,9775,18151.206,16010.953,0.9360,2033.9882,848.3713,1449.8473,1045.4561,1673.2888,321.1479,4021,437563.8,2.20e-14
8000,7861,1742,70959,135785,119157,64207,619,21148,244,0,268057,2588404,35658.993,25166.459,0.9814,8723.963,0.053,0.807,0.059,0.081,0.488,0.372,236,0.1100,0.6699,0.062,16.0,32.0,83.2,30.82,3.38,8.30,0.76,18.38,6.51,1.347,0.234,0.207,0.213,6.623,0.280,0.0036,58,294,389,11384,47,22,0.129,4284,137,1126,6598,977,1151,5733,3.50,13.22,36698,30.9000,65062,21575,441828,2924.6,-0.0,619119,9.926,2630837.750,2.05e-14,0.00052,7.77,55061,29.670,2.386,26.748,0.536,29.673,3019,1564,3278,0.2226,0.967,1.202,1.970,1.333,0.952,1.549,9453.040,14766.391,14880.070,9390.350,20112.535,7644.169,1548.900,7249.427,0.464,0.551,0.471,0.470,0.454,0.488,62023,33820,0.2856,0.1618,0.1180,0.9984,0.0296,0.0413,0.5097,1.0629,0.9939,0.1900,0.0209,0.0213,0.0000,0.0000,0.8854,0.1584,0.6524,0.9429,0.00240,2041,0.9985,0.8789,0.9024,0.9970,0.0296,0.0414,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4186,5.2505,6.6786,0.0337,0.1016,0.0804,0.100,0.149,0.163,0.087,1000,0.0587,0.0043,0.0046,0.00166,0.00039,0.00040,23.76,26.55,27.07,1272.6288,0.0776,29.8575,4.3999,5.5258,1105618,1520349,2.0317,0.0694,3339.2,1272.6288,16.84,0,0,0,0,0,0,12057,16442.496,14244.117,0.9485,1639.8537,595.9849,1375.2689,1478.6367,2249.0994,410.6084,4452,466018.0,2.83e-14
9000,9453,1435,70745,142814,128365,71284,785,18403,93,0,244202,2218171,38016.531,25785.569,1.0160,10279.477,0.053,0.791,0.051,0.105,0.479,0.380,132,0.0809,0.6612,0.060,17.8,38.9,86.4,36.91,2.75,7.29,1.42,25.45,6.72,1.341,0.198,0.169,0.174,5.918,0.234,0.0035,51,269,315,8356,31,21,0.160,4560,65,1185,8203,233,1428,7792,5.00,14.78,39864,32.9119,64834,19022,421498,3494.0,-0.0,632620,8.748,2630837.750,3.10e-14,0.00127,30.68,55193,28.103,2.394,24.983,0.727,28.106,2948,2316,4189,0.2694,0.932,1.158,1.981,1.388,0.935,1.532,9275.499,16646.977,16319.812,9252.826,22723.370,7828.824,1279.754,6397.514,0.492,0.537,0.435,0.530,0.381,0.530,56319,39571,0.3320,0.1382,0.1418,0.9993,0.0286,0.0445,0.5175,0.6612,0.7412,0.1807,0.0238,0.0204,0.0000,0.7523,0.9502,0.1541,0.7290,0.9572,0.00240,1084,0.9988,0.6363,0.7791,0.9975,0.0286,0.0445,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8638,5.3653,7.2126,0.0269,0.1433,0.1229,0.197,0.288,0.241,0.208,1164,0.0855,0.0033,0.0036,0.00171,0.00063,0.00082,25.04,28.04,28.70,1365.4327,0.0689,32.2788,3.8675,4.8803,1107084,1518003,3.0580,0.1458,3376.2,1365.4327,18.95,0,0,0,0,0,0,8838,15506.092,13666.443,0.9533,1643.9447,497.7776,1757.1646,1342.3441,2558.8792,429.6558,4375,641899.8,3.56e-14
10000,8482,1483,69003,128123,113857,58314,806,18397,124,0,229148,1964066,34513.999,23155.461,0.9766,9169.073,0.059,0.743,0.104,0.094,0.461,0.390,182,0.0874,0.6730,0.055,17.2,35.4,78.3,32.59,2.38,7.89,0.80,21.52,6.54,1.355,0.219,0.189,0.194,5.509,0.262,0.0036,53,255,389,8593,32,21,0.176,4368,61,1607,6814,210,1497,6775,6.25,14.89,44429,33.6760,64632,18477,406222,2962.3,-0.0,640833,8.542,2630837.750,1.03e-14,0.00085,11.37,53514,28.120,2.386,25.076,0.659,28.123,2919,1807,3756,0.2521,0.950,1.154,1.991,1.401,0.953,1.513,8906.965,16054.505,12926.503,8862.389,21894.180,7106.850,1164.881,5714.658,0.431,0.590,0.410,0.388,0.436,0.501,51775,39932,0.3050,0.1502,0.1527,0.9995,0.0318,0.0429,0.5542,0.9454,0.8594,0.1665,0.0121,0.0156,0.0000,0.0000,0.7534,0.2187,0.6949,0.9485,0.00236,1918,0.9993,0.8566,0.8643,0.9977,0.0318,0.0430,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.0187,5.3354,6.9439,0.0281,0.0923,0.0739,0.139,0.091,0.102,0.132,1115,0.0932,0.0021,0.0033,0.00202,0.00061,0.00079,26.24,27.71,27.62,1484.9858,0.0777,31.0658,3.7233,4.8189,1108677,1517442,3.5787,0.1595,3301.7,1484.9858,19.36,0,0,0,0,0,0,8488,13986.389,12247.721,0.9534,1544.6790,426.7781,1822.8791,1440.6695,2393.6649,393.2687,5444,496648.3,2.11e-15
