step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,5253,905.0766,564.46,88.65,1.83,242,2.52,0.215,14.846,0.3725,74.980
1000,-60,1,2479,774.3641,408.71,633.95,0.91,258,0.35,0.100,16.346,0.5694,102.650
1000,-60,2,2,0.3283,0.00,2.45,22.54,0,9.05,0.490,9.940,0.4214,137.668
1000,-50,0,7110,1399.0509,684.89,96.33,15.03,433,11.85,2.198,10.186,0.3117,96.364
1000,-50,1,1584,649.7764,254.96,489.27,14.27,223,10.58,1.969,10.963,0.4873,159.640
1000,-50,2,4,1.6866,2.13,6.70,30.22,0,13.44,1.574,7.922,0.6321,164.943
1000,-40,0,6341,1414.6083,662.00,62.93,26.40,387,21.32,6.385,6.819,0.2839,147.028
1000,-40,1,1738,786.7553,289.90,625.90,23.31,310,19.29,5.710,7.776,0.4632,244.878
1000,-40,2,2,1.1132,1.65,2.39,13.17,0,21.68,5.175,5.171,0.4585,161.127
1000,-30,0,4328,1793.0871,978.16,88.32,33.46,271,27.92,10.259,5.138,0.3076,255.029
1000,-30,1,3253,1714.3004,596.92,1512.73,29.58,360,27.20,10.104,5.560,0.4278,373.140
1000,-30,2,596,292.9508,81.47,836.12,34.82,79,28.97,11.020,4.985,0.5190,502.233
1000,-20,0,1821,1032.2411,1309.25,41.52,55.87,41,33.35,13.795,4.024,0.2928,358.675
1000,-20,1,2522,2009.3316,1896.35,1070.39,29.99,149,32.56,13.429,4.305,0.4226,530.279
1000,-20,2,3876,2159.8281,1086.04,10986.80,33.10,559,31.74,13.096,4.630,0.6497,823.460
1000,-10,0,1808,868.0971,1427.49,24.45,65.26,17,36.98,16.284,3.358,0.2771,467.835
1000,-10,1,2073,1836.6034,3026.28,920.72,35.06,24,36.81,16.186,3.393,0.3848,685.955
1000,-10,2,4343,2318.3212,1074.99,15752.71,34.84,520,34.16,14.829,4.250,0.6811,1081.746
1000,0,0,1824,801.4389,1502.81,31.23,72.13,8,38.85,17.518,2.984,0.2170,440.874
1000,0,1,1742,1497.2710,2668.64,843.31,40.70,1,38.59,17.319,3.014,0.3644,769.388
1000,0,2,4801,3142.8079,2348.16,15188.95,38.04,381,35.21,15.593,4.114,0.6325,1099.514
1000,10,0,3016,1613.5416,2615.14,51.89,74.59,6,37.73,16.756,3.207,0.2409,436.173
1000,10,1,2715,2474.3795,3753.39,1343.98,44.80,3,37.15,16.387,3.346,0.3982,728.270
1000,10,2,3714,2445.2994,1668.47,9682.47,22.80,341,32.17,13.938,5.051,0.6078,885.145
1000,20,0,3995,1249.2920,1511.48,62.04,62.25,9,32.28,13.501,4.650,0.1854,219.090
1000,20,1,3287,2573.0912,2859.54,1564.42,36.33,58,32.28,13.451,4.578,0.4298,548.524
1000,20,2,1163,752.0807,400.45,2026.57,8.20,136,29.29,12.122,5.726,0.5648,645.816
1000,30,0,6746,1648.0331,1124.19,84.86,37.44,76,26.43,9.893,6.055,0.2285,187.700
1000,30,1,2321,1525.1942,994.34,1008.77,42.54,89,29.30,11.109,4.847,0.4668,421.458
1000,30,2,207,122.9526,49.39,226.84,71.08,31,26.61,9.552,5.577,0.5632,411.300
1000,40,0,6706,1003.9045,515.92,64.23,28.38,132,19.88,6.116,7.796,0.2273,110.132
1000,40,1,1258,588.9011,206.57,498.09,50.16,129,23.74,7.458,5.921,0.5043,275.784
