step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,5237,1177.8482,586.08,88.00,1.83,202,2.52,0.215,14.848,0.5008,28.032
1000,-60,1,2495,1241.3141,604.13,644.03,0.93,356,0.37,0.101,16.332,0.9432,38.508
1000,-60,2,2,1.2065,0.00,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702
1000,-50,0,7092,1577.5386,624.33,95.54,15.06,430,11.86,2.200,10.184,0.3831,52.782
1000,-50,1,1601,944.6208,335.27,498.83,14.14,318,10.58,1.967,10.966,0.7454,91.245
1000,-50,2,5,3.2271,0.57,7.80,29.42,1,12.87,1.481,8.306,0.9488,86.788
1000,-40,0,6338,1229.4176,511.03,63.06,26.41,408,21.32,6.386,6.819,0.3172,111.036
1000,-40,1,1741,1056.8234,397.69,635.55,23.27,335,19.29,5.709,7.777,0.6257,185.623
1000,-40,2,2,0.4495,0.00,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834
1000,-30,0,4323,987.2671,419.21,88.01,33.45,282,27.92,10.259,5.139,0.3251,219.547
1000,-30,1,3255,1497.4283,568.81,1520.49,29.61,441,27.20,10.104,5.560,0.4805,310.876
1000,-30,2,599,272.9296,89.25,844.86,34.76,86,28.97,11.020,4.986,0.5966,435.377
1000,-20,0,1820,482.8462,218.16,41.41,55.87,57,33.35,13.796,4.023,0.2970,341.886
1000,-20,1,2521,1279.0165,471.54,1071.17,30.03,265,32.56,13.429,4.305,0.4403,492.341
1000,-20,2,3878,1934.4681,504.09,11056.97,33.07,777,31.74,13.095,4.630,0.7286,739.804
1000,-10,0,1808,401.3387,169.56,24.35,65.26,42,36.98,16.284,3.358,0.2791,453.839
1000,-10,1,2073,979.3793,223.05,921.12,35.06,84,36.81,16.186,3.393,0.3882,669.096
1000,-10,2,4343,2335.1826,680.19,15832.01,34.84,955,34.16,14.829,4.250,0.7502,991.709
1000,0,0,1825,378.8754,177.95,31.21,72.11,8,38.85,17.518,2.984,0.2176,429.821
1000,0,1,1739,934.6651,311.90,841.77,40.68,18,38.58,17.318,3.015,0.3683,748.718
