step,year,land_temp,land_rain,land_evap,sea_evap,sea_rain,to_sea,water,water_err,a,b,a_err,b_err,weathered_a,weathered_b,river_a,river_b,buried_a,buried_b,rivers,lakes,storms,land_water,land_biomass,sea_biomass,land_cover,sea_cover,land_height,litter,eaters,eater_cells,gpp,resp,transp,eaten,decayed,burnt,burnt_cells,genotypes,eater_genotypes,leading,matter,c_err,ms_step
677160,57,21.326,1993.2,1207.9,6.873958e7,4.851399e7,180.8,1.930537e7,5.229e-14,2.030505e6,2.500433e6,1.999e-13,2.840e-13,4.406839e4,4.969256e4,1.011704e4,3.973774e3,3.208600e3,1.068981e3,2234,520,671,1.251739e7,1.11304,0.13313,0.8924,0.2352,3.978,0.12325,2.7013e-4,43370,9.997593e4,2.367045e4,601.9,1.899633e3,3.641632e4,2.987013e3,5436,49814,3891,237,1.833168e5,1.667e-13,1.694
689040,58,21.276,2000.2,1209.6,6.917437e7,4.869512e7,185.3,1.928973e7,5.987e-14,2.071629e6,2.549419e6,2.438e-13,2.011e-13,4.424074e4,5.006183e4,1.111027e4,4.323265e3,3.116367e3,1.076442e3,2302,519,682,1.234775e7,1.13303,0.13561,0.8931,0.2358,3.989,0.12510,3.0340e-4,43716,1.043068e5,2.385409e4,606.8,2.162450e3,3.669356e4,3.562296e3,5957,50445,3818,237,1.866144e5,1.848e-13,1.721
700920,59,21.305,1959.9,1180.4,6.900158e7,4.880505e7,186.9,1.881243e7,6.297e-14,2.112040e6,2.597035e6,1.601e-13,3.531e-13,4.360017e4,4.867245e4,9.968413e3,4.352790e3,3.189643e3,1.056680e3,2257,501,699,1.211639e7,1.13875,0.13833,0.8935,0.2365,3.995,0.12663,2.9198e-4,43927,1.028146e5,2.435215e4,594.7,2.177320e3,3.641932e4,4.402890e3,6789,51009,3853,237,1.881647e5,2.724e-13,1.706
712800,60,21.175,1917.8,1122.8,6.848224e7,4.875407e7,185.7,1.799564e7,5.693e-14,2.151754e6,2.643081e6,2.188e-13,3.645e-13,4.264651e4,4.709615e4,9.968578e3,4.519603e3,2.931993e3,1.049594e3,2007,469,710,1.116845e7,1.14885,0.14096,0.8938,0.2371,3.987,0.13096,2.5783e-4,44265,1.040392e5,2.445663e4,617.9,1.965383e3,3.597738e4,4.516226e3,6950,51686,3858,237,1.909080e5,2.645e-13,1.711
724680,61,20.947,1947.3,1130.2,6.854282e7,4.831660e7,179.1,1.840645e7,6.942e-14,2.191638e6,2.689276e6,3.926e-13,2.774e-13,4.289518e4,4.723654e4,1.050983e4,4.334159e3,3.011991e3,1.041417e3,2003,449,720,1.193051e7,1.16829,0.14445,0.8942,0.2377,3.989,0.13088,3.1096e-4,44948,1.047158e5,2.416719e4,631.1,2.240117e3,3.669602e4,5.636151e3,7923,52024,3830,236,1.928736e5,8.269e-14,1.712
736560,62,20.998,1983.5,1165.4,6.892558e7,4.904945e7,175.4,1.888069e7,5.367e-14,2.232057e6,2.736184e6,2.410e-13,2.481e-13,4.375620e4,4.796866e4,1.089129e4,3.944766e3,3.336235e3,1.060992e3,2188,479,730,1.197428e7,1.18362,0.14683,0.8946,0.2382,3.994,0.13087,2.8317e-4,44990,1.064186e5,2.495607e4,642.3,2.212164e3,3.798899e4,5.126389e3,7818,52801,3894,235,1.950968e5,1.199e-13,1.735
748440,63,21.143,1983.7,1159.4,6.975271e7,4.970569e7,178.6,1.917222e7,6.101e-14,2.272291e6,2.783276e6,3.594e-13,2.249e-13,4.371656e4,4.812816e4,1.068984e4,4.005246e3,3.483377e3,1.035943e3,2390,470,744,1.260386e7,1.20298,0.14928,0.8949,0.2389,3.957,0.13151,2.9772e-4,45409,1.080549e5,2.548282e4,640.0,2.085307e3,3.803873e4,5.218186e3,7978,53557,4008,235,1.981096e5,1.604e-13,1.717
760320,64,21.385,1975.4,1168.4,7.011649e7,5.029577e7,178.7,1.922435e7,5.910e-14,2.312992e6,2.831145e6,3.634e-13,2.974e-13,4.412875e4,4.890702e4,1.036875e4,3.976158e3,3.427617e3,1.037945e3,2470,488,750,1.228728e7,1.22182,0.15176,0.8952,0.2398,3.949,0.13310,3.2052e-4,45909,1.097790e5,2.602216e4,631.2,2.215458e3,3.894228e4,4.803539e3,7318,54031,3971,234,2.011338e5,1.757e-13,1.695
772200,65,21.424,1979.8,1156.8,7.038571e7,4.981249e7,187.2,1.909349e7,4.975e-14,2.353067e6,2.878518e6,3.770e-13,2.964e-13,4.354591e4,4.840519e4,1.028946e4,3.857522e3,3.470919e3,1.032424e3,2564,509,759,1.279228e7,1.22784,0.15446,0.8954,0.2404,3.935,0.13499,3.6871e-4,46305,1.090039e5,2.606920e4,631.2,2.759928e3,3.891525e4,5.359592e3,8074,54732,4016,234,2.027763e5,1.408e-13,1.717
784080,66,21.350,1980.1,1164.3,7.082230e7,4.897988e7,196.8,1.916046e7,3.597e-14,2.392331e6,2.924812e6,3.284e-13,1.627e-13,4.295850e4,4.736836e4,1.074392e4,4.583629e3,3.694497e3,1.074787e3,2553,534,766,1.234261e7,1.22337,0.15679,0.8955,0.2411,3.944,0.13629,3.9437e-4,46636,1.084560e5,2.606279e4,623.1,3.114356e3,3.885572e4,6.125712e3,8840,55435,3943,234,2.029998e5,2.275e-13,1.699
795960,67,21.176,1943.1,1132.1,7.133067e7,4.930830e7,197.7,1.930674e7,4.940e-14,2.431437e6,2.971261e6,2.080e-13,1.672e-13,4.298418e4,4.750712e4,1.080018e4,4.314941e3,3.877842e3,1.057226e3,2502,525,776,1.288506e7,1.22605,0.15927,0.8958,0.2421,3.908,0.13626,3.1794e-4,47107,1.082771e5,2.584313e4,608.4,2.710661e3,3.843016e4,6.568584e3,9190,56006,3966,234,2.037975e5,1.837e-13,1.716
807840,68,21.209,1941.8,1126.6,7.135832e7,4.957621e7,198.9,1.908433e7,4.216e-14,2.470398e6,3.017908e6,3.557e-13,2.726e-13,4.272245e4,4.777293e4,1.070374e4,4.531209e3,3.761870e3,1.126335e3,2429,522,783,1.217894e7,1.23483,0.16175,0.8959,0.2428,3.911,0.13900,3.0414e-4,47387,1.101808e5,2.618391e4,622.7,2.459599e3,3.876284e4,6.057854e3,8432,56657,4021,232,2.060139e5,1.938e-13,1.713
819720,69,21.162,1943.6,1127.9,7.041284e7,4.966569e7,185.4,1.932484e7,3.952e-14,2.509324e6,3.064862e6,2.811e-13,2.255e-13,4.250197e4,4.814442e4,1.170878e4,4.799752e3,3.575321e3,1.190363e3,2303,523,797,1.289463e7,1.24140,0.16450,0.8960,0.2438,3.883,0.14013,3.4718e-4,47774,1.095085e5,2.647500e4,623.9,2.573643e3,3.937169e4,5.857415e3,8237,57361,4018,231,2.076685e5,3.714e-14,1.739
831600,70,21.166,1977.8,1139.8,7.010080e7,4.944634e7,186.2,1.937818e7,3.076e-14,2.548225e6,3.112484e6,2.213e-13,3.091e-13,4.279224e4,4.888962e4,1.239629e4,5.143180e3,3.891736e3,1.267859e3,2367,548,810,1.250064e7,1.25163,0.16726,0.8963,0.2443,3.867,0.14028,3.2871e-4,48116,1.104962e5,2.686285e4,655.3,2.665609e3,4.051186e4,5.611388e3,7763,57962,3993,231,2.093754e5,1.904e-13,1.783
843480,71,21.120,1964.0,1099.4,7.073152e7,4.951064e7,199.5,1.852561e7,3.338e-14,2.585917e6,3.158842e6,2.906e-13,2.910e-13,4.170838e4,4.770359e4,1.190990e4,5.240689e3,4.016019e3,1.345290e3,2092,538,823,1.213165e7,1.27097,0.17084,0.8968,0.2451,3.853,0.14234,3.0922e-4,48698,1.110742e5,2.677668e4,668.5,2.367605e3,3.948322e4,6.210683e3,8730,58290,4098,230,2.117730e5,1.666e-13,1.740
855360,72,20.954,1908.8,1048.4,7.146673e7,4.968015e7,197.2,1.849973e7,3.544e-14,2.622750e6,3.203113e6,2.537e-13,2.576e-13,4.092949e4,4.555050e4,1.191165e4,5.062048e3,4.096717e3,1.279432e3,1929,481,833,1.149183e7,1.27451,0.17362,0.8968,0.2460,3.884,0.14558,3.2949e-4,49149,1.115090e5,2.662899e4,669.0,2.534132e3,3.923875e4,7.155939e3,9751,58989,4081,230,2.134717e5,9.775e-14,1.727
867240,73,20.995,1968.0,1106.8,7.169347e7,4.967822e7,191.2,1.935841e7,1.232e-14,2.661302e6,3.249610e6,2.357e-13,2.505e-13,4.282254e4,4.782134e4,1.292305e4,6.133826e3,4.270985e3,1.324734e3,2203,485,844,1.276105e7,1.28921,0.17641,0.8970,0.2467,3.882,0.14527,3.7394e-4,49426,1.131273e5,2.682447e4,658.5,2.815504e3,4.120848e4,6.524320e3,9000,59668,4128,230,2.157578e5,8.498e-14,1.763
879120,74,20.896,1942.0,1111.9,7.095079e7,5.011725e7,184.6,1.976631e7,1.545e-14,2.699900e6,3.297405e6,1.694e-13,2.324e-13,4.326491e4,4.934600e4,1.235589e4,5.613005e3,4.666578e3,1.551360e3,2360,545,856,1.243043e7,1.30345,0.17870,0.8973,0.2476,3.905,0.14913,4.6795e-4,50173,1.155202e5,2.700884e4,648.5,3.437715e3,4.193645e4,5.841144e3,8341,60281,4279,229,2.189160e5,1.300e-13,1.741
891000,75,21.117,1926.3,1115.0,7.010283e7,5.002718e7,184.4,1.944760e7,1.743e-14,2.738085e6,3.345013e6,2.105e-13,1.961e-13,4.285599e4,4.917842e4,1.289170e4,5.629678e3,4.671088e3,1.569448e3,2310,541,868,1.262149e7,1.30847,0.18093,0.8977,0.2485,3.927,0.15023,3.7908e-4,50827,1.144198e5,2.737201e4,625.2,3.452252e3,4.235981e4,6.010649e3,8400,60912,4257,226,2.202238e5,1.840e-13,1.728
902880,76,21.323,1957.6,1113.5,6.987481e7,4.997686e7,184.3,1.896276e7,1.532e-14,2.775514e6,3.391693e6,2.107e-13,1.021e-13,4.270805e4,4.829465e4,1.392947e4,5.691580e3,5.278368e3,1.614671e3,2261,514,879,1.176899e7,1.32007,0.18371,0.8978,0.2495,3.929,0.14858,3.5532e-4,50999,1.161343e5,2.822460e4,667.5,2.855602e3,4.255025e4,7.360292e3,9855,61394,4343,226,2.216573e5,2.266e-13,1.731
914760,77,21.562,1959.2,1093.3,6.906527e7,4.970260e7,180.5,1.835343e7,2.842e-14,2.811315e6,3.436539e6,1.918e-13,2.515e-13,4.133228e4,4.648841e4,1.299447e4,5.581949e3,5.532097e3,1.642995e3,1947,482,890,1.155353e7,1.32516,0.18680,0.8979,0.2504,3.888,0.14851,3.0082e-4,51078,1.160565e5,2.888017e4,687.3,2.585420e3,4.145169e4,8.571382e3,11061,62016,4253,226,2.229418e5,2.183e-13,1.725
926640,78,21.355,1910.2,1035.4,6.968798e7,4.927019e7,188.3,1.794119e7,4.153e-14,2.845486e6,3.478774e6,3.083e-13,1.541e-13,3.961588e4,4.406402e4,1.201685e4,5.042482e3,5.444937e3,1.829326e3,1857,478,903,1.088476e7,1.31675,0.18995,0.8981,0.2514,3.893,0.15145,3.6213e-4,51494,1.159265e5,2.899042e4,692.5,2.713453e3,4.011615e4,9.818594e3,12493,62598,4386,225,2.231397e5,1.239e-13,1.717
938520,79,21.202,1918.1,1042.8,7.055138e7,4.904802e7,192.3,1.817378e7,3.526e-14,2.880927e6,3.522367e6,2.429e-13,1.999e-13,4.046645e4,4.524538e4,1.199390e4,5.416474e3,5.025450e3,1.651548e3,1921,462,916,1.153847e7,1.31323,0.19336,0.8982,0.2526,3.932,0.15557,5.0633e-4,51974,1.158226e5,2.796019e4,677.2,3.502577e3,4.068136e4,8.341069e3,11139,63215,4399,223,2.244719e5,2.514e-13,1.728
950400,80,21.151,1978.4,1097.3,7.048387e7,4.869106e7,191.4,1.878915e7,4.639e-14,2.918212e6,3.567925e6,2.449e-13,2.195e-13,4.222481e4,4.727121e4,1.424684e4,6.377053e3,4.939025e3,1.713433e3,2017,473,933,1.170749e7,1.32067,0.19661,0.8985,0.2536,3.929,0.15504,4.3649e-4,52459,1.177952e5,2.847015e4,688.1,3.614673e3,4.340120e4,6.859305e3,9303,63748,4425,222,2.258334e5,1.495e-13,1.733
962280,81,20.990,2005.0,1109.8,7.034673e7,4.843571e7,195.8,1.903620e7,4.462e-14,2.955142e6,3.614355e6,2.439e-13,2.581e-13,4.318068e4,4.816030e4,1.939346e4,6.963918e3,6.250812e3,1.730105e3,2435,513,945,1.236617e7,1.34498,0.20040,0.8988,0.2550,3.926,0.15728,4.9492e-4,52994,1.177038e5,2.833483e4,693.4,3.590833e3,4.375054e4,5.189193e3,7599,64035,4377,222,2.287674e5,9.516e-14,1.699
974160,82,21.099,1991.7,1083.7,7.117811e7,4.883068e7,211.3,1.800995e7,4.075e-14,2.989275e6,3.659759e6,1.069e-13,2.013e-13,4.217232e4,4.713013e4,1.624206e4,8.142554e3,8.039257e3,1.726286e3,2304,495,956,1.122796e7,1.34253,0.20267,0.8990,0.2559,3.956,0.15773,4.4165e-4,53540,1.172564e5,2.901017e4,707.0,3.889397e3,4.385455e4,6.941237e3,9488,64572,4374,222,2.290019e5,1.617e-13,1.733
986040,83,21.494,1977.3,1065.9,7.189551e7,4.895134e7,211.2,1.759082e7,4.257e-14,3.023182e6,3.704404e6,3.161e-13,1.507e-13,4.125924e4,4.631334e4,1.405170e4,6.312113e3,7.352206e3,1.669028e3,1942,434,968,1.108706e7,1.34660,0.20503,0.8993,0.2568,3.943,0.15813,4.1858e-4,53986,1.156169e5,2.924950e4,701.5,3.427528e3,4.319202e4,6.984891e3,9407,65145,4346,222,2.301521e5,1.392e-13,1.722
997920,84,21.289,1957.1,1054.9,7.109987e7,4.892967e7,200.2,1.761896e7,4.884e-14,3.057904e6,3.748830e6,2.018e-13,1.512e-13,4.129540e4,4.604158e4,1.380792e4,6.224081e3,6.573612e3,1.615556e3,1911,432,977,1.071509e7,1.35931,0.20773,0.8995,0.2577,3.906,0.16014,4.8764e-4,54406,1.175356e5,2.933412e4,705.5,3.448755e3,4.336097e4,7.154055e3,9653,65718,4350,220,2.326402e5,1.973e-13,1.727
1009800,85,21.291,1910.0,1025.4,7.066125e7,4.919381e7,198.7,1.710709e7,4.747e-14,3.093121e6,3.792521e6,2.350e-13,1.219e-13,4.088621e4,4.523175e4,1.300542e4,5.923732e3,5.668989e3,1.540482e3,2053,445,984,1.057241e7,1.35462,0.21075,0.8994,0.2589,3.921,0.16193,4.4429e-4,54799,1.161711e5,2.879164e4,687.2,3.765881e3,4.274358e4,8.345932e3,10794,66338,4414,221,2.331415e5,2.289e-13,1.719
1021680,86,21.243,1923.9,1032.2,6.970750e7,4.833675e7,188.1,1.767014e7,4.238e-14,3.129513e6,3.836626e6,3.256e-13,1.617e-13,4.164121e4,4.549655e4,1.402959e4,5.564113e3,5.249293e3,1.391139e3,2080,408,994,1.080948e7,1.37290,0.21403,0.8995,0.2598,3.906,0.16229,4.0118e-4,55392,1.198746e5,2.876832e4,701.5,3.153646e3,4.403361e4,7.501698e3,10210,66992,4476,220,2.359795e5,1.147e-13,1.740
1033560,87,21.170,1955.9,1064.5,6.936356e7,4.862436e7,184.1,1.804370e7,4.150e-14,3.166361e6,3.882043e6,3.112e-13,1.677e-13,4.237865e4,4.674678e4,1.408687e4,5.492009e3,5.530505e3,1.329900e3,2222,432,1003,1.135909e7,1.39213,0.21700,0.8993,0.2609,3.878,0.16328,5.1679e-4,56097,1.220433e5,2.903893e4,702.4,3.655081e3,4.515624e4,6.699982e3,9177,67669,4372,217,2.391596e5,1.979e-13,1.810
1045440,88,21.116,1942.2,1054.6,6.998471e7,5.007690e7,184.0,1.759899e7,6.329e-14,3.202273e6,3.927151e6,2.276e-13,1.121e-13,4.183364e4,4.647196e4,1.312249e4,6.103424e3,5.921540e3,1.364314e3,2016,384,1013,1.065316e7,1.39617,0.21904,0.8999,0.2618,3.898,0.16734,5.5211e-4,56947,1.228799e5,2.939589e4,710.1,4.331285e3,4.538667e4,6.587143e3,8602,68202,4325,216,2.411124e5,2.074e-13,1.738
1057320,89,20.888,1850.0,1013.9,7.123815e7,5.126639e7,178.8,1.778950e7,6.617e-14,3.237495e6,3.970507e6,2.301e-13,2.306e-13,4.072483e4,4.474305e4,1.202268e4,5.690439e3,5.502977e3,1.386665e3,1849,348,1030,1.099057e7,1.38239,0.22158,0.9000,0.2628,3.909,0.16784,5.6176e-4,57636,1.191649e5,2.899245e4,654.3,4.256816e3,4.436436e4,8.614235e3,10620,68663,4338,216,2.400407e5,1.277e-13,1.844
1069200,90,20.989,1889.0,1043.1,7.218151e7,5.168825e7,186.9,1.760823e7,5.903e-14,3.273267e6,4.013939e6,3.665e-13,1.281e-13,4.137976e4,4.488320e4,1.350582e4,6.304338e3,5.608468e3,1.451659e3,1925,366,1045,1.054415e7,1.37881,0.22438,0.9002,0.2639,3.870,0.16619,4.4948e-4,58122,1.199275e5,2.976564e4,663.1,4.062354e3,4.496725e4,8.575942e3,10773,69232,4481,216,2.397517e5,1.128e-13,1.809
1081080,91,21.106,1933.3,1033.3,7.133966e7,5.056027e7,192.0,1.714527e7,5.084e-14,3.308484e6,4.057504e6,2.707e-13,1.567e-13,4.108460e4,4.499270e4,1.311531e4,6.048481e3,5.867067e3,1.427426e3,1910,350,1057,1.081100e7,1.39572,0.22888,0.9005,0.2646,3.872,0.16447,4.2317e-4,58714,1.204874e5,3.018463e4,705.5,3.433017e3,4.460092e4,8.353389e3,10921,69374,4603,215,2.409201e5,9.556e-14,1.749
1092960,92,21.265,1947.5,1053.7,7.064684e7,4.973579e7,184.2,1.767398e7,7.019e-14,3.344305e6,4.102091e6,2.271e-13,1.405e-13,4.135179e4,4.607199e4,1.389391e4,6.325047e3,5.531098e3,1.484905e3,1881,374,1067,1.074919e7,1.41159,0.23244,0.9006,0.2657,3.844,0.16291,4.4939e-4,59147,1.219520e5,3.085382e4,710.1,3.444623e3,4.580093e4,7.723177e3,10208,69802,4588,212,2.429763e5,9.403e-14,1.736
1104840,93,21.352,1996.4,1101.7,7.055343e7,4.965368e7,180.2,1.864076e7,6.435e-14,3.380935e6,4.148555e6,2.901e-13,1.423e-13,4.272924e4,4.806515e4,1.504197e4,7.118756e3,6.098956e3,1.601657e3,2408,443,1082,1.209987e7,1.43080,0.23655,0.9008,0.2666,3.838,0.16254,4.9123e-4,59255,1.236247e5,3.125067e4,702.4,3.545421e3,4.710568e4,6.036946e3,8381,70312,4584,211,2.459511e5,1.129e-13,1.755
1116720,94,21.240,2008.1,1094.9,7.075799e7,4.965687e7,195.9,1.807257e7,6.658e-14,3.417879e6,4.194843e6,2.486e-13,1.490e-13,4.268876e4,4.788407e4,1.412272e4,6.727566e3,5.745139e3,1.595752e3,2477,491,1088,1.116490e7,1.44867,0.23990,0.9009,0.2675,3.822,0.16550,5.2100e-4,59467,1.261301e5,3.146138e4,725.8,3.907073e3,4.740571e4,5.990067e3,8400,70825,4591,208,2.494425e5,1.789e-13,1.748
1128600,95,21.277,1988.4,1057.0,7.133875e7,4.941716e7,205.8,1.722994e7,8.065e-14,3.453689e6,4.239559e6,3.042e-13,1.331e-13,4.164397e4,4.628806e4,1.448304e4,6.922109e3,5.833921e3,1.571694e3,2170,433,1102,1.104109e7,1.44790,0.24320,0.9009,0.2687,3.849,0.16680,4.7758e-4,59554,1.237605e5,3.158968e4,726.7,4.159760e3,4.686470e4,7.341023e3,9736,71371,4576,207,2.502748e5,1.648e-13,1.749
1140480,96,21.136,1928.7,1004.1,7.100395e7,4.872648e7,201.2,1.724887e7,8.013e-14,3.488514e6,4.282776e6,1.794e-13,1.811e-13,4.060990e4,4.470249e4,1.450087e4,7.217778e3,5.785164e3,1.486113e3,1942,405,1115,1.036371e7,1.44616,0.24612,0.9009,0.2697,3.838,0.16851,5.0585e-4,60077,1.251783e5,3.115419e4,729.5,3.956516e3,4.584328e4,9.112374e3,11558,71937,4490,205,2.510382e5,1.666e-13,1.782
1152360,97,21.147,1969.7,1042.2,7.111591e7,4.903772e7,194.9,1.776495e7,7.801e-14,3.524739e6,4.327197e6,2.090e-13,1.862e-13,4.164160e4,4.579824e4,1.501440e4,7.716409e3,5.416060e3,1.376993e3,2022,376,1126,1.141794e7,1.45676,0.24901,0.9011,0.2706,3.835,0.16953,5.3695e-4,60593,1.265890e5,3.096184e4,723.0,4.333878e3,4.734960e4,7.361668e3,9496,72309,4587,205,2.531929e5,1.087e-13,1.778
1164240,98,21.047,2004.1,1073.9,7.146353e7,4.963918e7,195.8,1.792890e7,8.374e-14,3.561130e6,4.372693e6,2.195e-13,2.532e-13,4.208841e4,4.691681e4,1.545490e4,8.703201e3,5.697146e3,1.420650e3,1991,377,1137,1.097588e7,1.46050,0.25027,0.9011,0.2717,3.833,0.17061,6.3280e-4,61304,1.286492e5,3.139733e4,738.3,5.010541e3,4.828074e4,7.966965e3,10032,72846,4564,205,2.542225e5,9.033e-14,1.758
1176120,99,21.011,2019.1,1093.1,7.092141e7,4.973355e7,189.5,1.815311e7,6.587e-14,3.597384e6,4.418895e6,2.304e-13,2.597e-13,4.226004e4,4.766386e4,1.517833e4,8.098031e3,6.006493e3,1.461796e3,2008,432,1145,1.173813e7,1.46105,0.25210,0.9015,0.2727,3.844,0.17163,5.5871e-4,62408,1.276760e5,3.152111e4,729.6,4.992308e3,4.877017e4,7.238725e3,9076,73296,4631,204,2.551186e5,1.293e-13,1.735
1188000,100,21.318,2034.5,1089.6,7.224606e7,5.056527e7,202.2,1.746764e7,7.827e-14,3.632860e6,4.464829e6,1.910e-13,4.128e-13,4.210789e4,4.746020e4,1.484622e4,7.793981e3,6.631561e3,1.526442e3,2074,418,1158,1.044428e7,1.47010,0.25399,0.9015,0.2736,3.822,0.17061,4.8460e-4,62860,1.300237e5,3.232881e4,754.4,4.050712e3,4.907601e4,8.199795e3,10186,73561,4778,202,2.564065e5,1.293e-13,1.776
1199880,101,21.496,2007.9,1057.1,7.237640e7,4.983361e7,206.4,1.717398e7,7.267e-14,3.667083e6,4.508379e6,2.193e-13,3.877e-13,4.035690e4,4.507434e4,1.331864e4,7.032760e3,6.134121e3,1.524500e3,1949,399,1167,1.070046e7,1.47638,0.25904,0.9017,0.2746,3.822,0.17007,5.5487e-4,63119,1.286872e5,3.292860e4,742.0,4.291710e3,4.754121e4,9.960314e3,12287,73941,4812,201,2.566108e5,1.428e-13,1.747
1211760,102,21.408,1999.7,1058.4,7.082740e7,4.828964e7,199.1,1.768184e7,6.847e-14,3.702351e6,4.552207e6,2.215e-13,4.061e-13,4.023389e4,4.539686e4,1.384791e4,7.949166e3,4.966325e3,1.568587e3,2036,426,1188,1.069186e7,1.46593,0.26280,0.9019,0.2755,3.839,0.17207,6.1002e-4,63556,1.282667e5,3.289452e4,742.2,5.128864e3,4.851563e4,8.034247e3,10461,74413,4810,200,2.564755e5,1.375e-13,1.812
1223640,103,21.432,2008.4,1082.4,7.012477e7,4.783674e7,198.1,1.805440e7,6.128e-14,3.738455e6,4.597191e6,2.020e-13,3.608e-13,4.158363e4,4.681101e4,1.721229e4,1.014119e4,5.478899e3,1.827245e3,2202,438,1204,1.141340e7,1.46831,0.26625,0.9020,0.2766,3.836,0.17065,5.4999e-4,63776,1.270814e5,3.251642e4,721.4,4.563371e3,4.885541e4,7.685460e3,9811,74855,4839,199,2.570270e5,2.293e-13,1.842
1235520,104,21.387,2009.8,1066.9,7.017787e7,4.812013e7,199.8,1.800752e7,5.999e-14,3.773636e6,4.642695e6,2.432e-13,2.911e-13,4.227436e4,4.728104e4,1.755573e4,9.120185e3,7.093554e3,1.776643e3,2301,435,1219,1.085002e7,1.48175,0.26965,0.9023,0.2776,3.798,0.17171,5.3325e-4,64091,1.308865e5,3.273213e4,748.2,4.649861e3,4.921774e4,7.502673e3,9731,75238,4947,199,2.595504e5,1.376e-13,1.778
1247400,105,21.298,1976.1,1049.8,7.083079e7,4.886955e7,198.7,1.798502e7,6.400e-14,3.807930e6,4.688659e6,2.599e-13,3.587e-13,4.224826e4,4.759416e4,1.785492e4,8.751630e3,7.954052e3,1.630164e3,2301,453,1232,1.119114e7,1.48384,0.27322,0.9024,0.2788,3.812,0.17339,5.7385e-4,64736,1.301721e5,3.249684e4,724.5,4.952659e3,4.938074e4,7.646006e3,9487,75874,4956,198,2.609884e5,1.553e-13,1.768
1259280,106,21.231,1975.6,1049.7,7.050116e7,4.895844e7,193.1,1.816623e7,6.480e-14,3.841294e6,4.734381e6,3.003e-13,2.565e-13,4.220837e4,4.743125e4,1.787225e4,9.282628e3,8.844780e3,1.708991e3,2225,457,1243,1.094744e7,1.48216,0.27507,0.9024,0.2799,3.818,0.17480,5.8080e-4,65126,1.311581e5,3.257016e4,735.0,5.107908e3,4.980565e4,8.457146e3,10353,76336,5049,197,2.614446e5,1.498e-13,1.768
1271160,107,21.156,1950.6,1044.1,6.967965e7,4.911899e7,184.7,1.829841e7,7.451e-14,3.874509e6,4.779644e6,1.137e-13,3.026e-13,4.198452e4,4.709401e4,1.786666e4,1.054891e4,8.769286e3,1.831648e3,2071,471,1255,1.147636e7,1.47288,0.27803,0.9023,0.2811,3.864,0.17771,5.5701e-4,65463,1.299175e5,3.178289e4,717.1,4.992175e3,4.891443e4,8.388034e3,10281,76782,5097,197,2.617489e5,1.932e-13,1.775
1283040,108,21.128,1941.1,1042.7,7.048204e7,4.970017e7,190.4,1.801301e7,6.473e-14,3.907771e6,4.824254e6,3.147e-13,2.730e-13,4.124153e4,4.643786e4,1.853565e4,1.021348e4,7.979912e3,1.827906e3,1940,423,1264,1.082180e7,1.47282,0.28095,0.9023,0.2822,3.855,0.17826,5.4772e-4,65839,1.312110e5,3.225629e4,713.9,4.803408e3,4.945907e4,8.573642e3,10531,77240,5093,194,2.624667e5,1.876e-13,1.816
1294920,109,21.229,2010.8,1079.7,7.062895e7,4.938615e7,189.9,1.825003e7,5.593e-14,3.942090e6,4.868542e6,2.507e-13,2.512e-13,4.195864e4,4.623516e4,1.829784e4,9.884557e3,7.639005e3,1.946817e3,2068,447,1268,1.143238e7,1.47553,0.28457,0.9024,0.2832,3.857,0.17685,5.1209e-4,66042,1.298526e5,3.277534e4,735.7,4.579321e3,4.984925e4,8.216884e3,10260,77679,5282,195,2.631860e5,1.119e-13,1.775
1306800,110,21.319,2010.6,1072.9,7.039508e7,4.892331e7,188.3,1.889097e7,5.758e-14,3.976814e6,4.912997e6,1.927e-13,3.323e-13,4.241970e4,4.651982e4,1.617115e4,8.670958e3,7.696372e3,2.064707e3,2269,484,1281,1.169815e7,1.49303,0.28678,0.9027,0.2841,3.806,0.17734,5.2989e-4,65975,1.329816e5,3.364418e4,747.0,4.420498e3,5.011752e4,8.000852e3,10423,78201,5201,194,2.659404e5,2.235e-13,1.780
1318680,111,21.199,2032.8,1086.7,7.059569e7,4.790279e7,197.3,1.975420e7,6.412e-14,4.011448e6,4.958138e6,1.890e-13,3.499e-13,4.292364e4,4.722962e4,1.679137e4,9.478115e3,8.289327e3,2.089143e3,2619,555,1298,1.298422e7,1.51208,0.29160,0.9028,0.2851,3.788,0.17919,6.6373e-4,65961,1.333662e5,3.294011e4,737.1,5.106995e3,5.041069e4,7.894229e3,9732,78239,5205,193,2.681363e5,3.508e-13,1.779
1330560,112,21.029,2013.6,1084.2,7.095559e7,4.775087e7,210.8,1.963963e7,7.549e-14,4.045623e6,5.003059e6,1.846e-13,3.945e-13,4.288460e4,4.697352e4,1.879198e4,1.037470e4,8.709425e3,2.052424e3,2805,596,1314,1.267879e7,1.50897,0.29475,0.9031,0.2862,3.835,0.18101,6.2093e-4,65993,1.341357e5,3.297541e4,721.4,5.622801e3,5.116622e4,7.955638e3,10130,78770,5190,192,2.687641e5,3.125e-13,1.786
