run,years,water_err,a_err,b_err,c_err,land_cover_min,sea_cover_min,land_biomass,biomass_drift,groups_hill,groups_hill_end,top_group_share,genotypes_hill,lead_cells_read,nmi_group_place,nmi_genotype_place,place_types,leader_changes,leaders_distinct,new_group_share,new_groups,born_median,et_bare,et_living,et_change,transp_share,ab_corr_e102,runoff_ratio,runoff_ratio_e102,key_distance,eaters_keyless,eaters_mutant,producers_mutant,defended,key_track,burnt_cells,eaters,eater_hill,max_height,H1,H2,H3,H4,H5,replay_matched
c1225_life1,11-310,7.424e-14,6.526e-13,6.014e-13,4.226e-12,0.9046,0.3456,2.3957372,0.0017994754800899032,3.3278801875777693,3.312639923542986,0.7095863332098151,4.838202611604925,105752,0.2729948334277563,0.28739916810190574,72,0,1,0.0,0,10.0,1758.89,1699.8400000000001,-0.033572309809027256,0.5492162947006967,0.31255751895090444,0.10530453422858314,0.09690279842081513,1.0286420051557978,0.35708048278010385,0.9639936800981957,0.0,0.7606261823162068,0.0001382972052429297,18541.24,0.0004130942,51.714033439943115,9.469161033630371,yes,yes,no,no,no,0.25816927611396845
c1225_life2,11-310,1.624e-13,7.146e-13,6.699e-13,6.764e-12,0.9087,0.4051,1.6713324,0.0012142886429897485,5.468618325100047,5.519617682958116,0.5644200053982938,6.310738703637895,105228,0.27141154554917696,0.28167013373304056,71,0,1,0.0,0,10.0,1758.89,1784.8799999999999,0.014776364639061956,0.48978665157038137,0.34998562890969287,0.09770286021275769,0.09690279842081513,0.9120648276141484,0.9697639104715168,0.9268651401661615,0.0,0.3224625599291784,0.0005867126428507486,16678.28,0.001260598,28.450459235062667,13.692567825317383,yes,yes,yes,no,no,0.25816927611396845
