size,seed,year,day,tick,land,relief,grain,rough,lat_lo,lat_hi,tilt,night,gain,lapse,land_rate,sea_rate,spread,wind,wind_dir,wind_turn,evap,rain,soil,soil_evap,wind_bands,mix,provinces,warp,depth_slope,beta,lake_depth,recharge,base_flow,weather,mob_a,mob_b,deposit,trap,sea_mix,bury,var_temp,var_rain,var_rho,var_grain,storms,storm_radius,storm_updates,storm_rain,years,maps_years,life,sow,founders,sow_mass,threads,life_every,gpp_max,light_ref,sla,ext,resp,wue,deficit_ref,h_water,root_draw,uptake,leaf_turn,root_turn,wood_turn,store_turn,flush,frost,wilt,storm_fell,h_storm,sigma,h0,b_comp,b_gene,decay,m_min,seed_every,seed_decay,wind_seed,float_seed,river_q,m_need,p_mut,lightning,fire_spread,fuel_half,fuel_min,flame,eat,eat_half,eat_eff,eater_a,eater_b,eater_resp,eater_die,eater_cold,harm,eater_disp,eater_mut,lead_every
512,1225,11880,74.7,10,0.422,2002,158.7,0.5,-59.4,87,17.8,-30,219.6,6.5,0.2854,0.0005,0.2,1,0,35.8,0.05,0.2825,150,0.3,1,0.05,48,24,20,2,2,0.02,0.005,1,0.5,0.05,0.02,0.5,0.1,0.0005,1,0.3,0.5,128,12,10,3,4,310,10,1,10,256,0.001,5,8,10,0.32,10,0.5,20,300,10,30,1000,2000,1,1,0.05,0.1,20,5,5,0.3,30,1.3,0.1,0.1,0.0001,1,0.000001,15,1,20,50,20,0.00001,0.002,0.05,0.8,0.5,0.05,2,100,0.05,0.3,0.01,0.03,3,1,5,1,5,0.001,10
