run,year,genotypes,groups_hill,groups,genotypes_hill,leader,leader_share,top_group_share,defended,key_track,eater_genotypes,eater_hill
c1225_life1,11,257,15.852287297538997,138,25.033705363858424,133,0.42713212937200645,0.42713212937200645,0.18294035295538774,0.09207454515892759,74,42.992366732260415
c1225_life1,12,256,14.517729559704218,148,23.270341808378472,133,0.29063133915716793,0.29063133915716793,0.24863126968886567,0.026600020565749262,78,4.114718796284453
c1225_life1,13,256,14.211076713324546,153,24.63526918317856,133,0.20523471224208475,0.20523471224208475,0.3172595693881441,0.002245476254564552,79,3.067097038925295
c1225_life1,14,256,13.805344899347588,155,25.40218740625127,133,0.14227546793204954,0.22378002376137235,0.3757417511875523,0.004307292630239755,110,5.8499704194187965
c1225_life1,15,254,13.333288574854974,156,24.90441009643944,210,0.15455302472901147,0.2630005587306194,0.41559415174149117,0.0021507865397760706,204,4.849400493131218
c1225_life1,16,253,12.92945354647112,158,24.321314489212213,210,0.180504593571218,0.2940114745229632,0.44632958496227837,0.0014932148956020414,252,4.669678802113697
c1225_life1,17,253,12.40878951519519,159,23.634448044073324,210,0.20119983185999324,0.3169188133460151,0.46748328808145306,0.0012635406225821137,272,5.296083734360319
c1225_life1,18,253,11.975980900862725,163,22.926310082821374,210,0.21777379201461872,0.33478596822533935,0.4829327780620085,0.0013662469990075338,325,4.976995024948319
c1225_life1,19,253,11.62906139797045,163,22.357272510603725,210,0.23162825727033665,0.34973162363599924,0.4956560023045487,0.00147944665378629,354,5.161873110862679
c1225_life1,20,253,11.251911770524265,162,21.75918439779005,210,0.24358371592033695,0.36324296635374576,0.5064398290861061,0.0019165980052608955,385,6.625949922797586
c1225_life1,21,253,10.895295666544653,164,21.1126181855632,210,0.25517035835897084,0.37653687369232475,0.5167341719467844,0.00194731038204939,373,7.315261635379939
c1225_life1,22,253,10.640567336337048,163,20.613527572497635,210,0.2638359320545881,0.3856559428662312,0.5232081634213297,0.0018674867767995566,431,7.765703880628754
c1225_life1,23,251,10.357989460035117,161,20.132963834394708,210,0.2719806045222586,0.3953380741796459,0.5299762756101504,0.0015364172449455153,435,7.499511693057349
c1225_life1,24,251,10.084290443679892,162,19.575778089786294,210,0.2816653521617591,0.4050413531430021,0.5364792153964238,0.001663261948954563,440,8.598544710795641
c1225_life1,25,251,9.793367427543409,160,18.998202734850416,210,0.2916179055797866,0.4150549037796281,0.543551794070682,0.0021088563523413107,438,10.57367646652426
c1225_life1,26,251,9.520132381329141,159,18.457213559076685,210,0.30088482995257343,0.4252970599509828,0.5504686567191494,0.001957235951513568,419,12.796595769206968
c1225_life1,27,251,8.613680277796275,160,17.977423791306965,210,0.3100705007110011,0.434937263373666,0.5573980641854793,0.0020933339710110517,421,14.170477801048083
c1225_life1,28,251,8.39709472585505,158,17.624151361464598,210,0.31644870507849115,0.4421545660386973,0.5629332943774185,0.00181913167219659,462,15.422660046086731
c1225_life1,29,251,8.214406606226833,157,17.23278526911541,210,0.32392227392622913,0.4492287098910523,0.5677617125274692,0.0014858589670135416,448,15.534495425099513
c1225_life1,30,251,8.05623926834725,156,16.874489176382294,210,0.33138999400501984,0.4557017074818038,0.5724951893010861,0.0009449082064043034,446,14.50377509097653
c1225_life1,31,251,7.895242067067329,157,16.51702117204483,210,0.338990532069677,0.46374812056203857,0.5787847457029625,0.0009283574885261647,489,15.848185555202036
c1225_life1,32,251,7.757664635818447,157,16.192952379675212,210,0.34612795371323357,0.470760094128098,0.584082631804276,0.000743826047727957,506,15.70321730658224
c1225_life1,33,251,7.609945328160343,158,15.86385645164709,210,0.3529507650394426,0.4778597276800378,0.5890777798104253,0.0007091752136094133,521,16.16614998164729
c1225_life1,34,250,7.494535075528786,154,15.54543177669478,210,0.35960663569598383,0.48416503143455264,0.5937166901914217,0.0008116507271364273,569,17.384426931810236
c1225_life1,35,250,7.351507883403033,153,15.224388478858637,210,0.36648567909725427,0.4913931675662521,0.5988491751830515,0.0007545828249591347,545,19.409881946054636
c1225_life1,36,250,7.262164180917977,151,15.032458072041136,210,0.37179067858412673,0.49735092705540973,0.6032834853602552,0.0007990522446845573,559,19.256179858146037
c1225_life1,37,249,7.104669853614359,152,14.70219614068771,210,0.37861235657816605,0.5049101965531904,0.608462890522857,0.0012209170315068004,506,22.21684469299792
c1225_life1,38,249,6.977175893164132,151,14.427074709160353,210,0.3847661403562671,0.5107689262294546,0.6131722552910139,0.0010393447316010137,510,23.205993221613173
c1225_life1,39,249,6.872029211978358,152,14.14926186005423,210,0.3916821709882904,0.5161810908400059,0.6173768840644107,0.0007959246452830222,551,20.58811004939762
c1225_life1,40,249,6.806245260011898,148,13.996746426184496,210,0.39532882016060433,0.5189590576406011,0.6195072890047544,0.00084260650879722,556,22.891291079899695
c1225_life1,41,249,6.727981843413877,149,13.817245062891224,210,0.39902984568865857,0.522756508717908,0.621983455057713,0.0008298985548499376,617,22.752219100801927
c1225_life1,42,248,6.652572813044117,149,13.64282019914787,210,0.40302531675856657,0.5260500480447086,0.6243552544184464,0.0007709464611108924,577,22.055390073648052
c1225_life1,43,247,6.536028732963702,147,13.341256785752787,210,0.40969025984909613,0.5315153206661997,0.6276401533492534,0.0009211665251020478,541,22.217474480077083
c1225_life1,44,247,6.4684177791931186,147,13.165640887362155,210,0.4139152708545294,0.5339082183297099,0.6290198607969923,0.0015028359281309572,531,25.674991382787596
c1225_life1,45,247,6.379142522404422,151,12.940496073004056,210,0.41856726554294627,0.5382784893483639,0.6319689437394851,0.0018269157176684224,583,26.357406436634523
c1225_life1,46,247,6.3124233670690995,149,12.76199308412073,210,0.42312447033030814,0.5413603072142817,0.6343268492978832,0.002361790962831905,597,26.326950626549497
c1225_life1,47,246,6.2280102562604105,146,12.550191730861199,210,0.4283245392945082,0.5451614169551785,0.6370600572081792,0.0020103489031682857,610,30.844078959071016
c1225_life1,48,246,6.140317881575079,145,12.33025939248099,210,0.4337340731244074,0.5491378165240915,0.6402116565122812,0.002259054957276544,572,32.15231120920259
c1225_life1,49,246,6.098648735990475,145,12.205540545143938,210,0.4370274413786666,0.5512193360808431,0.6418741544473862,0.0025977959088587855,583,30.84241301128821
c1225_life1,50,246,6.039255112846554,146,12.046750870173918,210,0.4407326120887815,0.5543115547103847,0.6439579211038994,0.0026384042719715646,613,33.16236971469953
c1225_life1,51,246,5.990879493997729,147,11.916834957490822,210,0.4441571694022032,0.5572499642894246,0.6464567756205317,0.0029637710019574477,616,35.12051497502765
c1225_life1,52,246,5.93277042802013,148,11.757680067051279,210,0.44830809880340433,0.560137098795129,0.6483214072573518,0.002099506828343497,608,34.633052477847656
