year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,12,133940.7,91205.3,37862.8,402469.8,478206.3,1477755.1,-0.000,0.4609,0.3935,0.1456,2.489e-4,1.307e-5,2.896e-4,0.0069,42,412,9.998,10.001,21.22,3700.8,9.24e-15,1.77e-16
2,12,134695.7,78610.5,37760.8,517811.6,374074.9,1478486.4,-0.000,0.5127,0.3351,0.1522,2.461e-4,1.235e-5,2.917e-4,0.0233,43,1410,9.993,10.005,21.22,3697.3,1.03e-14,1.28e-16
3,12,135902.8,71255.5,37672.7,555212.8,341796.4,1479599.8,-0.000,0.5349,0.3071,0.1581,2.477e-4,1.219e-5,2.917e-4,0.0330,42,1855,9.983,10.012,21.22,3693.4,2.11e-14,1.54e-16
4,12,136213.2,67608.2,37597.2,574990.7,324774.8,1480255.9,-0.000,0.5478,0.2912,0.1611,2.485e-4,1.216e-5,2.917e-4,0.0110,59,198,9.978,10.016,21.22,3688.6,5.33e-15,4.98e-17
5,12,136275.1,65762.1,37545.1,586117.2,314946.8,1480793.7,-0.000,0.5540,0.2831,0.1629,2.484e-4,1.218e-5,2.917e-4,0.0088,56,145,9.974,10.019,21.22,3683.9,1.51e-14,8.66e-17
6,12,136364.6,64899.8,37509.2,589077.7,311874.4,1481714.3,0.000,0.5568,0.2792,0.1640,2.482e-4,1.226e-5,2.918e-4,0.0200,50,825,9.966,10.025,21.22,3681.8,1.56e-14,1.14e-16
7,12,135780.0,64581.3,37495.9,587791.2,313165.4,1482626.1,-0.000,0.5577,0.2778,0.1645,2.477e-4,1.233e-5,2.918e-4,0.0177,67,196,9.958,10.031,21.22,3681.9,2.49e-15,1.08e-16
8,12,135870.7,64687.5,37502.6,592736.4,307657.7,1482985.1,-0.000,0.5576,0.2777,0.1647,2.472e-4,1.237e-5,2.919e-4,0.0060,47,82,9.955,10.033,21.22,3683.2,1.55e-14,5.68e-17
9,12,135226.3,64864.0,37522.5,587291.2,312489.8,1484046.2,-0.000,0.5566,0.2786,0.1648,2.468e-4,1.245e-5,2.919e-4,0.0212,54,774,9.945,10.040,21.22,3685.1,3.02e-14,8.86e-17
10,12,135217.3,65152.1,37556.6,586865.5,311851.1,1484797.4,-0.000,0.5559,0.2794,0.1647,2.467e-4,1.254e-5,2.919e-4,0.0169,51,255,9.938,10.045,21.22,3686.0,1.07e-15,5.60e-17
11,12,134518.1,65445.1,37604.7,583622.9,314651.9,1485597.3,-0.000,0.5544,0.2808,0.1648,2.458e-4,1.259e-5,2.919e-4,0.0152,51,370,9.930,10.051,21.22,3686.6,1.07e-14,1.52e-17
12,12,134428.5,65752.9,37661.6,582598.5,314618.4,1486380.1,-0.000,0.5531,0.2821,0.1648,2.454e-4,1.264e-5,2.920e-4,0.0134,53,406,9.923,10.057,21.22,3687.0,2.88e-14,1.29e-17
13,12,134052.8,66068.3,37724.1,581981.2,314655.9,1486957.7,0.000,0.5519,0.2834,0.1648,2.448e-4,1.268e-5,2.920e-4,0.0147,47,420,9.917,10.061,21.22,3687.4,9.77e-15,5.32e-17
14,12,133872.1,66316.8,37794.3,581310.2,314661.6,1487485.0,0.000,0.5507,0.2846,0.1647,2.443e-4,1.272e-5,2.920e-4,0.0145,54,224,9.911,10.065,21.22,3687.9,1.88e-14,1.65e-17
15,12,133521.4,66399.9,37866.4,578108.5,317315.7,1488228.1,-0.000,0.5497,0.2855,0.1648,2.439e-4,1.274e-5,2.920e-4,0.0156,54,296,9.904,10.070,21.22,3688.1,3.06e-14,3.84e-17
16,12,133253.1,66523.8,37939.6,579157.3,316020.1,1488545.9,-0.000,0.5491,0.2861,0.1649,2.433e-4,1.273e-5,2.920e-4,0.0068,46,112,9.901,10.073,21.22,3688.2,4.97e-15,2.44e-17
17,12,132752.4,66606.0,38015.4,576552.3,318421.0,1489093.0,-0.000,0.5483,0.2867,0.1650,2.429e-4,1.273e-5,2.921e-4,0.0119,48,449,9.895,10.077,21.22,3688.4,1.60e-15,4.35e-17
