year,habitats,grass,wood,algae,litter,soil_land,soil_sea,air,share_grass,share_wood,share_algae,grown_grass,grown_wood,grown_algae,burnt,fires,largest_fire,land_matter,sea_matter,land_temp,rain_land,matter_err,water_err
1,12,115418.0,106503.4,36804.7,103562.9,780462.3,1478688.6,-0.000,0.3862,0.4733,0.1404,2.639e-4,1.460e-5,2.789e-4,0.0006,9,19,10.000,10.000,21.25,807.4,3.16e-14,1.91e-15
2,12,137751.8,103094.1,37398.8,214963.0,650124.9,1478107.4,-0.000,0.4714,0.3872,0.1414,2.785e-4,1.462e-5,2.927e-4,0.0006,8,28,10.000,10.000,21.20,809.1,1.44e-14,1.20e-15
3,12,144469.7,99954.4,37627.7,306089.7,555361.3,1477937.2,-0.000,0.5022,0.3614,0.1364,2.800e-4,1.465e-5,2.927e-4,0.0025,11,105,9.999,10.001,21.17,810.2,1.55e-14,5.69e-16
4,12,143805.1,96906.1,37883.6,373683.3,491402.8,1477759.0,-0.000,0.5131,0.3505,0.1364,2.740e-4,1.430e-5,2.927e-4,0.0044,9,344,9.999,10.001,21.17,809.9,3.64e-14,7.24e-16
5,12,142191.2,94086.1,38001.2,421306.4,448138.7,1477716.3,-0.000,0.5155,0.3458,0.1387,2.694e-4,1.398e-5,2.924e-4,0.0022,9,56,9.998,10.002,21.19,808.4,2.24e-14,8.20e-16
6,12,142115.0,91672.1,37834.5,456415.4,415489.6,1477913.3,-0.000,0.5187,0.3407,0.1406,2.696e-4,1.394e-5,2.920e-4,0.0006,9,20,9.998,10.002,21.23,806.7,3.38e-15,2.20e-16
7,12,142600.9,89471.0,37486.7,482549.4,391009.8,1478322.2,-0.000,0.5229,0.3353,0.1419,2.703e-4,1.395e-5,2.917e-4,0.0018,9,49,9.997,10.002,21.27,806.2,1.40e-14,2.77e-16
8,12,142920.7,87577.4,37246.3,503397.1,371710.1,1478588.3,-0.000,0.5269,0.3302,0.1430,2.698e-4,1.390e-5,2.918e-4,0.0004,4,21,9.997,10.002,21.27,806.2,1.56e-14,1.89e-16
9,12,142597.2,85622.2,37247.6,517677.7,359443.4,1478851.8,-0.000,0.5306,0.3254,0.1440,2.697e-4,1.389e-5,2.922e-4,0.0046,9,349,9.995,10.004,21.24,806.9,3.38e-15,2.89e-16
10,12,142359.1,84036.4,37422.0,530510.9,348364.6,1478747.1,-0.000,0.5341,0.3209,0.1450,2.690e-4,1.382e-5,2.925e-4,0.0022,16,84,9.994,10.004,21.19,808.5,9.06e-15,3.10e-16
11,12,142094.7,82457.3,37676.9,539039.1,341458.7,1478713.2,-0.000,0.5374,0.3168,0.1457,2.699e-4,1.386e-5,2.926e-4,0.0059,10,346,9.992,10.006,21.17,809.2,3.38e-15,8.02e-17
12,12,141893.2,81163.6,37929.0,546610.6,335183.2,1478660.4,-0.000,0.5404,0.3130,0.1465,2.698e-4,1.386e-5,2.926e-4,0.0051,5,492,9.990,10.007,21.17,808.5,1.05e-14,1.13e-16
13,12,142065.2,80048.7,37995.6,552768.9,329771.6,1478789.9,-0.000,0.5430,0.3098,0.1473,2.703e-4,1.390e-5,2.924e-4,0.0039,10,205,9.988,10.009,21.20,807.0,2.03e-14,3.80e-17
14,12,142776.4,79208.4,37771.8,559205.3,323404.6,1479073.5,-0.000,0.5454,0.3070,0.1477,2.711e-4,1.393e-5,2.919e-4,0.0011,7,37,9.988,10.009,21.24,805.4,1.42e-15,1.68e-16
15,12,143410.5,78484.2,37424.0,564387.8,318226.6,1479506.8,-0.000,0.5474,0.3045,0.1480,2.714e-4,1.398e-5,2.917e-4,0.0014,6,73,9.987,10.009,21.27,805.1,6.57e-15,9.47e-17
16,12,143528.8,77825.2,37234.9,568529.3,314503.8,1479817.9,-0.000,0.5491,0.3025,0.1484,2.709e-4,1.399e-5,2.920e-4,0.0030,16,93,9.986,10.010,21.26,805.1,1.07e-15,2.06e-16
17,12,143252.2,77234.4,37282.7,571959.7,311821.7,1479889.4,-0.000,0.5504,0.3008,0.1488,2.702e-4,1.398e-5,2.923e-4,0.0029,13,169,9.985,10.011,21.23,806.0,1.33e-14,3.92e-17
18,12,142829.9,76762.2,37481.9,575925.5,308724.0,1479716.4,-0.000,0.5514,0.2995,0.1491,2.697e-4,1.397e-5,2.926e-4,0.0005,6,21,9.985,10.011,21.19,807.5,1.42e-15,1.13e-16
19,12,142409.8,76287.7,37746.0,577122.4,308224.0,1479650.1,-0.000,0.5523,0.2983,0.1494,2.700e-4,1.404e-5,2.927e-4,0.0055,12,405,9.983,10.013,21.17,807.9,4.26e-15,1.94e-16
20,12,142130.8,75948.4,37974.9,579988.7,305912.6,1479484.6,-0.000,0.5529,0.2974,0.1497,2.696e-4,1.405e-5,2.927e-4,0.0013,10,45,9.982,10.013,21.18,806.9,2.11e-14,1.22e-16
21,12,142186.2,75693.8,37980.4,581004.9,304945.7,1479628.9,-0.000,0.5534,0.2967,0.1499,2.703e-4,1.413e-5,2.923e-4,0.0054,11,380,9.981,10.014,21.21,805.2,3.55e-15,5.80e-17
22,12,142628.0,75517.2,37706.4,582891.9,302740.3,1479956.3,-0.000,0.5536,0.2962,0.1501,2.703e-4,1.418e-5,2.919e-4,0.0009,6,72,9.980,10.014,21.25,803.9,7.64e-15,1.58e-16
23,12,143100.4,75398.0,37370.9,584582.7,300655.4,1480332.6,-0.000,0.5540,0.2957,0.1502,2.703e-4,1.422e-5,2.918e-4,0.0006,6,55,9.980,10.014,21.28,803.8,1.17e-14,1.43e-16
24,12,143078.2,75285.8,37235.5,586194.8,299142.7,1480503.0,-0.000,0.5543,0.2954,0.1503,2.696e-4,1.422e-5,2.921e-4,0.0007,7,40,9.980,10.015,21.26,804.0,1.07e-15,1.16e-16
25,12,142739.0,75191.4,37326.5,588104.2,297663.9,1480415.1,-0.000,0.5545,0.2951,0.1504,2.689e-4,1.419e-5,2.925e-4,0.0001,3,5,9.980,10.015,21.22,805.3,2.04e-14,1.01e-16
26,12,142246.3,75082.6,37544.9,588709.8,297573.7,1480282.7,-0.000,0.5546,0.2950,0.1505,2.689e-4,1.423e-5,2.927e-4,0.0020,12,73,9.979,10.015,21.18,806.8,2.34e-14,1.04e-16
27,12,141749.1,74962.0,37812.4,588483.9,298241.5,1480191.1,-0.000,0.5545,0.2949,0.1506,2.689e-4,1.427e-5,2.928e-4,0.0030,8,170,9.977,10.016,21.17,807.1,1.72e-14,1.11e-16
28,12,141536.9,74851.9,38008.3,587080.7,299730.8,1480231.4,-0.000,0.5544,0.2948,0.1508,2.693e-4,1.434e-5,2.927e-4,0.0056,16,348,9.975,10.018,21.18,806.0,1.23e-14,8.31e-17
29,12,141794.9,74852.6,37948.1,587645.8,298782.6,1480416.1,-0.000,0.5543,0.2948,0.1509,2.694e-4,1.436e-5,2.923e-4,0.0019,13,91,9.974,10.019,21.22,804.5,2.31e-15,1.96e-16
30,12,142353.2,74894.4,37635.6,586997.5,298628.0,1480931.2,-0.000,0.5543,0.2948,0.1509,2.700e-4,1.445e-5,2.919e-4,0.0039,12,286,9.972,10.020,21.26,803.7,1.44e-14,1.75e-16
31,12,142684.6,74959.3,37328.7,586576.1,298430.9,1481460.4,-0.000,0.5543,0.2948,0.1509,2.696e-4,1.449e-5,2.919e-4,0.0035,7,376,9.970,10.022,21.27,803.8,1.44e-14,1.17e-16
32,12,142692.2,75040.5,37247.2,588191.9,296691.4,1481576.7,-0.000,0.5543,0.2949,0.1508,2.688e-4,1.444e-5,2.922e-4,0.0004,5,37,9.970,10.022,21.25,804.4,1.07e-15,1.06e-16
33,12,142182.7,75078.2,37378.6,587891.7,297281.0,1481627.7,-0.000,0.5541,0.2951,0.1508,2.684e-4,1.446e-5,2.926e-4,0.0031,9,151,9.969,10.023,21.21,806.0,1.94e-14,1.40e-16
34,12,141699.0,75130.0,37616.5,588679.0,296835.7,1481479.9,-0.000,0.5537,0.2955,0.1508,2.678e-4,1.445e-5,2.928e-4,0.0018,10,137,9.968,10.024,21.18,807.3,1.21e-14,8.78e-17
35,12,141401.1,75213.8,37883.5,588696.8,296898.1,1481346.7,-0.000,0.5534,0.2958,0.1508,2.681e-4,1.451e-5,2.928e-4,0.0030,9,223,9.966,10.024,21.17,807.4,1.42e-14,5.34e-17
36,12,141376.0,75297.3,38034.0,589803.4,295691.5,1481237.8,-0.000,0.5531,0.2961,0.1508,2.682e-4,1.452e-5,2.927e-4,0.0009,5,47,9.966,10.025,21.19,806.3,3.38e-15,1.98e-17
37,12,141659.2,75416.0,37905.7,590016.2,294989.4,1481453.6,-0.000,0.5528,0.2964,0.1507,2.688e-4,1.460e-5,2.922e-4,0.0029,10,159,9.965,10.025,21.23,804.8,1.19e-14,8.07e-17
38,12,142024.7,75549.6,37569.0,589539.2,294861.6,1481895.9,-0.000,0.5525,0.2968,0.1507,2.690e-4,1.466e-5,2.919e-4,0.0025,4,203,9.964,10.026,21.27,804.4,9.59e-15,3.81e-17
39,12,142291.3,75692.7,37306.9,590079.1,293867.1,1482202.9,-0.000,0.5520,0.2972,0.1507,2.682e-4,1.466e-5,2.920e-4,0.0025,5,254,9.964,10.026,21.27,804.6,2.47e-14,9.75e-17
40,12,142111.2,75794.3,37280.0,590563.1,293409.4,1482282.0,0.000,0.5518,0.2975,0.1507,2.676e-4,1.462e-5,2.924e-4,0.0009,13,23,9.964,10.026,21.24,805.4,9.41e-15,5.19e-17
41,12,141701.1,75869.9,37437.7,591026.1,293240.4,1482164.8,-0.000,0.5515,0.2978,0.1507,2.672e-4,1.461e-5,2.927e-4,0.0013,10,44,9.963,10.027,21.20,807.1,4.44e-15,6.71e-18
42,12,141278.7,75943.2,37686.5,591242.3,293300.2,1481989.1,-0.000,0.5512,0.2982,0.1506,2.671e-4,1.462e-5,2.929e-4,0.0015,9,40,9.963,10.027,21.17,808.2,7.99e-15,9.59e-17
43,12,141016.8,76014.1,37946.9,591194.9,293438.9,1481828.5,-0.000,0.5509,0.2985,0.1506,2.673e-4,1.464e-5,2.929e-4,0.0023,7,203,9.962,10.028,21.17,808.0,1.60e-15,7.44e-17
44,12,140934.0,76080.5,38045.4,590791.6,293766.8,1481821.7,-0.000,0.5506,0.2988,0.1506,2.677e-4,1.468e-5,2.927e-4,0.0018,5,189,9.961,10.029,21.20,806.7,1.01e-14,7.37e-17
45,12,141335.3,76185.7,37854.7,591189.2,292836.5,1482038.6,-0.000,0.5502,0.2992,0.1506,2.679e-4,1.472e-5,2.922e-4,0.0004,4,20,9.961,10.029,21.24,805.3,2.11e-14,3.02e-17
46,12,141801.1,76330.0,37506.4,589262.3,293946.5,1482593.6,0.000,0.5500,0.2994,0.1505,2.684e-4,1.480e-5,2.920e-4,0.0041,15,176,9.959,10.030,21.27,805.1,9.95e-15,1.20e-17
47,12,141895.5,76451.9,37287.9,588449.9,294424.7,1482930.1,-0.000,0.5497,0.2997,0.1505,2.676e-4,1.479e-5,2.922e-4,0.0023,11,143,9.958,10.031,21.27,805.4,2.84e-15,9.27e-17
48,12,141679.8,76522.7,37308.7,588150.6,294792.1,1482986.0,-0.000,0.5495,0.3000,0.1505,2.670e-4,1.476e-5,2.925e-4,0.0017,8,54,9.957,10.031,21.23,806.5,1.71e-14,1.11e-16
49,12,141313.8,76588.3,37493.3,588448.5,294736.6,1482859.5,-0.000,0.5493,0.3002,0.1504,2.667e-4,1.472e-5,2.928e-4,0.0014,10,52,9.957,10.032,21.19,808.2,8.88e-15,7.60e-17
50,12,140936.5,76633.2,37751.8,588368.3,295059.7,1482690.4,-0.000,0.5492,0.3004,0.1504,2.668e-4,1.474e-5,2.929e-4,0.0018,8,120,9.956,10.032,21.17,809.0,5.33e-15,5.71e-17
51,12,140722.5,76666.8,37994.2,588383.7,295129.3,1482543.5,-0.000,0.5489,0.3007,0.1504,2.669e-4,1.474e-5,2.929e-4,0.0030,11,129,9.955,10.033,21.17,808.4,9.59e-15,6.22e-17
52,12,140861.0,76747.3,38034.2,588569.5,294658.4,1482569.6,-0.000,0.5487,0.3009,0.1504,2.673e-4,1.478e-5,2.926e-4,0.0014,14,41,9.954,10.033,21.20,806.9,1.55e-14,1.08e-16
53,12,141305.0,76847.8,37788.1,589064.7,293593.0,1482841.3,-0.000,0.5485,0.3012,0.1503,2.676e-4,1.482e-5,2.922e-4,0.0004,3,26,9.954,10.034,21.25,805.7,3.71e-14,7.63e-17
54,12,141641.1,76972.3,37445.7,587425.1,294612.0,1483343.9,-0.000,0.5483,0.3014,0.1503,2.677e-4,1.488e-5,2.920e-4,0.0036,7,348,9.953,10.035,21.27,805.6,1.60e-14,6.46e-17
55,12,141499.7,77064.0,37279.4,585701.4,296201.7,1483693.8,-0.000,0.5479,0.3018,0.1503,2.668e-4,1.487e-5,2.923e-4,0.0038,9,241,9.951,10.036,21.26,805.9,8.17e-15,7.06e-17
56,12,141204.2,77126.2,37346.8,585536.3,296527.5,1483699.0,-0.000,0.5475,0.3022,0.1504,2.660e-4,1.481e-5,2.927e-4,0.0014,12,60,9.950,10.036,21.22,807.2,7.82e-15,5.95e-17
57,12,140787.0,77175.8,37553.7,584422.2,297851.5,1483649.9,0.000,0.5473,0.3023,0.1503,2.661e-4,1.481e-5,2.929e-4,0.0044,11,260,9.949,10.037,21.18,808.8,1.63e-14,5.67e-17
58,12,140514.9,77191.8,37818.2,584879.5,297603.5,1483432.1,-0.000,0.5471,0.3025,0.1503,2.660e-4,1.480e-5,2.930e-4,0.0009,10,25,9.948,10.038,21.17,809.2,1.24e-15,1.00e-16
59,12,140460.5,77237.5,38033.1,585163.1,297266.3,1483279.5,-0.000,0.5470,0.3027,0.1503,2.664e-4,1.483e-5,2.929e-4,0.0013,7,78,9.948,10.038,21.18,808.3,1.31e-14,4.01e-17
60,12,140686.2,77300.1,38009.5,585606.7,296495.1,1483342.3,-0.000,0.5470,0.3028,0.1502,2.668e-4,1.486e-5,2.926e-4,0.0008,6,25,9.947,10.038,21.21,806.8,9.59e-15,8.52e-17
61,12,140885.8,77385.8,37717.8,583421.8,298153.8,1483875.0,-0.000,0.5467,0.3030,0.1502,2.673e-4,1.494e-5,2.921e-4,0.0042,15,264,9.945,10.040,21.26,805.7,9.41e-15,7.70e-17
62,12,141310.9,77464.1,37393.6,583256.1,297729.9,1484285.3,-0.000,0.5463,0.3034,0.1503,2.667e-4,1.494e-5,2.921e-4,0.0017,12,56,9.945,10.040,21.28,805.7,1.71e-14,8.78e-17
63,12,141348.1,77531.1,37280.6,583484.3,297331.1,1484464.8,-0.000,0.5463,0.3034,0.1502,2.662e-4,1.490e-5,2.924e-4,0.0013,10,44,9.944,10.041,21.25,806.1,9.41e-15,4.44e-17
64,12,140994.7,77558.5,37386.4,583951.9,297150.0,1484398.4,-0.000,0.5463,0.3035,0.1502,2.656e-4,1.485e-5,2.927e-4,0.0009,8,32,9.944,10.041,21.21,807.5,2.49e-14,9.12e-17
65,12,140600.5,77582.7,37611.7,584546.1,296899.1,1484199.9,-0.000,0.5461,0.3037,0.1502,2.655e-4,1.483e-5,2.929e-4,0.0009,8,41,9.943,10.041,21.18,808.9,6.75e-15,6.19e-17
66,12,140146.3,77623.5,37878.3,582919.6,298717.9,1484154.5,-0.000,0.5458,0.3040,0.1502,2.657e-4,1.489e-5,2.930e-4,0.0040,11,274,9.941,10.043,21.17,809.1,2.15e-14,9.55e-17
