step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,5237,1231.9552,640.71,88.00,1.83,281,2.52,0.215,14.848,0.5008,28.032
1000,-60,1,2495,1185.3387,531.08,644.03,0.93,305,0.37,0.101,16.332,0.9432,38.508
1000,-60,2,2,1.4458,0.32,2.51,22.54,1,9.05,0.490,9.940,0.9826,61.702
1000,-50,0,7092,1604.6983,654.84,95.54,15.06,444,11.86,2.200,10.184,0.3831,52.782
1000,-50,1,1601,947.5355,343.06,498.83,14.14,291,10.58,1.967,10.966,0.7454,91.245
1000,-50,2,5,3.6233,0.85,7.80,29.42,0,12.87,1.481,8.306,0.9488,86.788
1000,-40,0,6338,1172.4007,485.16,63.05,26.41,355,21.32,6.386,6.819,0.3172,111.036
1000,-40,1,1741,935.7509,248.89,635.55,23.27,306,19.29,5.709,7.777,0.6257,185.623
1000,-40,2,2,0.9906,1.30,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834
1000,-30,0,4324,953.9278,342.59,88.11,33.46,288,27.92,10.260,5.138,0.3251,219.603
1000,-30,1,3254,1554.8228,600.76,1520.38,29.60,502,27.20,10.103,5.560,0.4805,310.830
1000,-30,2,599,273.0171,103.68,844.86,34.76,96,28.97,11.020,4.986,0.5966,435.377
1000,-20,0,1820,417.3444,144.91,41.40,55.87,46,33.35,13.796,4.023,0.2970,341.886
1000,-20,1,2521,1236.5613,437.58,1071.14,30.03,274,32.56,13.429,4.305,0.4403,492.341
1000,-20,2,3878,1935.7412,458.39,11057.40,33.07,937,31.74,13.095,4.630,0.7286,739.804
1000,-10,0,1808,387.0931,164.80,24.36,65.26,30,36.98,16.284,3.358,0.2791,453.839
1000,-10,1,2073,945.6586,225.87,921.12,35.06,30,36.81,16.186,3.393,0.3882,669.096
1000,-10,2,4343,2397.1930,754.38,15832.21,34.84,1273,34.16,14.829,4.250,0.7502,991.709
1000,0,0,1824,396.9306,237.26,31.11,72.11,18,38.85,17.518,2.984,0.2175,429.498
1000,0,1,1740,869.1406,339.45,841.91,40.70,40,38.58,17.318,3.014,0.3685,748.874
1000,0,2,4803,2606.1423,662.26,15258.46,38.05,1160,35.21,15.594,4.113,0.6876,1022.555
1000,10,0,3014,854.6056,348.26,51.73,74.60,39,37.73,16.756,3.207,0.2426,419.276
1000,10,1,2709,1639.6512,562.78,1338.71,44.81,156,37.15,16.386,3.346,0.4104,699.023
1000,10,2,3722,2249.7149,575.25,9755.41,22.85,991,32.18,13.944,5.047,0.6875,819.885
1000,20,0,3994,740.5310,262.20,62.11,62.26,157,32.28,13.502,4.650,0.1906,197.678
1000,20,1,3278,1899.2893,596.60,1560.85,36.39,371,32.29,13.454,4.575,0.4621,499.613
1000,20,2,1173,764.9067,217.23,2055.87,8.26,225,29.29,12.121,5.726,0.6682,583.073
1000,30,0,6744,1270.0685,420.21,85.09,37.43,354,26.43,9.892,6.055,0.2481,156.504
1000,30,1,2310,1451.3434,474.79,1004.22,42.41,396,29.31,11.117,4.844,0.5376,357.032
1000,30,2,220,208.6286,122.14,242.93,71.00,49,26.62,9.556,5.569,0.7052,335.901
1000,40,0,6695,1039.9903,409.87,63.83,28.38,250,19.87,6.114,7.799,0.2641,86.650
1000,40,1,1252,819.7960,274.84,492.05,49.77,254,23.75,7.459,5.916,0.6896,224.322
1000,40,2,223,177.2923,64.31,262.08,65.79,60,23.86,7.756,6.108,0.8089,275.454
1000,50,0,5138,401.6448,303.08,13.83,19.39,26,11.20,2.312,10.936,0.1882,26.657
1000,50,1,567,281.2134,119.96,138.70,53.69,57,17.61,4.010,7.475,0.8436,135.741
1000,50,2,11,8.6491,3.36,13.68,35.34,1,19.14,4.263,6.382,0.9458,172.595
1000,60,0,3853,72.7192,69.80,0.77,11.91,0,2.35,0.233,15.057,0.1138,5.121
1000,60,1,2,1.3187,1.12,0.32,20.07,0,9.32,0.587,10.123,0.9626,63.711
1000,70,0,4656,3.7717,4.82,0.16,8.42,0,-5.43,0.001,20.728,0.0813,0.899
1000,80,0,3564,0.0236,0.45,0.06,4.84,0,-11.91,0.000,26.913,0.0684,0.200
2000,-60,0,5295,63.4927,371.58,89.88,-15.57,7,-8.97,0.000,24.032,0.5271,9.971
2000,-60,1,2437,34.7909,262.10,609.45,-19.23,12,-11.27,0.000,26.300,0.9589,11.700
2000,-60,2,2,0.0303,0.00,2.43,-6.37,0,0.29,0.000,15.175,0.9955,29.038
2000,-50,0,7119,328.8443,517.38,95.63,-9.01,67,1.00,0.124,15.923,0.4167,21.527
2000,-50,1,1575,172.6334,215.42,487.35,-2.32,46,0.59,0.108,16.275,0.7846,34.525
2000,-50,2,4,0.0861,0.00,6.64,-2.40,0,5.28,0.039,11.713,0.9537,43.806
2000,-40,0,6341,529.5900,521.31,62.57,2.53,144,12.02,2.270,10.121,0.3732,56.161
2000,-40,1,1738,231.0798,210.80,633.48,8.43,59,10.81,2.025,10.923,0.6895,84.957
2000,-40,2,2,0.5209,0.00,2.36,-7.22,0,13.35,1.702,8.058,0.6994,123.154
2000,-30,0,4324,448.6223,325.21,87.66,12.53,182,20.48,6.083,7.177,0.3974,130.377
2000,-30,1,3249,638.7737,478.53,1519.52,19.54,264,20.56,6.309,7.379,0.5848,188.784
2000,-30,2,604,124.8667,95.08,855.85,24.64,55,23.13,7.485,6.428,0.7661,291.371
2000,-20,0,1822,270.2354,210.05,41.61,14.50,69,28.03,10.382,5.166,0.3601,243.855
2000,-20,1,2515,639.4753,410.11,1073.35,22.64,235,27.62,10.312,5.438,0.5302,345.839
2000,-20,2,3882,589.3497,356.22,11119.57,32.19,275,27.38,10.248,5.605,0.8377,507.170
2000,-10,0,1809,361.2984,371.62,24.36,24.66,34,34.54,14.528,3.760,0.3146,388.075
2000,-10,1,2069,599.9590,535.57,920.53,25.98,70,34.29,14.499,3.881,0.4454,571.740
2000,-10,2,4346,881.3211,568.65,15879.01,40.53,401,32.26,13.425,4.589,0.8056,796.656
2000,0,0,1825,370.7671,408.87,30.88,25.89,29,38.82,17.356,2.899,0.2201,435.169
2000,0,1,1744,692.8477,672.92,844.52,30.14,84,38.52,17.282,3.001,0.3734,742.324
2000,0,2,4798,978.7661,706.86,15265.92,44.58,347,35.94,15.900,3.877,0.6743,982.112
2000,10,0,3018,467.8513,458.33,51.56,24.91,74,40.19,18.284,2.651,0.1967,456.697
2000,10,1,2733,819.3009,731.08,1359.36,33.80,61,39.78,18.152,2.804,0.3477,781.156
2000,10,2,3694,565.5064,433.50,9742.49,57.89,79,35.83,16.131,4.175,0.6058,886.586
2000,20,0,3997,295.0221,328.44,61.77,30.00,20,37.77,16.883,3.354,0.1467,259.228
2000,20,1,3278,704.2020,748.55,1555.60,49.18,25,38.29,17.244,3.245,0.3499,635.806
2000,20,2,1170,256.9140,206.08,2059.37,66.05,39,35.24,15.639,4.219,0.5306,711.008
2000,30,0,6747,565.9659,589.67,85.01,43.10,45,35.06,14.968,3.826,0.1900,255.760
2000,30,1,2301,417.6586,374.47,995.48,42.29,51,37.24,16.027,3.027,0.3659,522.109
2000,30,2,226,103.9040,95.34,250.65,19.24,24,35.14,14.587,3.405,0.5481,628.225
2000,40,0,6690,574.5495,462.18,63.39,43.94,113,31.11,12.075,4.414,0.1967,165.607
2000,40,1,1253,295.9331,232.94,495.32,28.54,85,33.94,13.298,3.231,0.5218,457.785
2000,40,2,227,65.2721,57.93,269.99,16.88,20,33.30,13.140,3.566,0.6600,588.430
2000,50,0,5132,535.6520,479.21,13.43,41.77,41,24.99,8.038,5.644,0.1461,61.269
2000,50,1,573,273.1722,171.02,143.41,18.66,72,29.84,10.179,3.702,0.7086,360.496
2000,50,2,11,6.4718,5.04,14.09,26.53,1,28.47,9.094,3.678,0.9209,429.064
2000,60,0,3853,181.4588,187.03,0.77,34.55,0,18.77,3.947,6.704,0.0913,14.815
2000,60,1,2,2.1692,2.44,0.34,35.46,0,21.43,4.747,5.302,0.9202,167.863
2000,70,0,4656,46.7034,42.33,0.15,26.53,0,15.11,1.227,6.292,0.0639,2.573
2000,80,0,3564,7.2051,6.76,0.06,26.15,0,15.33,0.201,3.831,0.0540,0.033
3000,-60,0,5356,1.3344,225.35,91.47,-15.88,3,-15.20,0.000,30.200,0.5392,5.360
3000,-60,1,2376,0.1782,153.98,573.79,-18.05,0,-17.45,0.000,32.452,0.9640,5.559
3000,-60,2,2,0.0000,0.00,2.32,-14.98,0,-5.04,0.000,20.042,0.9997,24.251
3000,-50,0,7155,179.4681,404.61,95.44,-3.48,25,-5.14,0.000,20.550,0.4313,12.157
3000,-50,1,1539,99.1851,196.15,466.58,-20.52,7,-5.99,0.000,21.346,0.7984,20.298
3000,-50,2,4,0.0132,0.01,6.42,-10.77,0,0.12,0.000,15.318,0.9771,36.415
3000,-40,0,6347,490.7017,462.67,62.04,6.34,148,6.31,0.701,12.848,0.3986,35.303
3000,-40,1,1732,255.5650,193.86,625.21,-11.75,75,4.62,0.542,14.067,0.7092,52.773
3000,-40,2,2,0.0000,0.00,2.34,27.50,0,9.71,0.359,9.391,0.9836,121.028
3000,-30,0,4332,470.6017,304.01,87.90,12.09,185,15.51,3.827,8.928,0.4355,89.050
3000,-30,1,3234,704.9026,479.81,1512.45,2.95,275,15.36,3.991,9.237,0.6488,136.210
3000,-30,2,611,164.1900,109.62,867.94,-1.79,43,17.99,5.007,8.091,0.8656,225.533
3000,-20,0,1819,367.2361,275.55,41.42,14.49,71,23.99,8.197,6.318,0.3886,182.238
3000,-20,1,2506,658.8678,367.98,1068.31,19.88,240,23.76,8.119,6.455,0.5745,258.737
3000,-20,2,3894,719.8516,280.53,11158.66,6.93,576,23.12,7.914,6.771,0.9007,391.719
3000,-10,0,1811,590.9484,593.88,24.50,12.59,34,31.50,12.709,4.431,0.3388,340.548
3000,-10,1,2058,779.7771,327.50,916.35,31.37,172,32.02,12.959,4.303,0.4773,483.458
3000,-10,2,4355,849.4138,355.47,15911.30,11.08,639,29.23,11.571,5.250,0.8614,694.958
3000,0,0,1825,477.6891,591.35,30.59,24.16,8,37.41,16.495,3.150,0.2302,425.363
3000,0,1,1745,795.7697,688.90,844.45,37.49,19,37.90,16.780,3.076,0.3812,693.182
3000,0,2,4797,1141.0430,654.62,15261.95,16.99,584,34.46,14.927,4.116,0.6949,948.455
3000,10,0,3026,517.8203,621.08,50.06,35.83,12,40.63,18.682,2.575,0.1709,432.692
3000,10,1,2748,1025.3385,1053.38,1368.78,39.59,73,40.90,18.911,2.604,0.3071,755.170
3000,10,2,3671,900.9035,626.33,9693.13,10.42,399,35.66,15.945,4.091,0.5751,933.279
3000,20,0,4005,450.0501,538.82,61.67,30.01,11,39.70,18.275,2.973,0.1202,280.053
3000,20,1,3295,1118.2652,1282.05,1559.79,23.74,56,40.39,18.650,2.791,0.2855,685.372
3000,20,2,1145,377.2323,371.69,2023.61,18.17,44,36.78,16.550,3.783,0.4529,778.895
3000,30,0,6759,834.2869,955.19,84.86,23.69,61,38.74,17.388,3.021,0.1427,299.248
3000,30,1,2292,585.0750,632.69,986.61,33.32,32,41.06,18.618,2.288,0.2722,598.955
3000,30,2,223,89.8936,86.26,247.92,36.98,1,39.23,17.346,2.607,0.4455,813.709
3000,40,0,6694,630.3235,649.56,63.16,19.30,81,36.45,15.410,3.132,0.1375,209.555
3000,40,1,1249,310.3828,249.52,498.56,39.83,57,39.59,16.999,2.119,0.4010,626.107
3000,40,2,227,85.7134,75.97,272.95,41.55,8,38.35,16.455,2.533,0.5485,815.007
3000,50,0,5128,508.2943,564.56,13.07,12.37,63,31.96,11.949,3.647,0.1006,88.177
3000,50,1,577,296.0926,184.45,147.86,37.17,43,36.75,14.451,2.160,0.5784,575.612
3000,50,2,11,7.6059,3.96,14.62,40.85,2,34.40,12.649,2.345,0.8754,666.790
3000,60,0,3853,186.7010,234.56,0.78,12.87,6,28.19,8.396,3.506,0.0598,24.032
3000,60,1,2,3.9333,4.60,0.35,1.61,0,27.47,7.910,3.407,0.8878,312.177
3000,70,0,4656,89.9008,95.78,0.15,24.33,1,29.38,6.019,1.140,0.0303,3.781
3000,80,0,3564,37.5026,33.73,0.06,32.21,0,31.98,4.100,0.008,0.0216,0.008
4000,-60,0,5423,0.9786,136.87,93.57,-7.67,2,-14.97,0.000,29.966,0.5455,4.710
4000,-60,1,2309,0.1975,86.68,539.29,-9.62,3,-17.28,0.000,32.281,0.9660,4.930
4000,-60,2,2,0.0000,0.00,2.22,5.87,0,-4.86,0.000,19.856,0.9995,20.502
4000,-50,0,7183,192.4655,360.69,94.51,3.24,22,-4.82,0.000,20.255,0.4362,10.990
4000,-50,1,1511,106.3567,130.17,448.00,15.77,33,-5.38,0.000,20.784,0.7976,18.233
4000,-50,2,4,0.0550,0.05,6.21,12.12,0,0.40,0.000,15.037,0.9853,31.408
4000,-40,0,6354,466.9816,442.94,61.68,17.35,110,6.76,0.742,12.573,0.4062,33.092
4000,-40,1,1725,262.3878,211.81,618.41,29.81,31,5.27,0.584,13.641,0.7063,48.126
4000,-40,2,2,0.0000,0.00,2.32,-2.46,0,8.90,0.334,9.875,0.9999,118.919
