step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err
1000,8634,4581,153883,488356,461724,330216,4257,45736,250,0,186090,2975876,138140.077,55308.573,0.8829,45039.844,0.225,0.337,0.233,0.205,0.546,0.373,1035,0.0661,0.6290,0.097,15.9,56.7,108.8,49.04,6.49,5.75,1.47,35.33,7.85,1.110,0.133,0.064,0.065,16.537,0.462,0.0031,55,307,1121,10824,43,0,0.000,3938,2293,2484,3857,733,2197,5704,0.00,1.98,52506,46.7241,66156,9904,566717,2997.5,-0.0,407643,32.802,2631002.543,3.54e-15,0.00066,30.00,150081,65.538,2.309,62.799,0.430,65.541,5205,1278,2151,0.3090,0.918,1.074,1.372,1.134,0.959,1.140,37288.753,12562.868,110521.130,38190.972,34467.819,4698.635,3558.992,2011.102,0.583,0.518,0.553,0.715,0.652,0.609,7306,97160,0.1379,0.7263,0.6336,0.9992,0.0461,0.0525,0.4433,0.9448,0.8913,0.1605,0.0727,0.0330,0.0000,0.6724,0.9580,0.2378,0.6984,0.9584,0.00212,17059,0.9999,0.8938,0.7733,0.9984,0.0462,0.0526,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1224,4.8172,4.9188,0.0644,0.1369,0.1123,0.179,0.221,0.204,0.200,3517,0.1732,0.0094,0.0117,0.00134,0.00160,0.00142,22.77,26.12,26.96,87.6783,0.0277,71.0082,11.4552,21.3471,1089994,1530061,1.5959,0.0523,1738.2,87.6783,21.62,0,0,0,0,0,0,5503,10268.729,9330.737,0.9823,12567.0586,6772.7938,23595.1213,51817.6200,50275.3669,2368.2801,27256,2918120.4,4.67e-14
2000,9437,2597,86792,157165,140810,68374,1999,29289,392,0,245613,2839808,41435.614,27738.353,0.9219,13586.192,0.122,0.676,0.114,0.087,0.484,0.362,1133,0.1216,0.6833,0.066,8.0,32.7,99.3,35.12,3.01,7.63,0.69,23.78,7.55,1.144,0.241,0.058,0.057,9.092,0.373,0.0038,58,321,665,20270,25,0,0.000,4542,650,2070,6717,696,1052,7689,0.00,7.96,46479,34.2747,65936,11494,544623,3020.2,-0.0,447912,17.211,2631002.543,1.22e-14,0.00004,25.34,52226,30.015,2.267,27.347,0.401,30.018,2455,2232,4750,0.2737,0.972,1.091,1.416,1.261,0.968,1.165,12972.400,12155.562,21551.987,13037.327,20432.492,4665.430,4661.064,4825.666,0.463,0.432,0.547,0.463,0.378,0.484,13037,40593,0.1749,0.3887,0.3876,0.9989,0.0296,0.0536,0.4532,0.9671,0.9818,0.1652,0.0293,0.0197,0.0000,0.3482,0.9284,0.2353,0.7058,0.9767,0.00255,3791,0.9979,0.7665,0.7573,0.9979,0.0298,0.0538,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9899,4.8026,4.6540,0.0575,0.0887,0.0837,0.089,0.125,0.137,0.135,1174,0.0960,0.0049,0.0038,0.00149,0.00087,0.00080,25.90,27.44,27.48,215.0379,0.0474,33.3921,8.2116,8.9992,1096258,1527674,3.3142,0.0829,3026.1,215.0379,26.00,0,0,0,0,0,0,10750,14152.161,12388.768,0.9584,5792.0276,2850.0392,6629.9379,12969.8801,19260.6561,2985.0859,9169,2535861.0,5.56e-14
3000,8427,2043,78298,135929,120805,55914,1717,24880,359,0,217911,2635181,34905.610,24229.937,0.9421,11399.436,0.089,0.758,0.092,0.061,0.465,0.380,871,0.1288,0.7156,0.073,6.8,30.8,86.6,31.37,2.43,7.63,0.39,20.92,7.40,1.170,0.221,0.093,0.095,7.625,0.349,0.0037,57,280,545,17484,65,0,0.000,3975,22,2036,6369,286,876,7265,0.25,10.25,48322,33.3477,65613,13446,525933,2943.1,-0.0,471229,11.741,2631002.543,4.78e-15,0.00030,14.43,46983,25.205,2.293,22.595,0.316,25.208,1888,2488,4051,0.3171,0.961,1.106,1.494,1.329,0.968,1.219,12272.687,14171.643,11380.449,12254.364,22670.233,3907.021,3800.196,5123.285,0.434,0.403,0.539,0.364,0.338,0.495,16565,40760,0.1966,0.2644,0.2791,0.9969,0.0236,0.0539,0.4937,1.0511,0.9503,0.1561,0.0383,0.0246,0.0000,0.0000,0.8935,0.0866,0.6576,0.9883,0.00277,3884,0.9992,0.8750,0.8098,0.9958,0.0238,0.0541,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9698,4.5136,4.5848,0.0645,0.0409,0.0316,0.042,0.071,0.053,0.067,648,0.0545,0.0049,0.0030,0.00173,0.00084,0.00096,24.39,26.29,26.90,735.9245,0.0493,35.1029,3.6887,8.0523,1099221,1526273,3.9465,0.1303,3614.1,735.9245,22.38,0,0,0,0,0,0,8777,12830.502,11261.473,0.9603,3477.8262,1483.4823,5670.5933,7974.0611,12614.6778,1802.4737,7919,1697754.5,5.34e-14
4000,8967,1942,58448,103112,92073,43699,965,19446,160,0,158700,2244909,28915.908,18847.068,1.0425,8506.674,0.074,0.773,0.094,0.059,0.487,0.382,793,0.0841,0.7015,0.068,10.4,33.8,79.7,32.03,2.05,7.93,0.33,21.72,7.15,1.173,0.221,0.110,0.111,7.439,0.259,0.0035,63,316,542,10839,117,0,0.000,4338,82,1957,6928,372,1301,7294,0.50,8.59,51252,35.0412,65336,17690,516831,2757.8,-0.0,488653,9.688,2631002.543,5.31e-15,0.00108,37.93,35587,21.798,2.320,19.127,0.351,21.801,2446,2864,3657,0.3474,0.921,1.095,1.532,1.311,0.943,1.261,9242.922,11695.760,10596.358,9210.516,17615.708,4648.261,2270.309,3421.825,0.455,0.422,0.556,0.360,0.378,0.498,26351,30203,0.1964,0.2569,0.2529,0.9988,0.0287,0.0562,0.5462,0.9607,0.9964,0.1174,0.0265,0.0253,0.0000,0.8199,0.9638,0.1827,0.6829,0.9918,0.00268,2072,0.9982,0.8597,0.8852,0.9977,0.0290,0.0563,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9042,4.6840,4.6328,0.0511,0.0457,0.0371,0.059,0.073,0.049,0.086,726,0.1010,0.0044,0.0028,0.00162,0.00051,0.00072,25.45,27.60,27.45,1081.6891,0.0601,27.0954,3.1498,6.5379,1100502,1524514,3.5064,0.1299,3811.9,1081.6891,25.42,0,0,0,0,0,0,5301,10340.395,9209.774,0.9573,3509.9376,1371.3072,3994.6293,4581.6030,7536.3779,995.7068,8146,1800823.8,5.42e-14
5000,7180,1917,77922,141992,126396,62562,1508,22511,273,1,214482,2606926,34880.251,25724.691,1.0211,12036.091,0.080,0.762,0.087,0.071,0.487,0.378,535,0.1241,0.7088,0.065,9.7,40.2,94.0,34.60,2.70,7.61,0.37,23.92,7.35,1.213,0.187,0.151,0.155,7.805,0.278,0.0035,49,274,572,18311,57,15,0.113,3561,66,2083,5031,406,1314,5460,1.75,9.87,51329,35.5588,65066,18858,505760,2721.7,-0.0,508558,10.204,2631002.543,1.65e-14,0.00039,12.68,49914,25.783,2.322,23.225,0.236,25.786,2302,1726,3152,0.2663,0.973,1.144,1.593,1.321,0.968,1.269,11336.071,12732.431,14415.734,11357.987,21142.621,5461.629,3218.962,5008.010,0.427,0.427,0.562,0.393,0.395,0.512,34011,44975,0.1472,0.2015,0.2049,0.9987,0.0300,0.0543,0.5166,1.0365,0.9216,0.1214,0.0384,0.0364,0.0000,0.0000,0.7430,0.2082,0.6547,0.9654,0.00258,2010,0.9985,0.8791,0.8382,0.9980,0.0302,0.0544,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8856,4.5205,4.6754,0.0549,0.0461,0.0398,0.084,0.073,0.056,0.104,718,0.0651,0.0048,0.0031,0.00178,0.00058,0.00063,25.66,26.50,26.89,1152.9503,0.0657,32.7191,3.0025,7.2011,1102213,1523689,3.5801,0.1320,3917.9,1152.9503,23.03,0,0,0,0,0,0,9221,13688.601,12070.168,0.9546,3809.7739,1642.6609,4686.5558,4594.4935,7616.1448,1114.9506,9248,1188081.6,4.35e-14
6000,8807,2058,72921,140975,127383,67106,948,19111,183,0,225172,2123390,41808.690,27948.984,1.0757,12809.951,0.077,0.788,0.059,0.076,0.446,0.411,409,0.0935,0.6538,0.072,13.8,50.7,105.9,41.57,3.59,7.45,0.39,30.14,7.45,1.277,0.165,0.126,0.130,8.171,0.249,0.0035,50,266,571,13335,49,15,0.189,4104,231,1645,6931,1046,2204,5557,0.25,9.65,41202,34.6607,64884,22050,492158,3155.6,-0.0,541128,8.846,2631002.543,7.96e-15,0.00014,23.20,48532,25.314,2.312,22.649,0.352,25.317,4013,1729,3065,0.2389,0.949,1.215,1.729,1.362,0.947,1.353,8584.755,10782.791,29595.982,8555.132,16467.528,8085.469,2305.162,4748.403,0.486,0.366,0.483,0.575,0.328,0.452,44221,41615,0.1065,0.1598,0.1276,0.9994,0.0290,0.0606,0.4879,0.8352,0.8312,0.1169,0.0364,0.0408,0.0000,0.5055,0.9400,0.1289,0.6539,0.9502,0.00249,2610,0.9987,0.7786,0.7873,0.9987,0.0291,0.0607,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.5530,4.6301,4.4978,0.0426,0.0484,0.0455,0.058,0.082,0.065,0.089,635,0.0472,0.0042,0.0037,0.00151,0.00051,0.00053,23.40,25.54,26.54,1140.5787,0.0755,25.3197,3.4102,5.4358,1101439,1522560,3.4577,0.1131,4033.2,1140.5787,19.40,0,0,0,0,0,0,7140,15139.033,13557.656,0.9607,5386.4577,2362.8001,4806.7796,3220.6089,5668.8219,699.4944,8548,1153678.1,4.67e-14
7000,6253,2054,67907,131263,119317,62572,784,19827,105,0,222870,2095081,37857.216,28393.987,1.0908,13199.169,0.067,0.756,0.064,0.113,0.461,0.405,205,0.1153,0.6277,0.074,14.6,50.1,107.4,38.16,4.50,9.42,0.31,23.93,7.21,1.369,0.199,0.169,0.175,9.621,0.328,0.0036,52,296,541,10567,30,12,0.281,3435,545,1025,4683,744,1522,3987,0.25,8.77,36121,31.1488,64742,22375,473401,1917.4,-0.0,575556,9.958,2631002.543,1.29e-14,0.00021,24.47,45041,25.295,2.323,22.746,0.226,25.298,3068,877,2308,0.1750,0.989,1.341,1.812,1.463,0.974,1.393,8200.398,11146.775,25296.418,8180.915,17579.053,9551.576,1228.998,4414.245,0.466,0.398,0.493,0.516,0.411,0.478,51948,40622,0.1513,0.1041,0.1458,0.9998,0.0325,0.0556,0.4824,1.0353,0.9181,0.1543,0.0675,0.0388,0.0000,0.4516,0.9150,0.3220,0.7113,0.9462,0.00252,2740,0.9991,0.8916,0.7812,0.9993,0.0326,0.0557,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.5291,4.5278,4.2741,0.0477,0.0469,0.0453,0.051,0.076,0.059,0.076,940,0.0476,0.0044,0.0036,0.00114,0.00040,0.00045,25.76,24.71,26.03,1044.8361,0.0790,25.9664,4.7408,5.2172,1103582,1522130,3.6120,0.0863,4217.1,1044.8361,21.78,0,0,0,0,0,0,6227,15194.818,13645.683,0.9510,5687.5067,2685.3032,4226.0104,2928.4353,4544.4614,608.2905,9536,937606.8,5.75e-14
8000,6756,1661,50867,91722,82953,40161,694,13631,118,0,140021,1669665,26859.121,18209.286,1.1249,8365.298,0.052,0.776,0.084,0.088,0.469,0.397,207,0.0838,0.6346,0.058,12.4,41.8,105.7,35.40,3.63,9.20,0.35,22.22,7.36,1.307,0.217,0.144,0.145,7.799,0.299,0.0032,51,313,389,8181,35,17,0.129,3477,73,1229,5454,662,920,5174,1.00,10.15,39991,31.6179,64384,24259,459996,1914.7,-0.0,595877,7.660,2631002.543,1.59e-15,0.00117,7.77,32205,18.728,2.346,16.140,0.242,18.731,2235,1607,2914,0.2599,0.977,1.200,1.865,1.473,0.966,1.369,5940.897,10984.214,13362.684,5916.628,15945.106,5114.658,928.309,3801.022,0.453,0.427,0.499,0.447,0.419,0.448,59939,29226,0.1843,0.0541,0.0937,0.9995,0.0275,0.0498,0.4665,0.9496,0.9252,0.1735,0.0406,0.0266,0.0000,0.0000,0.8835,0.1397,0.6474,0.9400,0.00263,1906,0.9993,0.8933,0.8674,0.9986,0.0276,0.0500,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.6111,4.6325,4.3511,0.0442,0.0522,0.0496,0.074,0.081,0.071,0.080,744,0.0452,0.0056,0.0050,0.00113,0.00023,0.00037,24.66,25.56,26.71,1070.0044,0.0564,22.1852,3.6885,3.9712,1105656,1520508,3.9813,0.1326,4348.4,1070.0044,16.84,0,0,0,0,0,0,4739,9843.989,8756.532,0.9589,3901.5322,1606.1011,2655.4778,2127.6060,2808.9820,407.1905,5773,851745.6,4.57e-14
9000,6605,1608,66528,130298,117855,62667,1103,19082,216,0,210004,2151116,31866.751,23635.373,1.0504,9848.245,0.058,0.778,0.072,0.093,0.464,0.395,464,0.1187,0.6968,0.068,11.8,39.1,96.6,32.75,3.00,8.29,0.52,20.94,7.18,1.350,0.208,0.161,0.164,7.383,0.296,0.0035,52,269,409,16244,35,18,0.122,3542,34,1406,5165,141,821,5643,3.00,12.04,48269,35.7672,64046,21659,445430,2917.6,0.0,604281,8.561,2631002.543,8.85e-16,0.00116,30.68,47433,22.071,2.329,19.479,0.262,22.073,1702,1459,3444,0.2321,0.975,1.184,1.939,1.484,0.962,1.448,8670.915,16493.238,9063.309,8655.419,23996.268,5174.147,2699.846,5913.135,0.440,0.369,0.524,0.383,0.418,0.537,59676,36198,0.2400,0.0629,0.0923,0.9994,0.0203,0.0359,0.4585,0.8522,0.9288,0.1892,0.0282,0.0290,0.0000,0.7521,0.9496,0.1558,0.7242,0.9544,0.00267,870,0.9986,0.8285,0.8235,0.9982,0.0203,0.0359,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.5828,4.6349,4.3106,0.0486,0.0640,0.0477,0.070,0.091,0.096,0.060,1067,0.0844,0.0050,0.0050,0.00120,0.00060,0.00060,24.05,26.93,27.26,1182.1731,0.0530,32.9308,3.0480,5.5130,1107457,1519117,4.7731,0.1875,4347.2,1182.1731,18.95,0,0,0,0,0,0,9246,13787.128,12063.652,0.9493,3381.4179,1126.3941,3542.8096,2565.0673,4632.9307,743.1422,5574,888681.0,6.93e-14
10000,5572,1351,42876,75489,67119,31970,643,13751,98,0,128033,1642625,21325.401,15042.688,1.1208,6073.702,0.059,0.801,0.070,0.071,0.476,0.394,171,0.0976,0.6827,0.060,12.0,39.2,95.1,31.66,3.28,8.79,0.52,19.06,6.95,1.399,0.217,0.194,0.196,7.102,0.270,0.0035,60,330,374,5143,24,22,0.117,2890,24,1310,4238,208,882,4482,5.50,14.95,56646,39.2713,63742,22554,438418,1441.7,-0.0,607080,6.868,2631002.543,2.64e-14,0.00423,11.37,27865,17.046,2.423,14.427,0.196,17.048,1869,1146,2557,0.2281,0.982,1.327,1.956,1.481,0.976,1.528,5733.111,10026.540,7161.372,5698.526,14539.205,4036.183,1154.062,3778.741,0.411,0.453,0.516,0.313,0.381,0.488,62722,23555,0.2056,0.0531,0.1210,0.9989,0.0205,0.0391,0.4891,1.0675,0.9421,0.1600,0.0402,0.0529,0.0000,0.0000,0.7433,0.2107,0.6947,0.9446,0.00263,1496,0.9978,0.9351,0.8483,0.9980,0.0206,0.0392,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.5873,4.6652,4.3724,0.0458,0.0669,0.0605,0.092,0.122,0.100,0.119,698,0.0823,0.0029,0.0036,0.00137,0.00035,0.00043,25.81,26.51,26.90,1138.2669,0.0524,20.4686,2.3016,4.5665,1108301,1519014,5.3164,0.1910,4357.1,1138.2669,19.36,0,0,0,0,0,0,4311,8968.986,7953.736,0.9506,2695.3068,854.6887,2472.6064,1841.5499,2750.6173,394.2917,5348,771468.4,7.14e-14
