step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,5253,943.9256,672.48,88.65,1.83,257,2.52,0.215,14.846,0.3732,74.402
1000,-60,1,2479,739.8429,349.93,633.57,0.92,262,0.35,0.100,16.345,0.5622,108.053
1000,-60,2,2,1.2066,0.95,2.48,22.54,0,9.05,0.490,9.940,0.6856,70.538
1000,-50,0,7108,1449.8711,806.81,96.13,15.03,472,11.85,2.199,10.186,0.3070,94.720
1000,-50,1,1586,638.0891,251.08,489.35,14.26,243,10.58,1.968,10.965,0.4810,156.704
1000,-50,2,4,1.2446,0.00,6.69,30.22,1,13.44,1.574,7.922,0.5898,177.002
1000,-40,0,6342,1485.3468,647.42,63.03,26.39,490,21.32,6.385,6.819,0.2824,145.147
1000,-40,1,1737,795.4380,268.48,626.20,23.33,294,19.29,5.710,7.776,0.4696,248.114
1000,-40,2,2,0.7071,0.30,2.38,13.17,0,21.68,5.175,5.171,0.3873,187.339
1000,-30,0,4328,1743.9586,873.88,88.33,33.45,249,27.91,10.258,5.139,0.3074,252.102
1000,-30,1,3255,1872.0588,710.21,1515.42,29.61,424,27.21,10.106,5.558,0.4264,369.792
1000,-30,2,594,298.4723,86.59,833.78,34.80,68,28.97,11.020,4.989,0.5164,504.467
1000,-20,0,1820,1028.6419,1286.07,41.42,55.88,22,33.35,13.794,4.024,0.2916,358.265
1000,-20,1,2526,2115.9695,2006.85,1073.52,30.04,171,32.56,13.429,4.305,0.4230,527.225
1000,-20,2,3873,2189.0680,879.79,10982.71,33.07,626,31.74,13.096,4.630,0.6482,822.429
1000,-10,0,1807,860.9773,1424.76,24.36,65.26,19,36.98,16.284,3.358,0.2782,470.172
1000,-10,1,2074,1850.4198,3166.65,920.70,35.07,19,36.81,16.186,3.393,0.3844,682.496
1000,-10,2,4343,2427.5381,1147.52,15751.10,34.84,646,34.16,14.829,4.250,0.6795,1077.496
1000,0,0,1824,805.7278,1493.57,31.28,72.11,8,38.85,17.520,2.983,0.2153,439.427
1000,0,1,1740,1462.1580,2543.48,841.12,40.70,2,38.58,17.317,3.016,0.3625,766.096
1000,0,2,4803,3089.2375,2257.70,15184.06,38.05,436,35.21,15.594,4.113,0.6277,1090.129
1000,10,0,3014,1592.3991,2540.45,51.72,74.61,5,37.73,16.756,3.207,0.2391,433.847
1000,10,1,2717,2437.5419,3691.27,1344.02,44.75,7,37.15,16.386,3.346,0.3973,727.882
1000,10,2,3714,2328.9771,1573.70,9680.71,22.84,367,32.17,13.939,5.051,0.6067,887.348
1000,20,0,3996,1268.5272,1562.79,62.08,62.24,2,32.28,13.501,4.651,0.1846,217.017
1000,20,1,3282,2589.2889,3030.36,1560.00,36.35,53,32.29,13.453,4.575,0.4295,546.797
1000,20,2,1167,763.7781,463.62,2029.86,8.25,110,29.29,12.123,5.727,0.5621,641.124
1000,30,0,6750,1695.6782,1319.84,85.21,37.44,28,26.43,9.894,6.054,0.2278,185.230
1000,30,1,2319,1531.0728,920.89,1010.57,42.57,81,29.29,11.106,4.848,0.4668,421.763
1000,30,2,205,158.2441,100.39,224.75,71.05,26,26.59,9.546,5.581,0.5606,367.709
1000,40,0,6701,998.8505,552.08,63.75,28.37,113,19.88,6.116,7.797,0.2260,109.541
1000,40,1,1265,608.8787,240.20,500.29,50.15,188,23.74,7.456,5.923,0.4958,268.742
1000,40,2,204,113.9113,58.05,237.30,65.66,35,23.92,7.793,6.087,0.5321,272.223
1000,50,0,5140,365.2287,300.54,13.82,19.41,19,11.21,2.312,10.934,0.1691,31.833
1000,50,1,565,170.1107,68.56,135.48,53.69,38,17.61,4.010,7.476,0.5722,148.413
1000,50,2,11,2.7485,0.00,13.48,35.34,1,19.14,4.263,6.382,0.7347,233.285
1000,60,0,3853,72.0271,71.01,0.77,11.91,0,2.35,0.233,15.057,0.1128,6.096
1000,60,1,2,1.2920,1.12,0.32,20.07,0,9.32,0.587,10.123,0.8902,62.723
1000,70,0,4656,3.9150,4.99,0.16,8.42,0,-5.43,0.001,20.728,0.0810,1.487
1000,80,0,3564,0.0236,0.47,0.06,4.84,0,-11.91,0.000,26.913,0.0688,0.683
2000,-60,0,5306,67.2933,387.70,89.91,-15.58,12,-8.97,0.000,24.034,0.4961,13.787
2000,-60,1,2426,15.7915,161.09,599.22,-19.22,3,-11.28,0.000,26.308,0.7984,17.593
2000,-60,2,2,0.0788,0.41,2.38,-6.37,0,0.29,0.000,15.175,0.5872,33.488
