year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,6,0.2692,NaN,-6.22,-3.37,27.62,15.68,23.44,37.5,46.4,0.0,0.0000,0.1345,0.8618,0.0036,2.28e-14,0.0205,0.1616,0.0007,0.0140,0.0599,0.0002,0.0000,0.0000,0.0000,0.0878,0.0107,0.0000,0.5523,0.0922,0.0000
2,8,0.2217,0.8539,-6.10,-1.65,28.53,15.83,23.49,36.3,39.8,0.0,0.0000,0.2831,0.7097,0.0073,1.31e-14,0.0363,0.1432,0.0017,0.0365,0.0392,0.0002,0.0000,0.0000,0.0000,0.0738,0.0247,0.0000,0.4615,0.1830,0.0000
3,8,0.2022,0.9178,-6.07,-0.52,29.13,15.71,23.54,35.8,37.2,0.0,0.0000,0.3835,0.6014,0.0151,8.14e-15,0.0518,0.1260,0.0035,0.0468,0.0286,0.0004,0.0000,0.0000,0.0000,0.0661,0.0324,0.0000,0.4185,0.2260,0.0000
4,8,0.1942,0.9475,-6.05,0.23,29.54,15.61,23.56,36.4,36.6,0.0,0.0000,0.4346,0.5343,0.0311,6.67e-15,0.0611,0.1138,0.0067,0.0506,0.0235,0.0013,0.0000,0.0000,0.0000,0.0624,0.0361,0.0000,0.3947,0.2498,0.0000
5,8,0.1906,0.9604,-6.04,0.73,29.82,15.77,23.55,37.3,36.9,0.0,0.0000,0.4490,0.4973,0.0537,5.09e-15,0.0664,0.1038,0.0115,0.0490,0.0241,0.0023,0.0000,0.0000,0.0000,0.0600,0.0385,0.0000,0.3805,0.2640,0.0000
6,8,0.1880,0.9696,-6.04,1.06,30.00,15.78,23.51,38.2,37.6,0.1,0.0000,0.4486,0.4737,0.0777,4.85e-15,0.0694,0.0950,0.0169,0.0459,0.0267,0.0030,0.0000,0.0000,0.0000,0.0586,0.0399,0.0000,0.3721,0.2724,0.0000
7,9,0.1855,0.9761,-6.04,1.28,30.11,15.59,23.48,39.1,38.3,0.1,0.0000,0.4438,0.4561,0.1000,3.49e-15,0.0715,0.0873,0.0220,0.0425,0.0299,0.0037,0.0000,0.0000,0.0000,0.0576,0.0409,0.0000,0.3672,0.2773,0.0000
8,9,0.1848,0.9809,-6.04,1.42,30.19,15.72,23.47,39.8,38.9,0.2,0.0000,0.4413,0.4398,0.1189,3.00e-15,0.0735,0.0808,0.0263,0.0399,0.0322,0.0043,0.0000,0.0000,0.0000,0.0570,0.0415,0.0000,0.3635,0.2810,0.0000
9,9,0.1840,0.9859,-6.04,1.52,30.23,15.83,23.50,40.4,39.4,0.2,0.0000,0.4418,0.4233,0.1348,2.54e-15,0.0753,0.0755,0.0298,0.0382,0.0333,0.0049,0.0000,0.0000,0.0000,0.0566,0.0419,0.0000,0.3612,0.2833,0.0000
10,9,0.1822,0.9889,-6.04,1.58,30.26,15.63,23.54,40.8,39.8,0.2,0.0000,0.4433,0.4079,0.1486,2.65e-15,0.0770,0.0712,0.0328,0.0370,0.0337,0.0054,0.0000,0.0000,0.0000,0.0564,0.0422,0.0000,0.3603,0.2842,0.0000
