year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,7,0.4408,NaN,0.15,-3.47,22.96,3.68,40.27,40.6,56.7,2.5,0.0000,0.2411,0.7357,0.0231,2.90e-14,0.0267,0.1061,0.0046,0.0066,0.0934,0.0016,0.0335,0.0042,0.0002,0.0961,0.0114,0.0000,0.5353,0.0802,0.0000
2,9,0.3786,0.8122,0.53,-0.83,17.96,3.70,40.25,33.2,40.9,2.6,0.0000,0.5074,0.4297,0.0629,2.04e-14,0.0644,0.0598,0.0116,0.0416,0.0558,0.0055,0.0345,0.0034,0.0003,0.0844,0.0231,0.0000,0.4496,0.1659,0.0000
3,9,0.3710,0.9042,0.63,0.87,14.92,3.71,40.24,28.3,32.3,1.4,0.0000,0.6274,0.2781,0.0945,1.32e-14,0.0822,0.0376,0.0156,0.0556,0.0372,0.0103,0.0360,0.0021,0.0003,0.0792,0.0283,0.0000,0.4090,0.2065,0.0000
4,9,0.3706,0.9403,0.68,1.96,12.98,3.70,40.23,26.7,28.0,0.9,0.0000,0.6904,0.1959,0.1137,1.02e-14,0.0922,0.0255,0.0173,0.0620,0.0274,0.0139,0.0371,0.0013,0.0003,0.0764,0.0311,0.0000,0.3836,0.2319,0.0000
5,8,0.3737,0.9636,0.72,2.66,11.74,3.71,40.23,26.3,26.2,0.8,0.0000,0.7228,0.1543,0.1229,8.28e-15,0.0973,0.0198,0.0178,0.0654,0.0221,0.0160,0.0376,0.0009,0.0003,0.0747,0.0328,0.0000,0.3685,0.2470,0.0000
6,7,0.3745,0.9750,0.73,3.12,10.95,3.70,40.22,26.3,25.5,0.8,0.0000,0.7401,0.1301,0.1296,7.04e-15,0.0998,0.0168,0.0181,0.0673,0.0186,0.0175,0.0379,0.0007,0.0003,0.0735,0.0340,0.0000,0.3574,0.2581,0.0000
7,7,0.3774,0.9825,0.74,3.41,10.44,3.71,40.22,26.3,25.2,1.0,0.0001,0.7526,0.1127,0.1345,4.89e-15,0.1016,0.0148,0.0183,0.0687,0.0159,0.0187,0.0382,0.0004,0.0002,0.0728,0.0347,0.0000,0.3502,0.2653,0.0000
8,7,0.3800,0.9880,0.75,3.60,10.11,3.70,40.22,26.4,25.1,1.0,0.0001,0.7627,0.0988,0.1381,5.43e-15,0.1031,0.0132,0.0184,0.0698,0.0140,0.0196,0.0384,0.0002,0.0002,0.0723,0.0352,0.0000,0.3462,0.2693,0.0000
9,8,0.3804,0.9893,0.75,3.72,9.90,3.70,40.22,26.4,25.0,1.1,0.0002,0.7701,0.0883,0.1410,4.43e-15,0.1041,0.0119,0.0186,0.0707,0.0124,0.0203,0.0385,0.0002,0.0002,0.0721,0.0356,0.0000,0.3417,0.2738,0.0000
10,8,0.3804,0.9943,0.75,3.80,9.77,3.70,40.22,26.3,24.9,1.1,0.0002,0.7759,0.0805,0.1428,3.76e-15,0.1049,0.0110,0.0186,0.0714,0.0111,0.0208,0.0386,0.0001,0.0001,0.0719,0.0358,0.0000,0.3410,0.2746,0.0000
11,8,0.3805,0.9940,0.75,3.85,9.68,3.70,40.22,26.3,24.8,1.1,0.0002,0.7802,0.0748,0.1442,3.26e-15,0.1055,0.0104,0.0187,0.0719,0.0102,0.0212,0.0387,0.0001,0.0001,0.0718,0.0359,0.0000,0.3390,0.2765,0.0000
12,8,0.3804,0.9967,0.75,3.89,9.63,3.71,40.22,26.3,24.8,1.1,0.0003,0.7833,0.0705,0.1453,3.59e-15,0.1060,0.0098,0.0188,0.0722,0.0096,0.0214,0.0387,0.0001,0.0000,0.0718,0.0359,0.0000,0.3390,0.2765,0.0000
13,8,0.3805,0.9971,0.75,3.91,9.62,3.70,40.22,26.3,24.7,1.2,0.0003,0.7854,0.0672,0.1464,2.68e-15,0.1064,0.0093,0.0189,0.0724,0.0092,0.0217,0.0388,0.0001,0.0000,0.0718,0.0360,0.0000,0.3390,0.2765,0.0000
14,8,0.3804,0.9977,0.76,3.92,9.62,3.71,40.22,26.3,24.7,1.2,0.0003,0.7866,0.0650,0.1472,2.69e-15,0.1066,0.0091,0.0189,0.0725,0.0089,0.0218,0.0388,0.0001,0.0000,0.0718,0.0360,0.0000,0.3390,0.2765,0.0000
15,8,0.3805,0.9979,0.75,3.93,9.62,3.70,40.22,26.3,24.7,1.2,0.0004,0.7873,0.0636,0.1478,2.60e-15,0.1067,0.0089,0.0189,0.0726,0.0086,0.0220,0.0388,0.0000,0.0000,0.0718,0.0360,0.0000,0.3390,0.2765,0.0000
16,8,0.3804,0.9982,0.76,3.94,9.62,3.70,40.22,26.2,24.7,1.1,0.0004,0.7879,0.0625,0.1483,2.28e-15,0.1068,0.0088,0.0189,0.0726,0.0084,0.0221,0.0388,0.0001,0.0000,0.0718,0.0361,0.0000,0.3390,0.2765,0.0000
17,8,0.3804,0.9978,0.75,3.94,9.61,3.70,40.22,26.3,24.7,1.1,0.0004,0.7882,0.0617,0.1486,1.93e-15,0.1069,0.0087,0.0189,0.0727,0.0084,0.0222,0.0388,0.0001,0.0000,0.0718,0.0361,0.0000,0.3384,0.2771,0.0000
18,8,0.3804,0.9986,0.76,3.94,9.61,3.70,40.22,26.2,24.7,1.1,0.0004,0.7883,0.0612,0.1489,1.83e-15,0.1069,0.0087,0.0190,0.0727,0.0082,0.0223,0.0388,0.0001,0.0000,0.0718,0.0361,0.0000,0.3384,0.2771,0.0000
19,8,0.3804,0.9988,0.75,3.94,9.61,3.70,40.22,26.3,24.7,1.2,0.0004,0.7883,0.0609,0.1492,2.00e-15,0.1069,0.0086,0.0190,0.0727,0.0082,0.0223,0.0388,0.0001,0.0000,0.0718,0.0361,0.0000,0.3384,0.2771,0.0000
20,8,0.3804,0.9982,0.76,3.94,9.61,3.70,40.22,26.2,24.7,1.2,0.0004,0.7882,0.0606,0.1496,1.62e-15,0.1069,0.0086,0.0190,0.0727,0.0081,0.0224,0.0388,0.0001,0.0000,0.0718,0.0362,0.0000,0.3377,0.2778,0.0000
