year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,7,0.7000,NaN,23.58,18.67,5.83,52.27,13.40,590.1,634.7,0.0,0.0000,0.7753,0.2226,0.0021,4.63e-15,0.0078,0.0040,0.0001,0.0646,0.0556,0.0009,0.2888,0.0442,0.0000,0.0000,0.3428,0.1107,0.0000,0.0657,0.0147
2,8,0.5068,0.6430,23.62,20.98,5.42,52.26,13.41,500.7,504.3,0.1,0.0000,0.8313,0.1654,0.0033,3.45e-15,0.0113,0.0006,0.0001,0.0941,0.0253,0.0014,0.2820,0.0512,0.0000,0.0000,0.1022,0.3513,0.0000,0.0272,0.0533
3,6,0.4381,0.8940,23.64,22.30,5.37,52.28,13.40,465.7,466.1,0.1,0.0000,0.8622,0.1337,0.0041,1.92e-15,0.0110,0.0007,0.0002,0.1049,0.0139,0.0017,0.2859,0.0478,0.0000,0.0000,0.0533,0.4002,0.0000,0.0129,0.0675
4,6,0.4035,0.9553,23.64,23.06,5.35,52.26,13.42,466.7,465.9,0.2,0.0000,0.8758,0.1184,0.0059,1.30e-15,0.0110,0.0007,0.0002,0.1062,0.0125,0.0020,0.2909,0.0419,0.0005,0.0000,0.0386,0.4150,0.0000,0.0102,0.0703
5,6,0.3890,0.9686,23.65,23.49,5.36,52.26,13.40,481.4,479.8,0.3,0.0000,0.8745,0.1176,0.0079,1.18e-15,0.0108,0.0009,0.0002,0.1028,0.0153,0.0022,0.2938,0.0386,0.0013,0.0000,0.0299,0.4237,0.0000,0.0088,0.0716
6,6,0.3933,0.9768,23.65,23.74,5.35,52.29,13.42,499.0,497.8,0.3,0.0000,0.8624,0.1252,0.0124,1.20e-15,0.0108,0.0009,0.0002,0.1001,0.0183,0.0023,0.2910,0.0391,0.0033,0.0000,0.0251,0.4285,0.0000,0.0082,0.0722
7,7,0.3945,0.9806,23.65,23.88,5.35,52.26,13.40,513.7,512.5,0.3,0.0000,0.8461,0.1368,0.0171,9.19e-16,0.0108,0.0010,0.0002,0.0972,0.0207,0.0023,0.2863,0.0421,0.0054,0.0000,0.0222,0.4314,0.0000,0.0077,0.0727
8,7,0.3870,0.9847,23.65,23.96,5.34,52.26,13.42,523.9,523.1,0.3,0.0000,0.8315,0.1481,0.0204,7.38e-16,0.0107,0.0010,0.0002,0.0966,0.0217,0.0024,0.2802,0.0463,0.0069,0.0000,0.0205,0.4330,0.0000,0.0074,0.0731
9,6,0.3799,0.9896,23.65,24.00,5.35,52.28,13.41,530.8,530.1,0.4,0.0000,0.8231,0.1558,0.0211,6.97e-16,0.0108,0.0010,0.0002,0.0955,0.0224,0.0024,0.2773,0.0492,0.0072,0.0000,0.0194,0.4341,0.0000,0.0071,0.0733
10,6,0.3799,0.9934,23.65,24.03,5.34,52.26,13.42,534.9,534.3,0.4,0.0000,0.8184,0.1615,0.0201,6.75e-16,0.0107,0.0010,0.0002,0.0953,0.0229,0.0024,0.2754,0.0513,0.0068,0.0000,0.0193,0.4342,0.0000,0.0071,0.0733
