year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,8,0.4373,NaN,30.62,19.95,29.13,121.71,31.64,435.1,499.3,0.0,0.0000,0.9315,0.0685,0.0000,3.62e-15,0.0421,0.0365,0.0000,0.0944,0.0098,0.0000,0.4922,0.0000,0.0000,0.0085,0.0838,0.1369,0.0116,0.0417,0.0425
2,8,0.4249,0.9301,30.76,22.04,27.61,121.97,31.56,423.5,424.9,0.0,0.0000,0.9440,0.0560,0.0000,5.01e-16,0.0566,0.0206,0.0000,0.0874,0.0172,0.0000,0.4932,0.0000,0.0000,0.0023,0.0738,0.1531,0.0034,0.0459,0.0465
3,7,0.4045,0.9528,30.77,23.64,26.43,121.94,31.61,419.5,419.9,0.0,0.0000,0.9613,0.0387,0.0000,1.95e-16,0.0681,0.0091,0.0000,0.0875,0.0170,0.0000,0.4932,0.0000,0.0000,0.0000,0.0641,0.1652,0.0000,0.0459,0.0499
4,7,0.4123,0.9720,30.79,24.85,25.79,121.93,31.62,421.2,421.3,0.0,0.0000,0.9703,0.0297,0.0000,1.70e-16,0.0718,0.0054,0.0000,0.0922,0.0123,0.0000,0.4909,0.0024,0.0000,0.0000,0.0552,0.1740,0.0000,0.0434,0.0524
5,7,0.4189,0.9782,30.80,25.78,25.28,121.73,31.59,421.1,421.1,0.0,0.0000,0.9775,0.0225,0.0000,3.90e-16,0.0738,0.0034,0.0000,0.0970,0.0075,0.0000,0.4891,0.0043,0.0000,0.0000,0.0487,0.1806,0.0000,0.0410,0.0548
6,7,0.4222,0.9824,30.80,26.48,24.89,122.08,31.54,420.6,420.5,0.0,0.0000,0.9832,0.0168,0.0000,1.41e-16,0.0750,0.0021,0.0000,0.1006,0.0039,0.0000,0.4881,0.0053,0.0000,0.0000,0.0437,0.1855,0.0000,0.0388,0.0570
7,7,0.4251,0.9887,30.81,27.02,24.60,122.15,31.46,428.4,428.5,0.0,0.0000,0.9850,0.0150,0.0000,7.31e-17,0.0753,0.0018,0.0000,0.1024,0.0021,0.0000,0.4872,0.0063,0.0000,0.0000,0.0405,0.1887,0.0000,0.0373,0.0584
8,7,0.4253,0.9901,30.80,27.43,24.40,122.06,31.40,438.6,438.9,0.0,0.0000,0.9857,0.0143,0.0000,1.17e-16,0.0751,0.0020,0.0000,0.1033,0.0012,0.0000,0.4870,0.0064,0.0000,0.0000,0.0376,0.1916,0.0000,0.0358,0.0599
9,7,0.4262,0.9925,30.80,27.74,24.25,121.63,31.36,449.3,449.3,0.0,0.0000,0.9864,0.0136,0.0000,5.01e-16,0.0749,0.0022,0.0000,0.1037,0.0008,0.0000,0.4872,0.0062,0.0000,0.0000,0.0357,0.1935,0.0000,0.0348,0.0610
10,7,0.4220,0.9926,30.79,27.98,24.15,121.90,31.35,459.6,459.6,0.0,0.0000,0.9872,0.0128,0.0000,1.98e-16,0.0749,0.0024,0.0000,0.1038,0.0006,0.0000,0.4876,0.0056,0.0000,0.0000,0.0339,0.1954,0.0000,0.0339,0.0619
11,7,0.4211,0.9938,30.77,28.16,24.07,121.98,31.38,468.2,468.1,0.0,0.0000,0.9882,0.0118,0.0000,1.98e-16,0.0748,0.0026,0.0000,0.1038,0.0006,0.0000,0.4884,0.0048,0.0000,0.0000,0.0328,0.1964,0.0000,0.0332,0.0626
12,7,0.4178,0.9939,30.77,28.30,24.03,122.05,31.44,475.1,474.6,0.0,0.0000,0.9893,0.0107,0.0000,3.36e-16,0.0746,0.0028,0.0000,0.1039,0.0006,0.0000,0.4893,0.0038,0.0000,0.0000,0.0319,0.1973,0.0000,0.0326,0.0632
13,7,0.4149,0.9938,30.77,28.40,24.00,121.80,31.51,480.4,479.8,0.0,0.0000,0.9902,0.0098,0.0000,3.65e-17,0.0744,0.0030,0.0000,0.1039,0.0006,0.0000,0.4901,0.0030,0.0000,0.0000,0.0306,0.1986,0.0000,0.0317,0.0640
14,7,0.4104,0.9957,30.78,28.48,23.98,122.13,31.58,484.3,483.8,0.0,0.0000,0.9918,0.0082,0.0000,1.74e-16,0.0742,0.0030,0.0000,0.1038,0.0007,0.0000,0.4915,0.0018,0.0000,0.0000,0.0306,0.1986,0.0000,0.0317,0.0640
15,7,0.4081,0.9962,30.79,28.55,23.95,121.99,31.62,486.9,486.6,0.0,0.0000,0.9925,0.0075,0.0000,2.90e-16,0.0741,0.0031,0.0000,0.1037,0.0008,0.0000,0.4922,0.0012,0.0000,0.0000,0.0306,0.1987,0.0000,0.0317,0.0640
16,7,0.4085,0.9948,30.80,28.59,23.90,121.97,31.62,488.6,488.5,0.0,0.0000,0.9929,0.0071,0.0000,1.38e-16,0.0740,0.0031,0.0000,0.1037,0.0009,0.0000,0.4926,0.0008,0.0000,0.0000,0.0297,0.1995,0.0000,0.0311,0.0647
17,7,0.4061,0.9961,30.80,28.63,23.85,121.89,31.58,489.6,489.7,0.0,0.0000,0.9934,0.0066,0.0000,2.73e-17,0.0739,0.0031,0.0000,0.1036,0.0010,0.0000,0.4931,0.0003,0.0000,0.0000,0.0297,0.1996,0.0000,0.0311,0.0647
18,7,0.4023,0.9960,30.81,28.66,23.80,121.71,31.52,490.1,490.1,0.0,0.0000,0.9938,0.0062,0.0000,2.10e-17,0.0739,0.0032,0.0000,0.1035,0.0010,0.0000,0.4934,0.0000,0.0000,0.0000,0.0293,0.1999,0.0000,0.0309,0.0649
19,7,0.4016,0.9969,30.81,28.68,23.77,122.06,31.45,490.2,490.7,0.0,0.0000,0.9937,0.0063,0.0000,2.98e-16,0.0739,0.0032,0.0000,0.1034,0.0010,0.0000,0.4935,0.0000,0.0000,0.0000,0.0293,0.1999,0.0000,0.0309,0.0649
20,7,0.4012,0.9970,30.81,28.69,23.77,122.14,31.39,489.9,490.4,0.0,0.0000,0.9936,0.0064,0.0000,2.46e-16,0.0739,0.0032,0.0000,0.1034,0.0011,0.0000,0.4934,0.0000,0.0000,0.0000,0.0293,0.1999,0.0000,0.0309,0.0649
