year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,8,0.4410,NaN,15.21,9.20,14.79,55.44,7.06,1538.2,1514.2,6.5,0.0000,0.0500,0.7371,0.2127,1.92e-15,0.0000,0.0239,0.0063,0.0132,0.2392,0.0772,0.0072,0.0377,0.0033,0.0369,0.1318,0.0000,0.0899,0.3334,0.0000
2,7,0.3248,0.7166,15.37,13.22,13.45,55.43,6.92,2023.8,1955.7,41.7,0.0006,0.0243,0.3715,0.6026,1.10e-15,0.0014,0.0147,0.0133,0.0062,0.1110,0.2062,0.0024,0.0259,0.0265,0.0102,0.1590,0.0001,0.0208,0.4025,0.0000
3,5,0.2380,0.8834,15.38,14.84,12.91,55.46,6.96,2239.9,2150.5,70.7,0.0015,0.0056,0.2054,0.7853,8.09e-16,0.0003,0.0100,0.0188,0.0014,0.0556,0.2643,0.0006,0.0182,0.0373,0.0023,0.1676,0.0003,0.0046,0.4187,0.0000
4,6,0.2144,0.9582,15.41,15.49,12.73,55.45,6.91,2300.4,2211.2,82.8,0.0022,0.0020,0.1513,0.8413,4.81e-16,0.0001,0.0056,0.0233,0.0007,0.0401,0.2790,0.0000,0.0161,0.0410,0.0004,0.1688,0.0016,0.0005,0.4228,0.0000
5,7,0.3109,0.9502,15.39,15.75,12.64,55.45,6.96,2319.4,2221.9,87.5,0.0027,0.0017,0.1363,0.8555,4.74e-16,0.0000,0.0041,0.0248,0.0006,0.0370,0.2818,0.0000,0.0145,0.0424,0.0002,0.1610,0.0102,0.0000,0.3991,0.0242
6,7,0.3076,0.9378,15.42,15.86,12.64,55.44,6.93,2323.3,2229.3,89.3,0.0030,0.0016,0.1324,0.8585,4.97e-16,0.0000,0.0036,0.0254,0.0006,0.0356,0.2828,0.0000,0.0149,0.0421,0.0002,0.1529,0.0186,0.0000,0.3568,0.0665
7,8,0.3051,0.9774,15.40,15.91,12.62,55.44,6.95,2326.3,2228.9,90.3,0.0034,0.0016,0.1307,0.8595,4.51e-16,0.0000,0.0034,0.0254,0.0006,0.0357,0.2823,0.0000,0.0142,0.0430,0.0002,0.1510,0.0208,0.0000,0.3466,0.0768
8,8,0.3034,0.9855,15.41,15.92,12.62,55.44,6.94,2328.1,2231.5,90.6,0.0036,0.0015,0.1299,0.8596,2.44e-16,0.0000,0.0034,0.0256,0.0006,0.0350,0.2830,0.0000,0.0146,0.0421,0.0002,0.1504,0.0217,0.0000,0.3425,0.0808
9,8,0.3017,0.9894,15.40,15.93,12.62,55.43,6.92,2327.4,2231.6,90.8,0.0039,0.0015,0.1293,0.8596,3.66e-16,0.0000,0.0034,0.0255,0.0006,0.0352,0.2821,0.0000,0.0142,0.0431,0.0002,0.1502,0.0221,0.0000,0.3415,0.0819
10,8,0.3016,0.9901,15.41,15.93,12.61,55.45,6.95,2330.5,2231.8,90.9,0.0040,0.0015,0.1291,0.8595,3.53e-16,0.0000,0.0034,0.0255,0.0006,0.0349,0.2829,0.0000,0.0144,0.0422,0.0002,0.1502,0.0223,0.0000,0.3406,0.0827
11,8,0.3028,0.9912,15.41,15.93,12.63,55.45,6.90,2328.1,2233.8,91.1,0.0042,0.0015,0.1289,0.8592,2.93e-16,0.0000,0.0033,0.0255,0.0006,0.0349,0.2821,0.0000,0.0144,0.0429,0.0003,0.1503,0.0224,0.0000,0.3405,0.0829
12,8,0.3020,0.9909,15.40,15.93,12.61,55.44,6.95,2332.2,2232.2,91.6,0.0044,0.0015,0.1286,0.8591,1.72e-16,0.0000,0.0034,0.0254,0.0006,0.0349,0.2827,0.0000,0.0142,0.0424,0.0003,0.1504,0.0224,0.0000,0.3405,0.0829
13,8,0.3021,0.9907,15.42,15.94,12.63,55.45,6.90,2329.5,2235.9,92.0,0.0045,0.0015,0.1285,0.8589,1.57e-16,0.0000,0.0033,0.0254,0.0006,0.0345,0.2823,0.0000,0.0146,0.0427,0.0003,0.1506,0.0224,0.0000,0.3405,0.0829
14,8,0.3023,0.9903,15.40,15.94,12.61,55.44,6.96,2332.7,2233.0,92.0,0.0047,0.0015,0.1282,0.8588,1.98e-16,0.0000,0.0034,0.0254,0.0006,0.0349,0.2824,0.0000,0.0141,0.0426,0.0003,0.1506,0.0224,0.0000,0.3405,0.0829
15,8,0.3017,0.9902,15.42,15.94,12.63,55.44,6.92,2330.8,2236.9,92.2,0.0048,0.0015,0.1281,0.8585,1.92e-16,0.0000,0.0033,0.0255,0.0006,0.0344,0.2824,0.0000,0.0146,0.0423,0.0003,0.1508,0.0224,0.0000,0.3405,0.0829
16,8,0.3027,0.9902,15.40,15.94,12.61,55.43,6.95,2332.7,2234.4,92.2,0.0050,0.0015,0.1278,0.8585,2.61e-16,0.0000,0.0033,0.0254,0.0006,0.0348,0.2820,0.0000,0.0140,0.0429,0.0003,0.1509,0.0225,0.0000,0.3405,0.0829
17,8,0.3013,0.9905,15.42,15.94,12.62,55.45,6.94,2332.4,2236.8,92.3,0.0051,0.0015,0.1278,0.8581,2.08e-16,0.0000,0.0033,0.0256,0.0006,0.0344,0.2823,0.0000,0.0145,0.0422,0.0003,0.1511,0.0224,0.0000,0.3405,0.0829
18,8,0.3030,0.9909,15.40,15.94,12.61,55.45,6.93,2331.9,2235.5,92.3,0.0052,0.0015,0.1277,0.8580,1.48e-16,0.0000,0.0033,0.0254,0.0006,0.0348,0.2815,0.0000,0.0140,0.0431,0.0003,0.1511,0.0225,0.0000,0.3405,0.0829
19,8,0.3014,0.9912,15.41,15.94,12.62,55.44,6.94,2333.9,2236.1,92.4,0.0053,0.0015,0.1277,0.8577,1.64e-16,0.0000,0.0033,0.0256,0.0006,0.0345,0.2822,0.0000,0.0143,0.0422,0.0003,0.1513,0.0224,0.0000,0.3405,0.0829
20,8,0.3028,0.9915,15.41,15.94,12.62,55.45,6.91,2331.5,2236.8,92.4,0.0054,0.0015,0.1276,0.8576,1.90e-16,0.0000,0.0033,0.0254,0.0006,0.0346,0.2814,0.0000,0.0142,0.0430,0.0003,0.1513,0.0225,0.0000,0.3405,0.0829
