year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,6,0.4261,NaN,-0.69,2.65,28.27,1.41,24.66,47.9,66.7,0.8,0.0000,0.2684,0.6842,0.0475,3.01e-15,0.0180,0.1011,0.0053,0.0475,0.0658,0.0063,0.0000,0.0000,0.0000,0.0314,0.0163,0.0000,0.3494,0.3588,0.0000
2,8,0.3690,0.8164,-0.50,5.75,27.28,1.41,24.61,51.4,49.0,3.5,0.0000,0.5351,0.3119,0.1528,7.65e-16,0.0580,0.0476,0.0180,0.0725,0.0286,0.0193,0.0000,0.0000,0.0000,0.0266,0.0212,0.0000,0.2735,0.4347,0.0000
3,10,0.3631,0.9418,-0.48,6.62,27.19,1.41,24.61,53.6,45.3,5.6,0.0001,0.5799,0.2202,0.1993,8.87e-17,0.0693,0.0314,0.0227,0.0722,0.0223,0.0259,0.0000,0.0000,0.0000,0.0252,0.0227,0.0000,0.2560,0.4523,0.0000
4,9,0.3536,0.9704,-0.48,6.86,27.18,1.41,24.61,54.9,44.4,7.7,0.0002,0.5907,0.1768,0.2315,1.06e-15,0.0737,0.0240,0.0256,0.0704,0.0191,0.0308,0.0000,0.0000,0.0000,0.0248,0.0232,0.0000,0.2504,0.4578,0.0000
5,8,0.3520,0.9845,-0.48,6.93,27.17,1.41,24.61,55.8,44.6,8.8,0.0003,0.5941,0.1472,0.2575,2.20e-16,0.0756,0.0197,0.0280,0.0694,0.0162,0.0348,0.0000,0.0000,0.0000,0.0248,0.0233,0.0000,0.2496,0.4587,0.0000
6,8,0.3505,0.9897,-0.48,6.95,27.17,1.41,24.61,56.6,45.0,9.0,0.0004,0.5954,0.1240,0.2790,8.80e-16,0.0767,0.0166,0.0300,0.0686,0.0137,0.0381,0.0000,0.0000,0.0000,0.0248,0.0233,0.0000,0.2496,0.4587,0.0000
7,8,0.3497,0.9934,-0.48,6.95,27.17,1.41,24.61,57.1,45.4,9.2,0.0005,0.5942,0.1103,0.2936,5.82e-16,0.0771,0.0147,0.0315,0.0679,0.0122,0.0401,0.0000,0.0000,0.0000,0.0248,0.0234,0.0000,0.2496,0.4587,0.0000
8,8,0.3492,0.9956,-0.48,6.96,27.17,1.41,24.61,57.6,45.8,9.4,0.0006,0.5922,0.1021,0.3033,4.56e-16,0.0771,0.0134,0.0327,0.0674,0.0115,0.0414,0.0000,0.0000,0.0000,0.0249,0.0234,0.0000,0.2496,0.4587,0.0000
9,8,0.3489,0.9969,-0.48,6.96,27.17,1.41,24.61,57.9,46.2,9.5,0.0007,0.5896,0.0975,0.3101,6.50e-17,0.0770,0.0128,0.0334,0.0669,0.0110,0.0422,0.0000,0.0000,0.0000,0.0249,0.0235,0.0000,0.2496,0.4587,0.0000
10,8,0.3487,0.9977,-0.48,6.96,27.17,1.41,24.61,58.1,46.5,9.5,0.0007,0.5870,0.0948,0.3152,2.15e-16,0.0767,0.0124,0.0340,0.0665,0.0107,0.0429,0.0000,0.0000,0.0000,0.0249,0.0235,0.0000,0.2496,0.4587,0.0000
11,8,0.3485,0.9983,-0.48,6.96,27.17,1.41,24.61,58.4,46.7,9.5,0.0008,0.5849,0.0928,0.3192,4.21e-16,0.0764,0.0122,0.0345,0.0663,0.0105,0.0434,0.0000,0.0000,0.0000,0.0249,0.0236,0.0000,0.2496,0.4587,0.0000
12,8,0.3485,0.9986,-0.48,6.96,27.17,1.41,24.61,58.5,47.0,9.6,0.0008,0.5828,0.0918,0.3220,6.74e-16,0.0762,0.0120,0.0348,0.0660,0.0104,0.0437,0.0000,0.0000,0.0000,0.0250,0.0236,0.0000,0.2496,0.4587,0.0000
13,8,0.3484,0.9988,-0.48,6.96,27.17,1.41,24.61,58.6,47.1,9.6,0.0009,0.5807,0.0916,0.3240,2.72e-16,0.0760,0.0120,0.0351,0.0657,0.0104,0.0439,0.0000,0.0000,0.0000,0.0250,0.0236,0.0000,0.2496,0.4587,0.0000
14,8,0.3484,0.9990,-0.48,6.96,27.17,1.41,24.61,58.8,47.3,9.6,0.0010,0.5788,0.0917,0.3255,1.04e-17,0.0757,0.0120,0.0353,0.0655,0.0104,0.0441,0.0000,0.0000,0.0000,0.0250,0.0237,0.0000,0.2496,0.4587,0.0000
15,8,0.3484,0.9992,-0.48,6.96,27.17,1.41,24.61,58.9,47.4,9.6,0.0010,0.5775,0.0915,0.3269,3.95e-16,0.0756,0.0120,0.0355,0.0653,0.0104,0.0443,0.0000,0.0000,0.0000,0.0250,0.0237,0.0000,0.2496,0.4587,0.0000
16,8,0.3484,0.9994,-0.48,6.96,27.17,1.41,24.61,58.9,47.5,9.7,0.0011,0.5764,0.0913,0.3280,6.36e-17,0.0754,0.0119,0.0356,0.0652,0.0103,0.0444,0.0000,0.0000,0.0000,0.0251,0.0237,0.0000,0.2496,0.4587,0.0000
17,8,0.3483,0.9994,-0.48,6.96,27.17,1.41,24.61,59.0,47.6,9.8,0.0011,0.5754,0.0911,0.3289,2.56e-17,0.0753,0.0119,0.0357,0.0651,0.0103,0.0445,0.0000,0.0000,0.0000,0.0251,0.0237,0.0000,0.2496,0.4587,0.0000
18,8,0.3483,0.9994,-0.48,6.96,27.17,1.41,24.61,59.1,47.7,9.9,0.0011,0.5744,0.0911,0.3298,1.83e-16,0.0752,0.0119,0.0359,0.0650,0.0103,0.0446,0.0000,0.0000,0.0000,0.0251,0.0238,0.0000,0.2496,0.4587,0.0000
