year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,9,0.4027,NaN,-4.29,-5.15,36.68,12.81,5.24,117.8,115.7,1.0,0.0000,0.1682,0.6882,0.1435,6.37e-15,0.0403,0.3032,0.0566,0.0530,0.0788,0.0231,0.0000,0.0000,0.0000,0.0310,0.0129,0.0000,0.3208,0.0803,0.0000
2,9,0.2336,0.7438,-4.22,-2.60,37.35,12.81,5.19,129.0,112.6,10.9,0.0002,0.3119,0.3548,0.3329,1.15e-15,0.0910,0.1711,0.1362,0.0821,0.0258,0.0485,0.0000,0.0000,0.0000,0.0250,0.0191,0.0000,0.2852,0.1159,0.0000
3,9,0.1814,0.8986,-4.21,-1.47,37.63,12.81,5.19,131.9,109.6,18.0,0.0006,0.3574,0.2449,0.3965,4.41e-16,0.1116,0.1176,0.1687,0.0868,0.0183,0.0514,0.0000,0.0000,0.0000,0.0223,0.0222,0.0000,0.2727,0.1284,0.0000
4,9,0.1610,0.9453,-4.21,-0.97,37.76,12.81,5.19,132.3,107.5,20.7,0.0010,0.3802,0.1956,0.4224,4.46e-16,0.1223,0.0927,0.1826,0.0887,0.0158,0.0519,0.0000,0.0000,0.0000,0.0216,0.0233,0.0000,0.2673,0.1338,0.0000
5,9,0.1521,0.9641,-4.21,-0.75,37.81,12.81,5.19,131.8,106.0,21.9,0.0013,0.3950,0.1692,0.4334,7.74e-16,0.1303,0.0786,0.1884,0.0890,0.0153,0.0521,0.0000,0.0000,0.0000,0.0215,0.0237,0.0000,0.2645,0.1366,0.0000
6,9,0.1467,0.9757,-4.21,-0.65,37.84,12.81,5.19,131.0,104.7,22.5,0.0016,0.4053,0.1525,0.4394,9.42e-16,0.1363,0.0692,0.1915,0.0886,0.0154,0.0523,0.0000,0.0000,0.0000,0.0215,0.0240,0.0000,0.2632,0.1379,0.0000
7,9,0.1458,0.9825,-4.21,-0.60,37.85,12.81,5.19,130.2,103.6,22.9,0.0018,0.4135,0.1399,0.4433,2.40e-16,0.1411,0.0623,0.1935,0.0884,0.0154,0.0525,0.0000,0.0000,0.0000,0.0216,0.0241,0.0000,0.2625,0.1386,0.0000
8,9,0.1411,0.9868,-4.21,-0.58,37.85,12.81,5.19,129.4,102.7,23.2,0.0020,0.4204,0.1307,0.4452,9.36e-16,0.1449,0.0571,0.1946,0.0884,0.0154,0.0524,0.0000,0.0000,0.0000,0.0217,0.0242,0.0000,0.2620,0.1391,0.0000
9,9,0.1390,0.9902,-4.21,-0.58,37.86,12.81,5.19,128.9,102.1,23.4,0.0022,0.4262,0.1226,0.4473,5.44e-16,0.1481,0.0526,0.1959,0.0884,0.0154,0.0524,0.0000,0.0000,0.0000,0.0219,0.0243,0.0000,0.2620,0.1391,0.0000
10,9,0.1378,0.9925,-4.21,-0.57,37.86,12.81,5.19,128.5,101.6,23.4,0.0024,0.4299,0.1167,0.4491,3.47e-16,0.1501,0.0495,0.1969,0.0885,0.0153,0.0523,0.0000,0.0000,0.0000,0.0220,0.0243,0.0000,0.2620,0.1391,0.0000
11,9,0.1365,0.9941,-4.21,-0.57,37.86,12.81,5.19,128.3,101.3,23.5,0.0025,0.4326,0.1125,0.4504,1.21e-16,0.1514,0.0472,0.1977,0.0886,0.0152,0.0523,0.0000,0.0000,0.0000,0.0221,0.0243,0.0000,0.2620,0.1391,0.0000
12,9,0.1358,0.9954,-4.21,-0.57,37.86,12.81,5.19,128.1,101.1,23.5,0.0027,0.4342,0.1095,0.4514,1.96e-16,0.1523,0.0456,0.1983,0.0887,0.0152,0.0522,0.0000,0.0000,0.0000,0.0222,0.0243,0.0000,0.2620,0.1391,0.0000
13,9,0.1351,0.9965,-4.21,-0.57,37.86,12.81,5.19,128.1,101.0,23.5,0.0028,0.4352,0.1073,0.4525,3.14e-17,0.1528,0.0444,0.1989,0.0887,0.0151,0.0522,0.0000,0.0000,0.0000,0.0223,0.0244,0.0000,0.2620,0.1391,0.0000
14,9,0.1345,0.9971,-4.21,-0.57,37.86,12.81,5.19,128.0,101.0,23.5,0.0029,0.4359,0.1053,0.4535,2.19e-17,0.1532,0.0433,0.1995,0.0887,0.0151,0.0522,0.0000,0.0000,0.0000,0.0224,0.0244,0.0000,0.2620,0.1391,0.0000
15,9,0.1343,0.9977,-4.21,-0.57,37.86,12.81,5.19,128.0,100.9,23.5,0.0030,0.4364,0.1038,0.4543,7.49e-17,0.1535,0.0425,0.1999,0.0888,0.0151,0.0522,0.0000,0.0000,0.0000,0.0225,0.0244,0.0000,0.2620,0.1391,0.0000
16,9,0.1343,0.9980,-4.21,-0.57,37.86,12.81,5.19,128.0,100.9,23.5,0.0031,0.4368,0.1025,0.4550,1.28e-17,0.1537,0.0418,0.2004,0.0888,0.0151,0.0522,0.0000,0.0000,0.0000,0.0226,0.0244,0.0000,0.2620,0.1391,0.0000
17,9,0.1340,0.9982,-4.21,-0.57,37.86,12.81,5.19,128.0,100.9,23.5,0.0032,0.4374,0.1011,0.4557,3.85e-16,0.1540,0.0411,0.2007,0.0888,0.0151,0.0522,0.0000,0.0000,0.0000,0.0227,0.0245,0.0000,0.2620,0.1391,0.0000
18,9,0.1340,0.9984,-4.21,-0.57,37.86,12.81,5.19,127.9,100.9,23.6,0.0033,0.4379,0.0999,0.4562,2.61e-16,0.1543,0.0404,0.2010,0.0888,0.0151,0.0521,0.0000,0.0000,0.0000,0.0227,0.0245,0.0000,0.2620,0.1391,0.0000
19,9,0.1338,0.9986,-4.21,-0.57,37.86,12.81,5.19,127.9,100.9,23.6,0.0034,0.4383,0.0989,0.4567,1.61e-17,0.1545,0.0399,0.2013,0.0888,0.0151,0.0521,0.0000,0.0000,0.0000,0.0228,0.0245,0.0000,0.2620,0.1391,0.0000
