year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,8,0.3825,NaN,17.32,15.19,31.30,25.06,54.66,102.8,128.2,0.0,0.0000,0.7033,0.2920,0.0047,7.29e-15,0.0482,0.0699,0.0010,0.0140,0.0095,0.0005,0.1755,0.0193,0.0000,0.0152,0.0256,0.0412,0.1167,0.1815,0.2818
2,8,0.3702,0.9083,17.39,16.89,29.41,25.31,54.71,86.9,95.3,0.0,0.0000,0.8118,0.1808,0.0074,1.63e-15,0.0752,0.0430,0.0009,0.0162,0.0064,0.0010,0.1830,0.0117,0.0006,0.0132,0.0235,0.0452,0.1020,0.1722,0.3058
3,8,0.3765,0.9339,17.44,18.27,27.69,25.15,54.73,84.0,86.9,0.0,0.0000,0.8516,0.1385,0.0099,1.71e-15,0.0908,0.0274,0.0008,0.0158,0.0066,0.0012,0.1812,0.0128,0.0013,0.0112,0.0238,0.0470,0.0869,0.1670,0.3261
4,7,0.3885,0.9391,17.46,19.40,26.35,25.03,54.71,87.1,87.6,0.1,0.0000,0.8591,0.1265,0.0144,1.48e-15,0.1000,0.0181,0.0010,0.0141,0.0081,0.0015,0.1764,0.0165,0.0025,0.0082,0.0258,0.0479,0.0688,0.1678,0.3434
5,8,0.4069,0.9381,17.46,20.33,25.27,25.41,54.73,91.5,90.5,0.2,0.0000,0.8572,0.1238,0.0190,2.20e-15,0.1071,0.0109,0.0010,0.0125,0.0094,0.0017,0.1702,0.0215,0.0037,0.0046,0.0284,0.0489,0.0459,0.1768,0.3573
6,8,0.4127,0.9453,17.50,21.08,24.34,25.07,54.72,96.2,94.4,0.3,0.0000,0.8382,0.1382,0.0235,6.17e-16,0.1083,0.0097,0.0009,0.0113,0.0103,0.0020,0.1637,0.0267,0.0050,0.0019,0.0300,0.0501,0.0211,0.1904,0.3685
7,7,0.3816,0.9625,17.48,21.70,23.65,25.21,54.72,100.7,98.3,0.5,0.0000,0.8204,0.1500,0.0294,1.59e-15,0.1085,0.0095,0.0010,0.0108,0.0105,0.0023,0.1580,0.0307,0.0067,0.0005,0.0303,0.0512,0.0076,0.1955,0.3769
8,7,0.3458,0.9747,17.50,22.20,23.04,25.23,54.74,105.3,102.4,0.6,0.0001,0.8040,0.1603,0.0355,1.69e-15,0.1076,0.0102,0.0011,0.0104,0.0106,0.0026,0.1538,0.0334,0.0083,0.0000,0.0301,0.0520,0.0000,0.1968,0.3832
9,7,0.3432,0.9869,17.51,22.62,22.57,25.02,54.71,109.9,107.3,0.8,0.0001,0.7896,0.1692,0.0411,1.75e-15,0.1066,0.0111,0.0013,0.0098,0.0110,0.0028,0.1505,0.0351,0.0098,0.0000,0.0295,0.0525,0.0000,0.1918,0.3882
10,7,0.3409,0.9887,17.49,22.95,22.21,25.41,54.73,114.2,111.3,0.9,0.0001,0.7783,0.1753,0.0462,1.11e-15,0.1055,0.0120,0.0015,0.0092,0.0113,0.0030,0.1483,0.0360,0.0111,0.0000,0.0288,0.0533,0.0000,0.1874,0.3927
