year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,10,0.5211,NaN,8.00,15.19,39.68,3.29,27.98,295.5,175.8,77.4,0.0007,0.5377,0.1876,0.2726,6.03e-15,0.0370,0.0246,0.0369,0.0455,0.0256,0.0336,0.0890,0.0097,0.0164,0.0094,0.0114,0.0195,0.1440,0.1651,0.3322
2,11,0.4639,0.8713,8.13,18.37,40.31,3.29,28.00,432.5,224.1,152.2,0.0019,0.4432,0.1724,0.3785,1.79e-15,0.0318,0.0204,0.0458,0.0440,0.0174,0.0427,0.0656,0.0172,0.0323,0.0092,0.0102,0.0221,0.1364,0.1268,0.3781
3,10,0.4634,0.9715,8.15,19.11,40.84,3.29,28.00,475.6,245.9,189.3,0.0026,0.4080,0.1728,0.4109,1.22e-15,0.0297,0.0198,0.0483,0.0408,0.0171,0.0460,0.0597,0.0182,0.0367,0.0092,0.0102,0.0229,0.1355,0.1218,0.3841
4,10,0.4630,0.9913,8.15,19.28,40.98,3.29,28.00,485.9,251.9,204.1,0.0030,0.3978,0.1720,0.4207,1.16e-15,0.0290,0.0195,0.0494,0.0396,0.0170,0.0472,0.0583,0.0184,0.0377,0.0092,0.0102,0.0232,0.1350,0.1208,0.3855
5,10,0.4627,0.9970,8.15,19.32,41.01,3.29,28.00,489.3,254.9,209.2,0.0033,0.3932,0.1718,0.4245,6.65e-16,0.0286,0.0194,0.0497,0.0391,0.0169,0.0477,0.0577,0.0185,0.0380,0.0093,0.0103,0.0234,0.1350,0.1208,0.3855
6,10,0.4627,0.9986,8.15,19.33,41.02,3.29,28.00,490.7,256.6,210.2,0.0036,0.3912,0.1717,0.4260,9.28e-16,0.0285,0.0193,0.0499,0.0389,0.0169,0.0478,0.0574,0.0185,0.0382,0.0093,0.0104,0.0235,0.1350,0.1208,0.3855
7,10,0.4625,0.9991,8.15,19.33,41.02,3.29,28.00,491.6,257.8,211.5,0.0038,0.3899,0.1716,0.4266,9.75e-16,0.0284,0.0193,0.0499,0.0389,0.0169,0.0479,0.0571,0.0185,0.0383,0.0094,0.0104,0.0237,0.1350,0.1208,0.3855
8,10,0.4624,0.9993,8.15,19.33,41.02,3.29,28.00,492.2,258.6,212.2,0.0040,0.3889,0.1715,0.4272,7.90e-16,0.0283,0.0193,0.0500,0.0388,0.0169,0.0479,0.0570,0.0185,0.0384,0.0094,0.0104,0.0238,0.1350,0.1208,0.3855
9,10,0.4622,0.9993,8.15,19.33,41.02,3.29,28.00,492.8,259.5,212.8,0.0041,0.3880,0.1714,0.4276,4.36e-16,0.0283,0.0193,0.0500,0.0387,0.0169,0.0480,0.0568,0.0185,0.0385,0.0094,0.0105,0.0239,0.1350,0.1208,0.3855
10,10,0.4622,0.9995,8.15,19.33,41.02,3.29,28.00,493.1,259.9,212.9,0.0043,0.3876,0.1711,0.4280,8.67e-16,0.0283,0.0193,0.0500,0.0386,0.0169,0.0480,0.0568,0.0184,0.0385,0.0094,0.0105,0.0239,0.1350,0.1208,0.3855
11,10,0.4621,0.9995,8.15,19.33,41.02,3.29,28.00,493.5,260.5,213.1,0.0044,0.3870,0.1709,0.4283,7.67e-16,0.0282,0.0193,0.0501,0.0386,0.0169,0.0480,0.0567,0.0184,0.0385,0.0095,0.0106,0.0240,0.1350,0.1208,0.3855
12,10,0.4621,0.9994,8.15,19.33,41.02,3.29,28.00,494.0,261.1,213.4,0.0045,0.3862,0.1708,0.4289,6.28e-16,0.0282,0.0192,0.0501,0.0385,0.0169,0.0481,0.0566,0.0184,0.0386,0.0095,0.0106,0.0240,0.1350,0.1208,0.3855
13,10,0.4619,0.9994,8.15,19.33,41.02,3.29,28.00,494.5,261.8,213.7,0.0046,0.3854,0.1707,0.4295,7.46e-16,0.0281,0.0192,0.0502,0.0384,0.0168,0.0481,0.0564,0.0184,0.0387,0.0095,0.0106,0.0241,0.1350,0.1208,0.3855
14,10,0.4618,0.9994,8.15,19.33,41.02,3.29,28.00,495.1,262.7,215.2,0.0047,0.3847,0.1705,0.4302,6.61e-16,0.0281,0.0192,0.0502,0.0384,0.0168,0.0481,0.0563,0.0184,0.0389,0.0095,0.0107,0.0241,0.1350,0.1208,0.3855
15,10,0.4616,0.9996,8.15,19.33,41.02,3.29,28.00,495.5,263.3,217.3,0.0047,0.3841,0.1705,0.4306,7.28e-16,0.0280,0.0192,0.0502,0.0383,0.0168,0.0482,0.0561,0.0183,0.0390,0.0096,0.0107,0.0242,0.1350,0.1208,0.3855
