year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,10,0.4849,NaN,21.13,11.53,49.02,63.51,22.49,2671.1,2694.3,1.0,0.0000,0.4372,0.5546,0.0081,6.91e-16,0.0079,0.0682,0.0013,0.0093,0.0674,0.0014,0.1673,0.0985,0.0008,0.0541,0.0585,0.0579,0.1334,0.1102,0.1639
2,11,0.4186,0.8234,21.19,15.21,47.72,63.51,22.46,2625.0,2622.4,2.4,0.0000,0.5146,0.4598,0.0256,6.38e-16,0.0183,0.0555,0.0032,0.0253,0.0503,0.0023,0.1736,0.0882,0.0052,0.0457,0.0510,0.0737,0.1107,0.0989,0.1979
3,12,0.4153,0.8858,21.20,17.24,47.02,63.51,22.45,2858.0,2851.7,3.6,0.0000,0.5275,0.4079,0.0646,4.43e-16,0.0249,0.0443,0.0078,0.0309,0.0437,0.0032,0.1668,0.0841,0.0162,0.0416,0.0486,0.0803,0.0997,0.0949,0.2129
4,13,0.4016,0.9112,21.21,18.35,46.63,63.50,22.45,3134.4,3125.7,4.9,0.0001,0.5214,0.3688,0.1097,3.59e-16,0.0295,0.0377,0.0098,0.0338,0.0391,0.0049,0.1567,0.0788,0.0316,0.0395,0.0471,0.0839,0.0946,0.0926,0.2204
5,13,0.3981,0.9409,21.21,18.97,46.45,63.51,22.45,3356.0,3346.4,5.9,0.0002,0.5006,0.3703,0.1287,1.82e-16,0.0331,0.0356,0.0084,0.0342,0.0368,0.0068,0.1439,0.0839,0.0391,0.0387,0.0459,0.0861,0.0925,0.0901,0.2249
6,13,0.4002,0.9593,21.21,19.30,46.35,63.51,22.44,3507.6,3497.7,6.5,0.0003,0.4762,0.3816,0.1416,2.07e-16,0.0351,0.0337,0.0082,0.0340,0.0353,0.0085,0.1318,0.0920,0.0431,0.0381,0.0454,0.0873,0.0911,0.0895,0.2269
7,13,0.4009,0.9737,21.21,19.49,46.29,63.51,22.44,3600.0,3590.4,6.8,0.0003,0.4668,0.3775,0.1550,1.15e-16,0.0369,0.0298,0.0103,0.0344,0.0339,0.0095,0.1257,0.0956,0.0456,0.0377,0.0453,0.0878,0.0907,0.0889,0.2280
8,13,0.4011,0.9814,21.22,19.59,46.26,63.50,22.44,3653.6,3644.4,7.1,0.0004,0.4654,0.3663,0.1674,1.68e-16,0.0392,0.0250,0.0129,0.0349,0.0324,0.0104,0.1223,0.0972,0.0473,0.0377,0.0449,0.0882,0.0907,0.0882,0.2286
9,13,0.4011,0.9876,21.22,19.65,46.25,63.51,22.43,3681.1,3672.1,7.4,0.0005,0.4673,0.3572,0.1745,1.98e-16,0.0408,0.0226,0.0137,0.0357,0.0308,0.0111,0.1207,0.0974,0.0487,0.0377,0.0448,0.0884,0.0907,0.0878,0.2290
10,13,0.3984,0.9909,21.22,19.68,46.24,63.51,22.43,3693.5,3684.6,7.5,0.0005,0.4697,0.3502,0.1790,1.25e-16,0.0416,0.0215,0.0139,0.0366,0.0296,0.0115,0.1200,0.0967,0.0501,0.0374,0.0451,0.0884,0.0903,0.0883,0.2290
11,13,0.3984,0.9939,21.22,19.70,46.24,63.50,22.43,3700.2,3691.5,7.6,0.0005,0.4718,0.3452,0.1818,1.52e-16,0.0422,0.0209,0.0139,0.0375,0.0286,0.0116,0.1194,0.0961,0.0512,0.0374,0.0451,0.0885,0.0903,0.0883,0.2290
12,13,0.3984,0.9953,21.22,19.71,46.23,63.51,22.43,3703.5,3695.0,7.6,0.0006,0.4730,0.3420,0.1836,8.62e-17,0.0426,0.0204,0.0140,0.0380,0.0280,0.0116,0.1190,0.0959,0.0518,0.0374,0.0451,0.0885,0.0903,0.0883,0.2290
13,12,0.3984,0.9964,21.22,19.71,46.23,63.51,22.44,3704.1,3695.8,7.6,0.0006,0.4748,0.3389,0.1848,9.52e-17,0.0432,0.0197,0.0142,0.0385,0.0274,0.0117,0.1187,0.0959,0.0522,0.0374,0.0451,0.0886,0.0903,0.0883,0.2290
14,12,0.3984,0.9969,21.22,19.72,46.23,63.51,22.44,3702.9,3694.8,7.7,0.0007,0.4771,0.3356,0.1857,1.01e-16,0.0438,0.0189,0.0143,0.0390,0.0268,0.0117,0.1185,0.0959,0.0523,0.0374,0.0451,0.0886,0.0903,0.0883,0.2290
15,12,0.3983,0.9964,21.22,19.72,46.23,63.50,22.45,3700.7,3692.9,7.7,0.0007,0.4798,0.3324,0.1861,7.15e-17,0.0445,0.0182,0.0144,0.0396,0.0262,0.0117,0.1184,0.0959,0.0524,0.0374,0.0448,0.0889,0.0903,0.0876,0.2297
16,12,0.3980,0.9973,21.22,19.72,46.23,63.51,22.45,3701.0,3693.5,7.7,0.0007,0.4828,0.3286,0.1868,5.97e-17,0.0454,0.0173,0.0145,0.0402,0.0255,0.0118,0.1182,0.0958,0.0526,0.0374,0.0448,0.0889,0.0903,0.0876,0.2297
17,12,0.3980,0.9978,21.22,19.72,46.23,63.51,22.46,3703.0,3695.6,7.7,0.0008,0.4850,0.3258,0.1874,5.72e-17,0.0462,0.0165,0.0145,0.0405,0.0252,0.0118,0.1180,0.0958,0.0528,0.0374,0.0448,0.0890,0.0903,0.0876,0.2297
18,12,0.3980,0.9992,21.22,19.72,46.23,63.50,22.47,3700.8,3693.6,7.8,0.0008,0.4849,0.3256,0.1876,4.02e-17,0.0462,0.0164,0.0145,0.0405,0.0252,0.0118,0.1179,0.0958,0.0529,0.0374,0.0448,0.0890,0.0903,0.0876,0.2297
19,12,0.3980,0.9994,21.22,19.72,46.23,63.51,22.48,3697.3,3690.2,7.9,0.0008,0.4849,0.3255,0.1876,6.35e-17,0.0462,0.0165,0.0145,0.0405,0.0252,0.0118,0.1179,0.0957,0.0529,0.0374,0.0448,0.0890,0.0903,0.0876,0.2297
20,12,0.3980,0.9994,21.22,19.72,46.23,63.51,22.49,3693.4,3686.3,7.9,0.0008,0.4848,0.3256,0.1876,8.62e-17,0.0462,0.0164,0.0145,0.0406,0.0252,0.0118,0.1178,0.0957,0.0529,0.0374,0.0448,0.0890,0.0903,0.0876,0.2297
