year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,8,0.3493,NaN,2.10,-0.66,36.70,11.07,19.43,74.9,109.9,0.1,0.0000,0.3937,0.5404,0.0659,1.18e-14,0.0214,0.0962,0.0108,0.0840,0.0547,0.0077,0.0049,0.0004,0.0000,0.0796,0.0382,0.0000,0.3403,0.2618,0.0000
2,8,0.2425,0.8315,2.17,2.46,33.76,11.06,19.42,79.3,78.8,0.4,0.0001,0.6600,0.2386,0.1012,5.46e-15,0.0756,0.0392,0.0132,0.1040,0.0271,0.0151,0.0052,0.0005,0.0000,0.0695,0.0484,0.0000,0.2954,0.3067,0.0000
3,9,0.2254,0.9371,2.19,3.69,33.07,11.06,19.41,91.2,82.9,1.3,0.0002,0.6706,0.1867,0.1420,3.59e-15,0.0861,0.0246,0.0172,0.0968,0.0268,0.0224,0.0048,0.0009,0.0001,0.0661,0.0520,0.0000,0.2804,0.3218,0.0000
4,9,0.2203,0.9720,2.19,4.17,32.81,11.06,19.41,98.6,88.9,2.6,0.0004,0.6467,0.1833,0.1685,2.23e-15,0.0857,0.0225,0.0196,0.0909,0.0276,0.0273,0.0045,0.0012,0.0003,0.0651,0.0531,0.0000,0.2758,0.3264,0.0000
5,10,0.2253,0.9852,2.20,4.36,32.72,11.06,19.41,102.2,92.6,3.6,0.0006,0.6343,0.1765,0.1870,2.17e-15,0.0848,0.0212,0.0217,0.0885,0.0270,0.0302,0.0043,0.0013,0.0004,0.0646,0.0538,0.0000,0.2731,0.3290,0.0000
6,10,0.2202,0.9922,2.20,4.43,32.68,11.06,19.42,103.9,94.4,4.1,0.0008,0.6275,0.1716,0.1981,1.97e-15,0.0842,0.0203,0.0232,0.0873,0.0265,0.0318,0.0043,0.0013,0.0005,0.0644,0.0542,0.0000,0.2720,0.3301,0.0000
7,9,0.2203,0.9957,2.20,4.46,32.66,11.06,19.41,104.8,95.2,4.4,0.0009,0.6236,0.1689,0.2041,8.46e-16,0.0837,0.0199,0.0240,0.0866,0.0262,0.0326,0.0043,0.0013,0.0005,0.0644,0.0544,0.0000,0.2716,0.3305,0.0000
8,9,0.2204,0.9976,2.20,4.47,32.66,11.07,19.41,105.1,95.8,5.0,0.0011,0.6212,0.1671,0.2079,1.06e-15,0.0834,0.0196,0.0246,0.0863,0.0259,0.0331,0.0042,0.0013,0.0005,0.0644,0.0544,0.0000,0.2716,0.3305,0.0000
9,9,0.2203,0.9984,2.20,4.47,32.66,11.06,19.42,105.4,96.2,5.9,0.0012,0.6196,0.1661,0.2102,7.69e-16,0.0832,0.0195,0.0248,0.0861,0.0257,0.0334,0.0042,0.0013,0.0006,0.0645,0.0545,0.0000,0.2716,0.3305,0.0000
10,9,0.2201,0.9990,2.20,4.48,32.66,11.06,19.41,105.6,96.2,6.0,0.0012,0.6187,0.1657,0.2112,7.80e-16,0.0830,0.0195,0.0250,0.0860,0.0256,0.0336,0.0042,0.0013,0.0006,0.0645,0.0545,0.0000,0.2716,0.3305,0.0000
