year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,9,0.5938,NaN,28.70,21.88,36.88,20.12,24.15,943.5,978.4,3.3,0.0000,0.5164,0.4726,0.0110,1.42e-15,0.0000,0.0793,0.0013,0.0001,0.0479,0.0017,0.2580,0.1091,0.0025,0.0277,0.0832,0.1833,0.0186,0.0607,0.1266
2,11,0.5247,0.7039,28.83,27.98,36.66,20.11,24.09,1167.6,1143.8,20.2,0.0000,0.6023,0.3147,0.0829,3.32e-16,0.0380,0.0399,0.0018,0.0245,0.0226,0.0027,0.2386,0.0949,0.0370,0.0092,0.0623,0.2227,0.0048,0.0425,0.1586
3,9,0.4754,0.7949,28.84,30.32,36.65,20.12,24.09,1503.2,1457.5,35.5,0.0003,0.5890,0.2321,0.1784,1.68e-16,0.0653,0.0112,0.0032,0.0356,0.0113,0.0029,0.1936,0.0935,0.0831,0.0048,0.0534,0.2362,0.0019,0.0364,0.1676
4,9,0.4333,0.8924,28.85,31.23,36.66,20.11,24.08,1734.3,1682.9,42.2,0.0012,0.5918,0.1486,0.2573,1.45e-16,0.0762,0.0019,0.0015,0.0422,0.0044,0.0032,0.1775,0.0680,0.1240,0.0033,0.0508,0.2412,0.0011,0.0343,0.1705
5,9,0.4305,0.9639,28.85,31.58,36.67,20.12,24.08,1848.4,1793.3,44.7,0.0021,0.5669,0.1396,0.2893,3.36e-16,0.0772,0.0010,0.0015,0.0408,0.0057,0.0032,0.1655,0.0631,0.1399,0.0028,0.0493,0.2441,0.0009,0.0332,0.1718
6,9,0.4297,0.9852,28.85,31.71,36.68,20.11,24.08,1888.1,1836.7,45.5,0.0028,0.5585,0.1314,0.3044,2.02e-16,0.0771,0.0010,0.0015,0.0403,0.0062,0.0033,0.1618,0.0585,0.1474,0.0024,0.0493,0.2453,0.0007,0.0330,0.1721
7,9,0.4308,0.9944,28.85,31.76,36.69,20.11,24.08,1905.6,1852.1,45.9,0.0034,0.5555,0.1285,0.3092,3.00e-16,0.0771,0.0010,0.0015,0.0401,0.0063,0.0033,0.1605,0.0569,0.1498,0.0024,0.0491,0.2461,0.0007,0.0328,0.1723
8,9,0.4303,0.9977,28.85,31.78,36.69,20.11,24.08,1911.3,1859.2,46.0,0.0039,0.5543,0.1273,0.3105,3.71e-16,0.0771,0.0010,0.0015,0.0401,0.0064,0.0033,0.1600,0.0562,0.1504,0.0024,0.0491,0.2466,0.0007,0.0328,0.1723
9,9,0.4301,0.9988,28.85,31.79,36.69,20.11,24.07,1915.4,1863.0,46.0,0.0044,0.5539,0.1269,0.3105,1.51e-16,0.0771,0.0010,0.0015,0.0400,0.0064,0.0033,0.1598,0.0560,0.1504,0.0024,0.0491,0.2470,0.0007,0.0328,0.1723
10,9,0.4298,0.9992,28.85,31.79,36.68,20.11,24.08,1917.3,1864.3,46.0,0.0047,0.5537,0.1265,0.3103,2.93e-16,0.0771,0.0010,0.0015,0.0401,0.0064,0.0033,0.1597,0.0558,0.1503,0.0024,0.0491,0.2474,0.0007,0.0328,0.1723
