year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,6,0.2428,NaN,-6.20,-2.74,20.21,4.69,44.12,32.3,47.5,2.7,0.0000,0.3640,0.5881,0.0479,1.20e-14,0.0586,0.0961,0.0112,0.0111,0.0610,0.0017,0.0282,0.0011,0.0000,0.0297,0.0000,0.0000,0.7013,0.0000,0.0000
2,8,0.2433,0.9064,-6.09,-1.31,17.79,4.70,44.18,25.0,31.9,1.7,0.0000,0.6143,0.2775,0.1082,5.70e-15,0.0909,0.0512,0.0232,0.0452,0.0231,0.0059,0.0292,0.0003,0.0000,0.0295,0.0002,0.0000,0.7013,0.0000,0.0000
3,7,0.2421,0.9605,-6.02,-0.23,15.90,4.70,44.19,22.9,24.3,1.6,0.0000,0.6953,0.1667,0.1380,5.30e-15,0.1058,0.0308,0.0281,0.0517,0.0139,0.0090,0.0296,0.0001,0.0000,0.0281,0.0016,0.0000,0.7013,0.0000,0.0000
4,8,0.3605,0.9339,-5.97,0.60,14.47,4.71,44.20,23.0,21.1,2.3,0.0001,0.7245,0.1223,0.1529,3.25e-15,0.1114,0.0224,0.0304,0.0536,0.0105,0.0107,0.0298,0.0000,0.0000,0.0257,0.0040,0.0000,0.6573,0.0440,0.0000
5,7,0.3387,0.8957,-5.94,1.23,13.56,4.71,44.20,23.7,20.1,2.7,0.0001,0.7368,0.1000,0.1628,3.41e-15,0.1140,0.0180,0.0320,0.0543,0.0089,0.0118,0.0300,0.0000,0.0000,0.0243,0.0055,0.0000,0.5666,0.1348,0.0000
6,7,0.3323,0.9505,-5.92,1.71,13.15,4.71,44.20,24.7,20.2,3.0,0.0002,0.7411,0.0869,0.1713,3.63e-15,0.1150,0.0154,0.0334,0.0543,0.0080,0.0127,0.0300,0.0000,0.0000,0.0236,0.0063,0.0000,0.5259,0.1754,0.0000
7,7,0.3317,0.9663,-5.91,2.08,12.84,4.71,44.21,25.5,20.6,3.2,0.0002,0.7418,0.0798,0.1776,2.41e-15,0.1153,0.0140,0.0344,0.0541,0.0075,0.0134,0.0301,0.0000,0.0000,0.0233,0.0066,0.0000,0.4984,0.2029,0.0000
8,7,0.3323,0.9759,-5.90,2.36,12.60,4.70,44.21,26.3,21.2,3.4,0.0002,0.7408,0.0750,0.1833,2.94e-15,0.1153,0.0131,0.0353,0.0539,0.0071,0.0140,0.0301,0.0000,0.0000,0.0231,0.0068,0.0000,0.4791,0.2222,0.0000
9,7,0.3329,0.9811,-5.89,2.57,12.41,4.70,44.22,26.9,21.7,3.5,0.0003,0.7392,0.0716,0.1883,2.06e-15,0.1151,0.0124,0.0361,0.0536,0.0068,0.0146,0.0302,0.0000,0.0000,0.0229,0.0070,0.0000,0.4641,0.2373,0.0000
10,7,0.3354,0.9863,-5.89,2.74,12.27,4.70,44.22,27.4,22.1,3.7,0.0003,0.7368,0.0696,0.1925,2.27e-15,0.1147,0.0120,0.0368,0.0532,0.0067,0.0150,0.0302,0.0000,0.0000,0.0228,0.0072,0.0000,0.4535,0.2478,0.0000
