year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,10,0.4210,NaN,13.29,-0.12,43.88,82.57,15.57,755.3,790.6,0.4,0.0000,0.5442,0.4382,0.0177,1.30e-15,0.0341,0.0522,0.0027,0.0830,0.0824,0.0044,0.1056,0.0446,0.0001,0.1840,0.1552,0.0000,0.1569,0.0949,0.0000
2,9,0.4057,0.8006,13.29,1.90,42.23,82.75,15.31,674.1,681.3,0.8,0.0001,0.7715,0.1774,0.0509,4.57e-16,0.0718,0.0138,0.0040,0.1328,0.0259,0.0099,0.1110,0.0329,0.0069,0.1664,0.1728,0.0001,0.1495,0.1024,0.0000
3,7,0.4279,0.8880,13.27,3.37,41.09,82.75,15.03,584.1,586.6,1.2,0.0002,0.8563,0.1061,0.0371,7.13e-16,0.0773,0.0086,0.0029,0.1454,0.0190,0.0048,0.1275,0.0157,0.0074,0.1559,0.1760,0.0075,0.1437,0.1060,0.0022
4,10,0.4278,0.8593,13.29,4.44,40.41,82.67,14.89,540.0,538.0,0.6,0.0001,0.8568,0.1321,0.0110,3.76e-16,0.0750,0.0100,0.0026,0.1451,0.0242,0.0010,0.1303,0.0198,0.0010,0.1492,0.1383,0.0517,0.1396,0.0897,0.0225
5,11,0.4150,0.9156,13.33,5.22,40.16,82.64,14.99,578.4,573.4,0.3,0.0000,0.8221,0.1667,0.0112,2.24e-16,0.0727,0.0114,0.0027,0.1410,0.0292,0.0015,0.1226,0.0276,0.0004,0.1448,0.1269,0.0675,0.1367,0.0794,0.0357
6,11,0.4083,0.9339,13.37,5.78,39.95,82.82,15.19,624.2,621.0,0.5,0.0000,0.7918,0.1890,0.0192,2.57e-16,0.0714,0.0125,0.0031,0.1362,0.0315,0.0025,0.1163,0.0334,0.0022,0.1414,0.1218,0.0759,0.1345,0.0740,0.0434
7,11,0.4046,0.9459,13.40,6.19,39.83,82.77,15.21,660.2,660.3,0.6,0.0000,0.7708,0.2009,0.0282,1.11e-16,0.0709,0.0133,0.0036,0.1312,0.0333,0.0028,0.1132,0.0356,0.0051,0.1390,0.1192,0.0810,0.1329,0.0710,0.0479
8,11,0.4031,0.9524,13.37,6.49,39.79,82.58,15.29,687.6,687.7,0.8,0.0001,0.7567,0.2069,0.0362,9.31e-17,0.0706,0.0141,0.0042,0.1274,0.0351,0.0044,0.1115,0.0354,0.0062,0.1376,0.1167,0.0849,0.1316,0.0691,0.0511
9,11,0.4063,0.9575,13.32,6.71,39.77,82.71,15.22,708.8,707.2,0.9,0.0001,0.7469,0.2083,0.0445,1.73e-16,0.0699,0.0143,0.0047,0.1270,0.0349,0.0066,0.1086,0.0360,0.0069,0.1363,0.1157,0.0873,0.1308,0.0680,0.0531
10,11,0.4034,0.9596,13.30,6.87,39.75,82.78,14.95,725.1,722.7,1.0,0.0002,0.7396,0.2087,0.0513,1.30e-16,0.0691,0.0141,0.0049,0.1252,0.0364,0.0073,0.1082,0.0348,0.0087,0.1357,0.1144,0.0892,0.1300,0.0671,0.0547
11,11,0.4021,0.9623,13.32,6.99,39.71,82.70,14.92,738.2,733.6,1.0,0.0002,0.7342,0.2096,0.0557,1.18e-16,0.0681,0.0136,0.0053,0.1256,0.0372,0.0081,0.1066,0.0349,0.0094,0.1349,0.1135,0.0909,0.1298,0.0662,0.0558
12,11,0.4039,0.9655,13.36,7.07,39.63,82.62,15.06,747.2,742.6,1.1,0.0002,0.7304,0.2101,0.0590,7.64e-17,0.0673,0.0136,0.0056,0.1273,0.0356,0.0080,0.1042,0.0367,0.0104,0.1347,0.1131,0.0916,0.1295,0.0659,0.0565
13,11,0.4067,0.9648,13.40,7.13,39.58,82.79,15.21,752.6,751.9,1.1,0.0003,0.7269,0.2115,0.0609,5.80e-17,0.0674,0.0140,0.0059,0.1258,0.0355,0.0078,0.1042,0.0370,0.0112,0.1342,0.1129,0.0923,0.1293,0.0652,0.0573
14,11,0.4013,0.9670,13.40,7.18,39.59,82.80,15.22,756.9,758.9,1.1,0.0003,0.7245,0.2127,0.0621,1.25e-16,0.0679,0.0144,0.0060,0.1221,0.0363,0.0083,0.1064,0.0363,0.0111,0.1341,0.1126,0.0928,0.1290,0.0655,0.0573
15,11,0.4013,0.9656,13.36,7.21,39.63,82.59,15.32,760.4,760.6,1.2,0.0003,0.7229,0.2130,0.0633,3.94e-17,0.0681,0.0148,0.0061,0.1218,0.0372,0.0089,0.1057,0.0352,0.0109,0.1335,0.1127,0.0932,0.1286,0.0654,0.0578
16,11,0.4013,0.9679,13.31,7.23,39.65,82.70,15.09,763.3,762.0,1.2,0.0003,0.7218,0.2129,0.0646,6.70e-17,0.0680,0.0148,0.0060,0.1230,0.0366,0.0093,0.1042,0.0357,0.0111,0.1335,0.1124,0.0936,0.1286,0.0652,0.0581
17,11,0.3988,0.9670,13.31,7.25,39.65,82.78,14.90,766.0,763.5,1.2,0.0003,0.7210,0.2125,0.0657,5.98e-17,0.0675,0.0142,0.0059,0.1224,0.0379,0.0093,0.1049,0.0348,0.0117,0.1335,0.1124,0.0937,0.1286,0.0651,0.0581
18,11,0.4000,0.9682,13.34,7.26,39.62,82.74,14.96,769.3,764.4,1.2,0.0003,0.7204,0.2122,0.0665,4.02e-17,0.0668,0.0138,0.0060,0.1241,0.0379,0.0094,0.1038,0.0350,0.0118,0.1335,0.1123,0.0938,0.1286,0.0650,0.0582
19,11,0.4035,0.9678,13.38,7.27,39.56,82.60,15.15,769.5,766.2,1.2,0.0004,0.7200,0.2123,0.0668,2.65e-18,0.0666,0.0139,0.0061,0.1256,0.0360,0.0088,0.1023,0.0369,0.0123,0.1335,0.1121,0.0940,0.1286,0.0650,0.0582
