step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown
1000,27511,19194,126441,663047,614479,533841,2765,18312,1186,0,443969,14626832,198374.000,76422.123,0.3209,67516.732,0.067,0.715,0.089,0.129,0.834,0.140,860,0.0171,0.5836,0.054,20.6,51.3,73.8,32.05,3.21,8.69,0.34,19.81,6.59,1.381,0.164,0.549,0.557,23.198,0.481,0.0008,113,485,1701,9066,43,0,0.000,14946,6635,6911,13965,1998,7435,18078,0.50,1.43,20593,45.2717,66698,10672,545116,5278.9,-0.0,432151,29.602,2624617.250,8.69e-15,0.00093,30.00,150517,82.456,1.782,79.322,1.352,82.457,16179,2243,9089,0.0848,1.037,1.422,1.584,1.466,0.889,1.350,32798.332,34918.593,160256.483,32810.352,72823.897,5455.988,731.862,2717.541,0.890,0.672,0.738,0.889,0.724,0.686,6992,47198,0.7448,0.4864,0.6976,0.9997,0.0158,0.0600,0.6340,0.8915,0.9277,0.1329,0.0166,0.0490,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,37611,0.9996,0.5147,0.6443,0.9991,0.0158,0.0600,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5049,5.9783,5.5919,0.0880,0.0571,0.0471,0.105,0.028,0.075,0.053,2623,0.1094,0.0005,0.0017,0.00187,0.00141,0.00119,23.15,27.22,26.99,1268.8876,0.0811,105.5990,19.6189,9.9833,1061256,1518271,0.5756,0.0048,623.4,1268.8876,21.62,0,0,0,0,0,0
2000,14766,8256,40782,91098,82641,49652,664,17291,614,0,157004,7057140,37656.743,18154.122,0.4737,13505.555,0.059,0.743,0.086,0.112,0.794,0.167,585,0.0270,0.5949,0.048,21.7,49.0,73.8,33.29,2.89,8.66,0.32,21.43,6.66,1.336,0.176,0.471,0.478,22.269,0.529,0.0016,160,1264,1865,5307,73,0,0.000,8811,2274,4422,8070,574,2675,11517,1.00,3.46,17770,20.1816,66792,15435,508441,2404.2,-0.0,502047,33.288,2624617.250,1.31e-14,0.00068,25.34,26813,32.940,1.814,30.686,0.440,32.941,7159,2282,5325,0.1686,0.954,1.416,1.584,1.454,0.930,1.351,9147.829,12994.298,21450.445,9075.048,20636.805,2990.438,363.331,1294.798,0.875,0.632,0.670,0.573,0.534,0.544,15135,25359,0.7492,0.5184,0.6051,0.9995,0.0341,0.0759,0.6378,0.7946,0.8768,0.1317,0.0159,0.0497,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7935,0.9993,0.5897,0.7110,0.9991,0.0341,0.0759,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4994,6.2150,5.6954,0.0854,0.0440,0.0341,0.078,0.023,0.060,0.046,2328,0.1332,0.0020,0.0028,0.00179,0.00071,0.00059,27.14,26.96,26.79,1503.8720,0.0501,30.2780,23.5019,9.7857,1082130,1519514,1.1626,0.0490,958.3,1503.8720,26.00,0,0,0,0,0,0
3000,11841,5712,53850,124297,114679,69490,957,15226,1511,0,180969,4913546,41121.123,18029.344,0.3762,13774.738,0.064,0.730,0.096,0.110,0.715,0.223,700,0.0425,0.6323,0.059,17.9,46.2,73.4,32.62,2.41,8.62,0.33,21.27,6.85,1.310,0.196,0.382,0.389,18.718,0.452,0.0018,95,570,2639,10889,131,0,0.000,7454,38,1998,9805,447,1436,9958,1.50,5.54,18155,18.6040,66712,15245,477746,2200.3,-0.0,544149,20.217,2624617.250,1.56e-14,0.00102,14.43,39043,28.987,1.921,26.688,0.379,28.988,4778,2205,4858,0.1961,0.952,1.393,1.584,1.456,0.929,1.340,13394.583,16757.981,15168.485,13376.367,26351.010,1874.062,926.482,1454.062,0.824,0.605,0.651,0.553,0.557,0.572,18551,32080,0.7628,0.4317,0.4829,0.9993,0.0370,0.0701,0.6629,0.8654,0.9082,0.1284,0.0137,0.0403,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,7010,0.9992,0.7300,0.7408,0.9990,0.0370,0.0701,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4198,6.2224,5.6687,0.0798,0.0488,0.0388,0.072,0.038,0.065,0.058,948,0.0610,0.0049,0.0034,0.00187,0.00080,0.00082,22.78,26.95,27.23,1437.7990,0.0428,40.3347,10.9254,9.2915,1090284,1518358,1.7433,0.1046,1310.0,1437.7990,22.38,0,0,0,0,0,0
4000,11470,4829,53963,114195,104331,59460,772,15038,1938,1,187296,4015803,40107.769,15909.819,0.3347,11991.597,0.064,0.738,0.100,0.097,0.654,0.267,672,0.0523,0.6428,0.057,15.9,42.4,71.6,30.89,2.15,8.45,0.46,19.83,6.80,1.301,0.205,0.333,0.341,15.888,0.380,0.0020,91,439,4301,14874,395,0,0.000,7095,18,2401,9051,248,1586,9636,2.00,7.26,19808,19.8259,66753,15164,451805,2489.0,-0.0,574478,15.938,2624617.250,5.32e-15,0.00039,37.93,38498,26.446,1.849,24.202,0.395,26.446,4238,2138,5094,0.2026,0.959,1.377,1.584,1.446,0.939,1.333,12775.039,16987.143,14344.576,12686.181,25068.608,1471.247,1287.615,1159.361,0.771,0.520,0.628,0.524,0.485,0.552,20834,30836,0.7386,0.3546,0.4522,0.9990,0.0315,0.0691,0.6933,0.9865,0.9340,0.1225,0.0166,0.0375,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5884,0.9990,0.7232,0.7276,0.9990,0.0317,0.0692,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4030,5.9529,5.6771,0.0747,0.0630,0.0502,0.106,0.034,0.084,0.075,637,0.0421,0.0052,0.0027,0.00197,0.00063,0.00080,26.96,25.79,27.15,1391.6681,0.0417,38.4273,7.1752,8.7628,1094575,1516502,1.9069,0.1259,1654.0,1391.6681,25.42,0,0,0,0,0,0
5000,14234,5185,57631,121377,110550,62711,1035,15600,2269,25,221007,4126088,41475.195,16091.731,0.3286,11553.303,0.065,0.743,0.101,0.091,0.636,0.281,1395,0.0459,0.6577,0.070,15.8,44.4,77.6,34.93,2.06,8.16,0.88,23.84,7.10,1.270,0.188,0.291,0.304,13.262,0.370,0.0019,86,429,6587,17432,1116,3,0.850,8404,130,2555,11549,343,1977,11914,2.50,7.79,21861,21.7389,66729,16162,429349,3070.3,-0.0,600664,15.034,2624617.250,3.23e-14,0.00102,12.68,39620,26.803,1.820,24.329,0.654,26.803,4956,3176,6102,0.2422,0.945,1.339,1.584,1.434,0.945,1.305,13100.671,17612.333,14228.523,13016.298,25783.677,1663.845,1386.397,1488.185,0.736,0.523,0.624,0.488,0.476,0.566,24720,31329,0.7299,0.3108,0.4131,0.9993,0.0321,0.0677,0.6670,0.7408,0.8940,0.1127,0.0159,0.0349,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4968,0.9996,0.6512,0.7241,0.9993,0.0321,0.0677,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3501,5.7858,5.5736,0.0679,0.0679,0.0555,0.208,0.056,0.111,0.152,676,0.0488,0.0045,0.0029,0.00211,0.00070,0.00084,25.45,28.04,27.72,1562.0065,0.0485,39.4124,6.3760,8.6582,1096769,1513121,1.3704,0.0937,1794.7,1562.0065,23.03,0,0,0,0,0,0
6000,13189,5928,62006,149027,136712,86131,890,18215,2069,48,280073,4792202,49661.567,21364.808,0.3291,15604.708,0.057,0.748,0.102,0.093,0.642,0.276,1242,0.0551,0.6427,0.077,15.8,45.6,77.6,33.11,2.25,9.50,0.49,20.88,6.75,1.307,0.224,0.309,0.330,12.788,0.409,0.0020,101,468,6865,16853,2047,4,0.806,8543,279,2057,10853,1414,1887,9888,2.25,7.80,18034,21.3934,66739,14486,399630,2554.0,-0.0,634925,18.461,2624617.250,2.71e-14,0.00002,23.20,49490,31.851,1.779,29.407,0.665,31.852,5792,2384,5013,0.2065,0.956,1.385,1.584,1.417,0.929,1.360,14636.301,18054.319,22950.163,14430.676,27885.436,2273.627,1263.907,2222.566,0.730,0.531,0.627,0.645,0.518,0.581,23717,35398,0.6245,0.3717,0.4168,0.9985,0.0338,0.0575,0.6352,0.9434,0.9454,0.1024,0.0241,0.0340,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,6292,0.9990,0.7868,0.7840,0.9987,0.0338,0.0576,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2974,5.4816,5.5662,0.0646,0.0602,0.0453,0.083,0.066,0.078,0.076,1029,0.0612,0.0040,0.0025,0.00201,0.00080,0.00080,22.43,26.91,27.16,1617.5526,0.0596,43.0103,8.6404,9.8210,1098536,1513126,0.7251,0.0305,1865.2,1617.5526,19.40,0,0,0,0,0,0
7000,10195,4469,52135,107707,96001,55148,424,17951,1988,40,286718,3742224,39131.911,16711.542,0.3024,11291.912,0.055,0.757,0.097,0.092,0.587,0.304,1621,0.0828,0.6319,0.049,18.9,49.2,82.7,35.35,2.73,10.62,0.39,21.60,6.81,1.318,0.229,0.346,0.359,12.166,0.393,0.0023,106,564,3567,14188,1139,5,0.757,6540,1206,1472,7517,1047,1861,7287,3.50,11.00,16073,20.2630,66809,15098,373069,1962.3,-0.0,668809,17.767,2624617.250,1.22e-14,0.00037,24.47,37854,26.817,1.777,24.629,0.410,26.817,5448,1622,3125,0.1798,0.977,1.399,1.592,1.428,0.947,1.320,11359.504,12512.055,20000.880,11253.297,19169.646,2139.434,1407.263,1872.933,0.668,0.478,0.576,0.580,0.421,0.530,26714,28924,0.5901,0.2836,0.3667,0.9989,0.0336,0.0649,0.6037,0.9746,0.9044,0.1069,0.0255,0.0353,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,5155,0.9993,0.8126,0.7616,0.9984,0.0337,0.0649,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2807,5.7349,5.5001,0.0553,0.0633,0.0373,0.046,0.075,0.038,0.059,1071,0.0501,0.0045,0.0038,0.00198,0.00080,0.00078,26.81,27.24,27.11,1603.3267,0.0736,30.9476,8.8150,8.9519,1101098,1513693,0.5739,0.0148,1919.9,1603.3267,21.78,0,0,0,0,0,0
8000,8694,3404,47418,97380,88412,49432,530,12137,894,25,183377,2856682,35608.641,12834.141,0.2978,9421.199,0.084,0.756,0.102,0.058,0.590,0.306,593,0.0707,0.6212,0.056,19.6,43.9,80.6,35.59,2.55,10.27,0.72,22.05,6.88,1.255,0.238,0.284,0.291,11.433,0.375,0.0020,79,511,1744,7911,466,4,0.690,5203,592,1030,7072,822,855,7017,3.25,10.38,17371,18.9023,66710,15922,351994,2546.4,-0.0,695714,13.119,2624617.250,1.70e-14,0.00013,7.77,33711,23.966,1.936,21.713,0.317,23.966,3217,2194,3283,0.2712,0.950,1.254,1.592,1.436,0.954,1.279,10250.658,14387.371,14938.687,10116.519,19974.634,1410.204,646.754,1355.985,0.653,0.506,0.574,0.496,0.447,0.553,29785,32910,0.6421,0.2572,0.3104,0.9988,0.0366,0.0800,0.5878,0.8998,0.8611,0.1417,0.0144,0.0279,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2158,0.9984,0.7510,0.7532,0.9977,0.0366,0.0800,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2655,5.6394,5.5009,0.0556,0.1041,0.0634,0.138,0.082,0.083,0.080,795,0.0491,0.0033,0.0044,0.00205,0.00075,0.00089,24.91,27.80,27.42,1420.1461,0.0611,30.7747,7.1012,6.0177,1104990,1511676,1.0427,0.1102,2128.5,1420.1461,16.84,0,0,0,0,0,0
9000,7919,3029,54703,120356,110170,64644,1009,11973,1703,14,246958,2695217,39840.924,15188.602,0.2782,10894.317,0.087,0.733,0.121,0.059,0.565,0.317,1329,0.0870,0.6324,0.062,16.0,43.5,82.5,35.23,2.80,9.80,0.63,22.01,6.95,1.266,0.226,0.282,0.291,11.557,0.360,0.0020,70,380,1321,11369,242,4,0.664,5036,31,1216,6672,246,1247,6426,3.50,11.20,18895,20.9895,66703,14592,330618,2314.1,-0.0,715412,12.130,2624617.250,3.55e-15,0.00493,30.68,40783,22.386,1.762,20.343,0.281,22.387,3137,1753,3029,0.2454,0.964,1.273,1.594,1.431,0.956,1.276,11530.340,16568.100,15872.456,11413.788,23448.998,1396.810,1329.789,1567.686,0.633,0.474,0.567,0.585,0.469,0.559,28405,36378,0.6126,0.2970,0.3111,0.9986,0.0369,0.0648,0.5752,0.9682,0.8513,0.1384,0.0236,0.0270,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,4521,0.9981,0.7689,0.7317,0.9982,0.0369,0.0648,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2827,5.9420,5.6291,0.0536,0.0812,0.0614,0.104,0.077,0.103,0.079,889,0.0707,0.0042,0.0039,0.00222,0.00088,0.00105,25.65,27.40,27.53,1424.8372,0.0572,35.5261,5.4582,6.6715,1106547,1510688,1.9237,0.1974,2300.7,1424.8372,18.95,0,0,0,0,0,0
10000,9270,3004,47496,106342,97060,57957,889,10340,1592,7,235474,2478374,35428.513,12915.552,0.2694,8951.473,0.081,0.764,0.108,0.047,0.564,0.316,1681,0.0699,0.6315,0.059,17.6,45.7,81.3,35.26,2.51,9.87,0.51,22.36,6.98,1.269,0.220,0.300,0.308,10.237,0.328,0.0020,74,380,1176,9859,207,5,0.618,5635,95,1455,7720,342,1675,7253,4.50,11.89,23035,22.7261,66721,15566,315808,2602.9,-0.0,727726,10.722,2624695.211,1.13e-14,0.00288,11.37,35269,19.568,1.758,17.461,0.348,19.618,4015,1917,3338,0.2333,0.945,1.271,1.606,1.439,0.935,1.256,10736.699,15095.905,12478.968,10654.350,21246.667,1270.501,1324.362,1369.217,0.623,0.479,0.569,0.475,0.518,0.595,28866,29728,0.6638,0.2837,0.3282,0.9996,0.0361,0.0670,0.5971,0.8887,0.8642,0.1257,0.0150,0.0225,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4033,0.9989,0.6627,0.6826,0.9986,0.0361,0.0670,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3282,5.6201,5.4760,0.0477,0.0764,0.0559,0.098,0.060,0.076,0.076,645,0.0695,0.0019,0.0040,0.00217,0.00106,0.00105,26.30,28.18,27.53,1564.3150,0.0595,32.4214,5.1547,5.5676,1107772,1508949,2.3599,0.2045,2311.1,1564.3150,19.36,108,48,0,100,95,0
