step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown
1000,19937,14388,141489,660458,565777,515571,3398,53363,16165,1,1726971,17293548,181208.845,85465.860,0.3298,49872.986,0.069,0.779,0.040,0.112,0.710,0.225,3620,0.0829,0.6590,0.061,20.6,47.8,77.8,34.30,5.48,9.93,0.26,18.63,6.63,1.313,0.205,0.459,0.541,20.948,0.500,0.0019,166,513,1785,97742,112,0,0.000,13847,6200,5027,8710,1832,6923,11182,1.25,4.11,25373,46.9965,66699,5639,543757,4012.4,-0.0,432715,49.345,2624526.597,1.03e-14,0.00093,30.00,217180,102.350,1.566,98.299,2.484,102.350,15289,1640,3008,0.1215,1.000,1.216,2.000,1.272,0.984,1.698,41063.080,15995.318,151657.266,41135.303,38289.262,17601.329,5780.039,12211.506,0.803,0.689,0.549,0.853,0.707,0.628,2855,52472,0.7182,0.6786,0.5922,0.9992,0.0307,0.0429,0.5368,0.9997,0.8964,0.1905,0.0102,0.0606,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,3351,0.9997,0.8674,0.9180,0.9985,0.0307,0.0429,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5133,4.9597,8.0509,0.0912,0.0546,0.0484,0.040,0.075,0.042,0.069,4200,0.1146,0.0041,0.0069,0.00223,0.00135,0.00136,23.25,27.73,27.67,783.3330,0.1479,79.1364,21.6360,27.7086,1070264,1524535,0.5430,0.0061,1068.7,783.3330,21.62,0,0,0,0,0,0
2000,11374,5705,39888,94582,82783,54292,402,14653,1464,0,306855,5450415,37835.976,18792.858,0.4158,10817.681,0.067,0.836,0.027,0.070,0.699,0.235,682,0.0517,0.5991,0.059,26.5,49.0,75.3,39.79,4.76,11.17,0.28,23.58,7.13,1.167,0.228,0.395,0.457,18.526,0.458,0.0017,139,1173,1388,13596,96,0,0.000,7494,2146,3183,6045,691,2399,8284,2.25,6.12,18788,22.4554,66791,7708,505145,3553.1,-0.0,499744,26.670,2624526.597,5.15e-15,0.00068,25.34,30061,25.407,1.572,23.215,0.619,25.407,6559,2291,2524,0.2524,0.987,1.108,1.388,1.212,0.981,1.219,11027.302,7115.560,26348.028,10876.035,11429.594,6351.407,741.959,881.811,0.774,0.593,0.444,0.628,0.491,0.561,7913,27525,0.6874,0.5446,0.4503,0.9994,0.0668,0.1003,0.5328,0.9213,0.7908,0.1969,0.0112,0.0300,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,2236,0.9991,0.7556,0.7208,0.9987,0.0668,0.1003,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2348,4.9150,5.6499,0.0750,0.0441,0.0368,0.048,0.050,0.047,0.054,2573,0.1234,0.0042,0.0036,0.00219,0.00103,0.00106,27.34,26.97,27.47,1255.4856,0.0745,22.5933,20.4170,6.2533,1085722,1523483,1.1366,0.0555,1527.7,1255.4856,26.00,0,0,0,0,0,0
3000,9840,3957,42675,80944,70792,37810,459,13203,1380,0,299228,3416493,32385.508,14245.783,0.3184,8291.382,0.068,0.800,0.033,0.099,0.622,0.283,670,0.0621,0.6092,0.059,22.7,47.2,72.5,38.60,3.68,11.96,0.34,22.63,7.18,1.151,0.255,0.314,0.366,14.257,0.414,0.0021,100,611,1479,14687,93,0,0.000,6146,31,1466,8343,269,1469,8102,3.25,8.12,18484,19.6774,66710,10495,474548,1926.3,-0.0,541010,16.897,2624526.597,1.35e-14,0.00104,14.43,26721,19.590,1.575,17.561,0.454,19.590,4447,2438,2955,0.2863,0.987,1.081,1.361,1.209,0.983,1.201,11092.538,9191.860,16020.205,10922.589,13734.096,3750.012,940.163,1264.225,0.709,0.554,0.492,0.545,0.415,0.440,11349,25655,0.7351,0.4884,0.4217,0.9994,0.0634,0.0801,0.5362,0.9844,0.8857,0.1953,0.0052,0.0215,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,2636,0.9993,0.8390,0.7855,0.9988,0.0634,0.0801,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2172,4.9040,5.4830,0.0643,0.0492,0.0439,0.060,0.068,0.085,0.061,1335,0.0734,0.0078,0.0034,0.00221,0.00085,0.00094,23.58,27.27,27.68,1395.0960,0.0700,25.0796,9.9318,6.9655,1092276,1521605,1.7139,0.1107,1799.7,1395.0960,22.38,0,0,0,0,0,0
4000,10069,3755,43846,98445,88963,54149,450,12878,1478,3,290548,3151062,36155.738,14219.429,0.3009,8754.732,0.065,0.791,0.034,0.111,0.613,0.291,576,0.0569,0.6150,0.080,22.7,47.0,72.6,38.91,3.34,11.29,0.52,23.76,7.16,1.161,0.239,0.280,0.329,12.201,0.383,0.0021,98,489,2119,12253,224,0,0.000,5896,38,1699,8332,262,1859,7948,3.50,8.71,18775,20.9140,66750,10982,449257,2522.5,-0.0,571693,14.501,2624526.597,1.31e-14,0.00039,37.93,32871,20.499,1.605,18.392,0.501,20.499,4544,2347,3178,0.2838,0.985,1.081,1.391,1.206,0.982,1.229,12628.112,11044.227,16562.037,12427.827,15920.606,3334.304,861.840,1268.553,0.681,0.586,0.522,0.577,0.528,0.549,14345,25156,0.7022,0.4240,0.3905,0.9989,0.0583,0.0750,0.5398,0.9581,0.8914,0.1650,0.0118,0.0231,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3187,0.9989,0.8163,0.7852,0.9981,0.0585,0.0750,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2186,4.8465,5.6146,0.0573,0.0568,0.0519,0.096,0.097,0.111,0.087,915,0.0531,0.0049,0.0031,0.00243,0.00096,0.00098,27.42,26.95,27.35,1494.4421,0.0644,28.9084,7.0283,7.4731,1095450,1519378,1.8745,0.1282,1955.1,1494.4421,25.42,0,0,0,0,0,0
5000,8898,3524,46932,94062,84207,46742,388,14795,1447,7,309153,3184459,34713.544,15414.240,0.2887,9835.923,0.066,0.774,0.038,0.122,0.600,0.305,546,0.0658,0.6222,0.072,22.9,47.7,72.0,38.34,3.78,11.56,0.33,22.67,7.10,1.164,0.244,0.324,0.380,11.412,0.402,0.0023,102,468,2510,12656,501,11,0.733,5524,83,1775,7040,352,1724,6822,4.25,9.35,18403,20.2361,66726,13205,426457,1916.4,0.0,603260,14.917,2624526.597,1.44e-14,0.00102,12.68,32612,20.927,1.600,18.923,0.404,20.928,4427,1975,2496,0.2800,0.985,1.095,1.388,1.206,0.982,1.234,11342.162,10262.523,17597.402,11159.712,15792.353,3357.585,838.856,1381.875,0.647,0.571,0.545,0.539,0.430,0.511,19702,27721,0.6758,0.3743,0.3814,0.9990,0.0533,0.0726,0.5367,0.9948,0.8409,0.1807,0.0079,0.0266,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3196,0.9989,0.8899,0.7785,0.9985,0.0534,0.0726,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1703,4.9626,5.5354,0.0555,0.0469,0.0447,0.073,0.051,0.052,0.107,937,0.0514,0.0053,0.0023,0.00261,0.00086,0.00095,26.55,27.26,27.38,1599.7759,0.0755,27.5101,7.0916,7.8256,1098098,1518361,1.3532,0.0933,2006.4,1599.7759,23.03,0,0,0,0,0,0
6000,10015,3417,50226,118431,109328,67747,458,13611,1276,12,303251,3056749,42780.107,16203.797,0.2773,10948.994,0.074,0.778,0.042,0.106,0.589,0.309,1054,0.0610,0.6095,0.067,23.3,48.0,72.5,40.97,3.07,10.76,0.62,26.53,7.23,1.140,0.230,0.271,0.310,10.695,0.352,0.0022,91,474,2175,11515,604,15,0.401,5910,230,1391,8394,723,1831,7461,4.75,10.39,14703,20.0344,66735,13442,398143,2426.4,-0.0,638809,14.446,2624526.597,8.52e-15,0.00002,23.20,37148,21.598,1.595,19.522,0.481,21.598,4743,2183,3089,0.3003,0.946,1.085,1.369,1.180,0.969,1.201,12209.912,13467.640,22265.830,12005.135,19458.136,3229.066,853.572,1172.165,0.617,0.558,0.564,0.595,0.511,0.594,21989,29671,0.5837,0.3687,0.3419,0.9988,0.0507,0.0685,0.5370,0.9221,0.8375,0.1326,0.0098,0.0243,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3587,0.9992,0.8166,0.7565,0.9983,0.0509,0.0686,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1033,4.8905,5.3708,0.0500,0.0616,0.0430,0.063,0.065,0.079,0.067,952,0.0486,0.0052,0.0019,0.00276,0.00105,0.00109,23.50,27.42,27.86,1604.4344,0.0831,32.0246,7.6795,6.7670,1099530,1516175,0.7201,0.0296,2051.5,1604.4344,19.40,0,0,0,0,0,0
7000,9099,3077,48514,98652,88070,49801,337,14890,1712,8,376504,2941032,37001.785,14813.705,0.2708,8441.079,0.059,0.800,0.040,0.101,0.554,0.329,998,0.0787,0.6141,0.067,24.7,49.2,77.5,43.48,3.55,10.62,0.39,28.92,7.33,1.136,0.222,0.280,0.322,10.127,0.345,0.0025,95,486,1467,14407,398,14,0.759,5480,1066,771,7262,1766,1455,5878,5.25,11.48,12337,19.1411,66805,13429,372052,4071.5,-0.0,672567,15.033,2624526.597,6.92e-15,0.00037,24.47,31619,20.450,1.593,18.463,0.394,20.450,5463,1504,2132,0.3132,0.879,1.102,1.377,1.155,0.947,1.221,10860.536,10349.214,20173.402,10655.865,14613.596,3982.571,805.202,1584.853,0.578,0.547,0.515,0.538,0.472,0.496,26739,28483,0.5105,0.2254,0.2988,0.9991,0.0636,0.0799,0.5132,0.8179,0.8361,0.1217,0.0102,0.0169,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3071,0.9995,0.7808,0.7661,0.9983,0.0639,0.0799,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1347,4.9702,5.4488,0.0452,0.0497,0.0407,0.068,0.079,0.053,0.064,1266,0.0526,0.0041,0.0038,0.00264,0.00087,0.00084,27.17,28.29,27.83,1583.2943,0.1023,25.8202,8.2890,6.7438,1101065,1515653,0.5690,0.0136,2093.6,1583.2943,21.78,0,0,0,0,0,0
8000,8209,2581,43814,89266,80139,45134,318,11478,1719,6,276552,2244470,32603.956,13144.259,0.2626,8606.159,0.069,0.782,0.057,0.092,0.530,0.344,779,0.0764,0.6168,0.057,22.4,48.0,71.1,39.97,2.64,10.57,0.61,26.15,7.21,1.136,0.230,0.231,0.261,9.610,0.334,0.0023,79,452,943,11602,135,13,0.773,4562,634,931,6644,620,824,6765,5.50,11.81,13708,16.8785,66705,14301,349537,2511.9,-0.0,701853,11.820,2624526.597,1.19e-14,0.00044,7.77,28506,16.809,1.588,14.948,0.273,16.809,3248,2150,2811,0.3034,0.971,1.066,1.370,1.231,0.977,1.149,11064.894,10620.154,15174.389,10912.838,15122.887,2249.059,1095.119,1193.922,0.563,0.486,0.517,0.544,0.464,0.513,30363,27332,0.5775,0.2329,0.3080,0.9994,0.0536,0.0799,0.5469,0.8763,0.8439,0.1442,0.0075,0.0164,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3311,0.9996,0.7010,0.7048,0.9986,0.0536,0.0799,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1681,4.8943,5.1611,0.0482,0.0777,0.0739,0.123,0.128,0.096,0.198,858,0.0550,0.0051,0.0042,0.00248,0.00078,0.00077,24.29,27.85,27.56,1435.3801,0.0749,26.5449,6.3828,5.4372,1104614,1513232,1.0229,0.1044,2258.3,1435.3801,16.84,0,0,0,0,0,0
9000,9612,2409,51212,120380,112084,68365,803,10340,1412,7,219466,2021420,38119.503,14085.526,0.2664,10431.039,0.075,0.689,0.112,0.124,0.549,0.337,507,0.0507,0.6237,0.080,16.3,44.8,70.7,38.32,2.34,7.77,0.77,27.45,7.43,1.108,0.180,0.207,0.237,9.006,0.312,0.0021,63,364,761,10623,120,12,0.516,5256,20,1047,8545,193,1212,8207,3.00,9.58,16347,19.2214,66697,13287,327294,3516.2,-0.0,720336,10.444,2624526.597,9.05e-15,0.00058,30.68,41161,18.363,1.591,16.292,0.479,18.363,3148,2589,3875,0.3136,0.912,1.062,1.352,1.217,0.938,1.134,11683.501,15666.156,14910.108,11572.970,22067.463,2016.443,885.424,752.620,0.590,0.500,0.529,0.561,0.495,0.616,27732,32899,0.6282,0.2535,0.2420,0.9998,0.0501,0.0793,0.5554,0.8869,0.7837,0.1420,0.0290,0.0155,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,4352,0.9979,0.7796,0.6314,0.9984,0.0501,0.0793,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1360,5.1395,5.2310,0.0487,0.0864,0.0756,0.126,0.174,0.144,0.134,799,0.0689,0.0036,0.0041,0.00266,0.00109,0.00109,26.25,28.35,28.54,1449.2812,0.0572,34.2162,5.2307,5.2132,1106167,1510896,1.8823,0.1909,2384.2,1449.2812,18.95,0,0,0,0,0,0
10000,7259,2318,55373,136511,127430,80549,589,11796,1475,3,258746,2291479,43097.501,18426.978,0.2767,13952.122,0.086,0.686,0.107,0.121,0.559,0.332,530,0.0719,0.6206,0.090,22.0,47.2,73.7,38.92,2.66,11.06,0.43,24.77,7.19,1.164,0.242,0.261,0.295,9.835,0.355,0.0022,74,348,887,12961,163,14,0.641,4323,69,1316,5874,292,943,6024,5.50,11.40,19125,20.9601,66706,11266,303921,3221.9,-0.0,734949,11.368,2624604.207,9.62e-15,0.00104,11.37,44547,20.060,1.596,18.216,0.248,20.106,3108,1425,2726,0.2319,0.985,1.130,1.380,1.249,0.969,1.168,12692.450,19630.874,14763.651,12552.461,29733.510,2331.223,875.586,1268.047,0.584,0.511,0.559,0.521,0.556,0.634,20040,37826,0.6879,0.2200,0.2581,0.9992,0.0421,0.0666,0.5617,0.9062,0.8670,0.1434,0.0148,0.0129,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,6082,0.9983,0.7941,0.7761,0.9968,0.0421,0.0666,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1644,4.9260,5.2381,0.0497,0.0477,0.0405,0.069,0.070,0.067,0.092,744,0.0584,0.0016,0.0022,0.00281,0.00125,0.00135,26.72,27.12,27.10,1501.6321,0.0634,42.9588,5.0038,6.3638,1108124,1510500,2.3187,0.1989,2450.9,1501.6321,19.36,106,21,0,100,98,0
