step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown
1000,18416,13549,149885,704944,609495,551252,3807,62435,13606,0,1491816,19795538,182713.028,82769.374,0.3070,54142.441,0.045,0.843,0.054,0.058,0.710,0.228,6008,0.1033,0.6912,0.060,16.7,48.5,77.6,31.45,4.44,10.00,0.21,16.80,6.74,1.377,0.218,0.566,0.597,23.460,0.471,0.0021,157,485,1841,118551,177,0,0.000,13777,5962,4958,7496,1629,6723,10064,1.00,3.41,21663,45.5278,66699,5894,541652,3615.9,-0.0,436716,50.763,2624520.537,2.75e-14,0.00093,30.00,227921,116.648,1.852,113.283,1.513,116.649,15063,961,2392,0.2024,0.850,1.429,1.845,1.369,0.945,1.598,40495.305,13455.635,159548.811,40807.845,36498.813,12661.316,7143.623,8821.993,0.829,0.648,0.574,0.860,0.685,0.638,2752,55078,0.7050,0.6077,0.5699,0.9992,0.0330,0.0441,0.6296,1.0422,1.0307,0.1569,0.0443,0.0353,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,4023,0.9999,0.9119,0.9278,0.9987,0.0330,0.0441,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5034,5.4533,4.8580,0.1000,0.0409,0.0311,0.021,0.043,0.033,0.042,4327,0.1372,0.0042,0.0055,0.00215,0.00136,0.00131,23.06,27.36,27.27,1014.9811,0.1178,76.8182,23.1028,27.6597,1068138,1525931,0.5599,0.0074,855.1,1014.9811,21.62,0,0,0,0,0,0
2000,12546,5924,47859,97842,81827,49549,434,17007,2303,0,361131,5787623,35374.074,18523.983,0.3553,10504.996,0.043,0.862,0.039,0.056,0.673,0.249,1476,0.0631,0.6289,0.055,16.4,41.9,74.7,33.08,3.06,9.69,0.24,20.10,6.98,1.251,0.231,0.383,0.403,17.779,0.463,0.0018,110,1128,1416,23746,66,0,0.000,9073,2098,3286,7162,652,2599,9295,1.75,6.15,16270,20.5560,66794,8802,503433,2667.0,-0.0,504380,26.732,2624520.537,8.16e-15,0.00068,25.34,41278,33.120,1.806,30.386,0.929,33.120,6863,2675,3008,0.3137,0.884,1.195,1.630,1.360,0.946,1.272,10755.617,6444.035,25129.887,10644.040,10105.143,5015.010,1892.675,1111.301,0.802,0.443,0.462,0.595,0.428,0.451,9308,30063,0.6831,0.4959,0.4979,0.9995,0.0597,0.0838,0.6385,1.0166,0.9263,0.1450,0.0161,0.0219,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,1338,0.9991,0.8677,0.8226,0.9987,0.0597,0.0838,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4358,5.0373,4.8692,0.0756,0.0394,0.0285,0.031,0.041,0.033,0.034,3018,0.1421,0.0064,0.0043,0.00208,0.00093,0.00088,26.85,27.41,27.66,1361.5579,0.0680,20.9916,20.5440,6.1882,1084598,1523945,1.1523,0.0540,1266.4,1361.5579,26.00,0,0,0,0,0,0
3000,10153,3973,50993,108587,93826,57066,528,16753,2172,0,336246,4081903,35449.638,15805.456,0.2916,9676.745,0.046,0.854,0.043,0.057,0.603,0.297,1300,0.0794,0.6481,0.056,16.6,42.2,76.5,35.09,2.58,9.50,0.40,22.61,7.06,1.217,0.224,0.312,0.327,14.213,0.419,0.0023,94,480,1687,22066,143,0,0.000,6973,29,1249,8875,293,1328,8532,2.50,8.67,16953,18.1194,66716,8223,468823,2383.7,0.0,546596,17.504,2624520.537,2.48e-15,0.00226,14.43,46020,28.946,1.813,26.456,0.677,28.946,4223,2658,3272,0.3218,0.888,1.140,1.585,1.381,0.927,1.241,13291.378,11596.187,14743.542,13133.345,17249.496,2839.724,1922.792,1366.194,0.754,0.461,0.511,0.514,0.501,0.562,9677,30483,0.7606,0.3347,0.3694,0.9992,0.0533,0.0618,0.6393,0.9269,0.8474,0.1484,0.0083,0.0271,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,2590,0.9996,0.8307,0.7193,0.9985,0.0533,0.0618,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3509,5.1140,4.8934,0.0655,0.0517,0.0355,0.051,0.054,0.073,0.044,1388,0.0796,0.0071,0.0035,0.00216,0.00109,0.00118,22.60,27.84,27.97,1407.1701,0.0590,30.8553,9.7994,7.7042,1092078,1521541,1.7318,0.1059,1583.9,1407.1701,22.38,0,0,0,0,0,0
4000,9156,3445,46561,97298,84429,50461,276,13983,1918,1,322381,3121422,33637.793,14351.263,0.2628,9056.735,0.054,0.820,0.060,0.066,0.582,0.308,1470,0.0769,0.6339,0.058,17.0,43.5,74.0,35.13,2.54,10.42,0.47,21.70,7.11,1.210,0.240,0.324,0.336,12.845,0.386,0.0023,89,425,2130,17256,159,0,0.000,6348,40,1443,7673,291,1450,7415,3.50,9.15,17483,19.0415,66698,9390,439139,2631.0,0.0,580832,13.700,2624520.537,7.98e-15,0.00699,37.93,39069,24.562,1.822,22.229,0.510,24.562,3888,2166,3102,0.3095,0.905,1.113,1.580,1.342,0.937,1.236,12083.069,10329.207,15139.987,11883.683,15670.858,2125.197,1770.428,1398.903,0.723,0.465,0.492,0.570,0.474,0.526,11931,28284,0.7141,0.2979,0.3584,0.9985,0.0495,0.0732,0.6585,0.9547,0.9087,0.1404,0.0175,0.0220,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2426,0.9989,0.8471,0.7731,0.9980,0.0495,0.0732,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4772,5.0391,4.9697,0.0611,0.0565,0.0462,0.067,0.065,0.118,0.044,946,0.0662,0.0048,0.0026,0.00217,0.00092,0.00109,26.96,26.87,27.83,1488.5860,0.0587,28.1321,7.0621,6.6379,1095133,1520306,1.9144,0.1251,1783.3,1488.5860,25.42,0,0,0,0,0,0
5000,8899,3227,47293,91255,79548,43636,326,14050,1600,4,293765,2960116,32560.144,13848.682,0.2659,8966.982,0.047,0.813,0.061,0.078,0.569,0.322,1112,0.0767,0.6381,0.062,18.1,44.9,79.2,36.04,2.55,9.83,0.36,23.29,7.14,1.237,0.222,0.315,0.329,11.549,0.399,0.0024,88,412,2825,18152,298,8,0.447,6123,103,1559,7237,202,1954,6743,4.75,10.00,18966,20.0065,66679,11645,416052,1987.6,0.0,608437,13.333,2624520.537,9.40e-15,0.00071,12.68,37717,24.210,1.785,21.920,0.506,24.211,4539,1755,2605,0.2800,0.910,1.173,1.603,1.356,0.939,1.229,11785.352,9777.406,14502.542,11625.520,15399.064,2088.678,1386.467,1406.555,0.698,0.451,0.491,0.524,0.452,0.472,15941,26992,0.6698,0.2736,0.3125,0.9985,0.0516,0.0718,0.6471,0.9832,0.9352,0.1210,0.0054,0.0195,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3958,0.9991,0.8796,0.8276,0.9981,0.0516,0.0718,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4563,5.1334,4.9922,0.0545,0.0502,0.0354,0.050,0.062,0.045,0.048,946,0.0655,0.0046,0.0037,0.00229,0.00095,0.00109,25.48,26.99,27.47,1591.1724,0.0612,27.5592,6.5494,6.7840,1097103,1519246,1.3687,0.0919,1868.4,1591.1724,23.03,0,0,0,0,0,0
6000,8193,3469,47968,101065,89679,52670,427,14215,1704,6,304913,2934464,36274.104,15171.471,0.2565,10282.898,0.053,0.803,0.079,0.065,0.564,0.325,790,0.0849,0.6166,0.052,22.5,47.9,79.4,37.29,2.87,11.08,0.50,22.84,7.12,1.253,0.234,0.309,0.323,12.028,0.409,0.0024,88,431,2863,16210,695,10,0.455,5837,544,1348,6301,824,1586,5783,3.75,9.61,15063,19.2401,66688,14735,392315,1673.4,-0.0,644739,14.345,2624520.537,2.61e-14,0.00067,23.20,40903,25.675,1.774,23.452,0.449,25.675,4723,1334,2136,0.2534,0.916,1.250,1.611,1.332,0.942,1.276,9942.637,9591.432,22770.514,9747.898,14038.590,2174.330,1113.874,1600.369,0.675,0.426,0.501,0.616,0.440,0.468,22599,30139,0.6132,0.2693,0.3124,0.9986,0.0530,0.0670,0.6387,0.9875,0.9410,0.1178,0.0036,0.0194,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,1674,0.9992,0.8755,0.8094,0.9982,0.0532,0.0670,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5113,5.0482,4.9785,0.0527,0.0685,0.0378,0.039,0.068,0.052,0.047,936,0.0685,0.0042,0.0029,0.00224,0.00080,0.00096,22.74,26.60,26.97,1551.9865,0.0690,24.3216,7.9170,6.4281,1099045,1517767,0.7321,0.0289,1982.1,1551.9865,19.40,0,0,0,0,0,0
7000,8564,2792,40309,80943,70496,40371,263,12474,1442,4,282456,2449953,30165.185,11942.151,0.2494,7538.679,0.053,0.797,0.077,0.074,0.550,0.334,860,0.0716,0.6088,0.046,21.1,47.6,78.3,38.77,2.16,11.95,0.52,24.13,7.27,1.211,0.248,0.262,0.271,10.536,0.354,0.0024,99,496,1485,14096,413,12,0.419,5970,710,1084,6770,1036,1229,6299,5.50,11.72,17455,20.3631,66758,15772,371136,2333.9,-0.0,673384,12.958,2624520.537,3.62e-14,0.00058,24.47,34451,22.653,1.780,20.339,0.534,22.654,4278,1625,2661,0.2870,0.903,1.153,1.584,1.318,0.932,1.210,9720.806,9243.952,14294.518,9571.371,13837.976,2013.407,989.508,1400.556,0.631,0.441,0.497,0.483,0.490,0.522,30588,21116,0.5535,0.1634,0.2635,0.9994,0.0595,0.0805,0.6280,0.8968,0.9237,0.0917,0.0104,0.0176,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3751,0.9991,0.8157,0.7464,0.9987,0.0596,0.0806,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2811,5.0932,5.1410,0.0485,0.0706,0.0412,0.041,0.059,0.072,0.043,1151,0.0828,0.0042,0.0048,0.00222,0.00084,0.00082,26.38,27.25,27.18,1554.3673,0.0760,23.8883,7.7100,5.2482,1101380,1515691,0.5739,0.0131,2061.4,1554.3673,21.78,0,0,0,0,0,0
8000,8118,2582,53408,125038,112104,71258,372,12842,2041,3,355043,2637108,40863.971,17157.623,0.2874,10780.876,0.073,0.760,0.066,0.102,0.559,0.326,1029,0.0776,0.6185,0.042,21.7,49.7,82.7,40.14,2.24,11.57,0.51,25.82,7.17,1.266,0.237,0.238,0.247,9.750,0.326,0.0022,79,399,975,13862,197,10,0.462,5406,657,529,6932,1127,1006,5985,4.75,11.26,14905,19.2358,66656,15190,345808,2727.3,-0.0,703193,12.722,2624520.537,3.55e-15,0.00315,7.77,51237,26.748,1.808,24.477,0.463,26.748,3768,1505,2845,0.2583,0.901,1.289,1.642,1.380,0.926,1.296,10309.456,15067.321,20722.965,10184.732,20737.150,3610.013,666.858,2099.876,0.622,0.474,0.519,0.621,0.495,0.570,30418,35419,0.6146,0.1655,0.2154,0.9997,0.0608,0.0654,0.6303,0.7970,0.7631,0.1064,0.0139,0.0146,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2307,0.9992,0.7416,0.6665,0.9991,0.0608,0.0654,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5584,5.2769,5.3163,0.0427,0.0605,0.0480,0.079,0.095,0.095,0.066,1242,0.0821,0.0039,0.0037,0.00214,0.00079,0.00111,23.23,27.77,28.51,1502.3589,0.0731,31.4026,7.0390,5.6828,1103267,1514364,1.0340,0.1019,2169.4,1502.3589,16.84,0,0,0,0,0,0
9000,7207,2021,37804,81417,72634,43449,164,9570,1252,5,219379,1934367,29651.277,10391.745,0.2842,6495.215,0.065,0.790,0.068,0.077,0.538,0.341,754,0.0713,0.6181,0.088,22.0,43.5,77.5,38.10,2.02,9.07,0.69,26.32,7.12,1.218,0.202,0.221,0.226,8.962,0.287,0.0022,83,422,716,8939,120,11,0.344,4444,17,865,6325,230,1268,5709,5.25,12.52,18339,19.6794,66644,16523,330009,2159.4,-0.0,720433,9.633,2624520.537,1.10e-14,0.00189,30.68,33200,18.850,1.819,16.661,0.371,18.850,2899,1608,2700,0.2908,0.864,1.138,1.638,1.346,0.914,1.263,8689.253,11573.591,12356.721,8568.846,15220.924,1799.459,464.118,1632.953,0.596,0.497,0.489,0.537,0.519,0.543,33508,24294,0.5657,0.2064,0.2042,0.9994,0.0527,0.0696,0.6125,0.8241,0.8729,0.1076,0.0149,0.0140,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2654,0.9983,0.7224,0.7952,0.9985,0.0527,0.0696,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6384,5.2215,5.3612,0.0402,0.0817,0.0580,0.174,0.056,0.094,0.106,940,0.0763,0.0032,0.0040,0.00220,0.00076,0.00112,25.76,28.20,28.11,1437.9905,0.0626,24.1934,5.3201,4.3126,1105167,1513679,1.9050,0.1847,2319.5,1437.9905,18.95,0,0,0,0,0,0
10000,8344,2416,51058,104572,94276,53177,337,11217,1351,3,260009,2239895,35865.796,13226.282,0.2638,8940.032,0.056,0.780,0.096,0.068,0.534,0.345,703,0.0720,0.6283,0.067,17.1,42.9,77.6,35.13,1.90,10.10,0.44,22.69,7.13,1.267,0.235,0.215,0.223,8.753,0.321,0.0023,66,328,757,12363,89,13,0.319,5309,94,1240,7010,367,1295,6682,5.00,12.31,20595,21.6486,66662,16387,316274,2281.8,0.0,733300,10.485,2624598.856,6.57e-15,0.00005,11.37,42372,22.874,1.819,20.594,0.461,22.922,3343,1503,3498,0.2433,0.913,1.200,1.662,1.399,0.933,1.283,10276.343,14546.816,14681.548,10171.637,19952.644,1745.234,792.922,1748.094,0.586,0.500,0.505,0.528,0.481,0.516,33973,33422,0.6756,0.2111,0.2385,0.9998,0.0401,0.0524,0.6330,0.8828,0.8969,0.1069,0.0102,0.0151,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3335,0.9993,0.7126,0.7001,0.9990,0.0401,0.0524,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7149,5.1573,5.3227,0.0443,0.0632,0.0488,0.092,0.059,0.070,0.080,793,0.0738,0.0016,0.0030,0.00245,0.00081,0.00105,25.46,27.91,28.21,1432.5103,0.0624,30.6476,4.8570,5.6284,1106403,1511862,2.3379,0.1904,2460.1,1432.5103,19.36,104,45,0,100,94,0
