run,years,water_err,a_err,b_err,c_err,land_cover_min,sea_cover_min,land_biomass,biomass_drift,groups_hill,groups_hill_end,top_group_share,genotypes_hill,lead_cells_read,nmi_group_place,nmi_genotype_place,place_types,leader_changes,leaders_distinct,new_group_share,new_groups,born_median,et_bare,et_living,et_change,transp_share,ab_corr_e102,runoff_ratio,runoff_ratio_e102,key_distance,eaters_keyless,eaters_mutant,producers_mutant,defended,key_track,burnt_cells,eaters,eater_hill,max_height,born_median_biomass,late_group_share,key_years,key_turnover,H1,H2,H3,H4,H5,replay_matched
c1225_life1,11-1010,1.615e-13,4.34e-13,3.084e-13,4.037e-12,0.9004,0.6432,1.8054435999999998,-0.00035340068474055286,9.061811525908084,9.745196664433216,0.3556206390589879,49.58054767261471,106140,0.2596931847947255,0.29626106741857167,66,0,1,0.024783176722130127,1,939.0,1758.89,1742.9599999999998,-0.009056848353222957,0.5413592263626187,0.15886941879733923,0.10598488905379197,0.09690279842081513,0.8042721518488585,0.42476070119897574,0.9802495316639055,0.41420507980249816,0.4457837938789795,0.027705672308361913,15860.82,0.001782303,90.37751292190158,32.806549072265625,10,0.024783176722130127,510-1010,0.2663237378670193,yes,yes,yes,no,no,0.5318336270367039
c1225_life2,11-1010,1.965e-13,3.107e-13,3.145e-13,6.253e-12,0.8979,0.7077,0.8913855999999999,-0.0007173474457275589,11.891994159224728,11.685613997167984,0.21471303739552833,68.21026988051418,104354,0.19065028721604357,0.29465036452465615,67,0,1,0.3467624195240919,5,904.0,1758.89,1896.15,0.07803785341891767,0.5401790822998607,0.1872287188974168,0.09446859126608387,0.09690279842081513,1.1116543350525718,0.831014944210144,0.9605553831094231,0.509403831388507,0.30288011878460913,0.0015375243888722226,20032.44,0.003990173,54.4617232664105,14.855522155761719,70,0.3467624195240919,510-1010,0.5030110818812076,yes,yes,no,no,yes,0.5318336270367039
