step,year,land_temp,land_rain,land_evap,sea_evap,sea_rain,to_sea,water,water_err,a,b,a_err,b_err,weathered_a,weathered_b,river_a,river_b,buried_a,buried_b,rivers,lakes,storms,land_water,land_biomass,sea_biomass,land_cover,sea_cover,land_height,litter,eaters,eater_cells,gpp,resp,transp,eaten,decayed,burnt,burnt_cells,genotypes,eater_genotypes,leading,mutant_share,matter,c_err,ms_step
166320,14,21.038,1946.9,1674.5,6.957808e7,4.927070e7,182.8,1.807762e7,3.091e-15,2.712379e5,4.524027e5,1.824e-14,1.415e-15,4.503093e4,4.999044e4,1.479684e4,1.111307e4,4.169845e3,2.621388e3,2119,351,173,1.181858e7,0.04383,0.02725,0.4184,0.2748,0.914,0.01389,3.2378e-5,10273,2.818996e4,3.283708e3,90.9,2.078923e2,4.310441e3,2.836442e1,249,22431,333,493,6.654742e-4,1.351224e4,4.823e-13,1.257
178200,15,21.007,1972.8,1661.9,7.045803e7,4.934327e7,186.7,1.854040e7,1.246e-14,3.136363e5,5.015589e5,7.980e-15,8.367e-14,4.551588e4,5.091883e4,1.265570e4,7.940633e3,3.117455e3,1.762627e3,2124,342,182,1.220786e7,0.06477,0.03112,0.5090,0.2724,1.061,0.01750,2.5494e-5,12163,3.261875e4,4.174188e3,120.7,2.503129e2,5.758514e3,5.412651e1,401,27494,506,509,7.769626e-4,1.764851e4,4.595e-13,1.277
190080,16,21.184,1985.1,1648.1,7.037514e7,4.988061e7,187.5,1.829385e7,1.059e-14,3.570395e5,5.519582e5,5.510e-14,4.429e-14,4.614690e4,5.158610e4,1.236071e4,6.199982e3,2.743658e3,1.186753e3,1934,340,201,1.170333e7,0.08621,0.03483,0.5813,0.2694,1.230,0.02139,3.3259e-5,14538,3.717001e4,5.063708e3,154.0,2.489945e2,7.032508e3,7.253446e1,513,31978,659,516,9.185301e-4,2.187174e4,3.476e-13,1.290
201960,17,21.298,1995.3,1644.2,6.969910e7,4.925057e7,182.7,1.852664e7,5.228e-15,4.006669e5,6.026669e5,1.554e-14,3.593e-14,4.638953e4,5.184588e4,1.172336e4,5.253290e3,2.762106e3,1.137227e3,1974,345,211,1.196237e7,0.10776,0.03794,0.6351,0.2671,1.392,0.02526,3.9064e-5,16492,4.038603e4,5.768821e3,166.0,2.835707e2,8.231332e3,1.172936e2,778,36047,795,525,9.781022e-4,2.598381e4,2.505e-13,1.298
213840,18,21.338,2063.8,1659.7,6.925005e7,4.789634e7,193.4,1.848968e7,8.462e-15,4.446899e5,6.541125e5,3.888e-14,2.776e-14,4.667779e4,5.256054e4,1.118680e4,4.790029e3,2.654803e3,1.114894e3,2208,377,225,1.189482e7,0.12954,0.04076,0.6776,0.2650,1.529,0.02926,4.4158e-5,17639,4.394761e4,6.624564e3,211.3,2.821501e2,9.749189e3,1.437270e2,910,39584,921,523,1.020762e-3,3.009847e4,2.469e-13,1.317
225720,19,21.348,2033.7,1605.9,6.906399e7,4.809238e7,192.5,1.816053e7,3.897e-15,4.876149e5,7.043679e5,1.061e-13,4.644e-14,4.545215e4,5.132330e4,1.069903e4,4.462765e3,2.527198e3,1.067940e3,1998,387,237,1.169257e7,0.14551,0.04183,0.7078,0.2630,1.682,0.03568,4.5321e-5,18557,4.647118e4,7.179796e3,237.0,3.232787e2,1.093694e4,2.305932e2,1266,42947,1027,505,1.140971e-3,3.384823e4,2.135e-13,1.323
237600,20,21.214,1974.8,1517.4,6.953195e7,4.833535e7,195.4,1.774367e7,6.299e-15,5.280211e5,7.521488e5,1.612e-13,7.507e-14,4.329923e4,4.886024e4,1.193981e4,3.963547e3,2.893012e3,1.079309e3,1749,390,247,1.123297e7,0.15472,0.03928,0.7303,0.2607,1.849,0.04385,4.2656e-5,18978,5.003658e4,7.610638e3,266.2,3.129653e2,1.294772e4,3.825415e2,1684,45977,1119,525,1.141523e-3,3.660269e4,7.653e-14,1.333
249480,21,21.151,1943.1,1462.7,7.047760e7,4.839821e7,198.2,1.789913e7,8.949e-15,5.674020e5,7.993455e5,3.303e-14,2.884e-14,4.286399e4,4.828139e4,1.045054e4,3.986323e3,3.483115e3,1.084734e3,1677,380,264,1.147042e7,0.17085,0.03860,0.7510,0.2587,1.922,0.04641,4.7105e-5,19432,5.227748e4,8.121400e3,280.0,3.099417e2,1.490462e4,5.183021e2,2040,48125,1172,468,1.170994e-3,3.880364e4,1.014e-13,1.325
261360,22,21.308,1947.8,1430.5,7.081433e7,4.819788e7,203.2,1.803774e7,2.045e-14,6.074849e5,8.476726e5,9.735e-14,4.326e-14,4.369379e4,4.940053e4,1.007997e4,3.904626e3,3.610870e3,1.073394e3,1805,407,277,1.155443e7,0.18857,0.03953,0.7702,0.2565,2.017,0.04856,4.4129e-5,19722,5.686282e4,8.968481e3,313.4,3.195964e2,1.562317e4,4.446064e2,1945,51035,1296,465,1.301154e-3,4.167345e4,1.945e-13,1.345
273240,23,21.442,1911.4,1393.5,6.929242e7,4.830540e7,188.9,1.812456e7,6.783e-15,6.466847e5,8.948988e5,1.530e-14,9.848e-14,4.289763e4,4.838352e4,9.469522e3,3.597896e3,3.697836e3,1.157375e3,1684,418,288,1.172249e7,0.20546,0.04068,0.7836,0.2541,2.166,0.05123,4.4178e-5,19957,5.860887e4,9.355956e3,327.4,3.174185e2,1.535100e4,6.339944e2,2358,53679,1340,456,1.368555e-3,4.458350e4,9.139e-14,1.345
285120,24,21.252,1921.4,1395.8,6.985057e7,4.918890e7,187.4,1.805737e7,1.073e-14,6.859993e5,9.422876e5,4.633e-14,7.771e-14,4.286163e4,4.858172e4,9.171819e3,3.600395e3,3.547002e3,1.192912e3,1582,411,294,1.141307e7,0.22783,0.04271,0.7938,0.2518,2.260,0.05341,4.6184e-5,20244,6.083295e4,9.983682e3,341.0,3.271516e2,1.595116e4,8.182023e2,2852,56182,1351,449,1.343861e-3,4.813222e4,9.735e-14,1.352
297000,25,21.323,1937.4,1394.6,7.019048e7,4.967029e7,188.5,1.772877e7,1.093e-14,7.255928e5,9.898749e5,1.723e-13,8.538e-14,4.283171e4,4.861240e4,9.025317e3,3.361378e3,3.238235e3,1.025069e3,1713,409,313,1.119432e7,0.25080,0.04490,0.8026,0.2494,2.395,0.05558,4.9902e-5,20699,6.259417e4,1.051801e4,356.3,3.394403e2,1.642277e4,6.915722e2,2699,58464,1393,444,1.188023e-3,5.182463e4,3.271e-14,1.441
308880,26,21.319,1947.9,1380.3,6.981541e7,4.838358e7,188.9,1.826832e7,8.157e-15,7.657545e5,1.037638e6,1.608e-13,1.558e-13,4.325197e4,4.868011e4,9.170592e3,3.316976e3,3.090275e3,9.174230e2,2043,422,328,1.170869e7,0.27562,0.04715,0.8102,0.2478,2.522,0.05801,5.1876e-5,21109,6.463745e4,1.124086e4,374.0,3.535751e2,1.722211e4,6.338810e2,2613,60850,1401,441,1.194734e-3,5.574351e4,4.595e-14,1.380
320760,27,21.365,1962.0,1372.0,7.052686e7,4.845143e7,204.8,1.768988e7,2.001e-14,8.053754e5,1.085136e6,4.756e-14,9.570e-14,4.273382e4,4.840715e4,9.656014e3,3.516487e3,3.112933e3,9.091632e2,2143,430,342,1.125231e7,0.29493,0.04904,0.8155,0.2458,2.690,0.06196,5.3357e-5,21635,6.598249e4,1.175742e4,389.3,3.736260e2,1.776684e4,7.405537e2,3038,63015,1442,435,1.213933e-3,5.936813e4,4.939e-14,1.380
332640,28,21.194,1887.7,1292.7,6.961622e7,4.776472e7,200.0,1.741665e7,2.524e-14,8.438433e5,1.131511e6,1.918e-13,1.132e-14,4.167262e4,4.729805e4,9.949575e3,3.410884e3,3.204673e3,9.231094e2,2039,411,351,1.084068e7,0.30547,0.04974,0.8209,0.2442,2.839,0.06936,5.3127e-5,21975,6.798266e4,1.191836e4,398.8,3.807197e2,1.880062e4,1.091333e3,3401,65052,1425,426,1.284439e-3,6.258268e4,1.291e-14,1.377
344520,29,21.201,1843.1,1240.6,7.038646e7,4.873455e7,198.0,1.716620e7,2.821e-14,8.823617e5,1.177474e6,1.406e-13,4.805e-14,4.200709e4,4.692325e4,1.065056e4,3.715384e3,3.488701e3,9.600023e2,2052,396,360,1.090442e7,0.30886,0.04722,0.8258,0.2427,2.976,0.07660,5.6031e-5,22384,6.939602e4,1.197626e4,404.0,4.069155e2,2.108439e4,1.194542e3,3583,66168,1449,421,1.358894e-3,6.446436e4,3.262e-14,1.357
356400,30,20.889,1847.2,1250.2,6.887844e7,4.886565e7,173.1,1.803424e7,3.945e-14,9.217143e5,1.224398e6,7.919e-14,2.628e-13,4.334446e4,4.789975e4,1.095349e4,3.869279e3,3.991825e3,9.750409e2,2070,387,373,1.135731e7,0.32009,0.04747,0.8299,0.2419,3.017,0.07881,7.3957e-5,22911,7.400764e4,1.242851e4,419.9,5.056635e2,2.319270e4,1.156698e3,3472,67258,1501,439,1.377852e-3,6.647493e4,7.684e-14,1.412
368280,31,20.943,1906.9,1278.3,6.971435e7,4.971418e7,179.7,1.815231e7,2.196e-14,9.613383e5,1.271473e6,1.100e-13,2.254e-13,4.379351e4,4.803207e4,1.168200e4,3.914857e3,4.169518e3,9.573083e2,2081,403,386,1.184360e7,0.34393,0.05002,0.8357,0.2410,3.069,0.07785,7.9244e-5,23630,7.697596e4,1.293712e4,444.4,5.923420e2,2.286649e4,1.151680e3,3437,68227,1412,418,1.421223e-3,6.907280e4,8.975e-14,1.443
380160,32,21.015,1918.6,1264.7,6.960839e7,4.908592e7,189.0,1.776333e7,3.628e-14,9.999229e5,1.317665e6,1.518e-13,1.972e-13,4.275626e4,4.715737e4,1.067927e4,4.791554e3,4.171677e3,9.657829e2,2016,439,394,1.140719e7,0.36121,0.05197,0.8397,0.2405,3.161,0.08037,8.0700e-5,24432,7.853982e4,1.351408e4,468.8,6.041304e2,2.271048e4,1.359799e3,3640,70469,1466,413,1.300731e-3,7.206296e4,8.845e-14,1.492
392040,33,21.203,1940.5,1269.7,6.945961e7,4.801264e7,191.5,1.803012e7,4.112e-14,1.038465e6,1.363892e6,9.405e-14,2.023e-13,4.240439e4,4.717770e4,1.094492e4,4.483686e3,3.862624e3,9.504292e2,2077,438,405,1.202169e7,0.37727,0.05381,0.8427,0.2394,3.131,0.08329,8.6153e-5,25325,7.828090e4,1.389662e4,473.8,6.025215e2,2.334283e4,1.531474e3,4061,72217,1561,408,1.314336e-3,7.508601e4,4.322e-14,1.411
403920,34,21.041,1918.2,1255.2,6.918960e7,4.829228e7,186.5,1.829906e7,3.379e-14,1.077430e6,1.410911e6,1.541e-13,2.003e-13,4.293961e4,4.798517e4,1.074773e4,4.399254e3,3.974704e3,9.660294e2,2091,438,418,1.178068e7,0.38879,0.05476,0.8459,0.2382,2.998,0.08800,1.0432e-4,26212,8.029274e4,1.434297e4,478.7,7.463197e2,2.484202e4,1.446289e3,3911,74008,1642,396,1.315745e-3,7.786629e4,6.391e-14,1.572
415800,35,21.059,1902.7,1239.4,6.954842e7,4.883953e7,193.2,1.763192e7,1.521e-14,1.115335e6,1.457538e6,2.566e-13,1.180e-13,4.197662e4,4.761208e4,1.136706e4,4.472439e3,4.071329e3,9.857261e2,1705,410,437,1.152843e7,0.38931,0.05446,0.8492,0.2370,2.835,0.09271,9.7358e-5,27169,8.009329e4,1.462005e4,472.3,7.477312e2,2.551965e4,1.970081e3,4519,75336,1770,387,1.303288e-3,7.917888e4,8.693e-14,1.536
427680,36,20.979,1832.8,1169.4,7.144698e7,4.944227e7,202.5,1.722989e7,2.984e-14,1.150167e6,1.501099e6,1.522e-13,2.717e-13,3.940772e4,4.456409e4,1.183966e4,4.610797e3,4.575588e3,1.002345e3,1684,416,449,1.082558e7,0.39005,0.05498,0.8530,0.2354,2.676,0.09640,6.5846e-5,27996,7.939057e4,1.447654e4,467.2,5.103000e2,2.470990e4,3.744445e3,6740,76893,1896,379,1.323533e-3,8.032589e4,1.701e-13,1.486
439560,37,20.948,1848.0,1177.4,7.172610e7,4.963202e7,199.6,1.724425e7,1.923e-14,1.184644e6,1.545291e6,3.107e-13,1.840e-13,3.968561e4,4.520863e4,1.235065e4,5.241119e3,5.208895e3,1.016908e3,1579,405,456,1.111980e7,0.39408,0.05456,0.8551,0.2347,2.603,0.10043,7.6026e-5,28322,7.987736e4,1.476284e4,468.3,4.783738e2,2.603269e4,2.698863e3,5527,77763,1983,369,1.420383e-3,8.180216e4,5.675e-14,1.375
451440,38,20.916,1906.0,1224.6,7.231396e7,5.047859e7,187.6,1.832855e7,3.923e-14,1.220707e6,1.591609e6,1.434e-13,2.662e-13,4.195034e4,4.738754e4,1.299390e4,5.415466e3,5.887089e3,1.070044e3,1817,376,470,1.160861e7,0.40460,0.05304,0.8575,0.2345,2.476,0.10514,1.3420e-4,28946,8.593261e4,1.535264e4,489.4,6.889298e2,2.914479e4,2.105569e3,4811,78618,2103,368,1.420057e-3,8.414347e4,1.742e-13,1.385
463320,39,20.780,1950.4,1246.6,7.309667e7,5.099002e7,200.1,1.830249e7,1.486e-14,1.256643e6,1.638795e6,3.089e-13,2.998e-13,4.272692e4,4.827505e4,1.488660e4,5.932903e3,6.791125e3,1.088592e3,2188,449,480,1.206040e7,0.40562,0.05382,0.8607,0.2347,2.524,0.10739,1.6984e-4,29997,8.915014e4,1.570305e4,499.7,1.080978e3,3.009086e4,2.236182e3,4627,79916,2218,358,1.467265e-3,8.512733e4,1.588e-13,1.372
475200,40,20.725,1876.3,1179.9,7.350776e7,5.131332e7,202.3,1.811372e7,1.522e-14,1.291309e6,1.684093e6,1.607e-13,1.741e-13,4.156581e4,4.639641e4,1.319608e4,5.906538e3,6.899915e3,1.098515e3,1943,429,485,1.146915e7,0.41606,0.05666,0.8628,0.2347,2.607,0.10856,1.5825e-4,31191,8.983563e4,1.586062e4,499.4,1.091885e3,2.883470e4,2.908288e3,5546,81240,2445,386,1.371477e-3,8.714836e4,1.376e-13,1.355
487080,41,21.054,1869.7,1166.9,7.339777e7,5.121998e7,203.7,1.776237e7,7.760e-15,1.325384e6,1.727844e6,2.305e-13,3.145e-13,4.078227e4,4.491197e4,1.276961e4,5.153002e3,6.706488e3,1.160628e3,1820,427,494,1.162516e7,0.43156,0.06051,0.8633,0.2348,2.696,0.10662,1.4380e-4,31999,8.849539e4,1.629608e4,497.7,1.038279e3,2.805872e4,3.539411e3,6707,82387,2477,355,1.390864e-3,8.856770e4,1.916e-13,1.329
498960,42,21.237,1842.1,1151.6,7.243527e7,5.027838e7,197.7,1.805382e7,9.904e-15,1.359316e6,1.770798e6,1.350e-13,2.355e-13,3.996777e4,4.413309e4,1.177241e4,4.960402e3,6.036037e3,1.179295e3,1848,449,509,1.150999e7,0.44477,0.06361,0.8645,0.2343,2.800,0.10783,1.4022e-4,32254,8.827317e4,1.655935e4,493.9,9.242174e2,2.767437e4,3.708112e3,6689,83745,2496,353,1.472960e-3,9.090620e4,3.650e-14,1.389
510840,43,21.408,1918.0,1222.5,7.177792e7,5.006662e7,190.2,1.872090e7,0.000e0,1.395740e6,1.816055e6,6.472e-14,1.483e-13,4.202142e4,4.643761e4,1.355879e4,5.298776e3,5.597683e3,1.181009e3,2019,469,521,1.247863e7,0.46264,0.06657,0.8665,0.2340,2.863,0.10654,1.7585e-4,32241,8.894703e4,1.725775e4,496.5,1.039033e3,2.921025e4,3.136119e3,5957,84514,2400,354,1.533213e-3,9.318584e4,1.921e-14,1.422
522720,44,21.242,1986.4,1250.6,7.245804e7,4.951796e7,204.3,1.906321e7,8.012e-15,1.433653e6,1.863755e6,7.730e-14,1.380e-13,4.384116e4,4.891751e4,1.393123e4,6.185428e3,5.927931e3,1.217133e3,2179,480,536,1.242888e7,0.48345,0.06939,0.8683,0.2342,2.906,0.10898,2.4664e-4,33172,9.398026e4,1.787044e4,532.0,1.589218e3,3.041092e4,2.579396e3,4948,85536,2391,355,1.610554e-3,9.679015e4,9.321e-15,1.351
534600,45,21.384,1993.9,1266.7,7.155180e7,4.952836e7,198.8,1.909272e7,1.229e-14,1.472260e6,1.912205e6,2.503e-13,1.500e-13,4.440067e4,4.966478e4,1.355422e4,6.414483e3,5.794098e3,1.214514e3,2117,497,551,1.266699e7,0.49969,0.07147,0.8703,0.2344,2.982,0.10968,2.2682e-4,34328,9.306076e4,1.827529e4,526.2,1.574685e3,3.123539e4,2.762130e3,4967,86935,2490,351,1.580181e-3,9.924197e4,2.097e-14,1.318
546480,46,21.202,1972.7,1237.7,7.034753e7,4.897403e7,198.0,1.856381e7,8.428e-15,1.510937e6,1.960994e6,1.535e-13,7.741e-14,4.459949e4,5.010814e4,1.383081e4,6.550943e3,5.922189e3,1.319601e3,2032,467,553,1.170801e7,0.51966,0.07054,0.8719,0.2346,3.012,0.11515,2.6403e-4,35827,9.581844e4,1.894847e4,545.7,1.718612e3,3.248350e4,2.305114e3,4578,87848,2644,343,1.457619e-3,1.028802e5,3.946e-14,1.317
558360,47,21.203,1916.3,1210.1,7.039742e7,4.929210e7,194.0,1.820640e7,1.207e-14,1.548279e6,2.009362e6,8.331e-14,1.074e-13,4.404253e4,4.985060e4,1.416336e4,6.125914e3,6.700346e3,1.482846e3,1906,434,562,1.152491e7,0.52435,0.06875,0.8740,0.2350,3.145,0.12054,2.6478e-4,37078,9.521495e4,1.914088e4,513.9,1.813803e3,3.398340e4,2.443324e3,4758,88291,2889,351,1.508913e-3,1.045789e5,5.524e-14,1.311
570240,48,21.293,1914.6,1226.0,7.038935e7,4.946726e7,184.6,1.870689e7,7.766e-15,1.585525e6,2.057850e6,1.385e-13,7.875e-14,4.428664e4,5.002164e4,1.385832e4,6.767445e3,7.040953e3,1.533016e3,2078,414,575,1.153741e7,0.52549,0.06894,0.8747,0.2354,3.255,0.12254,2.8831e-4,37965,9.748640e4,1.974422e4,503.9,2.006184e3,3.550976e4,2.941342e3,5379,88838,3120,352,1.534076e-3,1.052462e5,2.392e-14,1.312
582120,49,21.244,1923.1,1208.1,7.007658e7,4.879723e7,193.1,1.862824e7,7.599e-15,1.622667e6,2.105983e6,1.673e-13,1.044e-13,4.451539e4,4.962932e4,1.565595e4,7.074039e3,7.373511e3,1.496130e3,2247,441,586,1.193336e7,0.53734,0.07190,0.8761,0.2360,3.320,0.12452,2.8682e-4,38856,9.796276e4,1.975707e4,518.4,2.045185e3,3.462678e4,2.723172e3,5119,89849,3372,350,1.550765e-3,1.077504e5,3.525e-14,1.302
594000,50,21.179,1884.5,1176.7,6.972904e7,4.954583e7,182.7,1.859762e7,1.202e-15,1.658879e6,2.153469e6,9.937e-14,4.736e-14,4.386760e4,4.896896e4,1.495822e4,6.488785e3,7.655633e3,1.483749e3,2031,423,596,1.149853e7,0.54929,0.07526,0.8773,0.2367,3.350,0.12754,3.3483e-4,39743,1.007323e5,1.999213e4,528.9,2.264301e3,3.464937e4,3.130645e3,5568,90845,3511,372,1.515339e-3,1.106093e5,1.074e-13,1.299
605880,51,21.142,1877.2,1162.6,6.991653e7,4.965781e7,186.1,1.826649e7,6.118e-15,1.694683e6,2.200367e6,1.205e-13,7.132e-14,4.317688e4,4.820765e4,1.473554e4,6.135581e3,7.372185e3,1.308887e3,1799,390,609,1.150654e7,0.56605,0.07935,0.8777,0.2375,3.456,0.12816,3.3357e-4,40533,1.004662e5,2.001117e4,528.4,2.411426e3,3.422389e4,3.406139e3,5656,91920,3747,340,1.358682e-3,1.127298e5,2.001e-14,1.286
617760,52,21.092,1881.7,1189.5,6.948679e7,5.013194e7,171.1,1.869800e7,5.579e-15,1.731396e6,2.247746e6,9.104e-14,1.032e-13,4.387572e4,4.861290e4,1.547178e4,6.321231e3,7.163632e3,1.234080e3,1886,397,621,1.151631e7,0.57764,0.08206,0.8782,0.2379,3.553,0.12759,3.5526e-4,41295,1.012121e5,2.025888e4,521.0,2.470904e3,3.500045e4,3.630493e3,5980,93272,3900,338,1.546113e-3,1.143725e5,1.998e-14,1.358
629640,53,20.964,1947.0,1211.9,7.005468e7,4.993288e7,182.0,1.869158e7,3.787e-15,1.768331e6,2.296437e6,1.484e-13,8.496e-14,4.452387e4,4.995908e4,1.554007e4,6.283261e3,7.588192e3,1.268344e3,2051,437,630,1.192805e7,0.60051,0.08451,0.8795,0.2384,3.514,0.12919,3.4836e-4,42261,1.024607e5,2.040502e4,549.4,2.575525e3,3.548308e4,2.733957e3,4823,94157,4008,333,1.464590e-3,1.179998e5,4.094e-14,1.273
641520,54,21.054,1945.4,1191.7,6.947917e7,4.920123e7,185.8,1.841256e7,1.477e-14,1.804036e6,2.344090e6,5.627e-14,1.909e-13,4.353060e4,4.901547e4,1.557974e4,6.206818e3,7.825490e3,1.362120e3,1768,460,640,1.151302e7,0.62050,0.08621,0.8804,0.2391,3.556,0.13263,3.7682e-4,43216,1.041941e5,2.123569e4,571.7,2.558622e3,3.593624e4,2.884105e3,5196,94694,4123,325,1.272053e-3,1.214765e5,2.252e-14,1.295
