step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,933,29.21,4.13,5.32,0.99,13.54,1.24,2.45,0.399,0.255,481929.3,377422.5,8,127,4.08,2.64,1.42,18.7416,413.25,35357.4,0.0279,42.4022,5462,39.2032,935,3.1842,19436.5,147.65,3.0625,0.0,0.0000,1.000,0.6946
10000,1,748,31.24,4.40,5.44,1.28,14.53,1.29,2.50,0.417,0.220,486786.5,397674.5,7,125,4.35,2.74,1.48,19.9680,337.83,33456.9,0.0342,42.8445,5461,39.1960,933,3.3442,20423.0,90.55,10.8253,0.0,0.0000,1.000,0.3296
10000,2,632,29.32,3.78,5.29,0.95,14.41,1.20,2.28,0.405,0.176,397536.7,301885.5,7,132,4.13,2.47,1.41,14.2548,267.86,38790.8,0.0302,34.4092,5461,39.1960,670,2.3129,13694.3,61.79,26.3335,0.0,0.0000,1.000,0.1150
20000,0,965,25.93,3.18,5.09,0.52,12.42,1.16,2.19,0.383,0.236,251360.9,190299.0,2,128,3.89,2.29,1.41,5.3234,347.29,22915.1,0.6652,24.5832,5462,15.1163,694,0.7405,4440.1,147.65,1.4079,0.0,0.0000,1.000,0.6946
20000,1,906,27.47,3.73,5.02,0.61,12.59,1.13,2.41,0.376,0.226,138876.8,102471.5,2,168,3.98,2.45,1.55,2.7365,312.93,40287.4,0.0000,13.4958,5461,15.1135,625,0.3803,2153.6,90.55,3.0143,0.0,0.0000,1.000,0.3296
20000,2,608,28.39,3.44,5.90,0.77,13.16,1.19,2.17,0.377,0.162,100328.9,68312.7,2,166,4.07,2.37,1.33,1.7476,237.71,49041.5,0.0000,9.8329,5461,15.1135,462,0.2296,1259.1,61.79,6.7534,0.0,0.0000,1.000,0.1150
30000,0,925,24.89,2.73,4.33,1.00,13.06,0.98,2.11,0.399,0.223,446624.2,439214.4,1,118,3.82,2.13,1.26,15.8727,230.42,34663.3,0.0029,43.1129,5462,37.5723,898,2.3940,15389.2,147.65,3.0250,0.0,0.0000,1.000,0.6946
30000,1,969,25.73,3.30,4.10,0.83,12.94,1.04,2.27,0.412,0.235,455410.4,440868.1,2,149,3.91,2.30,1.34,16.4382,257.41,34069.5,0.0000,43.8620,5461,37.5655,733,2.5291,16435.0,90.55,10.7898,0.0,0.0000,1.000,0.3296
30000,2,763,25.27,3.24,4.21,1.12,12.36,1.02,2.27,0.400,0.183,362098.7,322435.9,2,194,3.87,2.27,1.36,10.7351,181.19,39776.2,0.0000,35.1413,5461,37.5655,550,1.6398,10484.8,61.79,26.1054,0.0,0.0000,1.000,0.1150
40000,0,983,22.79,3.69,4.42,0.43,10.44,1.03,2.51,0.419,0.214,249914.5,190886.7,4,159,3.63,2.55,1.47,5.1106,256.36,23086.3,0.8499,24.4700,5462,15.2457,682,0.6767,4192.5,147.65,1.4047,0.0,0.0000,1.000,0.6946
