step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,2843,1.032,0.866,19.87,170731,123344,0,43921,2093,3265095,1290338.9,1339136.8,0.065,0.733,0.106,0.095,78,22.94,17.44,0.55,2.46,5.13,7.64,0.95,3.00,10.10,12.06,0.01,0.14,0.186,0.192,2079,0.028,0.048,0.919,0.009,0.024,318821,213836,8,0.195,0.690,0.212,5765349,0.174,2.063,0.086,119.11,144358,199,0.410,0.195,0.437,22927327,1.19,5.68,0.124,0.715,0.004,4.3,18.5,46.0,162.0,47584,0.182,0.00,0.0045,0.096,707,0.783,0.001,0.679,0.481,3.65,4.73,4.58,0.01,0.005,1.23,1.16,1.19,0.826,0.00676,82.66,63.8643,1277.26,107603.2,140199.5,0.089,27.7810,279.599,0.000,1.000,0.078,85.2,111.163,116.756,2253,11105.1,20.37,109.367,6.38,9.071,142.6,5.493,0.134,2.00,4.9531,14081.5,0.5264,0.3016,16.74,1.498,0.574,1.5488,0.0000,0.476,0.185,0.393,0.0000,5.91,0.87,3,13,36,81,94.2612,0.0215,0.4365,0.0000,0.0000,42.8199,100.00,77.2666,271.7973,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0036,0.0014,0.000008,2,0.2173,0.0130,0.0113,44,142,423,0.1984,0.0367,0.0000,0.000,0.0000,0.0000,0.0000
20000,2781,0.912,0.592,20.70,56171,43484,0,12537,183,858457,469315.3,345997.5,0.020,0.746,0.082,0.152,149,20.70,15.83,0.18,1.14,4.85,7.01,1.15,2.64,10.31,11.32,0.01,0.16,0.148,0.180,1678,0.044,0.088,0.889,0.004,0.019,63029,33624,5,0.283,0.336,0.289,3724070,0.220,1.627,0.055,45.73,38667,316,0.403,0.198,0.342,5884710,1.06,5.21,0.282,0.554,0.004,2.8,20.0,44.0,128.0,45888,0.175,0.00,0.0016,0.108,706,0.504,0.000,0.497,0.232,3.46,4.18,4.47,0.01,0.005,1.06,1.07,1.06,0.535,0.00395,15.19,8.2319,537.33,110371.4,140199.5,0.733,3.6281,100.996,0.000,1.000,0.388,81.0,43.173,26.520,1688,7401.2,14.32,20.150,5.34,0.793,62.4,0.497,0.136,2.00,5.8819,16357.6,0.6342,0.3458,16.50,1.290,0.628,0.4512,0.0000,0.396,0.180,0.243,0.0000,5.56,1.13,3,16,33,64,34.2274,0.6921,0.4272,0.0000,0.0000,11.4798,100.00,103.8705,216.9924,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0030,0.0013,0.000005,29,0.1831,0.0262,0.0152,43,135,549,0.0834,0.0110,0.0000,0.000,0.0000,0.0000,0.0000
30000,2968,0.832,0.710,26.44,151706,116606,0,34451,379,2351045,1206855.8,960589.1,0.035,0.762,0.060,0.143,78,24.26,12.08,0.14,1.02,5.45,5.05,0.14,1.13,10.18,9.64,0.01,0.13,0.184,0.153,1637,0.037,0.071,0.920,0.003,0.006,225732,124094,26,0.164,0.448,0.052,6563589,0.134,1.822,0.068,122.27,121504,227,0.409,0.185,0.361,25155273,1.04,2.83,0.437,0.506,0.002,5.8,28.0,32.0,75.0,47248,0.180,0.00,0.0040,0.125,780,0.751,0.001,0.614,0.363,3.32,4.13,4.23,0.01,0.003,1.05,1.05,1.04,0.780,0.00657,83.81,30.4281,454.13,95828.6,140199.5,0.021,9.7213,275.251,0.000,1.000,0.117,95.2,116.689,106.830,1978,9285.7,16.83,83.682,5.11,5.599,105.2,3.787,0.135,1.99,9.6822,28736.6,0.8385,0.3187,15.92,1.587,0.579,1.5488,0.0000,0.520,0.238,0.438,0.0000,4.83,1.12,5,16,25,64,100.8218,0.1445,0.5024,0.0000,0.0000,42.0534,100.00,78.7006,298.6716,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0030,0.0012,0.000005,83,1.5661,0.1297,0.0229,48,150,499,0.0869,0.0132,0.0000,0.000,0.0000,0.0000,0.0000
40000,2875,0.918,0.820,23.25,44666,34248,0,10177,216,443776,464759.9,243512.8,0.039,0.775,0.047,0.139,173,21.21,13.54,0.03,0.57,4.55,4.47,0.25,1.38,8.19,6.30,0.00,0.00,0.158,0.144,1293,0.114,0.140,0.848,0.002,0.010,43340,21409,10,0.379,0.025,0.050,610019,0.183,2.027,0.083,45.93,26815,340,0.549,0.199,0.329,6615460,1.01,5.54,0.407,0.462,0.000,3.6,25.0,32.0,162.0,37401,0.143,0.00,0.0020,0.130,662,0.518,0.000,0.383,0.143,2.95,3.40,4.33,0.00,0.000,1.01,1.01,1.01,0.534,0.00395,14.40,5.6851,255.40,99294.8,140199.5,1.240,2.0284,98.637,0.000,1.000,0.327,78.3,45.086,22.174,2193,11300.1,12.62,15.944,4.14,0.839,220.4,0.492,0.133,2.00,8.1838,23528.5,0.8536,0.4589,13.01,1.559,0.565,0.4512,0.0000,0.659,0.227,0.771,0.0000,5.20,1.49,4,15,16,81,36.3834,0.4598,0.4323,0.0000,0.0000,11.5260,100.00,101.7574,239.6185,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0022,0.0010,0.000003,118,1.0725,0.0682,0.0421,50,162,773,0.0591,0.0093,0.0000,0.000,0.0000,0.0000,0.0000
50000,3364,0.727,0.447,26.70,122752,90685,0,30173,719,1270118,1217124.0,700387.6,0.056,0.769,0.048,0.127,89,22.48,11.38,0.02,0.40,4.39,4.08,0.06,0.51,9.10,6.12,0.00,0.00,0.158,0.136,1849,0.038,0.086,0.906,0.003,0.006,156890,90433,14,0.285,0.042,0.020,1500299,0.201,1.316,0.036,123.07,84533,216,0.551,0.222,0.218,28885768,1.01,4.09,0.389,0.537,0.000,5.4,28.0,32.0,128.0,45641,0.174,0.00,0.0040,0.118,880,0.787,0.000,0.540,0.267,3.07,3.67,4.24,0.00,0.000,1.00,1.01,1.01,0.803,0.00529,79.30,27.1953,599.91,85290.6,140199.5,1.206,9.6227,273.552,0.000,1.000,0.057,95.3,119.102,107.514,1271,4994.5,13.32,83.684,4.02,7.056,33.7,4.264,0.135,2.00,12.9422,43537.6,1.2314,0.3972,13.57,1.651,0.553,1.5488,0.0000,0.420,0.250,0.243,0.0000,4.94,1.46,5,16,18,64,105.2583,0.1403,0.4926,0.0000,0.0000,43.1179,100.00,60.5623,311.9985,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0021,0.0009,0.000003,686,4.8162,0.2414,0.0458,50,159,636,0.1219,0.0203,0.0000,0.000,0.0000,0.0000,0.0000
60000,2610,0.765,0.155,23.02,29832,23719,0,6297,149,249073,445451.4,203421.5,0.044,0.770,0.030,0.156,210,19.69,12.72,0.00,0.04,4.43,4.37,0.02,0.28,7.15,3.82,0.00,0.00,0.152,0.141,1082,0.063,0.190,0.799,0.002,0.009,25392,11477,9,0.378,0.068,0.008,182016,0.188,0.459,0.003,43.87,17779,566,0.817,0.164,0.298,5369563,1.00,6.47,0.411,0.511,0.000,2.6,24.0,32.0,72.0,30283,0.116,0.00,0.0024,0.141,670,0.429,0.000,0.300,0.091,2.89,3.27,4.26,0.00,0.000,1.00,1.00,1.00,0.439,0.00449,18.19,6.5640,118.38,106350.3,140199.5,0.661,1.8600,94.838,0.000,1.000,0.358,71.4,44.216,11.738,286,737.0,8.01,6.840,3.76,0.105,1.2,0.075,0.137,2.01,10.8123,28220.1,1.2588,0.6250,11.60,1.534,0.575,0.4512,0.0000,0.322,0.185,0.160,0.0000,5.32,1.63,3,14,16,49,34.9030,1.4975,0.4065,0.0000,0.0000,11.1051,100.00,100.6014,223.5316,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0015,0.0007,0.000003,421,1.9003,0.0935,0.0911,53,191,1568,0.1050,0.0182,0.0000,0.000,0.0000,0.0000,0.0000
70000,3402,0.642,0.304,27.70,66274,47176,0,15814,318,533091,1129726.0,566036.4,0.127,0.673,0.060,0.140,121,21.74,11.36,0.00,0.05,4.16,3.25,0.01,0.27,7.80,3.80,0.00,0.00,0.157,0.112,1706,0.137,0.081,0.912,0.002,0.005,66359,30329,11,0.350,0.126,0.003,197208,0.209,0.966,0.018,115.38,43766,373,1.062,0.124,0.183,20794152,1.00,3.79,0.380,0.572,0.000,4.0,28.0,32.0,70.0,40731,0.155,0.00,0.0043,0.123,814,0.704,0.000,0.427,0.143,3.04,3.57,4.10,0.00,0.000,1.00,1.00,1.00,0.712,0.00582,91.45,34.1573,881.90,75004.1,140199.5,5.532,9.4491,249.000,0.000,1.000,0.000,92.8,104.348,77.751,728,2356.3,14.73,52.114,3.88,1.556,9.1,1.091,0.137,1.99,16.5954,56457.7,1.7195,0.5837,11.97,1.743,0.490,1.5488,0.0000,0.230,0.158,0.074,0.0000,4.71,1.36,4,14,16,43,89.1106,0.8386,0.4900,0.0000,0.0000,39.8330,100.00,47.8673,259.7704,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0012,0.0005,0.000002,2174,8.5852,0.3454,0.1063,58,194,1673,0.1949,0.0355,0.0000,0.000,0.0000,0.0000,0.0000
80000,2547,0.770,0.141,24.15,26757,20428,0,6302,131,203249,428518.1,214847.4,0.057,0.703,0.026,0.213,215,20.33,12.48,0.02,0.46,4.73,4.24,0.05,0.68,6.93,3.76,0.00,0.06,0.165,0.143,1098,0.057,0.216,0.780,0.001,0.004,22097,9452,8,0.363,0.231,0.019,167624,0.164,0.364,0.002,42.47,16360,643,1.057,0.113,0.287,3940926,1.01,5.97,0.416,0.504,0.002,2.6,28.0,32.0,50.0,29907,0.114,0.00,0.0024,0.148,690,0.346,0.000,0.244,0.074,2.97,3.35,4.25,0.01,0.004,1.01,1.01,1.01,0.355,0.00514,20.11,7.8479,136.90,106432.5,140199.5,0.351,1.9528,93.124,0.000,1.000,0.356,71.5,43.680,6.790,198,421.7,12.22,2.214,3.75,0.021,0.3,0.015,0.136,2.00,11.1444,28384.9,1.2402,0.7636,11.74,1.570,0.569,0.4512,0.0000,0.293,0.159,0.074,0.0000,5.21,1.63,3,15,16,50,33.1192,2.2400,0.3962,0.0000,0.0000,10.9791,100.00,99.5421,196.7275,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0013,0.0006,0.000003,751,2.4359,0.1225,0.1174,55,194,2175,0.1174,0.0204,0.0000,0.000,0.0000,0.0000,0.0000
90000,3169,0.595,0.212,27.55,62867,43898,0,15891,322,502070,1118535.2,557950.7,0.130,0.644,0.069,0.157,128,21.41,11.35,0.00,0.09,4.03,3.22,0.00,0.05,7.82,3.83,0.00,0.00,0.153,0.112,1647,0.108,0.093,0.905,0.000,0.002,60751,25807,15,0.232,0.168,0.002,368518,0.207,0.682,0.008,113.87,40787,369,1.111,0.105,0.211,18778541,1.00,3.88,0.368,0.583,0.000,4.1,26.0,32.0,66.0,37587,0.143,0.00,0.0045,0.133,784,0.674,0.001,0.389,0.133,3.06,3.55,4.12,0.00,0.000,1.00,1.00,1.00,0.683,0.00673,95.35,33.4102,601.74,83560.4,140199.5,3.935,8.9538,246.349,0.000,1.000,0.003,95.9,103.879,68.542,410,1119.6,14.11,45.515,3.89,1.252,4.2,0.900,0.134,2.00,15.7217,49822.0,1.6407,0.6092,11.86,1.724,0.501,1.5488,0.0000,0.221,0.169,0.067,0.0000,4.73,1.32,4,14,16,45,87.8569,0.8263,0.5036,0.0000,0.0000,39.3466,100.00,49.6387,245.8093,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0011,0.0005,0.000002,2134,8.7980,0.3263,0.1136,59,206,2094,0.2048,0.0376,0.0000,0.000,0.0000,0.0000,0.0000
100000,2396,0.757,0.140,25.40,24556,18667,0,5919,100,189644,428471.6,203448.5,0.051,0.690,0.026,0.233,225,21.24,12.44,0.00,0.12,5.17,4.28,0.01,0.16,6.75,3.15,0.00,0.00,0.177,0.139,939,0.100,0.212,0.782,0.001,0.005,20528,8656,9,0.326,0.182,0.002,36903,0.222,0.361,0.002,42.64,15312,654,1.073,0.108,0.245,3397298,1.00,5.38,0.452,0.457,0.000,3.3,30.0,32.0,50.0,28587,0.109,0.00,0.0027,0.157,640,0.317,0.000,0.213,0.077,2.97,3.34,4.19,0.00,0.000,1.00,1.00,1.00,0.326,0.00577,19.81,7.2380,190.49,104751.7,140199.5,0.446,1.7492,91.213,0.000,0.998,0.341,68.3,43.011,5.956,135,292.7,10.80,1.298,3.76,0.005,0.2,0.004,0.136,1.99,12.6285,30257.9,1.3351,0.7816,11.93,1.618,0.550,0.4512,0.0000,0.261,0.170,0.058,0.0000,5.05,1.52,3,15,16,29,32.0616,2.2445,0.3961,0.0000,0.0000,11.0320,100.00,100.2732,197.5193,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0012,0.0006,0.000003,643,2.3167,0.1348,0.1222,56,200,2190,0.1010,0.0159,0.0000,0.000,0.0000,0.0000,0.0000
