step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1027,22.07,0.19,5.20,1.05,12.37,0.00,1.06,0.000,0.221,482348.6,430528.1,3,101,3.57,1.04,1.08,20.6696,437.39,35104.0,0.0277,42.2698,5462,37.6882,511,3.0506,18699.2,148.26,2.1486,0.0,0.0000,1.000,0.7810
10000,1,878,22.75,0.21,4.89,0.88,14.01,0.02,1.08,0.006,0.200,484822.4,441814.4,4,127,3.66,1.06,1.10,21.5786,424.04,36552.2,0.0341,42.5079,5461,37.6813,486,3.1416,19455.8,93.87,10.5192,0.0,0.0000,1.000,0.3216
10000,2,624,24.28,0.37,4.83,1.19,14.77,0.02,1.11,0.006,0.152,389777.9,291773.0,3,144,3.84,1.14,1.08,14.1700,214.67,40873.9,0.0308,33.6198,5461,37.6813,293,2.0506,12144.8,57.87,27.6295,0.0,0.0000,1.000,0.0291
20000,0,1122,21.77,0.31,5.68,1.11,9.46,0.00,1.12,0.000,0.211,241060.9,197249.8,6,107,3.36,1.07,1.15,6.1125,483.69,24032.8,0.0000,24.2328,5462,14.2092,901,0.2399,1568.1,148.26,0.9768,0.0,0.0000,1.000,0.7810
20000,1,908,20.37,0.28,5.65,1.02,7.81,0.00,1.10,0.000,0.155,135737.2,89749.7,6,135,3.17,1.05,1.12,2.7613,417.00,38508.8,0.0000,13.6705,5461,14.2066,790,0.0879,552.4,93.87,2.9150,0.0,0.0000,1.000,0.3216
20000,2,616,21.91,0.27,5.96,1.60,8.30,0.00,1.08,0.000,0.114,90120.6,48525.6,5,174,3.37,1.03,1.11,1.5474,242.85,47680.5,0.0000,9.0734,5461,14.2066,383,0.0245,160.3,57.87,6.8974,0.0,0.0000,1.000,0.0291
30000,0,930,27.07,0.12,5.89,0.40,12.33,0.00,1.04,0.001,0.199,459958.2,531005.4,7,146,3.38,1.04,1.05,20.0306,126.05,29528.1,0.0000,44.0846,5462,34.9388,341,1.9178,12626.5,148.26,2.1885,0.0,0.0000,1.000,0.7810
30000,1,836,27.10,0.13,5.95,0.58,12.11,0.00,1.04,0.001,0.178,460246.2,556174.8,8,169,3.36,1.04,1.05,21.6404,161.94,33528.1,0.0000,44.2177,5461,34.9324,359,1.9760,13053.2,93.87,10.6013,0.0,0.0000,1.000,0.3216
30000,2,555,27.32,0.04,5.77,0.55,14.07,0.00,1.02,0.002,0.132,353738.9,386730.9,9,175,3.58,1.03,1.03,13.4445,159.69,43405.5,0.0000,34.3895,5461,34.9324,96,1.2185,7887.6,57.87,27.2078,0.0,0.0000,1.000,0.0291
40000,0,868,29.87,0.31,6.75,1.25,9.90,0.02,1.10,0.012,0.181,248053.5,131086.8,6,127,3.37,1.09,1.11,3.2855,204.95,21578.8,0.0229,24.6977,5462,15.3247,404,0.1565,1097.8,148.26,0.9842,0.0,0.0000,1.000,0.7810
40000,1,623,29.71,0.08,6.93,1.67,9.66,0.01,1.03,0.005,0.131,139277.6,60916.2,6,171,3.36,1.03,1.03,1.8071,76.21,39482.0,0.0000,13.7698,5461,15.3219,244,0.0343,261.6,93.87,2.9176,0.0,0.0000,1.000,0.3216
40000,2,521,27.66,0.14,6.81,1.38,9.99,0.02,1.05,0.012,0.109,91350.1,32575.2,6,222,3.40,1.06,1.05,1.1496,79.93,50573.4,0.0000,9.1400,5461,15.3219,114,0.0102,71.9,57.87,6.8935,0.0,0.0000,1.000,0.0291
50000,0,1051,26.15,0.17,4.52,0.22,11.06,0.16,1.05,0.055,0.192,451665.8,223156.8,17,181,3.10,1.08,1.02,9.3836,202.06,26025.5,0.0398,43.5681,5462,38.6124,327,1.7035,11534.3,148.26,2.1491,0.0,0.0000,1.000,0.7810
50000,1,899,24.89,0.12,4.19,0.20,11.57,0.09,1.04,0.031,0.165,448721.3,229484.2,19,202,3.17,1.06,1.03,9.4894,181.04,31987.7,0.0010,43.3655,5461,38.6053,276,1.7183,11773.6,93.87,10.4369,0.0,0.0000,1.000,0.3216
50000,2,646,25.23,0.13,4.54,0.16,12.49,0.09,1.05,0.029,0.129,346910.1,155250.2,19,253,3.26,1.06,1.05,6.0407,173.43,42516.9,0.0000,33.9411,5461,38.6053,103,0.7846,5451.0,57.87,26.8728,0.0,0.0000,1.000,0.0291
60000,0,881,25.53,0.07,5.16,0.66,10.60,0.01,1.02,0.006,0.166,249422.8,104149.8,10,142,3.21,1.02,1.02,3.2650,101.85,20260.3,0.0063,24.7870,5462,15.4679,268,0.0996,734.1,148.26,1.0027,0.0,0.0000,1.000,0.7810
60000,1,775,25.23,0.03,4.99,0.79,10.45,0.00,1.01,0.001,0.144,139517.8,47909.3,8,231,3.18,1.02,1.01,1.8422,132.23,38046.5,0.0000,13.8491,5461,15.4651,233,0.0271,212.2,93.87,2.9547,0.0,0.0000,1.000,0.3216
60000,2,545,26.80,0.02,5.68,1.10,10.10,0.00,1.01,0.000,0.105,92192.3,28567.0,7,241,3.23,1.01,1.02,1.2791,71.14,49272.1,0.0000,9.2438,5461,15.4651,128,0.0113,84.4,57.87,7.0005,0.0,0.0000,1.000,0.0291
70000,0,920,25.27,0.05,3.53,0.08,10.48,0.00,1.03,0.002,0.150,446427.0,194104.1,9,176,2.95,1.03,1.02,9.2112,334.60,22649.6,0.2420,43.3655,5462,38.1163,371,1.4406,9671.8,148.26,2.1252,0.0,0.0000,1.000,0.7810
70000,1,949,24.10,0.06,3.71,0.07,9.99,0.00,1.02,0.001,0.150,447814.1,200843.1,10,248,2.95,1.03,1.02,9.3853,302.72,28169.1,0.0347,43.4173,5461,38.1094,320,1.5595,10645.1,93.87,10.4329,0.0,0.0000,1.000,0.3216
70000,2,709,24.25,0.04,3.79,0.08,10.72,0.00,1.02,0.003,0.118,348563.7,141415.1,10,290,3.01,1.02,1.01,6.6977,295.06,38966.0,0.0000,34.1608,5461,38.1094,280,0.7957,5487.2,57.87,27.1721,0.0,0.0000,1.000,0.0291
