step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,978,27.18,4.06,4.66,0.44,11.71,1.11,2.51,0.421,0.236,471906.6,438524.8,4,139,3.73,2.66,1.44,19.1308,283.90,34180.5,0.0328,41.2683,5462,37.5977,851,3.2764,19706.3,160.59,3.2594,0.0,0.0000,1.000,0.7105
10000,1,752,27.77,3.95,4.27,0.31,12.77,0.96,2.52,0.411,0.181,452112.9,412776.3,3,164,3.88,2.60,1.45,18.5106,157.91,33587.7,0.0308,39.4732,5461,37.5908,781,3.0527,18435.3,80.07,14.5645,0.0,0.0000,1.000,0.1979
10000,2,734,27.87,3.39,4.19,0.56,13.93,0.96,2.33,0.358,0.186,395458.1,329887.7,4,164,3.87,2.44,1.38,14.0923,151.26,39287.8,0.0307,34.1224,5461,37.5908,662,2.4338,14246.4,59.33,26.5463,0.0,0.0000,1.000,0.0179
20000,0,986,25.91,4.02,4.41,0.40,11.40,0.97,2.39,0.357,0.228,261128.9,188427.0,5,173,3.78,2.54,1.40,4.6212,199.76,28200.2,0.0000,25.6375,5462,15.7413,442,0.4798,3081.2,160.59,1.5585,0.0,0.0000,1.000,0.7105
20000,1,779,25.88,3.98,5.36,0.46,10.50,1.04,2.33,0.357,0.180,143011.1,87048.0,4,165,3.72,2.54,1.34,1.9719,222.43,37099.9,0.0000,13.9168,5461,15.7384,371,0.2001,1288.8,80.07,4.5160,0.0,0.0000,1.000,0.1979
20000,2,641,27.58,4.51,5.10,0.44,11.06,1.13,2.52,0.396,0.156,98428.7,55034.3,4,162,3.80,2.77,1.42,1.2729,123.87,47920.9,0.0000,9.5843,5461,15.7384,292,0.1120,704.6,59.33,6.7792,0.0,0.0000,1.000,0.0179
30000,0,1024,25.95,4.16,4.53,0.31,11.04,1.08,2.43,0.371,0.234,419114.3,317975.9,3,151,3.72,2.59,1.44,9.1212,240.58,35802.1,0.0000,40.8242,5462,35.6736,369,1.1164,7826.0,160.59,3.0847,0.0,0.0000,1.000,0.7105
30000,1,783,25.42,3.93,4.16,0.35,11.66,1.04,2.33,0.358,0.181,400291.0,297302.4,3,168,3.66,2.47,1.40,8.6699,133.71,36203.2,0.0000,38.9863,5461,35.6671,221,1.0550,7408.5,80.07,13.7614,0.0,0.0000,1.000,0.1979
30000,2,593,25.43,3.85,4.16,0.23,11.91,1.03,2.29,0.361,0.137,342585.4,242556.6,3,145,3.78,2.49,1.36,6.4903,112.56,41688.3,0.0000,33.5690,5461,35.6671,209,0.6901,4880.7,59.33,25.0569,0.0,0.0000,1.000,0.0179
40000,0,939,26.18,3.88,5.46,0.46,10.52,1.02,2.35,0.358,0.220,251478.7,162684.6,5,171,3.74,2.50,1.41,3.6573,274.09,28857.2,0.0000,25.1438,5462,15.3007,573,0.1837,1261.9,160.59,1.5218,0.0,0.0000,1.000,0.7105
40000,1,726,23.91,3.15,4.73,0.45,10.61,0.84,2.07,0.284,0.157,135880.0,77841.5,5,180,3.65,2.23,1.31,1.7252,158.97,38220.1,0.0000,13.5617,5461,15.2979,225,0.0509,356.9,80.07,4.3637,0.0,0.0000,1.000,0.1979
40000,2,608,24.72,3.18,5.62,0.52,9.96,0.95,2.04,0.322,0.133,93854.9,51169.8,5,174,3.63,2.23,1.26,1.1617,118.14,49022.4,0.0000,9.3678,5461,15.2979,173,0.0245,171.0,59.33,6.5693,0.0,0.0000,1.000,0.0179
50000,0,922,26.84,4.27,4.40,0.40,12.28,1.11,2.43,0.368,0.224,411837.7,331886.8,6,155,3.82,2.65,1.42,9.3249,220.38,36266.9,0.0000,40.1671,5462,34.9095,426,0.9005,6499.9,160.59,2.9998,0.0,0.0000,1.000,0.7105
50000,1,718,26.45,4.21,4.27,0.36,12.00,1.12,2.41,0.376,0.171,392914.6,308323.4,6,172,3.75,2.63,1.43,8.7106,123.69,36246.5,0.0000,38.4788,5461,34.9031,235,0.8273,6020.7,80.07,13.4230,0.0,0.0000,1.000,0.1979
50000,2,660,25.68,3.93,4.75,0.44,11.23,1.22,2.29,0.394,0.154,335318.1,248560.7,5,192,3.71,2.53,1.34,6.2186,88.75,41924.6,0.0000,33.0294,5461,34.9031,190,0.4757,3523.4,59.33,24.4591,0.0,0.0000,1.000,0.0179
