step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,2529,1.014,0.528,18.32,155665,108230,0,44877,1469,2605153,1300185.1,1147029.1,0.189,0.549,0.206,0.056,86,22.85,17.67,0.24,1.74,5.00,7.73,1.03,2.34,13.53,14.35,0.01,0.20,0.147,0.186,1760,0.039,0.046,0.931,0.003,0.020,259621,177234,4,0.015,0.951,0.272,5757918,0.234,1.557,0.047,118.40,124024,220,0.440,0.218,0.329,15117605,1.08,6.17,0.221,0.669,0.004,4.0,19.7,46.0,209.9,50064,0.191,0.00,0.0038,0.090,624,0.729,0.001,0.744,0.424,3.67,4.66,4.57,0.04,0.015,1.07,1.09,1.08,0.775,0.00753,83.63,56.4182,1076.10,112530.0,140214.1,0.093,24.8425,276.322,0.000,1.000,0.184,85.7,113.051,110.034,1290,5838.1,19.59,104.930,6.20,8.243,45.8,5.030,0.135,1.99,6.0223,15230.4,0.5270,0.3158,19.80,1.226,0.608,1.5299,0.0000,0.656,0.159,0.839,0.0000,6.16,1.43,4,17,36,81,96.5826,0.0701,0.3998,0.0000,0.0000,40.2973,100.00,78.2918,271.0352,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0033,0.0014,0.000009,3,0.2322,0.0107,0.0133,44,145,449,0.0000,0.0000,0.0214,0.071,13.9995,0.0336,5.6579
20000,2646,1.089,0.808,13.31,47449,31759,0,14994,539,678406,467446.2,335243.4,0.050,0.622,0.185,0.143,187,21.32,15.60,0.29,1.84,5.74,6.43,1.19,2.55,8.62,10.54,0.00,0.00,0.208,0.192,2134,0.007,0.055,0.897,0.006,0.042,50851,28091,6,0.322,0.265,0.339,2983670,0.237,1.983,0.080,46.98,28245,375,0.494,0.167,0.416,3310145,1.11,10.01,0.029,0.687,0.000,3.7,18.9,41.6,95.5,41928,0.160,0.00,0.0020,0.091,616,0.359,0.001,0.308,0.204,3.30,4.20,4.55,0.10,0.037,1.05,1.13,1.13,0.391,0.00498,18.90,10.4213,1143.54,110222.1,140214.1,0.000,4.4759,99.878,0.000,1.000,0.343,69.9,42.622,16.773,2074,10273.9,14.82,11.470,5.37,0.352,116.3,0.228,0.135,2.00,4.7907,12676.3,0.5453,0.4061,15.85,1.391,0.572,0.4701,0.0000,0.571,0.140,0.640,0.0000,6.88,1.84,4,14,27,100,32.0700,1.3172,0.3454,0.0000,0.0000,10.7892,100.00,106.9895,195.3728,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0023,0.0011,0.000009,40,0.2529,0.0117,0.0251,40,139,637,0.0000,0.0000,0.0826,0.619,4.0903,0.0934,1.8267
30000,2321,0.759,0.351,23.68,194428,110915,0,81026,2802,3606308,1217245.4,1432142.8,0.037,0.718,0.155,0.089,73,27.14,16.98,0.10,0.94,5.88,6.75,0.50,2.31,12.67,11.18,0.00,0.05,0.153,0.161,1601,0.017,0.071,0.918,0.000,0.011,287842,163489,9,0.167,0.629,0.148,7871776,0.191,1.232,0.027,122.69,148195,182,0.397,0.209,0.295,19398132,1.04,7.68,0.321,0.533,0.001,5.1,28.0,50.0,128.0,44441,0.170,0.00,0.0041,0.136,555,0.645,0.001,0.620,0.355,3.42,4.44,4.61,0.00,0.003,1.04,1.04,1.04,0.695,0.01345,82.86,55.1155,447.68,106461.8,140214.1,0.000,22.6246,275.035,0.000,1.000,0.177,91.3,104.803,101.799,796,3603.6,39.17,83.996,5.38,5.112,37.6,3.357,0.135,2.00,10.7201,24881.2,0.7785,0.3156,19.15,1.436,0.635,1.5299,0.0000,0.752,0.189,0.897,0.0000,6.45,2.19,6,18,30,113,79.1297,0.1170,0.5011,0.0000,0.0000,39.9976,100.00,84.6460,269.9825,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0030,0.0012,0.000018,10,0.4228,0.1172,0.0095,36,122,384,0.0000,0.0000,0.0439,0.432,19.3487,0.1139,7.9856
40000,2012,0.972,0.315,26.71,32651,22506,0,9825,555,329042,479806.2,224379.8,0.010,0.694,0.200,0.096,196,29.25,17.88,0.19,1.89,6.82,5.67,1.41,2.74,9.85,7.68,0.01,0.16,0.193,0.146,1262,0.043,0.085,0.895,0.001,0.019,29978,14072,6,0.435,0.051,0.374,2592621,0.261,1.030,0.021,47.61,19334,477,0.682,0.133,0.304,2408044,1.06,6.83,0.379,0.519,0.009,5.2,32.0,49.0,126.0,36767,0.140,0.00,0.0024,0.148,521,0.257,0.000,0.196,0.118,3.38,4.30,4.44,0.03,0.012,1.06,1.07,1.07,0.274,0.00877,18.39,6.2422,361.10,111634.2,140214.1,0.023,2.3574,97.635,0.000,1.000,0.394,75.4,45.968,12.586,762,2904.4,9.82,7.668,4.74,0.201,13.0,0.143,0.135,2.00,10.0417,20203.9,0.7693,0.5627,18.27,1.586,0.566,0.4701,0.0000,0.854,0.201,0.875,0.0000,6.08,1.93,5,18,25,114,33.7954,1.4508,0.3971,0.0000,0.0000,10.7954,100.00,107.6021,227.1941,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0017,0.0008,0.000013,74,0.6564,0.0810,0.0518,45,169,962,0.0000,0.0000,0.0134,0.060,1.2047,0.2690,0.7601
50000,2596,0.642,0.323,28.35,94727,65408,0,26711,1597,1135807,1198793.2,606000.1,0.008,0.806,0.123,0.063,104,25.48,13.91,0.14,0.86,4.41,4.43,0.20,1.25,11.59,9.93,0.12,0.60,0.146,0.135,1756,0.040,0.061,0.930,0.000,0.008,119098,59232,19,0.361,0.182,0.065,4163648,0.160,1.191,0.026,120.87,66183,245,0.534,0.154,0.198,20251394,1.05,6.59,0.333,0.577,0.040,6.0,28.0,45.0,101.0,42429,0.162,0.00,0.0040,0.148,646,0.660,0.000,0.497,0.264,3.17,4.17,4.18,0.15,0.046,1.07,1.03,1.05,0.677,0.01171,86.08,24.9138,556.54,100530.1,140214.1,0.041,8.1476,255.429,0.000,1.000,0.167,95.5,115.823,80.571,706,3243.4,25.28,61.474,4.77,4.206,31.7,2.876,0.134,2.00,12.0599,31307.6,1.0063,0.3774,16.34,1.632,0.594,1.5299,0.0000,0.877,0.163,0.977,0.0000,5.82,2.64,5,16,25,116,94.8447,0.0970,0.5139,0.0000,0.0000,39.4588,100.00,75.5809,292.3813,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0018,0.0008,0.000008,427,3.1187,0.2126,0.0543,49,167,701,0.0000,0.0000,0.0322,0.185,5.5019,1.3529,3.2809
60000,2201,0.791,0.294,26.40,24536,18188,0,6053,468,225526,481693.9,180474.4,0.003,0.733,0.185,0.080,208,25.74,16.29,0.04,0.75,5.23,5.10,0.81,1.81,10.42,8.22,0.00,0.11,0.155,0.132,1270,0.076,0.095,0.896,0.001,0.008,22786,9965,10,0.537,0.151,0.310,2678187,0.229,1.027,0.020,47.88,15104,573,0.800,0.098,0.194,2642903,1.01,7.49,0.423,0.482,0.003,4.8,27.0,49.0,112.0,36343,0.139,0.00,0.0021,0.169,545,0.269,0.000,0.201,0.118,3.21,4.19,4.12,0.01,0.004,1.02,1.02,1.01,0.280,0.00835,18.03,6.3863,305.23,107578.9,140214.1,0.006,2.3246,96.318,0.000,1.000,0.357,80.1,46.398,11.664,629,2695.7,17.07,6.521,4.73,0.138,10.6,0.103,0.134,1.99,11.2997,24870.6,0.8855,0.6185,16.51,1.574,0.628,0.4701,0.0000,0.866,0.150,0.990,0.0000,6.03,2.51,5,16,25,100,34.7350,0.9593,0.4334,0.0000,0.0000,10.9579,100.00,106.9288,236.3057,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0013,0.0006,0.000008,222,1.0897,0.1249,0.0928,55,217,1462,0.0000,0.0000,0.0103,0.076,1.0246,0.4599,0.7884
70000,2578,0.611,0.442,29.43,80510,54655,0,23625,1156,941974,1202696.8,535569.1,0.007,0.834,0.115,0.044,117,24.56,10.46,0.05,0.82,3.67,3.52,0.08,0.55,10.36,7.24,0.00,0.06,0.137,0.126,1362,0.093,0.047,0.947,0.000,0.006,98498,47252,14,0.431,0.227,0.038,3744414,0.158,1.424,0.039,120.94,54822,236,0.569,0.159,0.075,20415187,1.02,3.74,0.426,0.524,0.002,6.5,30.0,32.0,67.0,36506,0.139,0.00,0.0045,0.164,709,0.636,0.000,0.448,0.241,2.97,3.88,3.85,0.01,0.005,1.03,1.02,1.02,0.650,0.01275,85.92,25.2942,932.37,89784.7,140214.1,0.277,8.6249,249.897,0.000,1.000,0.086,91.8,114.335,75.618,971,4613.2,14.42,56.036,4.51,3.796,35.9,2.580,0.135,2.00,15.6121,40248.1,1.3984,0.3811,14.16,1.793,0.481,1.5299,0.0000,0.909,0.139,0.981,0.0000,4.80,1.83,5,16,16,81,92.1649,0.1214,0.5283,0.0000,0.0000,39.7302,100.00,70.5029,285.9463,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0015,0.0007,0.000006,697,4.1918,0.3254,0.0731,51,172,861,0.0000,0.0000,0.0095,0.057,4.4294,1.7617,3.0003
80000,2288,0.805,0.399,27.55,22340,16718,0,5134,259,184335,486679.7,165517.4,0.004,0.762,0.162,0.072,218,24.29,10.97,0.06,0.95,5.22,4.11,0.56,1.47,8.94,6.51,0.00,0.07,0.182,0.138,1065,0.132,0.102,0.884,0.002,0.012,21433,10073,9,0.247,0.076,0.247,1613320,0.188,1.302,0.033,48.21,13499,598,0.898,0.116,0.160,2931425,1.03,4.82,0.524,0.397,0.002,6.0,30.0,32.0,84.0,33833,0.129,0.00,0.0024,0.164,570,0.274,0.000,0.200,0.117,3.09,3.92,3.93,0.01,0.004,1.02,1.03,1.03,0.283,0.00815,17.57,8.0768,348.99,102506.6,140214.1,0.001,3.1695,96.392,0.000,1.000,0.316,73.4,46.490,12.935,952,4367.9,14.91,7.592,4.45,0.178,36.0,0.127,0.132,2.01,12.2993,28140.9,1.0154,0.6271,14.79,1.689,0.567,0.4701,0.0000,0.898,0.127,0.996,0.0000,5.13,2.00,6,16,20,67,35.2691,0.8107,0.4139,0.0000,0.0000,11.0518,100.00,105.2122,235.9619,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0012,0.0005,0.000005,519,1.6394,0.1149,0.1278,56,240,2132,0.0000,0.0000,0.0083,0.025,0.7832,0.6754,0.8105
90000,2683,0.499,0.264,32.03,44853,32412,0,9690,328,371346,1188255.9,392213.4,0.009,0.833,0.133,0.025,146,25.03,10.53,0.02,0.27,1.32,2.59,0.08,0.74,11.55,5.49,0.00,0.06,0.049,0.094,1195,0.262,0.029,0.968,0.001,0.002,52063,22839,11,0.691,0.086,0.023,2277240,0.181,1.055,0.019,120.10,30907,299,1.056,0.137,0.045,16634914,1.01,2.14,0.439,0.540,0.001,6.0,30.0,32.0,72.0,34783,0.133,0.00,0.0038,0.178,733,0.553,0.000,0.342,0.205,2.84,3.71,3.68,0.00,0.002,1.01,1.00,1.01,0.559,0.01395,88.84,33.3640,1401.82,75987.8,140214.1,0.754,11.0931,236.074,0.000,1.000,0.020,90.3,108.171,62.086,421,1440.3,40.04,41.513,4.15,1.819,2.8,1.312,0.138,1.99,21.2929,57128.8,2.1155,0.4455,12.96,1.948,0.258,1.5299,0.0000,0.952,0.070,1.000,0.0000,4.23,0.96,4,15,16,38,84.3100,0.0961,0.5214,0.0000,0.0000,39.1499,100.00,59.5409,270.8240,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0009,0.0004,0.000004,2028,6.0763,0.4357,0.1518,57,216,3067,0.0000,0.0000,0.0060,0.014,1.6305,2.5303,2.2886
100000,2143,0.790,0.372,27.92,16799,12576,0,3317,133,106759,479828.4,153919.2,0.006,0.750,0.173,0.071,227,25.71,12.15,0.10,1.05,4.53,3.88,0.66,1.82,9.78,6.94,0.00,0.08,0.155,0.128,1085,0.050,0.106,0.883,0.000,0.010,15731,7542,5,0.524,0.272,0.263,1413307,0.171,1.153,0.025,47.89,9899,662,1.442,0.128,0.080,2906082,1.03,3.95,0.506,0.425,0.003,6.9,30.0,32.0,140.0,32281,0.123,0.00,0.0023,0.171,531,0.279,0.000,0.204,0.107,3.25,4.04,4.01,0.01,0.005,1.03,1.03,1.03,0.284,0.00852,17.99,12.3624,444.42,94354.4,140214.1,0.021,4.6891,94.619,0.000,1.000,0.228,68.5,45.108,11.862,894,3534.2,19.08,6.165,4.25,0.067,23.4,0.049,0.138,2.01,17.2199,36902.2,1.3857,0.7145,15.06,1.749,0.524,0.4701,0.0000,0.893,0.121,0.999,0.0000,5.01,1.91,6,16,21,100,34.2104,0.6588,0.4288,0.0000,0.0000,11.0437,100.00,101.5261,227.5100,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0009,0.0004,0.000004,1313,2.3934,0.1960,0.2009,53,271,3285,0.0000,0.0000,0.0095,0.018,0.5889,1.0058,0.9133
