step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,3151,1.105,0.998,16.00,198179,144162,0,50939,1393,3463020,1295419.4,1401554.5,0.111,0.664,0.129,0.095,79,22.21,13.91,1.12,3.16,3.68,5.44,0.27,1.92,10.91,12.15,0.01,0.20,0.154,0.199,2058,0.019,0.059,0.905,0.013,0.022,345044,235908,4,0.530,0.458,0.052,6723923,0.190,2.211,0.104,118.02,143734,178,0.405,0.238,0.342,21064860,1.40,8.39,0.123,0.636,0.005,5.8,20.0,38.8,128.0,50371,0.192,0.00,0.0038,0.109,749,0.750,0.001,0.694,0.442,3.04,4.56,4.15,0.03,0.015,1.44,1.41,1.40,0.801,0.00625,71.49,63.3456,1159.71,103858.4,140228.3,0.097,28.9994,278.137,0.000,1.000,0.061,88.1,109.638,123.508,2690,13573.4,12.39,110.810,6.35,10.236,188.8,5.980,0.135,2.00,4.7788,15058.0,0.5307,0.3045,15.99,1.427,0.487,1.5308,0.0000,0.619,0.119,0.902,0.0000,6.36,1.92,4,14,31,81,92.1249,0.0337,0.4091,0.0000,0.0000,50.9705,100.00,79.9789,258.2955,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0040,0.0016,0.000007,1,0.1825,0.0149,0.0084,38,127,383,0.1025,0.0171,0.0000,0.000,0.0000,0.0000,0.0000
20000,2838,1.002,0.701,22.27,63419,49917,0,12643,1154,699227,501675.7,327124.1,0.077,0.698,0.124,0.102,155,21.21,13.94,0.27,1.44,4.93,6.32,0.03,0.44,8.59,8.21,0.00,0.02,0.166,0.200,1606,0.134,0.084,0.884,0.006,0.025,65133,34625,4,0.505,0.025,0.010,375963,0.150,1.777,0.066,48.98,36224,309,0.468,0.204,0.352,5873638,1.13,9.14,0.287,0.560,0.000,3.9,20.0,32.5,114.0,39229,0.150,0.00,0.0021,0.129,692,0.502,0.000,0.647,0.157,2.94,4.00,3.95,0.01,0.002,1.12,1.14,1.13,0.529,0.00480,13.28,7.8319,573.98,108955.5,140228.3,0.000,3.3955,105.684,0.000,1.000,0.390,80.3,47.068,30.604,1993,8978.3,21.86,23.617,5.05,0.974,98.6,0.605,0.133,2.01,5.5187,15662.0,0.6508,0.3990,13.82,1.473,0.526,0.4692,0.0000,0.703,0.171,0.903,0.0000,6.21,2.08,3,15,25,62,36.5695,0.1607,0.4010,0.0000,0.0000,13.6412,100.00,109.7295,206.5078,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0032,0.0014,0.000007,18,0.1512,0.0201,0.0128,43,136,549,0.0581,0.0082,0.0000,0.000,0.0000,0.0000,0.0000
30000,2852,0.835,0.745,28.56,167499,123025,0,41884,2479,1911916,1226033.8,865794.6,0.036,0.746,0.134,0.084,75,24.77,10.95,0.17,1.11,4.53,4.19,0.02,0.40,10.18,7.76,0.00,0.04,0.155,0.139,1356,0.240,0.099,0.884,0.002,0.014,213140,117329,4,0.542,0.326,0.003,381585,0.165,1.945,0.076,121.42,113582,208,0.453,0.209,0.309,24068977,1.07,6.07,0.436,0.454,0.000,6.5,30.0,32.0,72.3,42457,0.162,0.00,0.0042,0.167,653,0.714,0.000,0.640,0.255,2.81,4.01,4.04,0.00,0.002,1.06,1.06,1.07,0.740,0.00829,71.77,25.3613,341.70,100079.1,140228.3,0.000,9.6622,269.472,0.000,1.000,0.134,94.2,117.945,110.285,1947,10205.0,10.70,82.899,4.63,7.075,138.9,4.580,0.134,2.00,8.4338,24053.2,0.7561,0.3614,14.89,1.673,0.463,1.5308,0.0000,0.761,0.146,0.971,0.0000,5.51,2.10,5,16,22,64,99.0660,0.0737,0.4800,0.0000,0.0000,50.5449,100.00,81.8488,287.1079,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0030,0.0013,0.000008,97,1.5326,0.1252,0.0199,42,137,487,0.0554,0.0083,0.0000,0.000,0.0000,0.0000,0.0000
40000,2760,0.964,0.550,26.07,44514,34522,0,9344,650,403434,489019.3,236328.8,0.025,0.750,0.155,0.070,173,22.34,12.05,0.33,1.56,4.32,4.54,0.01,0.19,9.00,7.24,0.01,0.11,0.150,0.156,1382,0.149,0.141,0.840,0.003,0.016,43499,20942,6,0.434,0.126,0.001,40150,0.182,1.579,0.049,47.96,27273,376,0.586,0.181,0.348,4530991,1.15,7.73,0.380,0.491,0.003,4.7,27.2,32.0,98.6,37687,0.144,0.00,0.0020,0.153,641,0.388,0.000,0.364,0.123,2.86,3.87,3.87,0.01,0.003,1.17,1.09,1.20,0.405,0.00593,14.86,5.3872,343.25,109138.7,140228.3,0.000,2.0342,100.503,0.000,1.000,0.383,79.5,47.525,20.774,1457,6812.5,12.83,14.882,4.59,0.690,76.9,0.445,0.136,1.99,6.5605,18106.9,0.6999,0.4972,13.65,1.571,0.510,0.4692,0.0000,0.769,0.107,0.988,0.0000,5.77,2.09,4,16,19,67,36.3305,0.3653,0.3975,0.0000,0.0000,13.3582,100.00,109.7776,212.7640,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0023,0.0010,0.000008,90,0.7197,0.0442,0.0389,46,155,781,0.0409,0.0066,0.0000,0.000,0.0000,0.0000,0.0000
50000,2845,0.891,0.629,26.92,162660,119123,0,40981,2397,1814759,1217318.8,835622.4,0.032,0.775,0.132,0.061,78,24.82,11.21,0.21,1.44,4.68,4.21,0.01,0.28,9.79,7.15,0.00,0.00,0.160,0.142,1313,0.249,0.084,0.901,0.002,0.014,205487,107797,13,0.357,0.404,0.001,139289,0.213,1.729,0.061,120.84,111231,196,0.460,0.213,0.364,25348569,1.09,6.11,0.466,0.440,0.000,6.1,30.8,32.0,124.0,41786,0.159,0.00,0.0044,0.181,694,0.727,0.000,0.662,0.252,2.98,3.97,3.99,0.00,0.000,1.08,1.11,1.09,0.751,0.00833,72.34,23.3587,326.04,103069.6,140228.3,0.000,8.4863,268.137,0.000,1.000,0.134,93.7,118.940,107.777,1661,8163.2,14.82,81.192,4.52,7.191,102.7,4.598,0.135,2.00,8.0182,22811.8,0.7321,0.3675,14.69,1.672,0.462,1.5308,0.0000,0.760,0.095,0.990,0.0000,5.48,2.05,5,16,22,62,99.9564,0.0631,0.4661,0.0000,0.0000,50.4354,100.00,81.5799,285.2146,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0029,0.0012,0.000007,74,1.6061,0.0882,0.0232,42,139,505,0.0436,0.0070,0.0000,0.000,0.0000,0.0000,0.0000
60000,2645,0.845,0.496,23.30,44469,33622,0,10413,551,455120,486137.5,254675.2,0.025,0.762,0.144,0.070,175,22.38,12.49,0.07,0.78,4.70,4.76,0.00,0.06,8.70,6.85,0.00,0.00,0.156,0.155,1198,0.153,0.114,0.873,0.001,0.012,43826,20390,4,0.474,0.079,0.001,32558,0.212,1.443,0.042,47.87,25962,371,0.560,0.192,0.386,4636882,1.02,9.24,0.428,0.487,0.000,3.1,28.0,32.0,73.4,35635,0.136,0.00,0.0021,0.175,647,0.392,0.000,0.374,0.121,2.79,3.77,3.89,0.00,0.000,1.02,1.02,1.03,0.411,0.00649,15.04,5.1475,270.71,110201.9,140228.3,0.000,1.9098,100.737,0.000,1.000,0.401,80.7,47.288,20.442,1432,6038.4,8.92,14.541,4.41,0.614,45.7,0.399,0.134,2.01,6.9595,18407.8,0.7850,0.4842,13.47,1.591,0.479,0.4692,0.0000,0.669,0.095,0.943,0.0000,6.10,2.39,3,16,20,59,35.4780,0.5389,0.4314,0.0000,0.0000,13.3482,100.00,109.6976,211.7437,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0022,0.0010,0.000009,83,0.6893,0.0518,0.0386,42,147,761,0.0435,0.0067,0.0000,0.000,0.0000,0.0000,0.0000
70000,3187,0.866,0.535,24.21,171362,119447,0,47477,3816,2019043,1214196.6,910110.0,0.024,0.723,0.164,0.089,79,22.81,12.17,0.06,0.82,4.64,4.37,0.02,0.30,8.73,6.09,0.00,0.00,0.156,0.143,1473,0.212,0.081,0.903,0.003,0.013,213738,115241,6,0.382,0.103,0.008,270472,0.212,1.596,0.051,121.60,107876,206,0.451,0.217,0.414,23657985,1.02,8.11,0.429,0.490,0.000,4.0,30.0,32.0,100.0,42861,0.164,0.00,0.0044,0.143,829,0.705,0.000,0.626,0.243,2.75,3.81,3.80,0.00,0.001,1.03,1.03,1.02,0.733,0.00745,73.42,24.2313,394.85,103680.5,140228.3,0.000,8.4155,272.735,0.000,1.000,0.127,97.9,118.496,106.654,1420,6869.1,11.91,80.325,4.45,5.965,66.5,4.007,0.134,2.01,7.3626,23464.7,0.7452,0.3664,13.45,1.628,0.472,1.5308,0.0000,0.639,0.138,0.832,0.0000,5.80,2.24,4,16,19,60,99.7168,0.0814,0.4365,0.0000,0.0000,49.8290,100.00,82.1040,286.9998,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0028,0.0012,0.000007,80,1.8144,0.0926,0.0231,40,133,504,0.0477,0.0072,0.0000,0.000,0.0000,0.0000,0.0000
80000,2809,0.844,0.513,23.32,47824,34778,0,12471,880,488586,487240.9,268912.6,0.023,0.755,0.160,0.062,180,22.85,12.49,0.08,1.24,5.29,5.09,0.06,0.77,8.03,6.23,0.00,0.00,0.173,0.161,1139,0.141,0.114,0.868,0.003,0.016,46918,22167,4,0.364,0.218,0.022,175857,0.150,1.504,0.045,48.16,26834,359,0.550,0.185,0.403,4719442,1.03,9.02,0.455,0.447,0.000,3.3,30.0,32.0,98.0,37812,0.144,0.00,0.0022,0.170,651,0.387,0.000,0.390,0.119,2.72,3.82,3.68,0.00,0.000,1.04,1.03,1.03,0.407,0.00605,14.82,5.2756,320.69,108801.3,140228.3,0.000,1.9745,101.821,0.000,1.000,0.386,85.9,47.301,20.994,1351,6199.5,10.18,15.189,4.30,0.599,59.6,0.396,0.134,2.00,6.8667,19288.7,0.7623,0.4793,13.46,1.623,0.463,0.4692,0.0000,0.712,0.076,0.989,0.0000,5.98,2.36,3,16,19,66,35.6704,0.5421,0.4354,0.0000,0.0000,13.2923,100.00,109.8252,211.4066,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0022,0.0010,0.000009,73,0.6976,0.0598,0.0356,41,142,736,0.0317,0.0055,0.0000,0.000,0.0000,0.0000,0.0000
90000,3081,0.878,0.660,23.44,178339,120752,0,53072,4172,2073607,1219458.6,934158.6,0.023,0.730,0.164,0.083,85,22.54,12.84,0.02,0.45,4.93,4.73,0.04,0.32,8.45,6.49,0.00,0.00,0.163,0.152,1332,0.105,0.110,0.875,0.003,0.012,221152,118322,6,0.403,0.206,0.019,860052,0.164,1.776,0.064,122.55,107432,197,0.450,0.213,0.415,24196410,1.01,8.76,0.427,0.456,0.000,4.0,28.0,32.0,124.3,41394,0.158,0.00,0.0047,0.155,761,0.703,0.000,0.629,0.240,2.76,3.92,3.69,0.00,0.000,1.01,1.01,1.01,0.731,0.00781,71.72,24.8818,365.67,103780.2,140228.3,0.000,8.9564,275.278,0.000,1.000,0.144,93.7,119.364,108.775,1842,8787.1,10.72,82.085,4.57,6.274,105.6,4.147,0.136,1.99,6.9602,21444.4,0.7569,0.3675,13.44,1.603,0.484,1.5308,0.0000,0.703,0.090,0.976,0.0000,5.97,2.32,3,16,17,90,100.3576,0.0908,0.4443,0.0000,0.0000,50.2691,100.00,81.6764,288.1153,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0028,0.0012,0.000007,71,1.8089,0.0970,0.0227,39,130,486,0.0523,0.0083,0.0000,0.000,0.0000,0.0000,0.0000
100000,2880,0.951,0.531,22.57,48259,34676,0,12812,906,474704,491492.8,263270.5,0.031,0.763,0.143,0.063,187,22.07,12.92,0.08,0.86,4.92,5.05,0.12,0.74,8.23,6.37,0.00,0.00,0.162,0.162,1190,0.101,0.110,0.874,0.001,0.014,46333,21939,5,0.425,0.043,0.055,658241,0.133,1.545,0.048,48.31,25976,357,0.555,0.174,0.374,4453957,1.03,9.35,0.411,0.471,0.000,4.0,26.0,32.0,98.0,38440,0.147,0.00,0.0021,0.155,644,0.360,0.000,0.409,0.110,2.78,3.91,3.71,0.00,0.000,1.03,1.03,1.04,0.379,0.00600,14.66,4.9920,421.76,107587.5,140228.3,0.000,1.9337,101.744,0.000,1.000,0.368,81.8,47.328,21.276,1425,6520.3,12.25,15.220,4.45,0.567,57.1,0.379,0.134,2.00,6.8950,19857.6,0.7431,0.4870,13.35,1.577,0.493,0.4692,0.0000,0.733,0.096,0.991,0.0000,6.12,2.36,3,16,17,62,35.6112,0.4504,0.4052,0.0000,0.0000,13.3350,100.00,110.2704,212.9618,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0021,0.0010,0.000009,66,0.6103,0.0604,0.0338,41,144,750,0.0417,0.0069,0.0000,0.000,0.0000,0.0000,0.0000
