step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,859,30.93,3.02,4.35,0.62,17.05,0.88,1.85,0.255,0.246,483005.0,383606.8,6,127,4.30,2.15,1.28,19.0540,247.82,32878.3,0.0331,42.3713,5462,37.3225,647,2.9033,17938.0,166.47,2.5275,0.0,0.0000,1.000,0.7549
10000,1,800,31.08,3.31,4.30,0.49,17.10,0.79,1.94,0.235,0.231,465394.2,373750.0,7,125,4.25,2.18,1.38,18.4798,206.50,36598.7,0.0326,40.6600,5461,37.3157,505,2.7698,16817.8,81.57,14.6691,0.0,0.0000,1.000,0.1939
10000,2,601,30.62,3.28,4.71,0.42,15.18,0.79,1.98,0.253,0.162,363746.6,281940.6,7,164,4.15,2.26,1.37,12.8396,134.10,40535.0,0.0325,31.1759,5461,37.3157,387,1.7685,10178.8,51.95,31.7964,0.0,0.0000,1.000,0.0059
20000,0,1160,21.48,2.30,4.15,0.42,8.84,0.82,1.80,0.250,0.210,257627.0,206041.0,4,143,3.34,1.95,1.31,6.1004,621.90,27605.8,0.0000,25.5345,5462,14.5442,852,0.6187,3755.3,166.47,1.1718,0.0,0.0000,1.000,0.7549
20000,1,904,22.03,2.41,4.71,0.42,7.86,0.84,1.83,0.262,0.159,133944.1,95961.6,4,211,3.30,2.00,1.28,2.6370,355.63,38650.7,0.0000,13.3959,5461,14.5415,724,0.1984,1230.9,81.57,4.0445,0.0,0.0000,1.000,0.1939
20000,2,667,21.04,1.86,4.77,0.48,7.66,0.75,1.62,0.234,0.112,85128.8,54489.7,3,259,3.15,1.76,1.20,1.4015,252.78,43588.3,0.0000,8.5384,5461,14.5415,440,0.0788,475.6,51.95,7.9662,0.0,0.0000,1.000,0.0059
30000,0,1196,23.49,2.71,4.78,0.14,8.99,1.05,1.98,0.329,0.228,449986.2,480835.6,1,150,3.31,2.13,1.33,17.5163,426.60,31154.5,0.0000,43.1283,5462,34.4554,941,3.0345,18117.8,166.47,2.5130,0.0,0.0000,1.000,0.7549
30000,1,889,26.15,3.22,5.59,0.21,9.20,1.31,2.15,0.422,0.186,428514.0,439419.5,1,204,3.59,2.32,1.38,15.9229,291.25,36146.8,0.0000,41.1615,5461,34.4490,808,2.8236,16958.9,81.57,14.5851,0.0,0.0000,1.000,0.1939
30000,2,633,24.31,2.50,4.87,0.31,9.91,1.13,1.86,0.341,0.127,321631.2,305748.8,1,202,3.47,2.02,1.23,9.9055,128.05,39943.2,0.0000,31.2626,5461,34.4490,477,1.5159,9116.2,51.95,31.0688,0.0,0.0000,1.000,0.0059
40000,0,1114,24.61,2.95,4.35,0.39,8.82,0.84,1.99,0.258,0.212,260344.0,189008.3,3,171,3.40,2.15,1.36,4.7193,418.16,26545.7,0.0000,25.5593,5462,14.9718,838,0.7293,4445.5,166.47,1.1460,0.0,0.0000,1.000,0.7549
40000,1,895,24.54,2.78,4.53,0.43,8.85,0.84,1.92,0.254,0.168,135811.8,86435.7,3,192,3.41,2.06,1.32,2.0247,281.74,38624.8,0.0000,13.3308,5461,14.9691,623,0.2253,1396.8,81.57,4.0152,0.0,0.0000,1.000,0.1939
40000,2,735,23.19,2.18,4.59,0.48,8.67,0.72,1.72,0.219,0.134,85545.6,50517.7,3,250,3.32,1.85,1.22,1.1574,191.55,44308.8,0.0000,8.4537,5461,14.9691,326,0.0783,497.3,51.95,7.9204,0.0,0.0000,1.000,0.0059
50000,0,1062,24.05,3.52,4.40,0.17,9.74,1.17,2.24,0.371,0.218,449076.8,406752.3,2,191,3.54,2.42,1.38,14.2840,282.15,32487.2,0.0000,42.9970,5462,35.7290,741,2.7829,17612.9,166.47,2.5200,0.0,0.0000,1.000,0.7549
50000,1,925,23.75,3.12,4.47,0.12,10.08,1.08,2.13,0.336,0.187,425248.3,376561.2,2,182,3.53,2.25,1.32,12.9688,294.65,36847.9,0.0000,40.8909,5461,35.7224,680,2.6094,16312.8,81.57,14.5496,0.0,0.0000,1.000,0.1939
50000,2,790,24.39,3.21,5.15,0.32,9.65,1.15,2.05,0.358,0.165,321279.4,268402.4,2,205,3.53,2.28,1.26,7.7249,183.33,40398.9,0.0000,31.3353,5461,35.7224,493,1.2930,8187.5,51.95,31.0243,0.0,0.0000,1.000,0.0059
