step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,10.00,16,0,3,0,2,0,1.00,4,0.300,3404,1.54,97.52,134.42,1080,0,0,0,1.00,1.00,1.00,1,3,3,17.4,4.484,5,2.000,0.952,4,1.000,10
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3320,0.00,111.06,110.42,1088,2,0,0,1.00,1.00,1.00,1,1,1,46.7,1.836,1,2.000,0.995,4,1.000,11
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3279,0.00,115.64,115.51,1120,0,0,0,1.00,1.00,1.00,1,2,2,21.1,10.057,3,2.000,0.946,4,1.000,8
100000,12.00,16,0,3,0,3,0,1.00,2,0.250,3249,0.00,117.20,85.00,1088,0,0,0,1.00,1.00,1.00,2,4,3,18.3,13.437,6,2.000,0.975,4,1.000,9
100000,16.00,16,0,4,0,4,0,1.00,2,0.250,3220,1.50,125.17,48.70,695,1,0,0,1.00,1.00,1.00,1,4,3,29.3,23.561,8,2.000,0.987,4,1.000,6
100000,10.00,16,0,0,0,5,0,1.00,4,0.000,3164,0.00,137.01,112.80,1088,0,1,0,1.00,1.00,1.00,2,2,4,15.5,27.467,5,2.000,0.995,4,1.000,8
100000,16.00,16,0,7,0,1,0,1.00,2,0.438,3143,0.00,107.48,134.55,1088,1,0,0,1.00,1.00,1.00,2,3,4,24.4,6.840,8,2.000,0.995,4,1.000,7
100000,12.00,16,0,4,0,2,0,1.00,4,0.333,3093,-0.00,78.48,137.22,960,2,0,0,1.00,1.00,1.00,2,3,3,62.0,0.803,6,2.000,0.969,4,1.000,9
100000,12.00,16,0,5,0,1,0,1.00,2,0.417,3091,0.00,89.02,156.12,1088,1,0,0,1.00,1.00,1.00,2,3,4,36.8,0.932,6,2.000,0.995,4,1.000,8
100000,10.00,16,0,2,0,3,0,1.00,4,0.200,3089,0.00,88.58,69.04,1088,1,0,0,1.00,1.00,1.00,1,4,2,25.4,8.927,5,2.000,0.970,4,1.000,7
100000,10.00,16,0,4,0,1,0,1.00,6,0.400,3057,0.00,87.39,118.71,960,0,0,0,1.00,1.00,1.00,2,2,3,20.2,7.635,5,2.000,0.939,4,1.000,9
100000,8.00,16,0,3,0,1,0,1.00,6,0.375,3023,0.00,109.91,37.69,1088,1,0,0,1.00,1.00,1.00,2,3,2,28.3,2.573,4,2.000,0.939,4,1.000,9
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,3018,0.00,82.40,108.69,960,1,0,0,1.00,1.00,1.00,4,4,4,34.6,11.667,13,2.000,0.939,4,1.000,3
100000,8.00,16,0,4,0,0,0,1.00,6,0.500,2993,0.00,102.42,56.89,1088,1,0,0,1.00,1.00,1.00,2,2,3,29.9,0.229,4,2.000,0.995,4,1.000,10
100000,20.00,16,0,6,0,4,0,1.00,0,0.300,2991,0.00,88.82,101.26,1088,1,0,0,1.00,1.00,1.00,2,4,4,32.0,2.731,10,2.000,0.995,4,1.000,6
100000,20.00,16,0,7,0,3,0,1.00,0,0.350,2984,0.00,90.52,169.30,1088,2,0,0,1.00,1.00,1.00,4,4,4,52.6,35.458,10,2.000,0.995,4,1.000,5
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,2975,0.00,104.98,126.47,1088,0,1,0,1.00,1.00,1.00,1,2,1,11.5,15.735,2,2.000,0.994,4,1.000,8
100000,22.00,16,0,5,0,6,0,1.00,0,0.227,2965,0.00,108.39,113.90,1088,0,0,0,1.00,1.00,1.00,2,4,4,20.7,18.557,11,2.000,0.982,4,1.000,4
100000,16.00,16,0,5,0,3,0,1.00,0,0.312,2946,0.00,93.29,100.51,1088,1,0,0,1.00,1.00,1.00,2,4,4,26.4,16.727,8,2.000,0.960,4,1.000,7
100000,18.00,16,0,4,0,5,0,1.00,0,0.222,2945,0.00,108.02,50.15,1088,0,0,0,1.00,1.00,1.00,2,4,4,20.2,12.129,9,2.000,0.995,4,1.000,6
100000,12.00,16,0,4,0,2,0,1.00,4,0.333,2945,0.00,113.09,57.71,1088,0,0,0,1.00,1.00,1.00,2,3,3,21.3,13.303,6,2.000,0.964,4,1.000,8
