step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1139,22.43,0.77,4.61,0.85,10.21,0.01,1.25,0.005,0.214,495615.0,507375.0,7,148,3.65,1.32,1.20,23.9741,600.16,31371.0,0.0312,43.1809,5462,37.0589,860,3.3989,20794.7,149.79,2.4532,0.0,0.0000,1.000,0.7360
10000,1,997,23.19,0.46,5.12,1.12,10.48,0.01,1.16,0.004,0.196,493670.6,517312.4,7,126,3.66,1.18,1.13,24.5707,429.55,35210.9,0.0307,42.8881,5461,37.0521,726,3.5762,21832.1,94.51,11.2673,0.0,0.0000,1.000,0.2913
10000,2,707,23.40,0.34,5.99,0.88,9.37,0.00,1.13,0.001,0.135,385561.0,354993.8,6,190,3.63,1.15,1.13,15.3195,247.54,41021.3,0.0270,33.0440,5461,37.0521,667,2.0957,12299.6,55.70,29.0995,0.0,0.0000,1.000,0.0101
20000,0,1067,21.08,0.23,5.11,1.29,9.99,0.01,1.07,0.007,0.203,235144.8,176761.2,5,132,3.47,1.08,1.09,4.3712,246.60,20726.3,0.7330,23.1704,5462,14.3928,590,0.4466,2870.0,149.79,1.0109,0.0,0.0000,1.000,0.7360
20000,1,1008,20.70,0.13,4.90,1.12,10.20,0.01,1.05,0.004,0.188,137540.9,103956.2,5,169,3.46,1.04,1.07,2.4662,185.78,39761.1,0.0000,13.4773,5461,14.3901,637,0.2385,1439.3,94.51,3.1030,0.0,0.0000,1.000,0.2913
20000,2,706,20.11,0.18,4.40,0.99,10.97,0.00,1.05,0.001,0.134,92802.5,65480.3,4,198,3.44,1.05,1.04,1.3946,104.96,49884.1,0.0000,9.0838,5461,14.3901,461,0.1077,657.0,55.70,7.3659,0.0,0.0000,1.000,0.0101
30000,0,1238,24.47,0.15,5.69,0.18,9.80,0.01,1.05,0.005,0.224,468214.3,371141.0,21,205,3.34,1.07,1.07,11.8930,185.02,23620.0,0.0212,44.7475,5462,38.9011,826,2.2196,15077.3,149.79,2.4302,0.0,0.0000,1.000,0.7360
30000,1,950,24.18,0.17,5.40,0.12,10.13,0.00,1.05,0.000,0.173,459414.8,354341.2,23,167,3.28,1.03,1.06,11.7147,150.77,30408.7,0.0000,43.7971,5461,38.8940,651,2.2252,15142.0,94.51,11.0430,0.0,0.0000,1.000,0.2913
30000,2,780,24.04,0.08,5.14,0.12,10.86,0.00,1.02,0.001,0.144,347632.1,247635.4,18,233,3.36,1.03,1.03,6.8204,118.34,41799.8,0.0000,33.7213,5461,38.8940,501,1.1541,7654.5,55.70,28.5802,0.0,0.0000,1.000,0.0101
40000,0,1170,22.61,0.05,4.88,0.26,8.82,0.00,1.01,0.000,0.188,233737.4,129561.6,10,196,3.04,1.01,1.01,2.9885,73.05,16015.1,1.2403,23.1963,5462,15.0304,930,0.5395,3184.6,149.79,1.0118,0.0,0.0000,1.000,0.7360
40000,1,1043,21.56,0.02,4.62,0.25,7.95,0.00,1.00,0.000,0.154,137404.7,70133.2,8,179,2.93,1.00,1.00,1.6426,105.17,35428.0,0.0000,13.6659,5461,15.0277,860,0.2331,1336.3,94.51,3.1472,0.0,0.0000,1.000,0.2913
40000,2,662,18.21,0.01,3.83,0.23,7.44,0.00,1.01,0.000,0.087,91451.3,43945.4,8,210,2.82,1.01,1.01,1.0540,77.17,47851.7,0.0000,9.0666,5461,15.0277,403,0.0662,399.1,55.70,7.3670,0.0,0.0000,1.000,0.0101
50000,0,1294,23.00,0.01,4.47,0.05,9.06,0.00,1.00,0.000,0.201,473771.6,254964.1,14,200,3.08,1.00,1.00,9.9734,206.70,20814.1,0.9701,44.6093,5462,39.7055,487,2.5181,15418.8,149.79,2.4657,0.0,0.0000,1.000,0.7360
50000,1,1190,23.33,0.04,4.57,0.06,8.91,0.00,1.01,0.000,0.185,472647.3,257187.0,14,198,3.10,1.01,1.02,10.5538,251.30,26277.5,0.2364,44.3313,5461,39.6983,489,2.9469,17837.5,94.51,11.2449,0.0,0.0000,1.000,0.2913
50000,2,880,20.56,0.01,4.03,0.06,9.40,0.00,1.00,0.000,0.137,355118.2,193713.9,13,247,3.01,1.00,1.00,6.6681,141.91,38199.0,0.0000,34.1287,5461,39.6983,295,1.5910,9386.9,55.70,29.4073,0.0,0.0000,1.000,0.0101
60000,0,1034,21.16,0.00,4.77,0.02,7.38,0.00,1.00,0.000,0.144,224745.7,102826.6,8,184,3.00,1.00,1.00,3.2684,40.63,19261.3,0.6612,22.2362,5462,14.7405,145,0.0687,490.4,149.79,0.9648,0.0,0.0000,1.000,0.7360
60000,1,906,18.99,0.00,4.18,0.01,7.19,0.00,1.00,0.000,0.118,131699.9,62045.1,7,183,2.85,1.00,1.00,2.0733,51.15,38283.5,0.0000,12.8871,5461,14.7378,115,0.0292,210.2,94.51,3.0046,0.0,0.0000,1.000,0.2913
60000,2,670,18.36,0.00,4.27,0.03,6.74,0.00,1.00,0.000,0.084,88531.7,38454.3,8,245,2.77,1.00,1.00,1.2223,26.60,48805.6,0.0000,8.7421,5461,14.7378,26,0.0068,51.7,55.70,7.1356,0.0,0.0000,1.000,0.0101
