step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,2313,1.213,0.966,8.46,134465,110070,0,22811,759,2612809,1326951.1,1069315.0,0.095,0.685,0.154,0.066,105,29.90,15.42,4.12,4.81,5.35,7.05,1.08,2.49,14.10,11.92,1.25,1.64,0.153,0.193,1735,0.049,0.029,0.958,0.003,0.011,248336,173830,8,0.553,0.188,0.294,6130953,0.178,2.186,0.099,119.66,87760,254,0.409,0.163,0.421,18858533,2.42,3.52,0.273,0.706,0.406,9.0,30.0,48.2,97.7,57002,0.217,0.00,0.0041,0.109,632,0.800,0.000,0.636,0.479,4.18,5.10,5.30,1.27,0.411,2.63,1.44,3.08,0.834,0.00708,83.73,52.9644,1018.94,107605.1,140534.8,0.092,21.6623,279.949,0.000,1.000,0.111,86.7,117.595,114.364,2538,12987.2,13.62,107.250,6.25,8.841,209.0,5.355,0.135,2.00,5.5482,12833.0,0.3735,0.2807,24.64,1.060,0.094,1.5414,0.0000,0.431,0.070,0.157,0.0000,6.08,0.64,7,25,36,81,103.7007,0.0136,0.4444,0.0000,0.0000,40.2214,100.00,76.7978,281.4533,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0036,0.0015,0.000008,2,0.2231,0.0156,0.0153,56,164,462,0.0000,0.0000,0.0103,0.046,9.8190,0.0215,3.1191
20000,2479,1.150,0.675,8.06,48816,40764,0,7880,0,982025,493327.5,360910.4,0.040,0.823,0.100,0.037,175,27.10,14.83,3.45,4.36,5.26,7.12,0.61,1.59,12.66,11.82,1.16,1.62,0.163,0.205,1766,0.091,0.058,0.925,0.006,0.011,57738,33462,2,0.557,0.021,0.251,3263999,0.080,1.774,0.064,47.91,21427,322,0.368,0.117,0.433,5722409,2.27,3.94,0.262,0.737,0.379,6.3,28.3,45.8,94.7,54501,0.208,0.00,0.0016,0.119,608,0.543,0.000,0.549,0.241,3.97,4.79,4.95,1.17,0.380,2.37,1.44,2.88,0.575,0.00570,14.04,9.8075,897.94,112244.0,140534.8,0.665,4.3829,104.433,0.000,1.000,0.416,84.1,45.343,31.380,1781,8380.3,12.70,25.012,5.77,1.350,83.9,0.785,0.135,2.00,5.2276,12959.2,0.4172,0.3069,21.99,1.079,0.114,0.4586,0.0000,0.403,0.061,0.051,0.0000,5.86,0.55,5,23,36,64,34.6940,0.0464,0.4195,0.0000,0.0000,11.1755,100.00,99.6029,212.0976,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0035,0.0015,0.000008,6,0.0851,0.0093,0.0155,51,153,504,0.0000,0.0000,0.0006,0.001,4.3385,0.0108,1.4578
30000,2657,1.126,0.826,7.00,160544,136674,0,23667,22,2969239,1231308.1,1185692.0,0.026,0.819,0.125,0.029,110,25.31,12.00,3.09,3.09,4.21,5.44,0.97,2.26,12.81,11.89,1.01,1.33,0.152,0.190,1740,0.064,0.068,0.913,0.008,0.010,250547,159425,2,0.511,0.484,0.346,8983697,0.096,2.015,0.085,122.12,83988,275,0.399,0.121,0.383,25189126,2.22,3.18,0.317,0.678,0.404,8.5,26.3,39.0,68.9,56011,0.214,0.00,0.0036,0.100,763,0.771,0.000,0.693,0.382,3.86,4.70,4.89,1.02,0.404,2.23,1.32,2.98,0.802,0.00759,83.94,43.0460,669.03,108509.0,140534.8,0.003,15.6024,278.854,0.000,1.000,0.115,88.0,112.703,108.871,2181,11134.3,12.82,87.654,5.54,6.563,141.6,4.231,0.134,2.00,5.2927,14062.7,0.4220,0.3056,21.08,1.070,0.075,1.5414,0.0000,0.386,0.044,0.011,0.0000,5.59,0.61,6,21,36,64,95.6666,0.0240,0.4215,0.0000,0.0000,39.9202,100.00,81.5700,286.4230,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0038,0.0015,0.000008,3,0.1826,0.0090,0.0112,56,158,457,0.0000,0.0000,0.0008,0.001,11.8306,0.0255,4.4341
40000,2575,1.024,0.661,7.08,55434,48151,0,7363,0,899000,490680.6,350863.2,0.022,0.855,0.094,0.029,184,23.55,12.02,3.60,3.70,4.15,5.61,0.39,1.27,11.62,10.72,1.00,1.31,0.151,0.193,1657,0.063,0.047,0.934,0.008,0.011,64702,39048,4,0.544,0.066,0.175,2948708,0.072,1.758,0.062,47.90,21323,333,0.390,0.137,0.406,6921531,2.42,3.38,0.291,0.707,0.417,7.2,24.5,36.6,71.3,50862,0.194,0.00,0.0016,0.125,717,0.564,0.000,0.571,0.218,3.68,4.55,4.73,1.01,0.420,2.47,1.43,3.21,0.590,0.00511,14.08,9.0823,634.26,112744.0,140534.8,0.850,3.7643,105.202,0.000,1.000,0.433,85.1,45.731,31.281,1766,8388.1,13.79,24.637,5.38,1.176,74.1,0.716,0.134,2.00,5.0596,13028.5,0.4299,0.3266,19.75,1.017,0.070,0.4586,0.0000,0.393,0.063,0.026,0.0000,5.48,0.56,6,21,36,64,35.7309,0.0449,0.4307,0.0000,0.0000,11.1363,100.00,99.5256,212.6675,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0036,0.0015,0.000007,2,0.0808,0.0105,0.0132,51,150,504,0.0000,0.0000,0.0002,0.000,3.2864,0.0079,1.2596
50000,2751,1.151,0.810,7.64,178140,149402,0,28549,12,3150489,1235546.9,1226521.5,0.025,0.819,0.115,0.040,112,24.83,13.46,3.35,3.60,4.41,6.41,0.22,1.39,12.13,10.96,0.95,1.38,0.148,0.198,1740,0.049,0.050,0.930,0.007,0.013,269868,175238,5,0.413,0.180,0.050,2923841,0.109,1.986,0.081,122.76,89631,237,0.389,0.196,0.386,26256150,2.31,3.39,0.299,0.691,0.366,7.2,25.0,41.8,83.2,55313,0.211,0.00,0.0037,0.105,738,0.758,0.001,0.656,0.364,3.70,4.58,4.78,0.96,0.368,2.32,1.41,3.10,0.790,0.00742,83.58,44.6888,898.28,108544.5,140534.8,0.004,16.2350,281.222,0.000,1.000,0.118,87.6,112.472,108.129,2128,10639.2,15.21,87.424,5.23,6.365,130.9,4.112,0.134,2.00,5.1260,14101.7,0.4496,0.2995,20.11,1.060,0.104,1.5414,0.0000,0.359,0.066,0.012,0.0000,5.53,0.58,5,21,36,49,95.2757,0.0306,0.4122,0.0000,0.0000,39.8307,100.00,81.6260,285.3055,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0040,0.0016,0.000009,1,0.1726,0.0105,0.0095,49,148,442,0.0000,0.0000,0.0011,0.003,11.5700,0.0232,4.4620
60000,2475,1.153,0.751,7.85,52081,44559,0,7791,4,880185,489490.1,344755.2,0.025,0.840,0.097,0.039,183,25.49,12.32,3.68,3.44,4.31,5.57,0.39,1.51,12.33,11.27,1.01,1.25,0.150,0.184,1505,0.059,0.061,0.920,0.005,0.014,61069,37329,4,0.632,0.006,0.107,1330033,0.182,1.896,0.073,47.89,21207,314,0.392,0.155,0.396,6488374,2.49,3.26,0.307,0.686,0.433,8.4,26.5,40.5,78.8,51242,0.195,0.00,0.0016,0.120,650,0.555,0.001,0.549,0.221,3.81,4.64,4.90,1.01,0.433,2.51,1.37,3.46,0.582,0.00555,13.80,9.4119,875.05,110885.8,140534.8,0.975,4.1253,103.974,0.000,1.000,0.427,80.5,45.334,31.780,2008,9617.5,24.74,25.137,5.36,1.338,105.2,0.797,0.135,1.99,5.3121,13147.5,0.4279,0.3262,20.70,1.053,0.064,0.4586,0.0000,0.392,0.063,0.036,0.0000,5.59,0.58,6,21,36,64,35.1078,0.0417,0.4000,0.0000,0.0000,11.1384,100.00,98.8027,211.9575,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0034,0.0014,0.000008,3,0.0943,0.0133,0.0152,49,155,526,0.0000,0.0000,0.0008,0.006,3.1945,0.0125,1.2263
70000,2589,1.124,0.932,7.30,174952,149368,0,25439,30,3159600,1243158.0,1213119.4,0.021,0.841,0.108,0.030,112,25.53,12.81,3.31,3.45,4.26,5.60,0.45,1.92,12.95,12.04,0.92,1.25,0.155,0.196,1600,0.058,0.040,0.936,0.005,0.019,270095,183258,3,0.843,0.120,0.108,4185318,0.165,2.146,0.095,122.84,87366,233,0.384,0.211,0.411,26938555,2.35,3.49,0.302,0.668,0.387,7.9,26.5,41.2,86.3,54283,0.207,0.00,0.0037,0.111,652,0.778,0.000,0.674,0.372,3.79,4.63,4.96,0.93,0.392,2.33,1.34,3.31,0.810,0.00766,82.03,44.4490,940.63,108209.7,140534.8,0.009,16.3533,280.994,0.000,1.000,0.107,87.1,113.524,110.690,2455,12540.6,12.01,89.658,5.46,7.301,204.3,4.654,0.135,2.00,4.9217,12742.4,0.3969,0.2932,20.97,1.063,0.074,1.5414,0.0000,0.394,0.051,0.017,0.0000,5.67,0.66,6,21,36,64,96.6936,0.0118,0.4372,0.0000,0.0000,40.3595,100.00,81.0261,291.8757,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0041,0.0016,0.000008,1,0.1748,0.0139,0.0098,50,148,435,0.0000,0.0000,0.0015,0.008,10.3859,0.0154,3.9042
80000,2527,1.160,0.953,7.56,57225,49029,0,8242,14,1000652,489280.5,367425.8,0.019,0.854,0.092,0.035,176,23.96,11.58,3.50,3.29,4.15,5.12,0.34,1.39,12.32,11.29,0.92,1.15,0.158,0.187,1431,0.089,0.054,0.926,0.006,0.014,67963,43845,3,0.674,0.080,0.109,1233552,0.100,2.192,0.099,47.95,21934,280,0.367,0.196,0.383,7085838,2.49,3.09,0.304,0.680,0.438,8.2,25.2,36.6,83.7,51333,0.196,0.00,0.0016,0.113,704,0.584,0.000,0.538,0.225,3.72,4.53,4.94,0.93,0.438,2.44,1.35,3.55,0.614,0.00516,13.56,9.7298,747.74,108351.3,140534.8,0.888,4.1709,104.916,0.000,1.000,0.388,80.7,45.389,32.115,2499,13121.8,15.71,25.530,5.49,1.594,198.0,0.925,0.135,2.00,4.8866,12348.4,0.4047,0.3053,20.31,1.018,0.075,0.4586,0.0000,0.362,0.039,0.002,0.0000,5.51,0.59,6,21,36,64,35.2983,0.0365,0.4214,0.0000,0.0000,11.1462,100.00,98.8741,211.3313,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0038,0.0015,0.000007,2,0.0791,0.0071,0.0120,48,146,474,0.0000,0.0000,0.0034,0.028,3.4131,0.0104,1.3004
90000,2767,0.954,0.906,7.64,184630,159632,0,24704,54,3069157,1244350.0,1173122.8,0.019,0.849,0.100,0.032,111,23.06,10.59,3.68,3.33,3.94,4.72,0.43,1.79,11.11,9.65,0.93,1.09,0.150,0.176,1485,0.110,0.047,0.929,0.004,0.020,275639,201485,2,0.812,0.077,0.113,3535626,0.115,2.087,0.090,123.24,85743,222,0.382,0.262,0.363,29259574,2.57,3.24,0.273,0.673,0.456,9.3,23.7,35.1,78.6,53008,0.202,0.00,0.0040,0.105,659,0.796,0.000,0.651,0.350,3.57,4.32,4.94,0.93,0.458,2.52,1.34,3.64,0.825,0.00646,81.72,40.6675,605.76,106970.3,140534.8,0.014,15.3133,283.654,0.000,1.000,0.107,92.1,115.043,111.837,2471,12287.4,12.96,91.122,5.16,7.255,170.9,4.548,0.135,2.00,5.3186,14716.6,0.4277,0.2971,19.16,1.022,0.051,1.5414,0.0000,0.361,0.035,0.001,0.0000,5.44,0.62,6,19,32,64,99.7908,0.0217,0.4756,0.0000,0.0000,40.3133,100.00,80.1496,293.4443,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0042,0.0017,0.000007,0,0.1696,0.0116,0.0090,49,144,440,0.0000,0.0000,0.0037,0.027,7.9496,0.0183,3.2499
100000,3073,0.957,0.657,7.11,64617,54385,0,9651,273,830963,493313.7,345069.7,0.061,0.828,0.069,0.042,186,18.68,9.74,2.79,3.00,3.34,4.59,0.33,1.71,9.16,6.49,0.77,1.05,0.134,0.183,1415,0.094,0.090,0.887,0.003,0.020,71164,48959,1,1.000,0.000,0.075,1062504,0.101,1.689,0.060,48.10,21254,315,0.415,0.178,0.343,8343782,2.24,5.60,0.181,0.653,0.377,5.5,18.2,30.2,56.0,48018,0.183,0.00,0.0018,0.104,748,0.614,0.000,0.515,0.185,3.21,3.62,4.88,0.77,0.377,2.17,1.26,3.18,0.636,0.00363,13.94,8.2744,682.73,111231.1,140534.8,0.934,3.2467,106.892,0.000,1.000,0.409,83.3,46.297,30.748,1910,8245.0,12.27,24.225,4.15,1.016,69.7,0.617,0.133,2.00,4.6769,14372.1,0.5293,0.3507,15.63,1.027,0.059,0.4586,0.0000,0.376,0.030,0.001,0.0000,5.65,0.81,5,15,25,64,37.4530,0.1273,0.4071,0.0000,0.0000,11.1498,100.00,99.3916,216.2986,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0036,0.0016,0.000005,2,0.0721,0.0078,0.0107,49,147,507,0.0000,0.0000,0.0296,0.192,2.1427,0.0101,0.9270
