step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,2345,1.233,0.798,12.29,159035,107982,0,48734,1419,2792061,1307310.6,1238885.1,0.115,0.654,0.134,0.097,92,32.34,22.42,2.63,5.53,5.08,7.44,0.20,1.30,16.15,13.76,0.65,1.54,0.128,0.159,1611,0.032,0.071,0.907,0.006,0.017,277665,199914,5,0.594,0.331,0.050,3860583,0.184,1.990,0.080,117.17,105457,184,0.444,0.231,0.324,18246746,1.67,5.86,0.180,0.636,0.183,8.0,27.8,71.8,120.0,56421,0.215,0.00,0.0035,0.119,629,0.762,0.001,0.676,0.445,3.86,4.81,5.20,0.90,0.186,1.79,1.20,1.94,0.804,0.00831,74.44,57.3371,610.05,106694.3,140059.3,0.094,26.2491,275.147,0.000,1.000,0.149,93.6,112.028,115.215,2110,10700.6,14.98,107.200,6.07,10.437,157.6,5.829,0.135,2.00,6.7305,15782.9,0.4725,0.3243,24.06,1.363,0.417,1.5122,0.0000,0.588,0.104,0.847,0.0000,6.47,1.74,6,16,55,81,94.9310,0.0135,0.4435,0.0000,0.0000,45.6238,100.00,78.9037,268.5007,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0034,0.0014,0.000007,3,0.2150,0.0188,0.0122,42,144,413,0.0000,0.0000,0.0483,0.154,11.4017,0.0237,4.6105
20000,2514,1.186,0.487,10.71,58231,41512,0,15776,773,734021,510737.6,367132.8,0.074,0.692,0.144,0.090,174,24.20,21.33,2.62,5.84,4.78,7.91,0.08,1.11,10.86,8.85,0.72,1.74,0.124,0.170,1228,0.096,0.099,0.875,0.004,0.022,61271,36703,2,0.772,0.134,0.014,295590,0.195,1.491,0.043,49.89,28588,299,0.500,0.200,0.328,4914812,1.71,8.07,0.120,0.639,0.174,4.2,16.9,61.9,148.9,46115,0.176,0.00,0.0019,0.109,672,0.449,0.000,0.511,0.174,3.45,3.69,5.39,0.84,0.174,1.80,1.23,2.03,0.477,0.00574,16.05,9.5139,892.55,111919.5,140059.3,0.000,3.9911,109.400,0.000,1.000,0.309,71.8,47.439,26.399,1164,5380.2,16.49,20.740,4.79,1.016,70.5,0.609,0.139,1.99,6.3196,15887.4,0.6856,0.4207,18.34,1.267,0.400,0.4878,0.0000,0.615,0.109,0.954,0.0000,6.55,1.45,4,14,48,81,36.3711,0.1118,0.3317,0.0000,0.0000,12.9556,100.00,109.9698,205.5711,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0028,0.0013,0.000008,1,0.0954,0.0131,0.0147,44,147,561,0.0000,0.0000,0.0320,0.144,3.3133,0.0176,1.4162
30000,3338,0.969,0.947,23.99,210675,138024,0,68237,3578,2215814,1223660.5,1115503.9,0.039,0.704,0.211,0.046,72,23.85,11.26,0.22,2.31,5.21,4.76,0.21,1.78,8.54,7.10,0.00,0.00,0.177,0.156,1280,0.076,0.091,0.885,0.005,0.019,275871,170434,14,0.354,0.289,0.031,1676615,0.171,2.164,0.098,123.49,123975,188,0.503,0.238,0.410,27258971,1.09,4.75,0.435,0.437,0.000,6.0,30.0,32.0,100.6,47354,0.181,0.00,0.0043,0.128,916,0.766,0.000,0.683,0.273,2.71,3.59,4.22,0.00,0.000,1.07,1.09,1.11,0.794,0.00569,70.94,36.3368,401.22,97250.8,140059.3,0.000,12.7836,284.043,0.000,1.000,0.128,97.3,116.134,112.398,2553,13179.8,8.54,86.581,3.60,6.892,249.7,4.364,0.135,2.00,6.7016,22369.9,0.6691,0.3936,14.19,1.669,0.449,1.5122,0.0000,0.606,0.200,0.749,0.0000,5.09,1.51,4,16,20,73,100.2344,0.1044,0.4452,0.0000,0.0000,46.4420,100.00,81.8777,279.3962,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0030,0.0013,0.000006,12,0.5663,0.0587,0.0128,39,131,454,0.0000,0.0000,0.0438,0.199,14.1738,0.1425,6.5691
40000,2925,1.092,0.921,26.20,62225,43316,0,18481,806,646216,528998.2,316002.6,0.071,0.747,0.143,0.039,146,23.75,11.10,0.09,1.08,4.91,4.39,0.12,0.88,8.90,7.16,0.00,0.00,0.170,0.148,1185,0.162,0.107,0.871,0.006,0.016,63969,31167,10,0.329,0.090,0.031,348303,0.161,2.131,0.095,51.77,35880,217,0.489,0.234,0.386,7199487,1.03,5.36,0.442,0.413,0.000,5.3,30.0,32.0,81.0,41013,0.156,0.00,0.0020,0.151,737,0.541,0.000,0.500,0.142,2.77,3.57,4.18,0.00,0.000,1.01,1.03,1.05,0.564,0.00530,13.20,7.4159,450.85,99160.3,140059.3,0.000,2.8656,111.232,0.000,1.000,0.226,79.2,50.657,33.030,2534,12881.0,11.47,26.131,3.76,1.561,200.0,0.895,0.134,2.00,7.2294,21145.9,0.7184,0.4092,14.02,1.687,0.448,0.4878,0.0000,0.576,0.177,0.613,0.0000,5.21,1.80,4,16,18,54,39.5719,0.0712,0.3877,0.0000,0.0000,13.3812,100.00,107.2949,236.7688,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0026,0.0011,0.000006,35,0.4901,0.0520,0.0246,43,141,559,0.0000,0.0000,0.0290,0.143,4.0382,0.1675,1.7372
50000,3378,0.918,0.890,27.28,185833,120657,0,61874,2754,2034023,1282043.0,956688.2,0.062,0.783,0.132,0.023,69,24.99,10.68,0.09,1.06,5.34,3.89,0.25,2.14,8.70,6.71,0.00,0.00,0.182,0.129,1128,0.379,0.061,0.919,0.005,0.015,246210,127893,18,0.251,0.358,0.032,1388095,0.190,2.147,0.093,126.16,128837,145,0.470,0.281,0.415,29656333,1.03,4.28,0.525,0.391,0.000,6.0,32.0,32.0,68.9,48530,0.185,0.00,0.0044,0.143,876,0.780,0.000,0.602,0.278,2.67,3.64,4.09,0.00,0.000,1.03,1.03,1.04,0.804,0.00643,60.98,31.6738,524.83,94620.2,140059.3,0.000,13.2556,284.607,0.000,1.000,0.100,109.3,124.701,120.688,2351,12492.3,11.34,96.302,4.05,12.249,187.7,7.114,0.134,2.00,7.6850,25960.0,0.6998,0.3587,14.37,1.746,0.430,1.5122,0.0000,0.628,0.134,0.857,0.0000,4.94,1.62,5,16,16,69,106.9807,0.0418,0.4671,0.0000,0.0000,48.3732,100.00,73.4863,309.5627,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0027,0.0012,0.000005,95,1.3947,0.0784,0.0225,38,130,471,0.0000,0.0000,0.0767,0.773,11.8158,0.4534,4.8183
60000,2683,0.994,0.977,27.13,55214,39371,0,15689,798,586615,534371.9,278413.0,0.067,0.799,0.103,0.031,149,25.02,11.09,0.03,0.62,5.13,3.94,0.21,2.13,9.18,7.52,0.00,0.00,0.173,0.129,927,0.399,0.077,0.904,0.004,0.015,55287,25409,8,0.445,0.055,0.031,480475,0.187,2.237,0.103,52.39,31018,217,0.475,0.250,0.393,6654411,1.01,5.23,0.542,0.378,0.000,6.0,32.0,32.0,79.2,39026,0.149,0.00,0.0022,0.170,672,0.495,0.000,0.501,0.121,2.73,3.63,4.14,0.00,0.000,1.00,1.01,1.01,0.516,0.00652,12.20,6.5929,316.30,99072.7,140059.3,0.000,2.8877,110.266,0.000,1.000,0.236,84.4,51.825,33.732,2575,13831.3,12.24,27.072,3.93,1.882,240.1,1.133,0.134,1.99,7.7826,20880.7,0.7295,0.3992,14.55,1.736,0.432,0.4878,0.0000,0.627,0.131,0.906,0.0000,5.19,1.98,4,16,18,77,39.8510,0.0474,0.4409,0.0000,0.0000,13.4450,100.00,106.6924,246.0020,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0024,0.0011,0.000007,51,0.6113,0.0678,0.0306,41,140,607,0.0000,0.0000,0.1965,2.150,3.1990,0.2158,1.3615
70000,3110,0.908,1.060,27.98,178607,116089,0,58958,3019,2059439,1299860.9,927624.6,0.050,0.820,0.113,0.016,69,26.13,10.65,0.07,1.17,5.29,3.80,0.16,1.54,9.68,8.29,0.00,0.04,0.181,0.125,1097,0.407,0.057,0.929,0.003,0.012,235312,117939,22,0.242,0.206,0.033,1415790,0.196,2.364,0.115,127.19,123280,137,0.450,0.297,0.394,30115838,1.02,4.22,0.533,0.393,0.000,8.0,32.0,32.0,87.4,47308,0.180,0.00,0.0043,0.162,879,0.773,0.000,0.645,0.273,2.76,3.79,4.18,0.00,0.000,1.02,1.02,1.02,0.797,0.00741,59.12,30.7808,448.18,91415.7,140059.3,0.000,13.1662,284.656,0.000,1.000,0.093,104.5,126.093,120.758,2701,15226.9,12.74,96.974,4.20,12.837,277.6,7.732,0.135,2.00,8.5923,26722.0,0.7331,0.3438,15.21,1.765,0.417,1.5122,0.0000,0.582,0.151,0.763,0.0000,5.04,1.86,5,16,19,81,107.3021,0.0262,0.4865,0.0000,0.0000,48.6172,100.00,72.2737,310.9729,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0027,0.0011,0.000005,114,1.5649,0.0994,0.0247,37,128,483,0.0000,0.0000,0.1341,1.114,11.5005,0.5037,4.6458
80000,2703,1.024,0.925,25.15,53063,38383,0,14376,667,600238,540431.8,273048.9,0.073,0.811,0.091,0.024,151,25.74,10.89,0.04,1.07,4.95,4.03,0.25,2.27,10.40,9.02,0.00,0.00,0.167,0.132,943,0.382,0.085,0.896,0.005,0.013,53331,22580,11,0.312,0.014,0.037,626189,0.198,2.176,0.097,52.42,30089,212,0.455,0.253,0.367,6644435,1.02,5.01,0.516,0.384,0.000,6.7,32.0,32.0,87.4,42290,0.161,0.00,0.0019,0.166,668,0.501,0.000,0.519,0.126,2.88,3.72,4.36,0.00,0.000,1.01,1.01,1.02,0.522,0.00656,11.90,6.8188,378.47,100057.9,140059.3,0.000,3.0933,110.633,0.000,1.000,0.246,87.1,52.327,35.181,2407,12981.1,9.68,28.940,4.21,2.141,213.3,1.312,0.132,2.00,7.6222,20602.9,0.6791,0.3796,15.65,1.699,0.448,0.4878,0.0000,0.631,0.161,0.932,0.0000,5.29,1.93,5,16,24,81,40.1900,0.0145,0.4369,0.0000,0.0000,13.4571,100.00,105.6937,249.5116,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0024,0.0010,0.000007,44,0.6537,0.0614,0.0343,43,143,621,0.0000,0.0000,0.0942,0.876,3.7871,0.2301,1.5075
90000,3145,0.980,1.089,27.64,169103,109306,0,56946,2291,1995563,1294003.2,886561.8,0.051,0.809,0.123,0.017,79,26.10,10.74,0.02,0.58,5.33,3.99,0.32,2.28,9.76,8.60,0.00,0.00,0.183,0.132,1161,0.349,0.065,0.914,0.004,0.017,219725,108143,23,0.261,0.155,0.038,1528898,0.205,2.409,0.121,126.97,114563,136,0.444,0.296,0.321,28726492,1.01,4.29,0.508,0.412,0.000,8.0,32.0,32.0,92.8,48554,0.185,0.00,0.0042,0.155,889,0.760,0.000,0.600,0.267,2.75,3.78,4.31,0.00,0.000,1.01,1.01,1.02,0.784,0.00774,60.25,29.0449,563.68,88730.7,140059.3,0.001,12.5945,282.103,0.000,1.000,0.077,105.8,125.722,118.395,2736,15728.1,16.19,94.886,4.06,12.485,290.4,7.540,0.134,2.00,9.1096,28649.7,0.7772,0.3409,15.44,1.748,0.420,1.5122,0.0000,0.773,0.201,0.930,0.0000,5.11,1.88,6,16,21,81,106.4528,0.0153,0.4655,0.0000,0.0000,48.0621,100.00,71.6275,313.8269,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0026,0.0011,0.000006,118,1.7288,0.1224,0.0272,36,127,497,0.0000,0.0000,0.0958,0.996,11.6510,0.5754,4.6185
100000,2640,1.030,0.920,27.07,47614,34358,0,13194,493,527262,533894.9,247760.0,0.092,0.772,0.107,0.030,172,25.60,10.13,0.05,0.92,5.30,4.13,0.24,2.09,9.43,7.33,0.00,0.00,0.179,0.135,949,0.316,0.089,0.896,0.003,0.012,45689,19601,7,0.458,0.074,0.031,559145,0.198,2.171,0.096,51.92,26029,218,0.470,0.227,0.330,5508186,1.02,4.50,0.527,0.394,0.000,8.0,32.0,32.0,87.1,39628,0.151,0.00,0.0021,0.171,606,0.447,0.000,0.419,0.112,2.91,3.71,4.30,0.00,0.000,1.01,1.02,1.03,0.469,0.00705,13.03,6.4633,385.50,97607.5,140059.3,0.000,2.9295,108.414,0.000,1.000,0.225,83.5,51.577,31.897,2425,12994.9,11.57,25.747,3.99,1.698,191.1,1.056,0.133,2.01,8.7976,23225.7,0.7620,0.3910,15.01,1.735,0.426,0.4878,0.0000,0.858,0.187,0.987,0.0000,5.13,1.82,6,16,21,81,39.5561,0.0099,0.4178,0.0000,0.0000,13.2688,100.00,106.5351,245.5811,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0022,0.0010,0.000008,74,0.8604,0.0955,0.0420,44,146,669,0.0000,0.0000,0.0846,0.980,3.1441,0.3348,1.4053
