step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2050,0.5620,18565.6,230,780,662,608,41,71,64,31671,33570,36142,0,0,0,1.000,1.000,1.000,567,269,76,0.2230,0.1997,0.5024,0.0870
2000,2690,0.4104,20351.0,232,953,911,826,77,92,132,30229,30657,36249,0,0,0,1.000,1.000,1.000,739,347,133,0.2101,0.1904,0.5309,0.0881
3000,3016,0.4330,19321.3,208,1052,1115,849,105,99,129,30252,29572,35742,0,0,0,1.000,1.000,1.000,779,447,139,0.2531,0.1837,0.5341,0.0750
4000,3213,0.4401,21001.7,204,1131,1196,886,116,141,179,30225,28669,34394,0,0,0,1.000,1.000,1.000,808,454,143,0.2495,0.1951,0.5305,0.0740
5000,3420,0.4415,20828.7,205,1228,1254,938,142,140,151,31274,28681,34486,0,0,0,1.000,1.000,1.000,872,482,156,0.2213,0.1857,0.5311,0.0781
6000,3674,0.4287,20315.6,188,1331,1353,990,155,131,163,31261,27774,34210,0,0,0,1.000,1.000,1.000,983,528,148,0.2541,0.1896,0.5491,0.0730
7000,3405,0.4209,19019.6,187,1149,1275,981,131,136,177,32832,28737,34748,0,0,0,1.000,1.000,1.000,841,500,161,0.2289,0.1870,0.5322,0.0772
8000,3213,0.4314,17580.1,184,1064,1225,924,101,130,144,33239,29408,35046,0,0,0,1.000,1.000,1.000,761,459,151,0.2501,0.1771,0.5494,0.0754
9000,2749,0.4278,16032.2,189,1001,988,760,116,85,146,34717,30979,36631,0,0,0,1.000,1.000,1.000,738,390,143,0.2248,0.1790,0.5779,0.0820
10000,2313,0.4444,12833.0,185,933,748,632,127,125,132,35357,33457,38791,0,0,0,1.000,1.000,1.000,657,280,123,0.2124,0.1838,0.6337,0.0860
11000,1894,0.4240,11420.2,207,858,609,427,102,110,134,35314,36112,41359,0,0,0,1.000,1.000,1.000,605,220,75,0.1576,0.1901,0.6505,0.1057
12000,1244,0.4244,8288.8,240,586,398,260,80,111,113,35115,40095,44814,0,0,0,1.000,1.000,1.000,399,148,56,0.1082,0.2553,0.7354,0.1313
13000,885,0.4441,6234.6,259,511,210,164,38,70,80,33351,43316,47479,0,0,0,1.000,1.000,1.000,385,82,30,0.0732,0.3465,0.7396,0.1512
14000,504,0.4821,4065.9,359,347,102,55,10,71,48,31823,47072,50944,0,0,0,1.000,1.000,1.000,270,34,5,0.0383,0.4355,0.7631,0.2240
15000,381,0.4724,3350.8,413,287,54,40,2,50,38,29623,49972,54072,0,0,0,1.000,1.000,1.000,222,21,6,0.0121,0.8052,0.4752,0.4147
16000,345,0.4464,3076.8,404,255,49,41,4,46,40,27011,50894,55757,0,0,0,1.000,1.000,1.000,195,15,6,0.0131,0.8378,0.8239,0.3661
17000,740,0.4527,5423.6,304,418,176,146,19,114,108,25053,49561,55539,0,0,0,1.000,1.000,1.000,291,58,26,0.0129,0.7247,0.8077,0.3144
18000,1145,0.4105,6666.4,219,581,277,287,72,108,151,23427,46635,53972,0,0,0,1.000,1.000,1.000,425,90,46,0.0729,0.3547,0.7522,0.1688
19000,1594,0.4159,8955.8,197,699,497,398,100,118,175,22218,42757,51147,0,0,0,1.000,1.000,1.000,519,209,98,0.1634,0.2137,0.7180,0.1081
20000,2479,0.4195,12959.2,180,965,906,608,128,168,166,22915,40287,49042,0,0,0,1.000,1.000,1.000,722,348,94,0.1122,0.2996,0.6281,0.1211
21000,3000,0.3970,15832.5,178,1169,986,845,139,124,210,23254,37387,46174,0,0,0,1.000,1.000,1.000,812,401,147,0.1290,0.2540,0.5736,0.1115
22000,3433,0.4192,19357.6,188,1207,1259,967,148,143,208,24271,34636,43119,0,0,0,1.000,1.000,1.000,874,510,175,0.1334,0.2916,0.5242,0.1082
23000,3835,0.4169,19206.8,180,1387,1391,1057,158,160,193,25964,32249,40859,0,0,0,1.000,1.000,1.000,1003,517,162,0.1754,0.2260,0.5413,0.0890
24000,3853,0.4176,19617.7,191,1335,1420,1098,151,179,194,27020,30831,38676,0,0,0,1.000,1.000,1.000,931,542,162,0.2160,0.1879,0.5504,0.0805
25000,3858,0.4251,21998.0,201,1353,1428,1077,161,128,192,28417,29474,37264,0,0,0,1.000,1.000,1.000,948,522,174,0.1871,0.2597,0.5018,0.0868
26000,4104,0.4142,20714.5,190,1457,1441,1206,171,171,213,30014,29137,36221,0,0,0,1.000,1.000,1.000,1039,536,178,0.2026,0.2465,0.5276,0.0827
27000,3787,0.4486,20916.2,205,1394,1294,1099,160,149,181,31570,29475,36236,0,0,0,1.000,1.000,1.000,943,504,174,0.1830,0.2363,0.5274,0.0882
28000,3585,0.4435,18236.2,196,1332,1251,1002,146,147,196,33524,30290,36695,0,0,0,1.000,1.000,1.000,937,448,157,0.1947,0.2147,0.5623,0.0862
29000,3160,0.4453,16861.3,200,1107,1184,869,154,166,184,34071,32131,37991,0,0,0,1.000,1.000,1.000,823,431,168,0.1760,0.2400,0.5725,0.0938
30000,2657,0.4215,14062.7,203,925,969,763,118,149,194,34663,34070,39776,0,0,0,1.000,1.000,1.000,672,404,131,0.1666,0.2067,0.6182,0.0980
31000,2164,0.4279,11860.8,220,915,727,522,129,132,187,35511,36881,42225,0,0,0,1.000,1.000,1.000,666,280,73,0.1076,0.2449,0.6469,0.1250
32000,1588,0.4899,8921.7,232,757,423,408,90,100,168,34531,40275,44608,0,0,0,1.000,1.000,1.000,566,179,78,0.1030,0.3141,0.6970,0.1322
33000,1050,0.4990,6228.1,272,591,267,192,50,113,123,33601,44207,48123,0,0,0,1.000,1.000,1.000,445,80,39,0.0439,0.3718,0.7435,0.1874
34000,541,0.5009,4183.6,399,340,123,78,22,84,47,30782,47061,50765,0,0,0,1.000,1.000,1.000,249,36,13,0.0582,0.3699,0.7275,0.1876
35000,468,0.4359,3571.9,296,356,65,47,9,56,42,28734,50031,53996,0,0,0,1.000,1.000,1.000,251,13,6,0.0192,0.6621,0.4484,0.3682
36000,449,0.4855,3924.2,335,336,67,46,4,62,45,26329,50811,55586,0,0,0,1.000,1.000,1.000,262,30,4,0.0153,0.7588,0.7972,0.3701
37000,731,0.4022,5461.7,333,400,190,141,24,115,114,24604,49423,55404,0,0,0,1.000,1.000,1.000,298,76,26,0.0249,0.5875,0.8273,0.2836
38000,1216,0.3956,7016.4,227,619,339,258,59,142,141,23219,46617,53900,0,0,0,1.000,1.000,1.000,461,141,55,0.0681,0.3197,0.7568,0.1686
39000,1896,0.4019,10619.2,200,891,575,430,104,148,157,22245,42727,51271,0,0,0,1.000,1.000,1.000,651,233,94,0.1159,0.2412,0.6865,0.1250
40000,2575,0.4307,13028.5,194,983,875,717,159,163,185,23086,40486,49172,0,0,0,1.000,1.000,1.000,720,307,132,0.1108,0.2468,0.6284,0.1238
41000,3159,0.4080,15647.5,184,1225,1088,846,143,142,216,22352,36678,46135,0,0,0,1.000,1.000,1.000,885,403,156,0.1815,0.2002,0.5958,0.0962
42000,3526,0.4121,17512.2,184,1269,1209,1048,162,176,217,24558,34234,43550,0,0,0,1.000,1.000,1.000,912,467,178,0.1683,0.2395,0.5658,0.0926
43000,3910,0.4090,19328.8,188,1363,1432,1115,174,148,225,25525,32155,40748,0,0,0,1.000,1.000,1.000,976,524,171,0.1841,0.2724,0.5480,0.0883
44000,4111,0.4284,20390.8,192,1484,1505,1122,156,167,197,27257,30959,39265,0,0,0,1.000,1.000,1.000,1077,577,197,0.1902,0.2325,0.5379,0.0862
45000,4379,0.4140,20580.8,176,1456,1607,1316,153,171,219,28413,30002,37537,0,0,0,1.000,1.000,1.000,1016,610,201,0.1950,0.2441,0.5245,0.0846
46000,4343,0.4251,21444.8,184,1526,1549,1268,145,174,203,29938,28799,36413,0,0,0,1.000,1.000,1.000,1123,625,236,0.1846,0.2872,0.5143,0.0859
47000,4069,0.4429,19615.5,187,1480,1434,1155,192,124,220,31528,29872,36507,0,0,0,1.000,1.000,1.000,1017,567,192,0.1873,0.2172,0.5425,0.0842
48000,3818,0.4447,18607.4,189,1418,1322,1078,143,142,198,32422,30138,36692,0,0,0,1.000,1.000,1.000,1018,449,184,0.1960,0.2076,0.5461,0.0841
49000,3102,0.4323,16081.5,206,1030,1202,870,148,145,181,33797,31639,37721,0,0,0,1.000,1.000,1.000,766,449,137,0.2059,0.2241,0.5961,0.0842
50000,2751,0.4122,14101.7,210,1089,924,738,151,137,171,34851,34002,39692,0,0,0,1.000,1.000,1.000,792,319,134,0.1486,0.2558,0.6177,0.1023
51000,2092,0.4637,11960.9,227,812,732,548,102,141,169,35654,37091,41991,0,0,0,1.000,1.000,1.000,594,264,97,0.1041,0.2938,0.6588,0.1278
52000,1523,0.4228,9403.2,241,740,424,359,66,133,155,34513,40276,44558,0,0,0,1.000,1.000,1.000,535,161,84,0.0920,0.3739,0.7002,0.1415
53000,938,0.4691,6052.9,296,560,222,156,47,89,91,32962,43810,47566,0,0,0,1.000,1.000,1.000,444,70,17,0.0790,0.3177,0.7538,0.1492
54000,741,0.4858,4486.9,298,562,103,76,17,76,63,30480,46855,50505,0,0,0,1.000,1.000,1.000,459,39,10,0.0475,0.4187,0.7032,0.1863
55000,452,0.4889,3457.2,309,360,61,31,3,53,30,28429,49762,53766,0,0,0,1.000,1.000,1.000,285,22,2,0.0222,0.6272,0.4351,0.2949
56000,417,0.4868,4509.3,379,298,71,48,3,65,44,25961,50284,55120,0,0,0,1.000,1.000,1.000,240,24,3,0.0197,0.5875,0.7770,0.3300
57000,776,0.3982,5729.3,308,499,153,124,30,103,97,24475,49006,54994,0,0,0,1.000,1.000,1.000,379,50,24,0.0359,0.4736,0.8177,0.2570
58000,1189,0.4525,8296.0,277,687,268,234,93,115,127,22673,45866,53251,0,0,0,1.000,1.000,1.000,502,97,62,0.0837,0.3216,0.7520,0.1530
