step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,2995,0.925,1.257,21.64,283360,163691,0,114223,3910,3596430,1280552.1,1624605.9,0.087,0.763,0.069,0.081,58,23.72,13.20,0.28,2.41,6.23,6.37,0.08,0.97,9.10,12.03,0.00,0.12,0.222,0.205,1466,0.198,0.038,0.939,0.006,0.017,425515,282976,3,0.458,0.433,0.014,3052563,0.168,2.496,0.138,120.96,205648,145,0.452,0.264,0.429,28984641,1.09,6.35,0.328,0.522,0.002,5.6,26.8,32.0,94.0,46984,0.179,0.00,0.0047,0.103,866,0.739,0.001,0.735,0.349,3.23,4.15,4.13,0.01,0.004,1.08,1.10,1.10,0.787,0.00762,72.38,74.4196,698.21,98995.6,140134.5,0.090,38.4023,292.205,0.000,1.000,0.113,92.7,108.031,120.892,3346,18004.2,14.10,117.767,5.96,15.577,328.7,7.675,0.135,2.00,5.4271,16254.3,0.5463,0.3538,15.69,1.580,0.515,1.5488,0.0000,0.530,0.145,0.620,0.0000,5.73,2.09,4,16,27,81,87.9341,0.0159,0.4881,0.0000,0.0000,44.7458,100.00,69.6826,273.8316,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0036,0.0015,0.000009,4,0.1809,0.0207,0.0057,32,112,324,0.0000,0.0000,0.0801,0.281,33.8762,0.0405,15.4929
20000,2822,0.918,1.178,23.47,66586,50062,0,16099,585,709555,494888.1,306206.8,0.039,0.807,0.092,0.062,138,21.61,12.78,0.03,0.53,5.78,6.08,0.08,0.76,8.30,9.21,0.00,0.00,0.204,0.196,1361,0.104,0.073,0.909,0.005,0.013,69766,38385,6,0.476,0.136,0.021,399474,0.157,2.405,0.126,47.70,36804,222,0.432,0.217,0.376,8731349,1.01,6.46,0.366,0.454,0.000,4.0,24.4,32.0,98.0,40049,0.153,0.00,0.0021,0.106,674,0.648,0.000,0.485,0.163,3.01,4.14,3.69,0.00,0.000,1.01,1.01,1.01,0.672,0.00391,10.52,8.1836,454.58,99895.0,140134.5,1.419,3.8335,104.280,0.000,1.000,0.324,78.9,45.987,40.027,3296,17036.2,10.55,31.932,5.19,2.028,265.4,1.068,0.136,1.99,6.0439,17056.0,0.6267,0.3575,14.19,1.525,0.566,0.4512,0.0000,0.619,0.173,0.708,0.0000,5.53,1.79,4,16,22,77,37.8959,0.0879,0.4493,0.0000,0.0000,12.2605,100.00,100.2092,238.5060,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0032,0.0014,0.000005,13,0.2304,0.0411,0.0149,46,139,479,0.0000,0.0000,0.0429,0.164,4.5671,0.0658,1.9041
30000,3146,0.932,0.927,27.48,177805,125111,0,50055,2120,1768199,1285281.1,854042.1,0.026,0.815,0.078,0.081,75,25.81,12.17,0.04,0.85,5.10,4.94,0.01,0.24,9.70,7.63,0.00,0.00,0.173,0.159,1507,0.141,0.070,0.917,0.003,0.011,228021,137162,8,0.353,0.160,0.004,428744,0.175,2.084,0.094,128.43,113038,168,0.483,0.254,0.295,32700642,1.01,5.10,0.467,0.439,0.000,6.8,32.0,32.0,116.0,46716,0.178,0.00,0.0042,0.113,803,0.816,0.000,0.580,0.260,2.97,3.98,4.01,0.00,0.001,1.01,1.01,1.01,0.836,0.00579,70.14,31.4823,534.56,90136.0,140134.5,0.208,12.3424,287.142,0.000,1.000,0.099,94.7,124.447,125.612,2682,12777.5,13.16,100.114,4.77,9.332,170.5,5.594,0.135,2.00,9.5884,30165.1,0.8454,0.3598,14.85,1.733,0.450,1.5488,0.0000,0.569,0.204,0.580,0.0000,5.27,1.96,5,16,23,71,109.9694,0.0576,0.4749,0.0000,0.0000,45.6339,100.00,68.4167,327.9208,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0028,0.0012,0.000005,195,1.9417,0.1268,0.0249,43,139,470,0.0000,0.0000,0.0449,0.118,10.6804,0.7207,5.1806
40000,2794,0.914,0.506,25.14,47349,35170,0,11901,494,375654,476732.1,241063.2,0.032,0.786,0.077,0.105,183,21.65,12.80,0.00,0.06,4.50,4.50,0.03,0.41,8.34,5.50,0.00,0.00,0.159,0.149,1253,0.085,0.127,0.858,0.000,0.015,42197,20631,7,0.387,0.020,0.006,71841,0.221,1.434,0.042,46.49,25068,315,0.642,0.171,0.310,6802235,1.00,6.79,0.438,0.445,0.000,3.4,28.0,32.0,98.0,35938,0.137,0.00,0.0020,0.140,707,0.526,0.000,0.364,0.098,2.77,3.77,3.78,0.00,0.000,1.00,1.00,1.00,0.540,0.00458,14.25,7.0627,362.16,103355.0,140134.5,0.949,2.3727,100.486,0.000,0.994,0.349,76.5,45.983,22.192,1402,5907.2,11.77,16.070,4.30,0.542,58.2,0.340,0.135,2.01,8.8210,24645.8,0.9086,0.5116,12.86,1.576,0.549,0.4512,0.0000,0.577,0.203,0.538,0.0000,5.48,1.90,4,15,16,53,36.4728,0.3565,0.4077,0.0000,0.0000,11.7011,100.00,101.8692,241.4415,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0022,0.0010,0.000005,136,0.8372,0.0827,0.0376,49,161,704,0.0000,0.0000,0.0363,0.072,2.4339,0.3408,1.3537
50000,2723,0.701,0.222,28.22,84772,64636,0,18074,842,609140,1202657.4,539173.1,0.050,0.777,0.052,0.121,109,24.37,12.81,0.01,0.30,4.94,5.09,0.01,0.30,8.33,5.15,0.00,0.10,0.159,0.152,1401,0.035,0.110,0.880,0.001,0.008,92599,47396,9,0.300,0.179,0.002,163216,0.206,0.598,0.006,122.09,53922,305,0.885,0.181,0.269,25083707,1.00,5.55,0.476,0.456,0.001,5.0,30.0,32.0,98.0,36191,0.138,0.00,0.0053,0.148,654,0.744,0.001,0.445,0.177,2.98,3.71,3.73,0.00,0.001,1.00,1.00,1.00,0.751,0.00800,84.02,31.7713,505.70,96419.7,140134.5,2.898,8.6809,260.533,0.000,1.000,0.059,85.6,115.174,91.862,397,893.8,12.47,63.981,4.29,2.456,0.7,1.675,0.134,2.00,13.5003,36761.4,1.3363,0.4903,13.29,1.749,0.428,1.5488,0.0000,0.484,0.203,0.384,0.0000,5.11,1.74,4,16,16,53,98.9735,0.1729,0.4657,0.0000,0.0000,42.2867,100.00,57.3681,285.3638,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0016,0.0007,0.000005,1291,5.1726,0.2170,0.0786,53,178,1043,0.0000,0.0000,0.0157,0.030,2.9226,2.2085,2.8946
60000,2369,0.695,0.238,27.88,24075,16809,0,6901,253,174712,449786.5,179264.0,0.031,0.751,0.033,0.185,223,24.36,11.34,0.04,0.32,6.61,4.73,0.02,0.59,6.42,4.33,0.06,0.40,0.227,0.152,1044,0.115,0.130,0.860,0.001,0.009,18574,8022,8,0.341,0.027,0.002,45393,0.248,0.626,0.007,44.60,13348,442,1.026,0.150,0.156,3832518,1.01,5.02,0.466,0.470,0.022,5.3,30.0,32.0,72.0,31008,0.118,0.00,0.0030,0.174,576,0.355,0.001,0.217,0.065,3.07,3.67,3.76,0.06,0.024,1.02,1.01,1.01,0.364,0.00698,17.54,7.6311,325.93,99663.8,140134.5,0.419,2.3351,91.173,0.000,0.997,0.313,72.2,42.602,8.626,488,1221.5,19.14,2.733,3.95,0.016,2.0,0.011,0.134,2.00,14.2252,33699.6,1.2938,0.7227,13.09,1.776,0.410,0.4512,0.0000,0.421,0.138,0.161,0.0000,4.97,1.71,4,15,16,62,32.4467,0.3157,0.4664,0.0000,0.0000,11.3622,100.00,100.8960,199.5517,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0012,0.0005,0.000004,466,1.5245,0.1887,0.0996,49,210,1652,0.0000,0.0000,0.0303,0.086,0.7481,0.6511,0.8587
70000,3040,0.625,0.215,28.92,60855,43193,0,15228,438,461539,1142397.4,513544.0,0.018,0.731,0.062,0.188,124,22.66,11.54,0.15,0.69,4.11,3.79,0.02,0.65,7.78,4.92,0.23,0.76,0.154,0.132,1798,0.059,0.082,0.904,0.004,0.010,62050,28116,21,0.301,0.077,0.002,108632,0.265,0.704,0.008,116.29,38593,356,1.113,0.145,0.210,20247129,1.05,4.77,0.296,0.662,0.088,5.1,26.0,32.0,143.9,36620,0.140,0.00,0.0048,0.131,770,0.669,0.001,0.425,0.156,2.91,3.62,3.67,0.24,0.095,1.08,1.02,1.05,0.676,0.00860,93.99,30.7960,588.05,91048.4,140134.5,1.858,9.2136,246.065,0.000,1.000,0.048,92.9,107.550,67.285,349,1039.4,17.78,44.235,3.98,1.337,2.3,0.912,0.134,1.99,13.8781,42189.6,1.4622,0.6298,12.05,1.806,0.388,1.5488,0.0000,0.432,0.188,0.204,0.0000,4.84,1.60,4,13,16,72,89.5980,0.1904,0.5039,0.0000,0.0000,40.2792,100.00,54.6448,250.0616,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0011,0.0005,0.000003,1325,5.2073,0.2405,0.1277,51,214,2377,0.0000,0.0000,0.0744,0.247,2.6660,2.2403,2.9960
80000,2153,0.704,0.328,27.83,23539,17522,0,6418,130,180360,443921.3,181523.6,0.010,0.798,0.052,0.140,233,25.56,10.47,0.00,0.00,7.05,4.58,0.00,0.19,6.80,5.07,0.00,0.00,0.236,0.145,770,0.219,0.106,0.884,0.000,0.010,19392,8712,7,0.567,0.015,0.000,15565,0.227,0.990,0.019,44.21,13162,512,1.006,0.155,0.119,3911743,1.00,4.11,0.529,0.417,0.000,6.7,32.0,32.0,72.0,29846,0.114,0.00,0.0030,0.189,519,0.342,0.000,0.298,0.077,3.21,3.68,4.09,0.00,0.000,1.00,1.00,1.00,0.350,0.00790,17.84,6.7468,356.38,98490.2,140134.5,0.611,1.9788,90.776,0.000,0.989,0.311,66.8,43.009,7.825,734,2714.9,13.10,2.500,3.88,0.029,28.4,0.018,0.132,2.01,15.6030,33593.2,1.3069,0.7413,13.86,1.792,0.392,0.4512,0.0000,0.472,0.094,0.337,0.0000,4.91,1.70,5,16,16,73,32.4272,0.3291,0.4621,0.0000,0.0000,11.2340,100.00,101.9257,211.8529,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0012,0.0006,0.000005,356,1.1401,0.2123,0.1046,48,212,1793,0.0000,0.0000,0.0688,0.258,1.4223,0.4502,1.0639
90000,3036,0.611,0.217,29.14,45456,29981,0,12526,254,368627,1160216.8,466172.8,0.011,0.786,0.070,0.133,137,23.52,10.88,0.00,0.00,3.21,3.82,0.00,0.11,9.51,5.83,0.00,0.00,0.121,0.136,1520,0.099,0.048,0.945,0.002,0.005,44600,19407,11,0.438,0.219,0.001,13449,0.235,0.802,0.008,117.64,28051,283,1.265,0.181,0.145,21744059,1.00,3.76,0.393,0.568,0.000,6.0,29.1,32.0,82.4,38613,0.147,0.00,0.0040,0.161,779,0.694,0.001,0.390,0.139,3.07,3.55,3.94,0.00,0.000,1.00,1.00,1.00,0.700,0.00880,88.03,38.3254,1100.40,73354.2,140134.5,5.407,12.1190,242.484,0.000,1.000,0.000,91.2,104.491,76.045,234,591.0,24.62,49.889,3.97,1.479,1.2,0.982,0.137,2.00,19.7159,59857.4,1.9520,0.5314,12.72,1.845,0.352,1.5488,0.0000,0.414,0.148,0.226,0.0000,4.68,1.50,3,15,16,81,86.4519,0.0578,0.4974,0.0000,0.0000,41.1922,100.00,44.3421,252.7266,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0008,0.0003,0.000002,1812,7.2949,0.3903,0.1838,49,233,3179,0.0000,0.0000,0.0120,0.028,2.7775,3.1670,3.1939
100000,2140,0.684,0.218,28.11,19303,13078,0,6142,126,160784,444365.2,181431.3,0.007,0.836,0.048,0.109,244,25.42,10.02,0.01,0.45,7.08,4.36,0.00,0.00,6.78,4.95,0.00,0.00,0.242,0.140,784,0.351,0.103,0.888,0.000,0.009,15559,6626,7,0.465,0.012,0.000,5011,0.141,0.648,0.008,44.18,10712,421,1.128,0.196,0.100,4218191,1.00,4.01,0.507,0.435,0.000,7.9,32.0,32.0,61.6,29696,0.113,0.00,0.0031,0.188,547,0.362,0.001,0.290,0.070,3.22,3.63,4.18,0.00,0.000,1.00,1.00,1.00,0.369,0.00864,17.96,10.3117,348.57,98211.8,140134.5,0.582,3.0492,91.500,0.000,0.990,0.294,69.7,43.628,7.069,377,1137.3,11.23,1.803,3.81,0.013,4.6,0.009,0.132,2.00,16.6997,35737.3,1.3888,0.6732,13.88,1.795,0.391,0.4512,0.0000,0.423,0.090,0.159,0.0000,4.90,1.72,5,16,16,61,32.5224,0.1922,0.4514,0.0000,0.0000,11.1974,100.00,99.2761,204.7733,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0009,0.0004,0.000004,853,2.1762,0.2369,0.1610,43,223,3072,0.0000,0.0000,0.0087,0.022,1.0102,0.9239,1.0742
