step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1367,22.39,1.17,3.65,0.28,11.18,0.01,1.43,0.004,0.254,502847.2,562140.8,4,170,3.07,1.50,1.44,25.2575,593.28,30436.6,0.0322,44.1108,5462,36.5506,991,4.0850,24010.7,166.47,2.6395,0.0,0.0000,1.000,0.7549
10000,1,1035,20.99,0.89,3.73,0.25,10.03,0.01,1.34,0.004,0.176,480047.6,518030.3,2,174,2.90,1.37,1.30,23.4633,402.77,35236.9,0.0318,41.9873,5461,36.5439,947,3.8205,22371.5,81.57,15.3794,0.0,0.0000,1.000,0.1939
10000,2,749,23.57,1.36,3.67,0.29,11.63,0.02,1.44,0.011,0.147,371506.1,353835.7,1,185,3.19,1.42,1.51,14.6248,163.66,38184.9,0.0329,31.9177,5461,36.5439,752,2.3308,13421.9,51.95,32.9515,0.0,0.0000,1.000,0.0059
20000,0,1134,20.94,0.26,4.47,0.04,9.28,0.00,1.11,0.000,0.183,269072.8,185301.8,4,179,2.95,1.11,1.12,4.5276,274.08,25167.4,0.0000,26.3864,5462,15.6913,860,0.6240,3915.7,166.47,1.2056,0.0,0.0000,1.000,0.7549
20000,1,1012,20.91,0.33,4.80,0.04,8.66,0.00,1.16,0.000,0.159,141490.4,89730.6,4,188,2.98,1.14,1.19,2.1227,169.93,38668.5,0.0000,13.8685,5461,15.6884,707,0.2497,1538.1,81.57,4.2178,0.0,0.0000,1.000,0.1939
20000,2,692,22.11,0.20,5.89,0.01,7.35,0.00,1.10,0.001,0.107,89596.1,52315.4,4,264,2.85,1.10,1.11,1.1816,129.97,45119.6,0.0000,8.7252,5461,15.6884,426,0.1002,596.3,51.95,8.2178,0.0,0.0000,1.000,0.0059
30000,0,1168,25.86,0.21,4.59,0.03,10.85,0.00,1.08,0.001,0.210,473438.2,342791.2,4,201,2.90,1.08,1.06,10.2400,142.28,26574.1,0.0000,45.4549,5462,39.3199,900,2.8510,18712.4,166.47,2.6399,0.0,0.0000,1.000,0.7549
30000,1,1031,23.21,0.19,4.20,0.01,9.68,0.00,1.08,0.000,0.166,449736.1,313809.2,3,275,2.74,1.07,1.09,9.4286,133.43,34200.9,0.0000,43.1566,5461,39.3127,581,2.7484,17642.0,81.57,15.2726,0.0,0.0000,1.000,0.1939
30000,2,653,25.26,0.05,4.92,0.00,9.76,0.00,1.02,0.000,0.110,337072.7,214590.0,4,306,2.74,1.02,1.03,5.6927,65.98,39304.0,0.0000,32.8085,5461,39.3127,466,1.4758,9441.1,51.95,32.6324,0.0,0.0000,1.000,0.0059
40000,0,1199,22.79,0.44,4.28,0.01,9.51,0.00,1.20,0.001,0.195,262791.1,135654.6,5,184,2.91,1.22,1.12,3.0693,173.60,25396.2,0.0000,25.7754,5462,15.8436,631,0.4573,2958.4,166.47,1.1802,0.0,0.0000,1.000,0.7549
40000,1,920,22.18,0.22,4.38,0.00,8.64,0.01,1.10,0.003,0.139,138014.9,63586.6,4,237,2.83,1.11,1.05,1.4309,119.87,38936.7,0.0000,13.5689,5461,15.8407,467,0.1709,1091.0,81.57,4.1030,0.0,0.0000,1.000,0.1939
40000,2,641,21.72,0.30,4.30,0.01,8.58,0.01,1.13,0.005,0.097,87116.1,37232.7,5,272,2.82,1.14,1.08,0.8870,49.78,44805.8,0.0000,8.6185,5461,15.8407,359,0.0622,402.4,51.95,8.0749,0.0,0.0000,1.000,0.0059
50000,0,1151,25.24,0.24,4.74,0.02,10.01,0.00,1.09,0.000,0.198,470059.5,323079.8,11,259,2.98,1.07,1.13,9.3623,143.92,27751.3,0.0000,45.1234,5462,39.6516,769,2.9367,18884.5,166.47,2.6634,0.0,0.0000,1.000,0.7549
