step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,4.00,16,0,1,0,1,0,1.00,8,0.250,3507,0.00,85.15,148.19,824,2,0,0,1.00,1.00,1.00,2,2,3,48.7,1.983,2,2.000,0.502,4,1.000,14
100000,8.00,16,0,2,0,2,0,1.00,4,0.250,3334,1.08,125.22,196.77,824,0,0,0,1.00,1.00,1.00,2,4,3,17.3,26.244,4,2.000,0.491,4,1.000,12
100000,10.00,16,0,2,0,3,0,1.00,6,0.200,3326,0.01,113.47,90.40,824,1,0,0,1.00,1.00,1.00,1,3,3,25.5,5.359,5,2.000,0.439,4,1.000,11
100000,8.00,16,0,2,0,2,0,1.00,4,0.250,3305,-0.00,70.09,164.99,824,0,1,0,1.00,1.00,1.00,2,4,2,15.0,6.485,4,2.000,0.572,4,1.000,12
100000,18.00,16,0,5,0,4,0,1.00,0,0.278,3195,0.00,87.41,89.87,824,1,0,0,1.00,1.00,1.00,2,4,4,35.9,10.327,9,2.000,0.377,4,1.000,7
100000,8.00,16,0,3,0,1,0,1.00,6,0.375,3157,-0.00,72.11,192.29,824,1,0,0,1.00,1.00,1.00,3,3,4,30.7,15.091,4,2.000,0.496,4,1.000,12
100000,8.00,16,0,4,0,0,0,1.00,6,0.500,3117,0.00,94.70,135.61,824,0,0,0,1.00,1.00,1.00,2,2,4,4.3,9.243,4,2.000,0.377,4,1.000,12
100000,14.00,16,0,2,0,5,0,1.00,2,0.143,3074,0.39,64.18,120.79,824,0,0,0,1.00,1.00,1.00,2,3,4,21.8,24.403,7,2.000,0.556,4,1.000,8
100000,18.00,16,0,4,0,5,0,1.00,0,0.222,3062,0.00,63.32,157.72,824,0,0,0,1.00,1.00,1.00,4,4,4,9.5,17.486,9,2.000,0.496,4,1.000,7
100000,4.00,16,0,1,0,1,0,1.00,8,0.250,3047,0.12,84.99,135.95,824,0,1,0,1.00,1.00,1.00,1,3,2,10.6,4.602,2,2.000,0.573,4,1.000,13
100000,18.00,16,0,3,0,6,0,1.00,0,0.167,2978,1.06,114.09,121.26,824,2,0,0,1.00,1.00,1.00,2,4,4,39.7,18.679,9,2.000,0.496,4,1.000,7
100000,16.00,16,0,4,0,4,0,1.00,0,0.250,2957,0.00,94.16,110.05,824,2,1,0,1.00,1.00,1.00,4,4,4,43.8,13.177,8,2.000,0.614,4,1.000,8
100000,18.00,16,0,4,0,5,0,1.00,0,0.222,2932,0.00,80.90,127.28,824,1,0,0,1.00,1.00,1.00,1,4,4,26.2,14.503,9,2.000,0.466,4,1.000,7
100000,16.00,16,0,4,0,4,0,1.00,0,0.250,2881,0.00,68.52,181.03,824,2,2,0,1.00,1.00,1.00,4,4,4,42.6,15.006,8,2.000,0.508,4,1.000,8
100000,14.00,16,0,5,0,2,0,1.00,2,0.357,2847,0.00,84.05,141.29,824,0,0,0,1.00,1.00,1.00,2,4,4,19.8,36.139,7,2.000,0.496,4,1.000,9
100000,26.00,16,0,6,0,7,0,1.00,0,0.231,2847,0.00,96.68,137.52,824,2,0,0,1.00,1.00,1.00,4,4,4,48.3,31.743,13,2.000,0.496,4,1.000,3
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2811,0.00,98.20,131.05,824,0,0,0,1.00,1.00,1.00,4,4,4,22.1,41.337,14,2.000,0.615,4,1.000,2
100000,20.00,16,0,4,0,6,0,1.00,0,0.200,2811,3.10,79.94,131.73,824,1,0,0,1.00,1.00,1.00,1,4,4,28.3,27.580,10,2.000,0.636,4,1.000,6
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2770,0.00,79.60,74.17,824,0,0,0,1.00,1.00,1.00,2,4,4,21.1,8.913,13,2.000,0.522,4,1.000,3
100000,20.00,16,0,7,0,3,0,1.00,0,0.350,2764,0.15,71.90,171.40,824,0,0,0,1.00,1.00,1.00,2,4,4,16.1,35.111,10,2.000,0.433,4,1.000,6
100000,16.00,16,0,5,0,3,0,1.00,0,0.312,2737,1.11,72.24,133.76,824,2,1,0,1.00,1.00,1.00,1,4,4,57.6,19.853,8,2.000,0.492,4,1.000,8
100000,16.00,16,0,5,0,3,0,1.00,0,0.312,2736,0.00,78.90,83.11,824,1,1,0,1.00,1.00,1.00,2,4,4,30.6,9.861,8,2.000,0.492,4,1.000,8
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2693,0.00,75.76,112.15,824,1,0,0,1.00,1.00,1.00,4,4,4,28.7,33.102,14,2.000,0.712,4,1.000,2
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2691,0.00,66.45,83.63,819,0,0,0,1.00,1.00,1.00,2,4,4,20.0,2.470,14,2.000,0.209,4,1.000,2
100000,22.00,16,0,5,0,6,0,1.00,0,0.227,2688,0.00,65.58,101.79,824,0,1,0,1.00,1.00,1.00,2,4,4,10.4,21.773,11,2.000,0.615,4,1.000,5
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2681,0.00,72.39,85.97,824,2,0,0,1.00,1.00,1.00,2,4,4,43.1,29.223,14,2.000,0.610,4,1.000,2
100000,24.00,16,0,8,0,4,0,1.00,0,0.333,2656,1.22,81.34,195.83,824,2,0,0,1.00,1.00,1.00,2,4,4,43.4,53.213,12,2.000,0.502,4,1.000,4
100000,22.00,16,0,6,0,5,0,1.00,0,0.273,2632,0.00,64.93,106.28,824,0,0,0,1.00,1.00,1.00,3,4,4,17.6,23.868,11,2.000,0.508,4,1.000,5
100000,22.00,16,0,5,0,6,0,1.00,0,0.227,2624,0.00,62.75,201.11,824,2,0,0,1.00,1.00,1.00,2,4,4,52.2,11.478,11,2.000,0.404,4,1.000,5
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2608,0.00,81.69,88.50,824,1,0,0,1.00,1.00,1.00,4,4,4,34.6,16.478,14,2.000,0.615,4,1.000,2
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2597,0.00,85.02,193.59,824,2,2,0,1.00,1.00,1.00,4,4,4,55.0,55.631,13,2.000,0.614,4,1.000,3
100000,22.00,16,0,7,0,4,0,1.00,0,0.318,2580,0.00,59.95,221.17,824,2,0,0,1.00,1.00,1.00,2,4,4,50.9,18.220,11,2.000,0.404,4,1.000,5
100000,30.00,16,0,10,0,5,0,1.00,0,0.333,2569,4.58,84.68,133.80,824,1,1,0,1.00,1.00,1.00,2,4,4,24.0,28.308,15,2.000,0.497,4,1.000,1
100000,28.00,16,0,6,0,8,0,1.00,0,0.214,2553,0.00,73.34,75.94,824,0,0,0,1.00,1.00,1.00,2,4,4,17.1,12.811,14,2.000,0.508,4,1.000,2
100000,30.00,16,0,7,0,8,0,1.00,0,0.233,2530,0.09,74.06,122.22,824,2,0,0,1.00,1.00,1.00,4,4,4,37.8,33.725,15,2.000,0.496,4,1.000,1
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,2527,1.94,74.73,94.76,824,2,0,0,1.00,1.00,1.00,4,4,4,47.1,19.694,12,2.000,0.600,4,1.000,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2526,0.00,80.31,109.79,824,0,2,0,1.00,1.00,1.00,2,4,4,16.3,42.949,16,2.000,0.492,4,1.000,0
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2493,0.00,69.60,160.20,824,0,0,0,1.00,1.00,1.00,2,4,4,21.6,33.657,13,2.000,0.615,4,1.000,3
100000,30.00,16,0,7,0,8,0,1.00,0,0.233,2484,0.17,75.51,81.91,824,1,1,0,1.00,1.00,1.00,2,4,4,32.1,20.077,15,2.000,0.441,4,1.000,1
100000,26.00,16,0,7,0,6,0,1.00,0,0.269,2476,0.00,70.91,89.08,824,1,0,0,1.00,1.00,1.00,2,4,4,30.8,17.785,13,2.000,0.482,4,1.000,3
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2469,0.00,57.98,122.44,824,0,0,0,1.00,1.00,1.00,4,4,4,12.6,16.652,14,2.000,0.482,4,1.000,2
100000,28.00,16,0,6,0,8,0,1.00,0,0.214,2451,3.62,66.60,87.25,824,0,0,0,1.00,1.00,1.00,1,4,4,22.7,13.958,14,2.000,0.614,4,1.000,2
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2450,0.00,65.96,116.72,824,0,0,0,1.00,1.00,1.00,2,4,4,21.1,25.150,14,2.000,0.509,4,1.000,2
100000,28.00,16,0,7,0,7,0,1.00,0,0.250,2447,0.00,61.09,113.75,824,0,0,0,1.00,1.00,1.00,1,4,4,9.8,8.606,14,2.000,0.496,4,1.000,2
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,2445,1.73,61.06,127.74,824,2,0,0,1.00,1.00,1.00,4,4,4,46.4,17.743,12,2.000,0.496,4,1.000,4
100000,30.00,16,0,11,0,4,0,1.00,0,0.367,2422,2.67,44.27,156.41,824,2,0,0,1.00,1.00,1.00,1,4,4,50.0,8.758,15,2.000,0.250,4,1.000,1
100000,20.00,16,0,3,0,7,0,1.00,0,0.150,2417,0.00,67.61,140.41,824,1,0,0,1.00,1.00,1.00,3,4,4,24.8,8.971,10,2.000,0.496,4,1.000,6
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2411,4.25,88.93,100.83,824,0,0,0,1.00,1.00,1.00,4,4,4,20.7,52.779,14,2.000,0.762,4,1.000,2
100000,26.00,16,0,6,0,7,0,1.00,0,0.231,2408,0.25,86.51,150.90,824,2,0,0,1.00,1.00,1.00,1,4,4,61.4,36.044,13,2.000,0.483,4,1.000,3
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2404,0.92,43.18,136.87,824,1,0,0,1.00,1.00,1.00,1,4,4,30.5,7.033,14,2.000,0.480,4,1.000,2
100000,22.00,16,0,7,0,4,0,1.00,0,0.318,2400,2.41,71.28,144.38,824,1,0,0,1.00,1.00,1.00,2,4,4,24.0,10.382,11,2.000,0.496,4,1.000,5
100000,22.00,16,0,6,0,5,0,1.00,0,0.273,2390,2.88,84.77,182.77,824,0,0,0,1.00,1.00,1.00,1,4,4,10.6,39.396,11,2.000,0.478,4,1.000,5
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,2368,0.00,55.61,124.27,824,0,1,0,1.00,1.00,1.00,2,4,4,17.7,3.518,12,2.000,0.364,4,1.000,4
100000,24.00,16,0,8,0,4,0,1.00,0,0.333,2364,0.00,45.57,149.15,824,0,0,0,1.00,1.00,1.00,2,4,4,19.7,15.687,12,2.000,0.484,4,1.000,4
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,2358,4.25,64.72,91.03,824,0,0,0,1.00,1.00,1.00,2,4,4,18.7,23.912,14,2.000,0.483,4,1.000,2
100000,30.00,16,0,7,0,8,0,1.00,0,0.233,2346,0.00,53.93,81.71,824,2,1,0,1.00,1.00,1.00,2,4,4,47.2,7.321,15,2.000,0.508,4,1.000,1
