step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,2464,1.093,0.842,8.94,145801,118936,0,25092,753,2792703,1275607.0,1166163.4,0.128,0.673,0.104,0.094,104,27.57,13.70,3.83,4.26,4.40,5.30,0.44,1.79,12.70,11.85,1.02,1.37,0.140,0.169,1819,0.028,0.062,0.927,0.002,0.009,267115,188253,4,0.647,0.264,0.124,4703514,0.167,2.030,0.085,114.86,100402,234,0.418,0.182,0.372,19358399,2.46,3.53,0.208,0.711,0.399,8.9,27.9,45.2,78.6,52633,0.201,0.00,0.0041,0.123,734,0.782,0.000,0.672,0.470,3.82,4.80,5.21,1.02,0.400,2.57,1.43,3.21,0.821,0.00727,79.67,51.7338,593.06,107056.0,140047.6,0.094,21.5532,272.745,0.000,1.000,0.160,87.3,112.779,109.954,2294,11450.4,20.21,100.862,6.19,8.763,143.3,5.239,0.135,2.00,6.1139,15064.5,0.4568,0.3034,21.36,1.108,0.126,1.5122,0.0000,0.572,0.089,0.853,0.0000,5.84,0.78,7,21,36,64,97.2265,0.0177,0.4590,0.0000,0.0000,44.3701,100.00,82.1791,261.0504,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0037,0.0015,0.000006,1,0.2035,0.0191,0.0131,51,153,456,0.0739,0.0078,0.0000,0.000,0.0000,0.0000,0.0000
20000,2406,1.049,0.426,9.27,49226,40319,0,8338,617,705363,503999.1,330303.2,0.087,0.706,0.078,0.129,199,26.34,16.02,4.14,5.20,4.90,6.57,0.43,1.60,11.02,8.26,1.03,1.46,0.128,0.168,1728,0.032,0.087,0.899,0.002,0.012,55083,33816,5,0.491,0.047,0.186,1437931,0.130,1.336,0.036,49.14,21201,410,0.468,0.125,0.335,5279954,2.41,7.07,0.134,0.681,0.367,5.3,24.1,46.6,88.5,49294,0.188,0.00,0.0019,0.140,641,0.494,0.000,0.455,0.214,3.77,4.32,5.60,1.05,0.371,2.60,1.39,3.02,0.520,0.00561,17.13,7.8660,546.07,113220.9,140047.6,0.000,3.3290,107.136,0.000,1.000,0.307,84.8,47.218,24.395,1105,4757.7,10.72,18.637,4.94,0.792,30.5,0.507,0.134,2.00,6.6396,15974.9,0.6042,0.4005,20.49,1.085,0.111,0.4878,0.0000,0.533,0.067,0.695,0.0000,6.69,1.07,5,19,36,72,36.8742,0.2261,0.4111,0.0000,0.0000,12.8537,100.00,110.0198,199.5587,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0029,0.0013,0.000007,10,0.1511,0.0133,0.0200,53,161,624,0.0686,0.0082,0.0000,0.000,0.0000,0.0000,0.0000
30000,2400,0.872,0.327,9.16,115470,92987,0,20904,1579,1727468,1137854.1,853152.8,0.054,0.744,0.100,0.102,136,25.65,14.88,4.01,4.68,4.32,6.12,0.30,1.49,11.46,7.33,1.05,1.50,0.111,0.151,1771,0.033,0.070,0.920,0.002,0.009,157682,110986,3,0.488,0.125,0.123,4939775,0.099,1.102,0.023,113.38,54143,363,0.494,0.112,0.308,19041379,2.36,5.99,0.109,0.694,0.364,5.9,22.9,46.4,84.6,48212,0.184,0.00,0.0041,0.133,593,0.704,0.000,0.674,0.310,3.72,4.29,5.45,1.06,0.370,2.53,1.41,2.94,0.726,0.00895,89.62,24.2813,486.84,113693.6,140047.6,0.000,9.2806,253.143,0.000,1.000,0.244,87.6,107.008,83.461,799,3210.0,11.62,62.277,4.43,2.862,17.8,2.012,0.136,2.00,7.3275,17586.0,0.6152,0.4060,20.09,1.074,0.066,1.5122,0.0000,0.576,0.091,0.850,0.0000,6.32,0.66,5,18,36,51,90.1216,0.0536,0.4550,0.0000,0.0000,41.9030,100.00,90.6958,239.3258,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0028,0.0012,0.000009,6,0.2315,0.0221,0.0178,60,183,644,0.0896,0.0127,0.0000,0.000,0.0000,0.0000,0.0000
40000,2273,0.958,0.391,9.92,40354,31768,0,8137,513,552599,481821.9,291464.2,0.061,0.708,0.068,0.163,224,25.06,14.93,3.46,4.64,5.27,6.53,0.47,1.32,10.40,8.39,0.94,1.49,0.161,0.194,1793,0.035,0.076,0.908,0.003,0.012,41617,23230,5,0.440,0.046,0.209,1283183,0.118,1.224,0.030,48.07,16772,510,0.527,0.093,0.407,3520466,2.18,6.91,0.091,0.765,0.325,5.3,23.4,46.1,104.4,44554,0.170,0.00,0.0020,0.154,608,0.350,0.000,0.338,0.173,3.68,4.29,5.47,0.96,0.330,2.34,1.34,2.70,0.372,0.00692,19.13,6.5442,551.19,116099.8,140047.6,0.000,2.6764,102.055,0.000,1.000,0.355,79.7,45.897,15.871,971,3986.1,13.78,10.247,4.24,0.259,25.7,0.179,0.132,2.01,6.2239,14146.9,0.5635,0.4570,19.60,1.113,0.210,0.4878,0.0000,0.607,0.105,0.846,0.0000,6.55,0.90,5,19,36,64,34.6042,0.2892,0.4219,0.0000,0.0000,12.4547,100.00,111.1866,187.7454,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0023,0.0011,0.000011,63,0.2864,0.0123,0.0286,51,166,744,0.0968,0.0135,0.0000,0.000,0.0000,0.0000,0.0000
50000,2300,0.925,0.329,9.52,113174,88725,0,22899,1523,1793807,1119198.8,884350.9,0.038,0.746,0.092,0.125,137,26.38,15.66,4.15,5.02,4.46,6.27,0.40,1.10,11.89,8.43,1.14,1.60,0.113,0.158,1720,0.043,0.087,0.904,0.002,0.007,155541,109017,6,0.499,0.180,0.184,5578360,0.101,1.105,0.025,111.68,55280,370,0.493,0.093,0.333,17289090,2.38,6.57,0.107,0.710,0.378,5.6,24.6,46.6,97.9,48075,0.183,0.00,0.0041,0.142,660,0.660,0.000,0.664,0.318,3.77,4.32,5.61,1.16,0.381,2.61,1.40,2.91,0.684,0.01009,93.01,24.2541,432.82,114438.0,140047.6,0.000,8.9968,250.241,0.000,1.000,0.242,88.0,104.716,74.794,851,3317.7,12.44,55.423,4.45,2.203,14.2,1.604,0.135,2.00,7.2979,16785.2,0.6145,0.4082,20.90,1.055,0.081,1.5122,0.0000,0.620,0.108,0.913,0.0000,6.58,0.77,5,21,36,59,86.5603,0.0918,0.4409,0.0000,0.0000,40.8819,100.00,92.9951,226.9440,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0028,0.0012,0.000010,0,0.2068,0.0235,0.0171,61,185,626,0.0665,0.0089,0.0000,0.000,0.0000,0.0000,0.0000
60000,2779,1.250,0.686,14.11,44347,33249,0,10068,526,662281,479426.2,348944.9,0.061,0.733,0.051,0.154,216,23.26,16.65,0.22,1.34,5.68,7.06,0.63,1.69,8.15,6.84,0.00,0.09,0.171,0.177,1978,0.022,0.081,0.900,0.001,0.019,46706,26272,6,0.360,0.216,0.169,1144907,0.127,1.796,0.067,48.29,21412,474,0.527,0.121,0.406,3760088,1.09,8.05,0.157,0.699,0.004,3.6,19.5,47.9,96.2,40774,0.156,0.00,0.0021,0.134,657,0.347,0.000,0.379,0.195,3.06,3.69,4.63,0.02,0.017,1.09,1.10,1.10,0.373,0.00584,18.82,7.5720,878.38,110879.6,140047.6,0.000,3.1829,103.093,0.000,1.000,0.288,70.6,45.054,15.948,1763,8525.9,12.39,10.255,4.10,0.300,92.6,0.199,0.134,2.00,4.7140,13100.2,0.6173,0.4607,14.67,1.512,0.471,0.4878,0.0000,0.571,0.118,0.692,0.0000,6.11,1.32,3,15,25,65,32.8601,0.4980,0.3458,0.0000,0.0000,12.5058,100.00,111.0997,186.0851,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0024,0.0011,0.000010,25,0.1734,0.0061,0.0253,48,159,723,0.0799,0.0119,0.0000,0.000,0.0000,0.0000,0.0000
70000,3082,1.015,0.822,23.99,253839,157736,0,93621,2148,3503984,1265137.9,1544074.0,0.091,0.767,0.076,0.066,60,23.85,10.77,0.07,0.89,4.70,4.31,0.06,0.79,9.60,7.00,0.00,0.00,0.159,0.141,1268,0.241,0.101,0.881,0.003,0.015,363196,213225,7,0.186,0.654,0.014,1975053,0.139,2.019,0.084,125.30,204579,153,0.441,0.257,0.395,29647491,1.03,4.84,0.470,0.423,0.000,5.6,30.0,32.0,67.5,44489,0.170,0.00,0.0043,0.148,818,0.738,0.000,0.674,0.322,2.63,3.68,4.27,0.00,0.000,1.02,1.03,1.03,0.778,0.00837,64.81,46.5509,388.58,99842.3,140047.6,0.000,20.4448,292.067,0.000,1.000,0.148,91.0,114.128,117.747,2211,11303.4,10.10,95.584,3.93,10.381,145.3,6.162,0.134,2.00,7.1545,22050.1,0.6949,0.3660,14.44,1.642,0.479,1.5122,0.0000,0.480,0.177,0.485,0.0000,5.15,1.58,4,16,21,81,91.0902,0.0432,0.4228,0.0000,0.0000,47.2775,100.00,79.3266,281.8352,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0034,0.0014,0.000007,31,0.5657,0.0600,0.0086,35,120,360,0.0448,0.0068,0.0000,0.000,0.0000,0.0000,0.0000
80000,2911,0.988,0.567,22.74,57675,42615,0,14690,489,598076,526745.9,307683.5,0.047,0.795,0.068,0.090,163,22.15,11.28,0.06,0.84,4.63,4.50,0.04,0.53,8.70,6.42,0.00,0.00,0.161,0.151,1174,0.170,0.141,0.838,0.002,0.020,57216,25995,6,0.420,0.078,0.008,139662,0.171,1.594,0.050,51.57,35923,278,0.514,0.204,0.390,6694587,1.02,4.79,0.437,0.468,0.000,4.1,28.0,32.0,67.4,39072,0.149,0.00,0.0021,0.145,791,0.475,0.000,0.407,0.130,2.53,3.48,4.08,0.00,0.001,1.01,1.03,1.03,0.496,0.00574,14.14,5.8324,328.12,107233.5,140047.6,0.000,2.1414,111.146,0.000,1.000,0.288,85.9,51.127,26.120,1548,7053.9,10.03,19.838,3.81,0.957,70.0,0.611,0.132,2.00,6.6189,19267.7,0.7223,0.4474,13.42,1.611,0.494,0.4878,0.0000,0.601,0.150,0.798,0.0000,4.95,1.27,4,16,18,69,38.7219,0.1759,0.4071,0.0000,0.0000,13.2456,100.00,109.0057,233.1697,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0025,0.0011,0.000007,52,0.5922,0.0447,0.0252,46,149,622,0.0368,0.0062,0.0000,0.000,0.0000,0.0000,0.0000
90000,3105,0.919,0.877,25.28,186345,126804,0,57291,1901,2143524,1298881.5,975371.1,0.045,0.811,0.083,0.060,75,24.92,10.52,0.13,1.54,5.14,4.20,0.06,0.79,9.43,7.31,0.00,0.00,0.176,0.139,1221,0.270,0.098,0.888,0.003,0.011,245765,130306,14,0.521,0.227,0.010,515617,0.182,2.106,0.091,128.91,136892,163,0.455,0.250,0.420,30165194,1.04,4.05,0.496,0.429,0.000,6.3,32.0,32.0,89.9,45828,0.175,0.00,0.0044,0.154,922,0.756,0.000,0.622,0.274,2.57,3.74,4.20,0.00,0.000,1.03,1.04,1.06,0.781,0.00771,61.19,27.8303,353.16,95923.0,140047.6,0.000,10.4601,289.555,0.000,1.000,0.118,99.8,126.906,118.306,2314,12210.6,14.12,93.102,3.96,9.583,191.1,6.092,0.135,2.00,8.1358,25261.7,0.7365,0.3609,14.76,1.706,0.469,1.5122,0.0000,0.471,0.137,0.446,0.0000,4.94,1.55,5,16,21,64,106.8837,0.0505,0.4509,0.0000,0.0000,48.0770,100.00,76.3401,309.4555,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0028,0.0012,0.000006,155,1.5871,0.0905,0.0205,42,135,464,0.0519,0.0095,0.0000,0.000,0.0000,0.0000,0.0000
100000,2767,1.080,0.732,23.83,50298,37681,0,12489,393,548842,529095.6,281897.7,0.039,0.827,0.044,0.090,175,24.95,10.63,0.11,1.34,4.80,4.57,0.05,0.72,10.33,8.09,0.00,0.02,0.166,0.155,1149,0.167,0.131,0.851,0.003,0.016,50780,22394,5,0.622,0.017,0.009,118616,0.177,1.920,0.075,51.95,31473,299,0.514,0.199,0.370,6285881,1.03,5.20,0.463,0.450,0.000,6.6,32.0,32.0,96.4,42286,0.161,0.00,0.0019,0.154,760,0.457,0.000,0.424,0.128,2.71,3.69,4.46,0.01,0.003,1.02,1.04,1.05,0.477,0.00661,13.72,5.4942,365.36,103404.2,140047.6,0.000,2.0986,110.002,0.000,1.000,0.273,83.1,51.625,26.484,1883,9915.2,11.13,20.433,3.85,1.021,132.6,0.660,0.134,2.00,7.3005,20200.4,0.6957,0.4458,15.28,1.658,0.460,0.4878,0.0000,0.558,0.132,0.652,0.0000,5.32,1.80,5,16,24,64,38.7659,0.1577,0.3889,0.0000,0.0000,13.2232,100.00,108.9830,240.9109,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0023,0.0010,0.000008,73,0.7122,0.0640,0.0333,47,153,674,0.0455,0.0070,0.0000,0.000,0.0000,0.0000,0.0000
