step,event,lineage,other,size
5000,birth,1,0,434
5000,birth,5,0,145
6000,split,40,7,41
7000,split,44,5,270
7000,extinct,1,0,38
8000,split,59,1,1375
8000,split,72,40,350
9000,split,86,44,63
9000,split,87,44,80
9000,split,102,68,16
9000,split,115,44,5
9000,extinct,40,0,46
10000,split,124,44,146
10000,extinct,102,0,16
10000,extinct,115,0,5
12000,extinct,5,0,34
12000,extinct,86,0,20
13000,split,175,72,11
14000,extinct,87,0,22
14000,extinct,124,0,21
15000,extinct,44,0,16
15000,extinct,175,0,11
16000,split,205,175,107
18000,split,215,59,108
19000,split,218,214,289
19000,merge,215,59,108
22000,extinct,72,0,8
22000,extinct,218,0,36
24000,split,233,72,81
24000,extinct,205,0,20
27000,merge,233,59,40
32000,split,245,59,8
34000,extinct,245,0,8
37000,split,251,250,90
38000,split,253,250,320
42000,extinct,253,0,22
45000,merge,59,251,1964
50000,split,288,251,159
51000,split,294,287,33
52000,extinct,288,0,159
53000,split,305,251,160
53000,split,307,251,251
53000,extinct,294,0,33
57000,extinct,307,0,8
63000,merge,251,305,1572
70000,split,323,305,1052
88000,split,328,305,14
89000,extinct,328,0,14
92000,split,332,305,10
93000,extinct,332,0,10
96000,extinct,305,0,9
98000,split,337,305,243
