step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
110000,2134,1.388,0.042,10.00,31568,28170,2589,0,809,0,1098718.6,9765.8,0.002,0.429,0.485,0.083,194,8.01,1.20,0.00,0.00,0.00,0.00,0.00,0.02,8.01,1.20,0.00,0.00,0.000,0.000,46,0.883,0.222,0.777,0.000,0.001,4050,3701,1,1.000,0.000,0.000,38252,0.093,0.057,0.000,109.90,10362,0,9765.842,0.000,0.000,200912,1.00,16.09,0.000,0.000,0.000,8,8,8,24,17099,0.065,0.00,0.0064,0.079,695,0.022,0.000,0.054,0.000,2.63,3.00,4.98,0.00,0.000,1.00,1.00,1.00,0.022,0.00336,52.01,1.1058,15.62,136121.8,140222.0,1.929,0.1292,109.770,42.624,0.909,0.386,109.6,109.770,5.257,4,5.7,1.75,0.147
120000,2130,1.427,0.042,10.01,31314,27914,2573,0,831,0,1098920.8,9769.8,0.002,0.431,0.485,0.082,190,7.98,1.30,0.00,0.00,0.00,0.06,0.00,0.04,7.98,1.28,0.00,0.00,0.000,0.003,45,0.852,0.211,0.786,0.000,0.003,4017,3436,1,1.000,0.000,0.002,33203,0.097,0.056,0.000,109.91,11057,0,9769.807,0.000,0.000,198036,1.00,16.18,0.000,0.000,0.000,8,8,8,37,17007,0.065,0.00,0.0065,0.079,685,0.021,0.000,0.054,0.000,2.61,2.98,4.95,0.00,0.000,1.00,1.00,1.00,0.021,0.00339,52.00,1.1073,14.62,136053.4,140222.1,1.931,0.1304,109.770,42.191,0.902,0.385,109.5,109.770,5.244,4,5.9,1.99,0.160
130000,2138,1.392,0.040,10.00,31671,28343,2517,0,803,0,1098935.6,9675.1,0.002,0.429,0.494,0.074,192,7.95,1.23,0.00,0.13,0.00,0.11,0.01,0.21,7.94,1.18,0.00,0.00,0.000,0.005,40,0.786,0.222,0.776,0.000,0.002,4002,3040,1,1.000,0.000,0.001,34743,0.091,0.064,0.000,109.93,11491,0,9675.087,0.000,0.000,210755,1.00,16.27,0.000,0.000,0.000,7,8,8,28,16998,0.065,0.00,0.0065,0.088,698,0.023,0.000,0.057,0.000,2.62,2.96,4.92,0.00,0.000,1.00,1.00,1.00,0.023,0.00335,51.98,1.0944,10.79,136140.6,140222.3,1.929,0.1272,109.816,42.456,0.899,0.386,109.4,109.816,5.212,3,7.3,4.80,0.146
140000,2143,1.409,0.040,10.01,32268,28977,2463,0,823,1,1099631.9,9716.0,0.003,0.430,0.503,0.064,192,7.93,0.98,0.00,0.00,0.00,0.06,0.01,0.20,7.92,0.95,0.00,0.00,0.000,0.005,43,0.784,0.230,0.767,0.000,0.003,4129,3026,1,1.000,0.000,0.002,33879,0.092,0.052,0.000,109.98,11589,0,9716.010,0.000,0.000,226908,1.00,16.28,0.000,0.000,0.000,7,8,8,23,16988,0.065,0.00,0.0065,0.084,705,0.025,0.000,0.063,0.000,2.62,2.96,4.92,0.00,0.000,1.00,1.00,1.00,0.025,0.00334,51.92,1.0995,12.76,136092.0,140222.4,1.939,0.1277,109.850,42.489,0.901,0.386,109.9,109.850,5.210,1,1.4,1.43,0.158
150000,2155,1.391,0.039,9.99,32183,28943,2453,0,775,0,1099877.4,9635.2,0.004,0.431,0.507,0.058,189,7.95,0.99,0.00,0.00,0.01,0.19,0.00,0.03,7.94,0.94,0.00,0.00,0.000,0.011,42,0.801,0.231,0.767,0.000,0.002,4017,3050,1,1.000,0.000,0.001,28616,0.098,0.054,0.000,110.00,11453,0,9635.174,0.000,0.000,232149,1.00,16.26,0.000,0.000,0.000,7,8,8,31,17135,0.065,0.00,0.0064,0.084,710,0.025,0.000,0.065,0.000,2.61,2.98,4.90,0.00,0.000,1.00,1.00,1.00,0.025,0.00333,51.93,1.0894,12.29,136126.3,140222.6,1.916,0.1259,109.876,42.769,0.919,0.386,110.2,109.875,5.182,4,5.0,1.43,0.143
160000,2148,1.400,0.041,10.00,32646,29400,2456,0,797,4,1099843.1,9779.4,0.004,0.432,0.507,0.057,190,8.00,1.36,0.00,0.14,0.00,0.02,0.00,0.07,7.99,1.34,0.00,0.00,0.000,0.002,45,0.813,0.223,0.775,0.000,0.001,4198,3146,1,1.000,0.000,0.001,33602,0.103,0.077,0.000,109.98,12160,0,2444.849,0.000,0.000,231714,1.00,16.20,0.000,0.000,0.000,7,8,8,32,17175,0.066,0.00,0.0064,0.088,695,0.025,0.000,0.066,0.000,2.61,3.00,4.91,0.00,0.000,1.00,1.00,1.00,0.025,0.00335,51.93,1.1050,11.58,136090.3,140222.7,1.923,0.1272,109.853,42.778,0.904,0.386,110.6,109.853,5.186,4,11.4,7.21,0.143
170000,2158,1.381,0.039,9.99,32605,29425,2391,0,779,0,1099668.8,9645.5,0.004,0.431,0.508,0.057,190,7.95,0.95,0.00,0.00,0.00,0.13,0.00,0.03,7.94,0.92,0.00,0.00,0.000,0.009,40,0.798,0.215,0.783,0.000,0.002,4282,3177,1,1.000,0.000,0.001,31173,0.099,0.053,0.000,109.97,12187,0,9645.492,0.000,0.000,231683,1.00,16.27,0.000,0.000,0.000,7,8,8,29,17153,0.065,0.00,0.0064,0.084,708,0.025,0.000,0.066,0.000,2.61,2.99,4.89,0.00,0.000,1.00,1.00,1.00,0.025,0.00333,51.94,1.0889,8.20,136153.5,140222.9,1.929,0.1246,109.851,42.689,0.915,0.386,110.2,109.851,5.186,4,5.5,1.85,0.146
180000,2140,1.397,0.040,10.00,32740,29533,2395,0,830,0,1099192.1,9697.1,0.004,0.428,0.511,0.057,193,8.00,1.26,0.00,0.02,0.00,0.02,0.00,0.08,7.99,1.25,0.00,0.00,0.000,0.005,50,0.801,0.233,0.765,0.000,0.002,4114,3087,1,1.000,0.000,0.002,30365,0.089,0.054,0.000,109.96,12205,0,9697.069,0.000,0.000,229540,1.00,16.21,0.000,0.000,0.000,7,8,8,34,17116,0.065,0.00,0.0064,0.093,695,0.025,0.000,0.066,0.000,2.62,3.03,4.91,0.00,0.000,1.00,1.00,1.00,0.025,0.00334,51.97,1.0951,7.93,136121.6,140223.0,1.919,0.1253,109.827,42.837,0.907,0.386,109.8,109.827,5.201,3,5.0,1.92,0.151
190000,2135,1.411,0.041,9.99,32125,28933,2395,0,802,5,1100105.4,9543.6,0.004,0.431,0.510,0.056,191,7.99,1.17,0.00,0.00,0.00,0.11,0.00,0.05,7.99,1.11,0.00,0.00,0.000,0.003,48,0.809,0.231,0.768,0.000,0.001,4101,2843,1,1.000,0.000,0.001,31614,0.095,0.056,0.000,109.95,11858,0,1908.729,0.000,0.000,230437,1.00,16.20,0.000,0.000,0.000,7,8,8,31,17067,0.065,0.00,0.0064,0.087,691,0.025,0.000,0.066,0.000,2.62,3.00,4.91,0.00,0.000,1.00,1.00,1.00,0.025,0.00337,51.95,1.0776,11.78,136094.7,140223.2,1.937,0.1228,109.823,42.674,0.901,0.386,110.0,109.823,5.172,3,5.3,2.26,0.141
200000,2160,1.401,0.040,9.99,32374,29107,2464,0,778,0,1099871.8,9702.7,0.004,0.434,0.507,0.056,190,8.00,1.51,0.00,0.02,0.00,0.06,0.00,0.00,8.00,1.49,0.00,0.00,0.000,0.002,52,0.837,0.238,0.757,0.000,0.004,4102,2731,1,1.000,0.000,0.000,33717,0.093,0.050,0.000,109.96,12213,0,9702.740,0.000,0.000,237223,1.00,16.18,0.000,0.000,0.000,7,8,8,35,17283,0.066,0.00,0.0064,0.086,678,0.025,0.000,0.066,0.000,2.66,3.01,4.91,0.00,0.000,1.00,1.00,1.00,0.025,0.00334,51.96,1.0946,6.25,136088.0,140223.3,1.925,0.1248,109.832,42.706,0.900,0.385,110.5,109.832,5.183,1,1.2,1.24,0.140
210000,2128,1.384,0.040,10.00,32434,29236,2393,0,837,1,1100123.9,9632.4,0.004,0.431,0.509,0.056,189,7.98,1.02,0.00,0.02,0.00,0.11,0.01,0.20,7.96,1.00,0.00,0.00,0.000,0.009,46,0.853,0.224,0.773,0.000,0.003,4043,2458,1,1.000,0.000,0.003,30906,0.090,0.052,0.000,109.95,12146,0,9632.435,0.000,0.000,237107,1.00,16.20,0.000,0.000,0.000,8,8,8,28,16977,0.065,0.00,0.0065,0.082,698,0.026,0.000,0.066,0.000,2.64,3.01,4.92,0.00,0.000,1.00,1.00,1.00,0.026,0.00338,51.97,1.0884,11.86,136168.1,140223.4,1.923,0.1245,109.830,42.893,0.901,0.386,109.4,109.830,5.181,2,2.8,1.63,0.138
220000,2128,1.413,0.041,10.01,32388,29214,2369,0,805,1,1099989.1,9625.1,0.004,0.430,0.510,0.056,189,7.97,1.21,0.00,0.14,0.00,0.13,0.01,0.11,7.96,1.18,0.00,0.00,0.000,0.005,44,0.852,0.217,0.781,0.000,0.002,4084,2477,1,1.000,0.000,0.003,31670,0.095,0.071,0.000,109.94,12108,0,9625.118,0.000,0.000,233340,1.00,16.19,0.000,0.000,0.000,8,8,8,35,16966,0.065,0.00,0.0065,0.089,680,0.025,0.000,0.066,0.000,2.62,3.01,4.91,0.00,0.000,1.00,1.00,1.00,0.025,0.00337,51.97,1.0862,13.09,136093.5,140223.6,1.928,0.1235,109.808,42.819,0.887,0.386,109.1,109.808,5.199,4,9.3,6.02,0.149
230000,2126,1.391,0.041,10.00,32463,29234,2390,0,841,4,1099172.6,9676.4,0.004,0.430,0.510,0.056,192,8.00,1.51,0.00,0.00,0.00,0.09,0.01,0.13,7.99,1.49,0.00,0.00,0.000,0.004,48,0.817,0.218,0.782,0.000,0.000,4205,2383,1,1.000,0.000,0.002,28617,0.091,0.056,0.000,109.93,12402,0,2419.089,0.000,0.000,230480,1.00,16.20,0.000,0.000,0.000,7,8,8,47,17013,0.065,0.00,0.0065,0.087,675,0.025,0.000,0.066,0.000,2.64,3.01,4.91,0.00,0.000,1.00,1.00,1.00,0.025,0.00337,51.98,1.0918,12.77,136145.0,140223.7,1.929,0.1242,109.809,42.958,0.915,0.386,109.8,109.809,5.191,3,5.0,2.62,0.137
240000,2128,1.391,0.041,10.00,32891,29699,2376,0,814,0,1099381.8,9736.6,0.004,0.425,0.514,0.057,189,7.94,0.91,0.00,0.00,0.00,0.00,0.00,0.04,7.93,0.91,0.00,0.00,0.000,0.000,41,0.828,0.228,0.770,0.000,0.001,4200,2261,1,1.000,0.000,0.002,27352,0.094,0.065,0.000,109.91,12757,0,9736.574,0.000,0.000,231092,1.00,16.23,0.000,0.000,0.000,7,8,8,22,16888,0.064,0.00,0.0065,0.088,696,0.025,0.000,0.066,0.000,2.62,3.00,4.91,0.00,0.000,1.00,1.00,1.00,0.025,0.00333,52.00,1.0990,14.28,136153.7,140223.9,1.929,0.1252,109.782,43.088,0.909,0.386,108.7,109.782,5.219,7,12.5,4.44,0.153
250000,2165,1.371,0.040,10.02,33043,29786,2366,0,854,2,1099002.8,9782.1,0.004,0.422,0.517,0.057,189,7.93,1.09,0.00,0.00,0.00,0.00,0.00,0.09,7.93,1.08,0.00,0.00,0.000,0.000,46,0.839,0.232,0.767,0.000,0.001,4186,1981,1,1.000,0.000,0.001,27040,0.101,0.053,0.000,109.87,12898,0,4891.049,0.000,0.000,230168,1.00,16.22,0.000,0.000,0.000,7,8,8,29,17175,0.066,0.00,0.0064,0.097,707,0.025,0.000,0.066,0.000,2.61,3.00,4.90,0.00,0.000,1.00,1.00,1.00,0.025,0.00325,52.03,1.1038,10.95,136141.2,140224.0,1.942,0.1259,109.741,42.764,0.925,0.386,110.9,109.740,5.226,2,2.4,1.37,0.152
260000,2167,1.383,0.039,10.01,33380,30165,2356,0,857,1,1098533.2,9804.4,0.004,0.420,0.519,0.058,191,7.98,1.21,0.00,0.02,0.01,0.15,0.00,0.09,7.98,1.14,0.00,0.00,0.000,0.009,45,0.856,0.230,0.767,0.000,0.003,4091,1843,1,1.000,0.000,0.000,24530,0.103,0.054,0.000,109.83,12869,0,9804.444,0.000,0.000,229870,1.00,16.16,0.000,0.000,0.000,8,8,8,30,17302,0.066,0.00,0.0064,0.079,710,0.026,0.000,0.066,0.000,2.65,2.99,4.94,0.00,0.000,1.00,1.00,1.00,0.026,0.00323,52.07,1.1064,11.13,136133.7,140224.1,1.936,0.1258,109.707,42.848,0.915,0.386,110.4,109.707,5.248,3,4.9,2.14,0.160
270000,2151,1.378,0.040,10.03,33539,30323,2354,0,878,0,1098630.5,9898.6,0.003,0.412,0.526,0.058,190,7.95,1.05,0.00,0.06,0.00,0.13,0.01,0.20,7.94,0.99,0.00,0.00,0.000,0.006,46,0.889,0.224,0.775,0.000,0.001,4238,1795,1,1.000,0.000,0.002,23592,0.101,0.077,0.000,109.80,12957,0,9898.642,0.000,0.000,223632,1.00,16.16,0.000,0.000,0.000,8,8,8,31,17101,0.065,0.00,0.0064,0.083,707,0.025,0.000,0.066,0.000,2.65,3.00,4.94,0.00,0.000,1.00,1.00,1.00,0.025,0.00320,52.12,1.1176,13.48,136146.2,140224.3,1.924,0.1275,109.671,43.099,0.911,0.386,110.1,109.671,5.244,4,11.2,7.01,0.147
280000,2127,1.388,0.043,10.12,34150,31016,2250,0,908,0,1097654.2,9908.7,0.003,0.406,0.531,0.059,191,7.97,1.35,0.00,0.00,0.01,0.26,0.00,0.10,7.96,1.32,0.00,0.00,0.000,0.012,50,0.879,0.213,0.786,0.000,0.001,4284,1780,1,1.000,0.000,0.001,25119,0.099,0.085,0.000,109.73,13416,0,9908.747,0.000,0.000,227532,1.00,16.16,0.000,0.000,0.000,8,8,8,37,16952,0.065,0.00,0.0065,0.086,678,0.026,0.000,0.066,0.000,2.64,3.00,4.94,0.00,0.000,1.00,1.00,1.00,0.026,0.00319,52.17,1.1182,14.74,136124.3,140224.4,1.935,0.1271,109.602,43.062,0.906,0.386,108.7,109.602,5.295,7,15.0,7.86,0.160
290000,2176,1.369,0.039,10.23,35352,32291,2130,0,882,1,1096805.9,9953.6,0.003,0.393,0.542,0.063,189,8.05,1.62,0.00,0.04,0.01,0.22,0.00,0.07,8.04,1.55,0.00,0.00,0.001,0.013,64,0.864,0.238,0.761,0.000,0.001,4315,1693,1,1.000,0.000,0.002,28365,0.102,0.079,0.000,109.66,13731,0,9953.620,0.000,0.000,221862,1.00,16.08,0.000,0.000,0.000,8,8,8,32,17526,0.067,0.00,0.0063,0.072,721,0.026,0.000,0.065,0.000,2.64,3.03,4.96,0.00,0.000,1.00,1.00,1.00,0.026,0.00302,52.27,1.1196,9.66,136141.2,140224.5,1.918,0.1247,109.534,43.452,0.923,0.386,110.9,109.534,5.356,1,7.6,7.59,0.170
300000,2165,1.396,0.041,10.31,36512,33595,2018,0,910,0,1095472.4,9981.1,0.002,0.379,0.552,0.067,185,7.98,1.30,0.01,0.16,0.00,0.04,0.01,0.19,7.97,1.28,0.00,0.00,0.000,0.004,53,0.871,0.232,0.765,0.000,0.003,4458,1990,1,1.000,0.000,0.001,26228,0.113,0.094,0.000,109.55,14116,0,9981.055,0.000,0.000,218119,1.00,16.14,0.000,0.000,0.000,8,8,8,29,17272,0.066,0.00,0.0064,0.073,704,0.027,0.000,0.065,0.000,2.63,3.00,4.95,0.00,0.000,1.00,1.00,1.00,0.027,0.00293,52.35,1.1220,11.33,136071.9,140224.6,1.942,0.1235,109.418,44.048,0.913,0.386,109.7,109.418,5.503,7,22.5,6.31,0.230
310000,2161,1.399,0.042,10.45,36958,34129,1906,0,927,0,1094572.8,9993.3,0.002,0.368,0.558,0.072,190,8.04,1.32,0.00,0.00,0.00,0.03,0.00,0.04,8.03,1.31,0.00,0.00,0.000,0.005,57,0.865,0.237,0.761,0.000,0.001,4367,2117,1,1.000,0.000,0.001,28342,0.115,0.094,0.000,109.45,14321,0,9993.267,0.000,0.000,218678,1.00,16.08,0.000,0.000,0.000,8,8,8,29,17366,0.066,0.00,0.0063,0.070,707,0.028,0.000,0.064,0.000,2.67,3.04,4.95,0.00,0.000,1.00,1.00,1.00,0.028,0.00286,52.45,1.1231,17.52,136048.4,140224.7,1.936,0.1230,109.323,44.523,0.906,0.386,110.1,109.323,5.605,11,25.1,7.63,0.284
320000,2126,1.409,0.046,10.61,37855,35169,1780,0,941,0,1093897.0,10011.2,0.002,0.360,0.560,0.078,189,7.96,1.15,0.00,0.00,0.00,0.18,0.00,0.05,7.95,1.10,0.00,0.00,0.000,0.008,50,0.874,0.204,0.795,0.000,0.000,4341,2096,1,1.000,0.000,0.001,29269,0.118,0.165,0.000,109.40,15000,0,10011.242,0.000,0.000,223566,1.00,16.15,0.000,0.000,0.000,8,8,8,25,16919,0.065,0.01,0.0065,0.070,697,0.029,0.000,0.064,0.000,2.66,3.01,4.94,0.00,0.000,1.00,1.00,1.00,0.029,0.00284,52.48,1.1243,9.53,136024.5,140224.8,1.954,0.1237,109.269,44.698,0.896,0.385,108.3,109.269,5.822,9,56.9,7.99,0.429
330000,2165,1.372,0.045,10.75,38414,35882,1662,0,831,3,1093750.5,9838.5,0.002,0.357,0.559,0.083,186,8.04,1.66,0.00,0.07,0.01,0.13,0.01,0.26,8.02,1.60,0.00,0.00,0.000,0.008,69,0.860,0.230,0.767,0.000,0.003,4317,2202,1,1.000,0.000,0.002,30043,0.122,0.144,0.000,109.36,15277,0,3279.507,0.000,0.000,238079,1.00,16.08,0.000,0.000,0.000,8,8,8,38,17401,0.066,0.01,0.0063,0.070,695,0.031,0.000,0.065,0.000,2.65,3.05,4.96,0.00,0.000,1.00,1.00,1.00,0.031,0.00276,52.51,1.1045,12.12,136065.3,140224.9,1.964,0.1200,109.242,45.386,0.913,0.386,109.8,109.242,5.998,14,53.2,8.00,0.538
