step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
10000,0,663,9.34,0.00,0.05,0.00,9.29,0.00,1.00,0.000,0.071,436647.2,28080.6,3,101,3.27,1.00,1.00,4.2240,3.95,99601.0,0.0003,38.1040,5462,10.2320,2
10000,1,629,9.49,0.00,0.00,0.06,9.42,0.00,1.00,0.000,0.068,433323.2,29665.9,3,89,3.26,1.00,1.00,4.3832,10.95,33233.7,0.3469,37.7544,5461,20.3169,5
10000,2,642,9.26,0.00,0.01,0.01,9.25,0.00,1.00,0.000,0.068,416965.2,27686.1,3,100,3.26,1.00,1.00,4.1634,7.51,2987.1,2.2087,36.0900,5461,30.1068,3
20000,0,661,8.99,0.01,0.01,0.01,8.97,0.00,1.00,0.000,0.068,366773.0,4618.2,2,97,3.37,1.00,1.00,0.5201,4.98,100482.2,0.0000,35.9351,5462,9.0603,2
20000,1,649,8.88,0.00,0.04,0.01,8.84,0.00,1.00,0.000,0.065,366847.2,4524.4,3,87,3.30,1.00,1.00,0.5092,6.33,32643.8,0.0531,35.9098,5461,17.9903,1
20000,2,634,8.81,0.00,0.02,0.00,8.80,0.00,1.00,0.000,0.065,364833.7,4457.8,2,109,3.22,1.00,1.00,0.5012,7.70,2810.3,0.1777,35.7338,5461,26.6590,4
30000,0,648,8.14,0.00,0.00,0.02,8.11,0.00,1.00,0.000,0.061,364873.2,3840.3,2,83,3.23,1.00,1.00,0.4351,4.81,100717.6,0.0000,35.7786,5462,9.0330,2
30000,1,669,8.00,0.00,0.02,0.01,7.97,0.00,1.00,0.000,0.061,365192.8,3844.9,2,83,3.15,1.00,1.00,0.4344,4.68,32631.1,0.0461,35.7660,5461,17.9362,0
30000,2,692,8.04,0.02,0.00,0.01,8.01,0.00,1.01,0.000,0.064,364487.2,3617.2,2,125,3.14,1.00,1.01,0.4096,7.30,2808.1,0.1662,35.6784,5461,26.5788,6
40000,0,655,8.37,0.01,0.00,0.00,8.37,0.00,1.00,0.000,0.062,362719.3,3449.9,2,82,3.24,1.01,1.01,0.3911,5.66,100747.0,0.0000,35.4835,5462,8.9710,2
