step,event,lineage,other,size
5000,birth,1,0,790
8000,split,23,1,1775
8000,split,27,1,107
14000,extinct,27,0,11
17000,split,29,23,29
28000,extinct,29,0,7
43000,split,33,23,63
48000,split,36,1,5
64000,extinct,36,0,5
74000,extinct,33,0,8
176000,split,54,1,18
177000,merge,54,1,18
193000,split,55,1,44
202000,merge,55,1,116
206000,split,63,1,10
207000,merge,63,1,10
208000,split,66,1,96
210000,split,70,1,148
211000,merge,66,1,95
213000,split,72,1,6
215000,merge,72,1,5
216000,split,75,1,92
217000,merge,75,1,92
219000,merge,70,1,138
220000,split,76,1,17
224000,split,79,1,122
226000,merge,76,1,42
229000,split,81,1,137
231000,split,82,1,50
232000,merge,82,1,50
233000,split,83,1,48
236000,merge,81,1,112
237000,split,86,1,69
237000,extinct,79,0,261
240000,merge,83,1,75
243000,split,94,1,9
244000,split,96,1,5
245000,extinct,94,0,9
248000,split,102,1,100
248000,merge,96,1,5
250000,split,104,1,295
252000,merge,102,104,94
253000,split,106,1,10
254000,merge,106,1,10
257000,merge,104,1,401
259000,split,109,104,96
261000,merge,86,1,69
263000,split,112,1,83
265000,merge,109,1,148
270000,split,117,1,133
274000,split,120,1,171
281000,split,122,121,13
282000,merge,117,1,106
285000,split,123,1,131
286000,split,124,123,93
287000,split,125,1,122
288000,merge,122,129,5
290000,split,127,120,26
296000,split,131,120,23
296000,merge,124,1,135
297000,extinct,112,0,7
300000,split,136,131,16
301000,split,134,1,6
301000,split,137,1,108
304000,extinct,127,0,5
305000,split,138,120,21
305000,extinct,131,0,7
305000,extinct,134,0,5
310000,extinct,136,0,5
320000,extinct,120,0,8
323000,split,141,123,7
329000,extinct,141,0,5
336000,merge,123,1,150
341000,split,150,1,136
352000,merge,150,1,86
354000,extinct,137,0,5
362000,merge,125,1,152
366000,split,158,1,32
367000,merge,158,1,32
369000,split,163,1,81
381000,split,173,163,17
387000,split,176,1,216
389000,extinct,138,0,5
389000,merge,173,163,36
402000,split,179,163,8
404000,merge,163,1,156
405000,split,180,176,7
407000,merge,180,176,8
409000,split,182,1,221
410000,merge,176,1,152
412000,split,185,176,14
415000,merge,179,1,13
431000,split,198,185,15
432000,split,199,185,23
432000,merge,198,185,15
434000,split,200,1,14
440000,extinct,199,0,5
441000,split,203,1,6
444000,extinct,203,0,6
445000,split,205,1,118
445000,extinct,200,0,8
448000,merge,185,1,183
458000,merge,205,182,96
470000,split,216,1,134
476000,split,222,1,8
481000,merge,182,1,137
482000,extinct,222,0,5
485000,split,231,1,13
490000,split,234,233,176
490000,merge,231,1,11
493000,split,239,234,5
502000,merge,239,234,7
505000,split,249,216,6
511000,split,253,1,6
512000,merge,253,1,6
515000,extinct,249,0,6
