step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
110000,1572,1.467,0.048,8.00,32536,30209,424,0,1913,0,820998.8,8555.8,0.000,0.547,0.361,0.092,216,8.11,1.91,0.00,0.03,0.01,0.16,0.04,0.81,8.06,1.86,0.00,0.00,0.001,0.025,43,0.551,0.258,0.739,0.000,0.004,6185,5140,1,1.000,0.000,0.004,36524,0.143,0.066,0.000,82.06,6767,0,8555.833,0.000,0.000,686906,1.00,14.03,0.000,0.000,0.000,6,9,9,31,12743,0.049,0.00,0.0065,0.113,667,0.079,0.000,0.081,0.000,3.07,1.68,7.97,0.00,0.000,1.00,1.00,1.00,0.079,0.00406,43.61,1.0008,17.88,1582.0,140222.5,38.165,0.1447,81.920,158.743,0.541,0.000,135292.2,81.920,5.735,10,14.9,3.08,0.162
120000,1571,1.498,0.047,7.99,32298,29957,450,0,1892,0,820939.9,8500.6,0.000,0.552,0.357,0.091,213,8.06,2.22,0.02,0.53,0.00,0.08,0.01,0.26,8.03,2.01,0.00,0.00,0.000,0.015,43,0.518,0.257,0.742,0.000,0.002,6217,4978,1,1.000,0.000,0.002,36743,0.143,0.058,0.000,82.06,7072,0,8500.584,0.000,0.000,714355,1.00,14.22,0.000,0.000,0.000,6,9,9,48,12664,0.048,0.00,0.0065,0.116,654,0.081,0.000,0.080,0.001,3.08,1.66,7.98,0.00,0.000,1.00,1.00,1.00,0.081,0.00406,43.57,0.9947,13.42,1585.8,140222.5,38.201,0.1451,81.916,159.090,0.541,0.000,135254.3,81.920,5.736,6,7.6,1.64,0.158
130000,1585,1.469,0.046,8.01,32401,30110,447,0,1830,0,820252.0,8354.0,0.000,0.549,0.359,0.091,216,7.86,2.06,0.01,0.20,0.04,1.10,0.02,0.42,7.79,1.72,0.00,0.00,0.002,0.032,41,0.490,0.254,0.743,0.000,0.003,6204,4789,1,1.000,0.000,0.003,35593,0.149,0.060,0.000,82.06,7109,0,8353.966,0.000,0.000,727913,1.00,14.51,0.000,0.000,0.000,6,9,9,43,12456,0.048,0.00,0.0066,0.110,660,0.082,0.000,0.081,0.000,3.06,1.60,7.97,0.00,0.001,1.00,1.00,1.00,0.082,0.00397,43.66,0.9766,9.46,1592.7,140222.5,38.122,0.1416,81.925,158.986,0.543,0.000,135301.2,81.920,5.725,3,6.4,3.63,0.152
140000,1576,1.467,0.047,8.01,32270,29985,431,0,1863,0,818538.5,8310.9,0.000,0.555,0.352,0.092,215,7.91,2.47,0.00,0.05,0.03,0.79,0.02,0.35,7.87,2.39,0.00,0.00,0.001,0.030,39,0.477,0.266,0.730,0.000,0.003,6465,4712,1,1.000,0.000,0.003,36341,0.147,0.054,0.000,82.06,7091,0,8310.947,0.000,0.000,767628,1.00,14.45,0.000,0.000,0.000,6,9,9,62,12466,0.048,0.00,0.0066,0.108,665,0.086,0.000,0.082,0.001,3.06,1.58,7.98,0.00,0.000,1.00,1.00,1.00,0.086,0.00400,43.55,0.9721,10.92,1585.0,140222.5,38.232,0.1409,81.920,157.966,0.534,0.000,135300.8,81.920,5.694,4,4.2,1.15,0.148
150000,1574,1.478,0.047,8.20,32313,30074,473,0,1768,1,818647.9,8354.6,0.000,0.548,0.361,0.090,212,8.04,2.22,0.01,0.53,0.01,0.33,0.06,1.57,7.96,1.70,0.00,0.00,0.001,0.030,45,0.542,0.258,0.736,0.000,0.006,6307,4481,1,1.000,0.000,0.004,37037,0.160,0.059,0.000,82.06,7175,0,8354.612,0.000,0.000,733545,1.00,14.16,0.000,0.000,0.000,6,9,9,61,12654,0.048,0.00,0.0065,0.109,653,0.083,0.000,0.082,0.001,3.06,1.64,7.96,0.00,0.000,1.00,1.00,1.00,0.083,0.00399,43.56,0.9755,15.20,1592.9,140222.6,38.221,0.1396,81.917,158.527,0.543,0.000,135273.9,81.920,5.688,6,7.5,1.49,0.137
160000,1579,1.476,0.048,8.48,33057,30865,423,0,1764,1,820288.3,8709.1,0.000,0.533,0.388,0.079,213,8.12,2.22,0.00,0.13,0.00,0.00,0.05,1.13,8.07,2.05,0.00,0.00,0.000,0.000,48,0.539,0.247,0.749,0.000,0.004,6080,4258,1,1.000,0.000,0.006,53793,0.187,0.063,0.000,82.06,7883,0,8709.090,0.000,0.000,712359,1.00,14.02,0.000,0.000,0.000,6,9,9,51,12823,0.049,0.00,0.0064,0.105,668,0.083,0.000,0.085,0.000,3.08,1.65,7.96,0.00,0.000,1.00,1.00,1.00,0.083,0.00389,43.62,1.0116,11.34,1575.2,140222.6,38.153,0.1410,81.921,159.630,0.535,0.000,135280.0,81.920,5.823,7,9.8,1.87,0.175
170000,1580,1.465,0.044,8.38,31597,29478,456,0,1662,0,815803.2,8560.6,0.000,0.537,0.406,0.057,214,8.22,2.12,0.02,0.82,0.04,0.79,0.06,0.80,8.09,1.79,0.00,0.00,0.003,0.055,58,0.399,0.266,0.727,0.000,0.006,5663,3843,1,1.000,0.000,0.007,67382,0.182,0.055,0.000,82.06,8101,0,8560.562,0.000,0.000,673776,1.01,13.94,0.000,0.000,0.000,7,8,9,44,12982,0.050,0.00,0.0064,0.114,662,0.079,0.000,0.093,0.001,3.08,1.62,7.93,0.00,0.000,1.00,1.01,1.01,0.079,0.00396,43.38,0.9958,11.62,1580.6,140222.9,38.396,0.1397,81.926,158.797,0.539,0.000,135344.3,81.920,5.764,3,4.3,2.14,0.193
180000,1572,1.467,0.043,8.17,28125,25875,592,0,1666,0,815973.9,7798.0,0.000,0.576,0.309,0.115,215,8.16,1.81,0.01,0.25,0.02,0.48,0.05,1.07,8.08,1.42,0.00,0.00,0.002,0.036,54,0.338,0.265,0.731,0.000,0.004,5581,3841,1,1.000,0.000,0.003,39868,0.189,0.062,0.000,82.06,7389,0,7797.955,0.000,0.000,657084,1.01,13.94,0.000,0.000,0.000,7,9,9,37,12834,0.049,0.00,0.0064,0.125,689,0.072,0.000,0.085,0.000,3.09,1.64,7.95,0.00,0.000,1.01,1.01,1.01,0.072,0.00433,43.26,0.9156,6.85,1577.0,140223.0,38.526,0.1363,81.924,155.961,0.528,0.000,135384.7,81.920,5.426,4,9.0,3.35,0.175
190000,1550,1.471,0.047,8.48,29518,27330,529,0,1681,0,820113.0,7941.4,0.000,0.567,0.290,0.143,214,8.09,1.81,0.03,0.59,0.00,0.00,0.06,1.27,8.00,1.40,0.00,0.00,0.000,0.000,53,0.277,0.270,0.724,0.000,0.006,5515,2857,1,1.000,0.000,0.005,39295,0.161,0.140,0.000,82.05,7754,0,7941.398,0.000,0.000,654932,1.01,14.07,0.000,0.000,0.000,7,8,9,44,12545,0.048,0.00,0.0066,0.117,658,0.073,0.000,0.080,0.000,3.11,1.79,7.94,0.00,0.000,1.01,1.01,1.01,0.073,0.00431,44.06,0.9324,17.58,1658.0,140223.2,37.726,0.1372,81.908,160.503,0.545,0.000,135263.7,81.920,5.470,21,58.0,8.00,0.234
200000,1551,1.503,0.044,8.62,30584,28418,442,0,1723,0,823200.0,8015.8,0.000,0.572,0.268,0.160,216,8.01,1.90,0.02,0.41,0.01,0.53,0.02,0.76,7.96,1.63,0.00,0.00,0.001,0.026,55,0.377,0.252,0.743,0.000,0.005,5676,2676,1,1.000,0.000,0.001,38787,0.146,0.101,0.000,82.06,7603,0,8015.755,0.000,0.000,664985,1.00,14.27,0.000,0.000,0.000,7,8,9,42,12425,0.047,0.00,0.0067,0.129,670,0.073,0.000,0.081,0.001,3.14,1.79,7.96,0.00,0.000,1.00,1.01,1.00,0.073,0.00430,44.54,0.9400,14.67,1638.3,140223.4,37.236,0.1386,81.922,163.798,0.545,0.000,135281.7,81.920,5.622,8,24.8,7.17,0.332
210000,1604,1.429,0.045,8.80,31014,28766,489,0,1706,0,823146.4,8099.5,0.001,0.573,0.266,0.160,214,7.88,1.94,0.00,0.12,0.01,0.32,0.04,1.50,7.83,1.36,0.00,0.00,0.001,0.022,42,0.408,0.249,0.748,0.000,0.003,5729,2560,1,1.000,0.000,0.002,38383,0.147,0.128,0.000,82.06,7500,0,8099.519,0.000,0.000,692572,1.00,14.54,0.001,0.000,0.000,7,8,9,64,12645,0.048,0.00,0.0066,0.115,690,0.076,0.000,0.081,0.000,3.15,1.76,7.95,0.00,0.001,1.00,1.00,1.00,0.076,0.00412,44.65,0.9507,15.65,1666.3,140223.5,37.123,0.1407,81.919,164.765,0.552,0.000,135268.1,81.920,5.557,12,41.6,8.00,0.308
220000,1615,1.438,0.045,8.95,31282,29146,504,0,1621,0,823489.4,7993.8,0.000,0.569,0.281,0.149,213,7.80,2.31,0.02,0.41,0.04,0.97,0.03,0.82,7.71,1.56,0.00,0.00,0.001,0.029,50,0.503,0.261,0.735,0.000,0.004,5943,2869,1,0.645,0.355,0.002,38953,0.141,0.142,0.000,82.05,7203,0,7993.764,0.000,0.000,718816,1.01,14.81,0.000,0.000,0.000,7,7,9,50,12604,0.048,0.01,0.0066,0.137,694,0.078,0.000,0.080,0.000,3.14,1.79,7.93,0.00,0.000,1.00,1.01,1.01,0.078,0.00400,45.02,0.9388,18.90,1715.2,140223.6,36.757,0.1390,81.913,170.116,0.556,0.000,135201.3,81.920,5.684,15,51.1,8.00,0.359
230000,1593,1.450,0.045,8.85,32525,30351,468,0,1728,2,822624.2,8210.8,0.000,0.562,0.277,0.160,214,7.57,1.47,0.02,0.31,0.02,0.42,0.03,0.95,7.51,1.23,0.00,0.00,0.002,0.040,45,0.515,0.264,0.731,0.000,0.005,6088,3084,1,0.620,0.380,0.003,39769,0.142,0.103,0.000,82.06,7046,0,4105.417,0.000,0.001,748018,1.01,15.09,0.000,0.000,0.000,7,7,9,38,12058,0.046,0.01,0.0069,0.124,688,0.082,0.000,0.084,0.000,3.12,1.71,7.95,0.00,0.000,1.01,1.01,1.01,0.082,0.00396,45.12,0.9644,14.85,1725.4,140223.8,36.651,0.1436,81.921,174.907,0.548,0.000,135213.0,81.920,5.916,11,30.5,7.39,0.424
240000,1631,1.416,0.045,8.76,33055,30772,461,0,1784,0,822681.5,8290.8,0.000,0.547,0.261,0.192,214,7.53,1.28,0.01,0.25,0.01,0.27,0.00,0.00,7.52,1.23,0.00,0.00,0.001,0.025,48,0.500,0.259,0.739,0.000,0.002,6043,3056,1,0.583,0.417,0.000,39724,0.141,0.177,0.000,82.06,6800,0,8290.844,0.000,0.001,709712,1.00,15.18,0.000,0.000,0.000,7,7,9,26,12287,0.047,0.01,0.0067,0.118,697,0.079,0.000,0.086,0.000,3.12,1.67,7.92,0.00,0.000,1.00,1.00,1.00,0.079,0.00376,45.13,0.9723,10.38,1783.0,140223.9,36.636,0.1436,81.913,174.808,0.557,0.000,135141.3,81.920,5.723,13,69.9,8.00,0.368
250000,1639,1.400,0.049,8.87,33543,31442,412,0,1681,0,822730.1,8197.0,0.000,0.547,0.272,0.181,214,7.66,2.55,0.01,0.29,0.02,0.44,0.07,1.53,7.56,1.87,0.00,0.00,0.001,0.032,50,0.544,0.279,0.718,0.000,0.004,6040,3407,1,1.000,0.000,0.002,39401,0.144,0.195,0.001,82.06,6790,0,8196.966,0.000,0.000,739938,1.00,15.14,0.001,0.000,0.000,7,7,9,64,12557,0.048,0.01,0.0066,0.115,698,0.083,0.000,0.084,0.001,3.12,1.73,7.96,0.00,0.000,1.00,1.00,1.00,0.083,0.00371,45.36,0.9609,13.84,1821.0,140224.1,36.407,0.1408,81.911,180.724,0.563,0.000,135054.5,81.920,6.032,22,94.6,8.00,0.473
260000,1603,1.437,0.050,8.81,33764,31635,453,0,1712,2,822790.8,8379.4,0.000,0.544,0.277,0.179,213,7.50,1.22,0.01,0.21,0.00,0.00,0.01,0.30,7.48,1.07,0.00,0.00,0.000,0.000,47,0.530,0.243,0.755,0.000,0.002,6161,3504,1,1.000,0.000,0.002,41222,0.138,0.205,0.001,82.07,6915,0,4189.721,0.000,0.000,738040,1.00,15.21,0.000,0.001,0.000,7,7,8,23,12024,0.046,0.02,0.0069,0.117,681,0.083,0.000,0.084,0.000,3.12,1.68,7.97,0.00,0.000,1.00,1.00,1.01,0.083,0.00378,45.46,0.9825,14.72,1787.6,140224.2,36.295,0.1444,81.922,180.539,0.557,0.000,135071.4,81.920,5.969,22,102.3,8.00,0.462
270000,1602,1.434,0.047,8.80,33965,31823,431,0,1712,0,822812.4,8364.3,0.000,0.541,0.264,0.195,213,7.52,1.73,0.02,0.45,0.01,0.29,0.04,0.85,7.45,1.50,0.00,0.00,0.001,0.028,54,0.519,0.248,0.748,0.000,0.004,6160,3506,1,0.592,0.408,0.005,44622,0.135,0.156,0.000,82.06,6802,0,8364.302,0.000,0.001,731344,1.01,15.26,0.000,0.000,0.000,7,7,9,36,12040,0.046,0.02,0.0069,0.113,691,0.082,0.000,0.086,0.000,3.12,1.69,7.94,0.00,0.000,1.01,1.01,1.01,0.082,0.00374,45.28,0.9787,15.11,1811.0,140224.3,36.482,0.1421,81.923,178.677,0.558,0.000,135098.0,81.920,5.929,21,69.6,8.00,0.475
280000,1605,1.424,0.048,8.68,34049,31926,432,0,1688,0,822096.0,8374.7,0.000,0.539,0.262,0.199,212,7.51,1.52,0.01,0.14,0.00,0.00,0.02,0.69,7.49,1.35,0.00,0.00,0.000,0.000,49,0.482,0.252,0.742,0.000,0.006,6142,3524,1,0.546,0.454,0.003,43976,0.142,0.191,0.001,82.06,6904,0,8374.690,0.000,0.000,725879,1.00,15.22,0.000,0.000,0.000,7,7,9,38,12060,0.046,0.01,0.0068,0.117,693,0.082,0.000,0.087,0.000,3.08,1.66,7.94,0.00,0.000,1.00,1.00,1.00,0.082,0.00372,45.36,0.9774,11.47,1802.8,140224.4,36.403,0.1402,81.921,179.942,0.555,0.000,135108.9,81.920,5.975,19,88.6,8.00,0.450
290000,1626,1.415,0.047,8.59,34409,32212,415,0,1761,1,819870.4,8440.9,0.000,0.537,0.242,0.221,214,7.58,2.55,0.03,0.61,0.07,1.81,0.02,0.47,7.46,1.39,0.00,0.00,0.001,0.031,51,0.423,0.277,0.721,0.000,0.002,6280,3449,1,0.496,0.504,0.003,42380,0.137,0.203,0.001,82.06,6952,0,8440.922,0.000,0.000,734155,1.01,15.27,0.001,0.000,0.000,7,7,9,64,12318,0.047,0.02,0.0068,0.124,695,0.083,0.000,0.088,0.000,3.09,1.61,7.96,0.00,0.001,1.01,1.01,1.01,0.083,0.00365,45.13,0.9870,11.18,1822.2,140224.6,36.627,0.1428,81.917,182.364,0.552,0.000,135078.0,81.920,6.229,23,98.7,8.00,0.541
300000,1605,1.440,0.049,8.64,34220,32023,423,0,1795,0,819023.6,8458.7,0.000,0.539,0.224,0.237,212,7.55,2.71,0.06,1.19,0.03,0.59,0.04,1.07,7.42,1.90,0.00,0.00,0.002,0.032,57,0.435,0.259,0.739,0.000,0.002,6253,3403,1,1.000,0.000,0.003,44076,0.134,0.211,0.001,82.07,7128,0,8458.739,0.000,0.000,721666,1.01,15.36,0.001,0.000,0.000,7,7,8,64,12112,0.046,0.02,0.0069,0.117,686,0.081,0.000,0.089,0.000,3.10,1.61,7.95,0.00,0.000,1.01,1.01,1.02,0.081,0.00372,45.02,0.9901,10.95,1781.1,140224.7,36.736,0.1442,81.921,180.739,0.550,0.000,135084.4,81.920,6.039,17,97.3,8.00,0.490
310000,1636,1.420,0.045,8.62,34019,31824,441,0,1723,0,817972.2,8333.2,0.000,0.545,0.207,0.248,217,7.34,1.62,0.00,0.15,0.03,0.72,0.02,0.45,7.29,1.27,0.00,0.00,0.002,0.037,44,0.390,0.259,0.738,0.000,0.003,6360,3431,1,1.000,0.000,0.002,47167,0.143,0.131,0.000,82.06,7308,0,8333.199,0.000,0.000,740473,1.00,15.55,0.000,0.000,0.000,7,7,8,37,12010,0.046,0.02,0.0069,0.124,709,0.082,0.000,0.090,0.000,3.05,1.50,7.97,0.00,0.000,1.00,1.00,1.00,0.082,0.00365,44.94,0.9746,13.81,1766.2,140224.9,36.821,0.1409,81.928,176.985,0.543,0.000,135166.3,81.920,5.789,15,46.0,7.96,0.411
320000,1645,1.414,0.044,8.64,33602,31545,436,0,1612,2,816269.2,8100.1,0.000,0.544,0.175,0.281,214,7.27,1.79,0.01,0.10,0.02,0.52,0.04,1.15,7.21,1.36,0.00,0.00,0.001,0.031,43,0.421,0.261,0.733,0.000,0.005,6207,3496,1,1.000,0.000,0.002,51004,0.151,0.105,0.000,82.06,7627,0,4050.041,0.000,0.001,713448,1.00,15.69,0.000,0.000,0.000,7,7,8,50,11961,0.046,0.01,0.0069,0.126,705,0.079,0.000,0.093,0.000,3.02,1.46,7.92,0.00,0.001,1.00,1.01,1.00,0.079,0.00363,44.69,0.9436,14.50,1696.3,140225.0,37.081,0.1335,81.927,175.814,0.545,0.000,135234.9,81.920,5.677,13,33.8,7.93,0.348
330000,1616,1.421,0.044,8.63,33769,31769,444,0,1585,4,815191.3,8169.4,0.000,0.550,0.174,0.276,213,7.32,1.80,0.00,0.02,0.03,0.73,0.04,1.12,7.25,1.15,0.00,0.00,0.001,0.025,49,0.492,0.254,0.741,0.000,0.005,6255,3554,2,0.639,0.000,0.006,60133,0.148,0.094,0.000,82.05,7436,0,2042.354,0.000,0.001,757393,1.00,15.63,0.000,0.000,0.000,7,7,8,52,11829,0.045,0.01,0.0070,0.132,701,0.083,0.000,0.093,0.001,3.03,1.45,7.93,0.00,0.000,1.00,1.00,1.00,0.083,0.00370,44.70,0.9507,12.36,1694.9,140225.1,37.071,0.1339,81.924,174.887,0.536,0.000,135272.5,81.920,5.652,14,29.2,7.23,0.349
