step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
10000,0,685,8.63,0.03,0.00,0.00,8.60,0.00,1.01,0.000,0.068,430584.6,26896.5,1,66,2.99,1.00,1.01,4.0453,3.76,105913.9,0.0000,37.0334,5462,39.4178,3
10000,1,712,8.43,0.02,0.00,0.00,8.41,0.00,1.00,0.000,0.069,426917.9,25602.0,1,64,2.97,1.00,1.00,3.8279,5.11,29716.0,0.1192,36.6678,5461,39.4106,3
10000,2,670,8.22,0.06,0.00,0.00,8.16,0.00,1.02,0.000,0.063,407741.8,24336.9,1,45,2.89,1.00,1.02,3.7019,3.24,169.0,3.1265,34.8461,5461,39.4106,0
20000,0,691,8.14,0.01,0.01,0.00,8.11,0.00,1.01,0.000,0.065,377264.2,4301.5,1,73,2.90,1.00,1.01,0.4828,5.92,106980.6,0.0000,36.5635,5462,35.9939,3
20000,1,725,8.17,0.05,0.00,0.00,8.12,0.00,1.01,0.000,0.067,375985.6,4253.1,1,79,2.91,1.00,1.01,0.4764,3.00,28655.8,0.0925,36.4388,5461,35.9873,7
20000,2,678,8.10,0.02,0.00,0.00,8.07,0.00,1.01,0.000,0.063,361525.5,3876.1,1,66,2.87,1.00,1.01,0.4341,3.11,178.3,1.8840,35.1150,5461,35.9873,1
30000,0,698,7.98,0.04,0.00,0.00,7.94,0.00,1.01,0.000,0.064,376937.5,4111.2,1,59,2.90,1.00,1.01,0.4598,4.63,107056.2,0.0000,36.5588,5462,35.9974,4
30000,1,713,7.82,0.00,0.01,0.00,7.81,0.00,1.00,0.000,0.064,375942.9,4183.3,1,77,2.87,1.00,1.00,0.4696,4.40,28622.6,0.0946,36.4520,5461,35.9908,2
30000,2,676,8.04,0.11,0.02,0.00,7.92,0.00,1.03,0.000,0.062,361437.5,3861.5,1,61,2.91,1.00,1.03,0.4328,3.50,169.8,1.8453,35.1116,5461,35.9908,2
40000,0,738,7.50,0.01,0.00,0.00,7.49,0.00,1.00,0.000,0.063,375861.5,4225.6,1,87,2.88,1.00,1.00,0.4752,2.14,106899.6,0.0000,36.4694,5462,35.8422,8
40000,1,744,7.26,0.01,0.00,0.00,7.25,0.00,1.00,0.000,0.062,374093.5,4223.1,1,61,2.86,1.00,1.00,0.4735,3.30,28691.4,0.0954,36.3013,5461,35.8357,6
40000,2,700,7.22,0.02,0.00,0.00,7.21,0.00,1.01,0.000,0.058,359112.9,3887.4,1,51,2.90,1.00,1.00,0.4360,4.80,181.2,1.8194,34.9018,5461,35.8357,2
50000,0,726,7.21,0.04,0.00,0.00,7.18,0.00,1.02,0.000,0.060,374074.8,4153.6,1,80,2.88,1.01,1.01,0.4675,4.47,106979.0,0.0000,36.2730,5462,35.6367,6
50000,1,718,7.18,0.03,0.00,0.00,7.14,0.00,1.01,0.000,0.059,372124.6,4220.3,1,73,2.90,1.00,1.01,0.4738,5.85,28685.0,0.0997,36.0864,5461,35.6302,5
50000,2,704,7.06,0.01,0.00,0.00,7.04,0.00,1.00,0.000,0.057,357503.3,3856.0,1,64,2.87,1.00,1.00,0.4323,4.30,177.9,1.8019,34.6810,5461,35.6302,2
60000,0,749,7.23,0.06,0.00,0.00,7.17,0.00,1.01,0.000,0.062,373173.1,4182.0,1,69,2.88,1.00,1.02,0.4708,4.90,107029.3,0.0000,36.1780,5462,35.5739,7
60000,1,735,7.23,0.08,0.00,0.00,7.14,0.00,1.02,0.000,0.061,371921.1,4224.6,1,75,2.90,1.01,1.03,0.4755,9.54,28561.7,0.0976,36.0559,5461,35.5674,22
