step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
50000,2,726,7.93,0.02,0.00,0.02,7.89,0.00,1.01,0.000,0.066,376016.0,3650.5,2,77,2.86,1.00,1.00,0.4053,4.18,3886.9,0.0754,36.4717,5461,29.4316,2
60000,0,724,7.82,0.00,0.00,0.01,7.80,0.00,1.00,0.000,0.065,376810.2,3747.8,4,104,2.81,1.00,1.00,0.4167,5.17,100038.0,0.0000,36.5436,5462,8.1944,1
60000,1,695,7.85,0.00,0.01,0.02,7.82,0.00,1.00,0.000,0.063,374236.4,3757.3,3,82,2.86,1.00,1.00,0.4182,6.12,31715.2,0.3367,36.2885,5461,16.9719,2
60000,2,709,7.88,0.05,0.01,0.00,7.81,0.00,1.01,0.000,0.064,376739.2,3692.5,2,82,2.81,1.00,1.02,0.4100,1.56,3903.5,0.0749,36.5400,5461,29.4584,0
70000,0,723,7.86,0.02,0.01,0.00,7.83,0.00,1.01,0.000,0.065,377422.2,3674.6,3,113,2.81,1.00,1.01,0.4085,4.44,100055.6,0.0000,36.6017,5462,8.2024,2
70000,1,696,7.84,0.00,0.01,0.02,7.81,0.00,1.00,0.000,0.062,374595.2,3661.9,3,88,2.82,1.00,1.00,0.4061,1.47,31683.4,0.3281,36.3331,5461,16.9886,1
70000,2,715,7.82,0.01,0.03,0.02,7.76,0.00,1.00,0.000,0.064,376846.0,3630.4,2,84,2.83,1.00,1.00,0.4033,3.29,3915.9,0.0775,36.5438,5461,29.4874,2
80000,0,714,7.77,0.02,0.02,0.03,7.70,0.00,1.01,0.000,0.063,377024.8,3675.2,2,117,2.82,1.01,1.01,0.4079,2.34,100096.4,0.0000,36.5660,5462,8.1955,0
80000,1,699,7.69,0.02,0.02,0.02,7.64,0.00,1.01,0.000,0.062,374280.5,3652.6,2,90,2.80,1.01,1.01,0.4059,2.77,31652.7,0.3302,36.3107,5461,16.9741,0
80000,2,727,7.69,0.02,0.01,0.02,7.64,0.00,1.01,0.000,0.064,376562.1,3728.0,2,88,2.84,1.00,1.01,0.4150,2.99,3916.7,0.0748,36.5091,5461,29.4622,0
90000,0,731,7.83,0.05,0.02,0.01,7.75,0.00,1.02,0.000,0.065,376774.8,3669.0,3,103,2.83,1.02,1.02,0.4083,7.58,100071.6,0.0000,36.5365,5462,8.1872,4
90000,1,701,7.55,0.00,0.01,0.01,7.53,0.00,1.00,0.000,0.061,373823.7,3619.3,3,99,2.84,1.00,1.00,0.4022,5.35,31660.7,0.3353,36.2768,5461,16.9569,1
90000,2,725,7.50,0.04,0.01,0.00,7.46,0.00,1.02,0.000,0.062,375889.1,3660.2,3,94,2.80,1.02,1.02,0.4071,4.38,3901.4,0.0839,36.4649,5461,29.4325,0
100000,0,723,7.47,0.00,0.01,0.02,7.44,0.00,1.00,0.000,0.062,376568.5,3621.5,2,115,2.83,1.00,1.00,0.4028,4.30,100099.5,0.0000,36.4964,5462,8.1717,2
100000,1,728,7.49,0.02,0.00,0.02,7.46,0.00,1.01,0.000,0.062,373081.7,3650.8,2,111,2.86,1.00,1.00,0.4064,5.54,31672.7,0.3294,36.1891,5461,16.9250,2
100000,2,727,7.42,0.02,0.00,0.01,7.39,0.00,1.00,0.000,0.062,375189.5,3581.1,2,87,2.82,1.00,1.01,0.3994,3.32,3872.9,0.0769,36.3845,5461,29.3770,1
110000,0,710,7.41,0.01,0.01,0.02,7.36,0.00,1.01,0.000,0.060,375522.8,3631.8,3,98,2.81,1.00,1.01,0.4046,2.84,100118.4,0.0000,36.3800,5462,8.1510,0
110000,1,705,7.44,0.07,0.01,0.04,7.33,0.00,1.02,0.000,0.060,372042.8,3620.4,3,112,2.90,1.00,1.02,0.4042,6.69,31658.6,0.3283,36.0982,5461,16.8820,1
110000,2,739,7.42,0.02,0.01,0.00,7.39,0.00,1.01,0.000,0.063,374629.3,3644.2,3,87,2.86,1.01,1.01,0.4059,1.75,3815.1,0.0750,36.3231,5461,29.3024,1
120000,0,716,7.33,0.02,0.00,0.01,7.30,0.00,1.01,0.000,0.060,374973.9,3569.7,3,112,2.83,1.00,1.00,0.3970,1.49,100150.2,0.0000,36.3435,5462,8.1428,0
120000,1,724,7.37,0.05,0.00,0.02,7.29,0.00,1.02,0.000,0.061,371956.9,3626.5,3,117,2.84,1.01,1.01,0.4038,5.25,31641.2,0.3326,36.0513,5461,16.8650,1
120000,2,734,7.42,0.04,0.01,0.05,7.30,0.00,1.02,0.000,0.062,374293.6,3684.6,3,75,2.85,1.00,1.01,0.4114,2.69,3859.7,0.0783,36.2852,5461,29.2729,1
130000,0,724,7.36,0.04,0.02,0.02,7.27,0.00,1.01,0.000,0.061,374478.0,3708.8,5,114,2.90,1.00,1.01,0.4153,5.84,100154.7,0.0000,36.3057,5462,8.1312,1
130000,1,725,7.31,0.02,0.00,0.02,7.26,0.00,1.01,0.000,0.061,371291.2,3539.8,5,110,2.89,1.01,1.01,0.3950,4.16,31605.9,0.3324,36.0034,5461,16.8410,3
130000,2,730,7.38,0.07,0.00,0.04,7.27,0.00,1.02,0.000,0.062,373775.2,3675.5,4,77,2.86,1.02,1.02,0.4099,4.55,3851.5,0.0780,36.2291,5461,29.2313,0
140000,0,744,7.38,0.04,0.01,0.06,7.27,0.00,1.01,0.000,0.063,374582.6,3603.1,5,123,2.86,1.01,1.01,0.4012,7.75,100102.2,0.0000,36.2919,5462,8.1316,5
140000,1,716,7.30,0.01,0.01,0.01,7.27,0.00,1.01,0.000,0.060,371345.3,3617.1,5,111,2.84,1.01,1.01,0.4038,1.04,31679.4,0.3318,36.0007,5461,16.8418,1
140000,2,725,7.30,0.01,0.00,0.03,7.27,0.00,1.00,0.000,0.061,373922.7,3696.1,5,94,2.86,1.00,1.00,0.4128,3.93,3821.2,0.0761,36.2463,5461,29.2326,3
150000,0,732,7.41,0.07,0.01,0.01,7.33,0.00,1.03,0.000,0.062,374388.1,3646.9,6,105,2.87,1.02,1.03,0.4067,2.39,100189.7,0.0000,36.2892,5462,8.1297,3
150000,1,723,7.40,0.02,0.02,0.01,7.36,0.00,1.01,0.000,0.061,371370.5,3559.4,6,110,2.89,1.01,1.01,0.3975,4.57,31634.2,0.3265,35.9974,5461,16.8380,0
150000,2,718,7.32,0.05,0.00,0.01,7.27,0.00,1.02,0.000,0.060,373756.5,3541.4,5,89,2.86,1.01,1.02,0.3951,4.82,3848.4,0.0736,36.2186,5461,29.2260,2
160000,0,735,7.39,0.04,0.01,0.02,7.33,0.00,1.01,0.000,0.062,373828.7,3473.0,6,113,2.87,1.01,1.01,0.3867,3.87,100157.0,0.0000,36.2398,5462,8.1235,3
160000,1,739,7.30,0.06,0.01,0.02,7.21,0.00,1.03,0.000,0.061,371060.2,3483.7,6,112,2.87,1.04,1.03,0.3886,2.66,31651.0,0.3329,35.9738,5461,16.8250,2
160000,2,707,7.30,0.03,0.01,0.02,7.24,0.00,1.01,0.000,0.059,373566.2,3529.8,5,62,2.85,1.00,1.01,0.3939,1.67,3838.6,0.0771,36.2139,5461,29.2035,1
170000,0,738,7.23,0.06,0.00,0.02,7.15,0.00,1.02,0.000,0.061,373327.7,3445.0,4,110,2.89,1.01,1.02,0.3840,3.06,100231.5,0.0000,36.1902,5462,8.1157,0
170000,1,722,7.18,0.04,0.01,0.02,7.11,0.00,1.01,0.000,0.060,370523.6,3413.7,4,105,2.88,1.01,1.01,0.3809,3.05,31626.9,0.3397,35.9362,5461,16.8089,1
170000,2,730,7.24,0.03,0.01,0.01,7.20,0.00,1.02,0.000,0.060,373299.9,3520.1,4,100,2.87,1.01,1.02,0.3930,5.94,3826.5,0.0832,36.1894,5461,29.1754,4
180000,0,723,7.22,0.06,0.00,0.01,7.14,0.00,1.02,0.000,0.060,372903.2,3457.1,4,109,2.90,1.01,1.02,0.3863,2.94,100272.3,0.0000,36.1469,5462,8.1039,1
180000,1,714,7.25,0.04,0.02,0.02,7.17,0.00,1.01,0.000,0.059,370230.9,3328.0,5,114,2.86,1.00,1.01,0.3698,3.60,31605.1,0.3356,35.8982,5461,16.7844,0
180000,2,717,7.33,0.09,0.03,0.01,7.21,0.00,1.03,0.000,0.060,372624.5,3475.0,5,84,2.90,1.02,1.03,0.3882,5.97,3809.4,0.0832,36.1157,5461,29.1330,3
190000,0,724,7.20,0.05,0.01,0.01,7.13,0.00,1.02,0.000,0.060,373179.7,3378.4,4,121,2.88,1.01,1.02,0.3750,1.45,100225.3,0.0000,36.1476,5462,8.1046,0
190000,1,712,7.26,0.05,0.01,0.01,7.19,0.00,1.02,0.000,0.059,370664.5,3428.9,4,125,2.88,1.00,1.02,0.3828,5.27,31604.1,0.3390,35.9213,5461,16.7859,2
190000,2,719,7.28,0.08,0.00,0.02,7.19,0.00,1.03,0.000,0.060,372421.9,3538.4,3,76,2.89,1.02,1.03,0.3947,4.91,3832.2,0.0797,36.1040,5461,29.1357,2
200000,0,736,7.28,0.06,0.03,0.01,7.18,0.00,1.02,0.000,0.061,373051.7,3564.5,4,122,2.88,1.00,1.02,0.3983,2.19,100242.1,0.0000,36.1373,5462,8.0995,1
200000,1,725,7.15,0.02,0.01,0.01,7.11,0.00,1.01,0.000,0.059,370402.1,3553.8,4,94,2.87,1.00,1.01,0.3977,4.67,31595.6,0.3422,35.8900,5461,16.7753,3
200000,2,734,7.05,0.01,0.00,0.00,7.04,0.00,1.01,0.000,0.059,372482.2,3660.2,4,92,2.87,1.00,1.01,0.4094,3.97,3788.7,0.0863,36.0880,5461,29.1173,1
210000,0,729,7.20,0.07,0.00,0.01,7.12,0.00,1.03,0.000,0.060,373106.6,3562.5,4,109,2.87,1.02,1.03,0.3978,4.87,100250.6,0.0000,36.1426,5462,8.0960,5
210000,1,741,7.22,0.04,0.02,0.01,7.16,0.00,1.02,0.000,0.061,370309.4,3527.5,4,101,2.89,1.01,1.01,0.3940,4.89,31594.9,0.3434,35.8639,5461,16.7681,2
210000,2,720,7.14,0.01,0.00,0.01,7.12,0.00,1.01,0.000,0.059,372245.5,3661.9,3,103,2.90,1.00,1.00,0.4097,3.50,3853.9,0.0846,36.0494,5461,29.1046,0
220000,0,735,7.22,0.10,0.00,0.01,7.12,0.00,1.04,0.000,0.060,373035.8,3630.8,3,114,2.89,1.03,1.04,0.4059,3.79,100269.9,0.0000,36.1226,5462,8.0929,1
220000,1,716,7.16,0.03,0.01,0.00,7.11,0.00,1.02,0.000,0.059,370278.2,3588.6,3,94,2.88,1.01,1.02,0.4017,2.31,31602.2,0.3396,35.8641,5461,16.7618,3
220000,2,721,7.14,0.03,0.00,0.00,7.10,0.00,1.01,0.000,0.059,372108.1,3579.2,3,87,2.88,1.00,1.01,0.3999,4.55,3815.5,0.0864,36.0391,5461,29.0937,1
230000,0,731,7.18,0.06,0.00,0.00,7.11,0.00,1.03,0.000,0.060,372871.2,3727.0,3,105,2.90,1.02,1.03,0.4168,2.04,100233.0,0.0000,36.1094,5462,8.0916,0
230000,1,744,7.24,0.08,0.04,0.00,7.12,0.00,1.02,0.000,0.061,370347.9,3666.5,3,104,2.90,1.00,1.02,0.4117,5.76,31576.5,0.3375,35.8660,5461,16.7590,5
230000,2,731,7.15,0.06,0.00,0.00,7.07,0.00,1.03,0.000,0.060,372186.2,3744.3,2,89,2.89,1.02,1.03,0.4196,4.57,3831.7,0.0824,36.0425,5461,29.0889,4
240000,0,739,7.12,0.01,0.00,0.00,7.12,0.00,1.00,0.000,0.061,372773.8,3683.3,1,110,2.90,1.00,1.00,0.4132,6.24,100267.4,0.0000,36.0977,5462,8.0884,3
240000,1,718,7.19,0.09,0.00,0.02,7.08,0.00,1.02,0.000,0.058,369862.4,3579.3,2,105,2.90,1.01,1.03,0.4005,6.17,31592.5,0.3471,35.8365,5461,16.7524,3
240000,2,711,7.13,0.02,0.00,0.00,7.10,0.00,1.01,0.000,0.058,372033.4,3657.3,1,86,2.92,1.00,1.01,0.4091,2.03,3791.3,0.0905,36.0318,5461,29.0774,0
250000,0,730,7.14,0.05,0.00,0.00,7.09,0.00,1.02,0.000,0.060,372860.2,3698.5,1,102,2.87,1.01,1.01,0.4152,3.74,100246.0,0.0000,36.1044,5462,8.0883,1
250000,1,720,7.18,0.09,0.00,0.00,7.09,0.00,1.03,0.000,0.059,370004.2,3601.2,1,105,2.89,1.02,1.03,0.4026,3.85,31604.9,0.3389,35.8277,5461,16.7522,1
250000,2,716,7.14,0.05,0.00,0.02,7.06,0.00,1.02,0.000,0.059,372251.6,3695.5,1,78,2.90,1.01,1.02,0.4144,3.98,3797.7,0.0805,36.0363,5461,29.0771,1
260000,0,736,7.08,0.02,0.00,0.00,7.05,0.00,1.01,0.000,0.060,372696.4,3677.9,1,90,2.88,1.00,1.01,0.4115,4.06,100237.5,0.0000,36.0784,5462,8.0856,1
260000,1,714,7.21,0.07,0.00,0.00,7.14,0.00,1.02,0.000,0.059,369995.8,3631.4,1,115,2.87,1.01,1.02,0.4072,5.19,31600.6,0.3447,35.8266,5461,16.7465,2
260000,2,722,7.08,0.01,0.00,0.00,7.07,0.00,1.00,0.000,0.058,371975.3,3723.9,1,99,2.87,1.00,1.00,0.4182,7.18,3796.3,0.0878,36.0281,5461,29.0672,5
270000,0,733,7.31,0.06,0.02,0.00,7.23,0.00,1.02,0.000,0.061,372739.6,3689.8,1,117,2.92,1.01,1.02,0.4132,3.09,100262.8,0.0000,36.0957,5462,8.0899,0
270000,1,725,7.16,0.06,0.01,0.00,7.09,0.00,1.02,0.000,0.059,369887.5,3655.6,1,113,2.88,1.00,1.02,0.4094,3.77,31633.8,0.3415,35.8402,5461,16.7554,2
270000,2,726,7.17,0.07,0.00,0.02,7.08,0.00,1.02,0.000,0.059,372082.8,3722.7,1,104,2.88,1.01,1.03,0.4163,3.03,3863.9,0.0885,36.0403,5461,29.0827,1
280000,0,732,7.19,0.06,0.00,0.02,7.11,0.00,1.02,0.000,0.060,372981.6,3751.5,1,120,2.90,1.01,1.02,0.4200,2.32,100255.7,0.0000,36.1099,5462,8.0891,0
280000,1,735,7.12,0.09,0.00,0.01,7.03,0.00,1.04,0.000,0.060,370123.6,3596.3,1,122,2.91,1.03,1.04,0.4028,4.72,31633.2,0.3395,35.8365,5461,16.7539,0
280000,2,710,7.22,0.02,0.00,0.00,7.20,0.00,1.00,0.000,0.059,372186.0,3615.0,1,95,2.94,1.00,1.01,0.4042,3.98,3829.9,0.0827,36.0343,5461,29.0800,2
290000,0,735,7.25,0.09,0.00,0.00,7.16,0.00,1.03,0.000,0.061,372845.4,3762.2,1,110,2.90,1.02,1.03,0.4227,2.77,100220.5,0.0000,36.0996,5462,8.0874,3
290000,1,733,7.23,0.12,0.03,0.01,7.06,0.00,1.06,0.000,0.060,369949.8,3523.1,1,113,2.89,1.05,1.06,0.3944,4.34,31613.9,0.3402,35.8335,5461,16.7502,2
290000,2,730,7.14,0.03,0.00,0.00,7.11,0.00,1.01,0.000,0.060,371877.3,3603.5,1,109,2.91,1.00,1.01,0.4037,3.69,3834.7,0.0923,36.0265,5461,29.0737,1
300000,0,724,7.19,0.09,0.00,0.00,7.09,0.00,1.03,0.000,0.060,372689.7,3713.1,1,114,2.89,1.01,1.03,0.4170,5.13,100247.2,0.0000,36.0857,5462,8.0866,1
300000,1,737,7.14,0.02,0.02,0.00,7.10,0.00,1.01,0.000,0.060,370046.5,3566.2,1,115,2.86,1.00,1.01,0.3997,3.00,31610.1,0.3431,35.8294,5461,16.7486,2
300000,2,735,7.14,0.04,0.00,0.00,7.10,0.00,1.01,0.000,0.060,372056.0,3637.5,1,96,2.90,1.00,1.01,0.4071,3.46,3830.9,0.0886,36.0273,5461,29.0709,2
310000,0,722,7.15,0.06,0.01,0.00,7.08,0.00,1.02,0.000,0.059,372853.2,3710.7,1,98,2.88,1.00,1.02,0.4164,3.15,100253.7,0.0000,36.0971,5462,8.0879,0
310000,1,730,7.13,0.05,0.00,0.00,7.07,0.00,1.02,0.000,0.059,370008.0,3616.5,1,108,2.89,1.00,1.02,0.4051,2.97,31600.4,0.3357,35.8425,5461,16.7513,0
310000,2,724,7.16,0.07,0.00,0.00,7.09,0.00,1.03,0.000,0.060,372058.2,3717.2,1,83,2.87,1.02,1.03,0.4165,3.44,3763.0,0.0947,36.0309,5461,29.0756,2
320000,0,710,7.16,0.09,0.00,0.01,7.07,0.00,1.03,0.000,0.058,372985.1,3658.6,1,112,2.92,1.02,1.03,0.4109,4.90,100247.6,0.0000,36.1088,5462,8.0898,5
320000,1,733,7.18,0.09,0.01,0.01,7.08,0.00,1.04,0.000,0.060,370092.0,3671.5,1,111,2.89,1.03,1.04,0.4113,1.77,31578.1,0.3435,35.8441,5461,16.7552,0
320000,2,716,7.09,0.01,0.00,0.00,7.08,0.00,1.01,0.000,0.058,372115.3,3764.8,1,72,2.87,1.01,1.01,0.4224,5.49,3797.6,0.0913,36.0356,5461,29.0823,3
330000,0,726,7.24,0.08,0.00,0.02,7.14,0.00,1.03,0.000,0.060,372777.5,3720.7,1,119,2.91,1.02,1.03,0.4168,5.58,100269.9,0.0000,36.0895,5462,8.0887,2
330000,1,714,7.42,0.21,0.00,0.00,7.21,0.00,1.08,0.000,0.061,370092.3,3628.1,1,90,2.94,1.04,1.07,0.4067,2.97,31623.2,0.3392,35.8463,5461,16.7530,1
330000,2,725,7.25,0.08,0.00,0.00,7.17,0.00,1.03,0.000,0.060,372052.4,3589.4,1,92,2.89,1.03,1.03,0.4013,5.51,3804.8,0.0791,36.0278,5461,29.0785,2
340000,0,720,7.13,0.06,0.01,0.00,7.07,0.00,1.02,0.000,0.059,372886.7,3675.3,1,101,2.87,1.01,1.02,0.4120,7.45,100249.2,0.0000,36.0967,5462,8.0882,5
340000,1,725,7.22,0.05,0.00,0.00,7.17,0.00,1.02,0.000,0.060,369878.8,3664.7,1,96,2.91,1.00,1.02,0.4103,4.07,31649.0,0.3395,35.8250,5461,16.7520,2
340000,2,736,7.13,0.01,0.00,0.00,7.12,0.00,1.00,0.000,0.060,372158.8,3655.7,1,89,2.90,1.00,1.00,0.4084,1.10,3832.2,0.0880,36.0408,5461,29.0768,0
350000,0,740,7.21,0.02,0.00,0.00,7.19,0.00,1.01,0.000,0.061,372993.5,3751.6,1,112,2.89,1.01,1.01,0.4207,7.07,100206.9,0.0000,36.1073,5462,8.0863,5
350000,1,702,7.33,0.07,0.02,0.00,7.23,0.00,1.02,0.000,0.059,369891.7,3731.0,1,112,2.92,1.00,1.03,0.4181,1.84,31598.6,0.3538,35.8278,5461,16.7479,0
350000,2,750,7.10,0.05,0.00,0.02,7.04,0.00,1.02,0.000,0.061,371972.3,3671.7,1,101,2.85,1.01,1.02,0.4118,4.94,3805.0,0.0873,36.0197,5461,29.0697,2
360000,0,744,7.16,0.06,0.00,0.00,7.11,0.00,1.02,0.000,0.061,373011.8,3711.9,1,112,2.90,1.01,1.02,0.4153,3.73,100254.7,0.0000,36.1086,5462,8.0891,2
360000,1,717,7.21,0.05,0.00,0.00,7.15,0.00,1.02,0.000,0.059,370023.2,3605.1,1,100,2.89,1.02,1.02,0.4037,3.24,31608.6,0.3445,35.8424,5461,16.7539,0
360000,2,734,7.15,0.04,0.00,0.02,7.09,0.00,1.02,0.000,0.060,371948.5,3665.6,1,95,2.87,1.02,1.02,0.4102,3.97,3811.4,0.0901,36.0200,5461,29.0800,0
370000,0,720,7.21,0.11,0.00,0.00,7.10,0.00,1.04,0.000,0.059,373000.1,3713.1,1,93,2.90,1.03,1.04,0.4156,4.69,100227.3,0.0000,36.1089,5462,8.0888,4
370000,1,711,7.20,0.08,0.00,0.00,7.12,0.00,1.03,0.000,0.059,369905.0,3669.1,1,106,2.92,1.01,1.03,0.4117,5.46,31582.3,0.3467,35.8293,5461,16.7531,3
370000,2,712,7.23,0.07,0.00,0.00,7.16,0.00,1.03,0.000,0.059,372333.8,3713.4,1,84,2.89,1.02,1.03,0.4161,4.27,3812.4,0.0854,36.0416,5461,29.0787,1
380000,0,717,7.18,0.08,0.00,0.01,7.09,0.00,1.03,0.000,0.059,372815.2,3719.1,1,114,2.89,1.02,1.03,0.4166,4.53,100228.1,0.0000,36.0949,5462,8.0889,2
380000,1,732,7.04,0.03,0.00,0.00,7.01,0.00,1.01,0.000,0.059,369895.9,3739.4,1,112,2.86,1.00,1.01,0.4184,3.18,31597.4,0.3428,35.8303,5461,16.7534,3
380000,2,733,7.32,0.08,0.01,0.00,7.23,0.00,1.03,0.000,0.062,372306.8,3704.8,1,92,2.92,1.01,1.03,0.4145,2.55,3794.7,0.0800,36.0515,5461,29.0792,2
390000,0,726,7.12,0.10,0.02,0.00,7.00,0.00,1.04,0.000,0.059,372781.2,3757.3,1,99,2.89,1.02,1.03,0.4213,5.27,100239.9,0.0000,36.1009,5462,8.0883,2
390000,1,711,7.14,0.03,0.00,0.01,7.10,0.00,1.01,0.000,0.059,369902.7,3730.9,1,100,2.88,1.01,1.01,0.4177,4.27,31614.7,0.3379,35.8280,5461,16.7522,0
390000,2,720,7.17,0.07,0.00,0.00,7.10,0.00,1.03,0.000,0.059,372097.3,3703.4,1,73,2.88,1.02,1.02,0.4156,5.58,3786.5,0.0963,36.0391,5461,29.0771,7
400000,0,728,7.14,0.05,0.00,0.01,7.08,0.00,1.02,0.000,0.059,372708.7,3727.4,1,100,2.89,1.01,1.02,0.4167,3.14,100271.1,0.0000,36.0851,5462,8.0879,0
400000,1,724,7.16,0.06,0.00,0.01,7.09,0.00,1.02,0.000,0.060,370085.2,3579.6,1,108,2.90,1.01,1.02,0.4008,2.94,31584.7,0.3423,35.8337,5461,16.7512,1
400000,2,727,7.24,0.06,0.00,0.00,7.18,0.00,1.03,0.000,0.060,372271.5,3637.0,1,83,2.90,1.01,1.02,0.4065,2.91,3784.0,0.0963,36.0406,5461,29.0754,4
410000,0,727,7.17,0.05,0.03,0.00,7.09,0.00,1.01,0.000,0.060,372707.8,3703.2,1,119,2.89,1.01,1.02,0.4154,5.70,100248.8,0.0000,36.1008,5462,8.0884,1
410000,1,723,7.07,0.01,0.00,0.00,7.06,0.00,1.01,0.000,0.058,369947.2,3664.0,1,96,2.86,1.01,1.01,0.4115,7.46,31617.7,0.3456,35.8317,5461,16.7523,6
410000,2,722,7.04,0.05,0.00,0.00,6.99,0.00,1.02,0.000,0.058,372022.6,3650.1,1,93,2.86,1.02,1.02,0.4090,1.19,3799.6,0.0907,36.0341,5461,29.0772,1
420000,0,727,7.15,0.05,0.00,0.00,7.10,0.00,1.02,0.000,0.059,372718.1,3612.8,1,127,2.89,1.01,1.02,0.4036,3.90,100265.6,0.0000,36.0895,5462,8.0865,1
420000,1,728,7.11,0.05,0.00,0.01,7.05,0.00,1.02,0.000,0.060,369874.0,3576.6,1,112,2.87,1.02,1.02,0.3995,4.38,31615.4,0.3466,35.8204,5461,16.7485,3
420000,2,711,7.22,0.07,0.00,0.00,7.14,0.00,1.03,0.000,0.058,372010.1,3735.6,1,86,2.88,1.02,1.03,0.4192,5.54,3851.6,0.0862,36.0247,5461,29.0707,5
430000,0,733,7.12,0.03,0.00,0.00,7.09,0.00,1.01,0.000,0.060,372793.1,3664.8,1,131,2.88,1.01,1.01,0.4103,3.58,100268.2,0.0000,36.0937,5462,8.0861,1
430000,1,724,7.15,0.07,0.00,0.02,7.06,0.00,1.03,0.000,0.059,369793.7,3658.8,1,112,2.89,1.01,1.02,0.4092,5.22,31590.9,0.3428,35.8304,5461,16.7476,2
430000,2,743,7.07,0.01,0.00,0.00,7.05,0.00,1.00,0.000,0.060,371851.6,3608.5,1,105,2.89,1.00,1.00,0.4047,6.27,3815.4,0.0821,36.0186,5461,29.0692,3
440000,0,700,7.19,0.04,0.00,0.00,7.15,0.00,1.02,0.000,0.058,372887.7,3690.9,1,106,2.89,1.01,1.01,0.4129,6.63,100261.3,0.0000,36.1013,5462,8.0878,5
440000,1,742,7.10,0.05,0.00,0.00,7.04,0.00,1.02,0.000,0.060,369885.5,3625.6,1,113,2.92,1.00,1.02,0.4052,5.83,31615.5,0.3419,35.8346,5461,16.7511,3
440000,2,736,7.21,0.01,0.00,0.00,7.20,0.00,1.00,0.000,0.061,371957.1,3740.6,1,86,2.88,1.00,1.00,0.4193,3.20,3835.2,0.0911,36.0199,5461,29.0751,2
450000,0,719,7.08,0.05,0.00,0.01,7.02,0.00,1.03,0.000,0.058,372697.1,3684.3,1,96,2.88,1.01,1.02,0.4122,5.63,100252.1,0.0000,36.0936,5462,8.0867,1
450000,1,720,7.14,0.03,0.00,0.00,7.11,0.00,1.01,0.000,0.059,369836.3,3589.8,1,100,2.92,1.01,1.01,0.4016,3.23,31600.1,0.3446,35.8315,5461,16.7488,4
