step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
90000,1,617,6.22,0.00,0.00,0.01,6.21,0.00,1.00,0.000,0.044,298162.5,3114.2,1,37,2.90,1.00,1.00,0.3604,7.12,788.8,9.2612,29.2829,5461,25.4526,5
90000,2,742,6.53,0.00,0.01,0.00,6.52,0.00,1.00,0.000,0.056,368167.7,4542.1,1,71,2.84,1.00,1.00,0.5151,7.88,2228.7,0.2834,35.7839,5461,44.1785,7
100000,0,372,6.44,0.00,0.01,0.00,6.43,0.00,1.00,0.000,0.027,172078.3,1629.9,1,189,2.92,1.00,1.00,0.2062,4.54,403.3,28.0284,17.0000,5462,12.2890,10
100000,1,624,6.37,0.00,0.01,0.00,6.36,0.00,1.00,0.000,0.045,298434.6,2999.6,1,27,2.91,1.00,1.00,0.3457,0.97,811.1,9.2110,29.3099,5461,25.4526,1
100000,2,733,6.79,0.00,0.04,0.02,6.74,0.00,1.00,0.000,0.057,368293.3,4452.0,1,53,2.92,1.00,1.00,0.5046,7.07,2206.5,0.2623,35.7575,5461,44.1785,11
110000,0,373,6.80,0.00,0.00,0.00,6.80,0.00,1.00,0.000,0.029,176466.6,1646.7,1,168,3.06,1.00,1.00,0.2067,2.59,532.3,27.2495,17.4263,5462,12.2890,0
110000,1,606,6.79,0.00,0.00,0.01,6.78,0.00,1.00,0.000,0.047,297831.9,2935.3,1,27,3.06,1.00,1.00,0.3377,4.21,885.9,9.0678,29.2594,5461,25.4526,1
110000,2,706,7.42,0.00,0.03,0.00,7.39,0.00,1.00,0.000,0.060,363514.0,4292.8,1,52,3.10,1.00,1.00,0.4835,4.33,2348.2,0.2424,35.3403,5461,44.1785,2
120000,0,368,7.10,0.00,0.00,0.00,7.09,0.00,1.00,0.000,0.030,181638.1,1718.2,1,166,3.09,1.00,1.00,0.2148,3.31,546.2,26.2797,17.9602,5462,12.2890,5
120000,1,601,6.94,0.00,0.00,0.01,6.92,0.00,1.00,0.000,0.048,297247.7,2878.6,1,23,3.08,1.00,1.00,0.3300,2.28,932.4,8.9006,29.2314,5461,25.4526,0
120000,2,705,7.97,0.00,0.00,0.01,7.96,0.00,1.00,0.000,0.064,357565.4,3958.1,1,54,3.27,1.00,1.00,0.4436,4.53,2393.6,0.1988,34.8510,5461,44.1785,3
130000,0,355,7.43,0.00,0.00,0.13,7.30,0.00,1.00,0.000,0.030,182858.9,1765.5,1,156,3.16,1.00,1.00,0.2212,7.31,562.2,25.9580,18.0865,5462,12.2890,3
130000,1,572,7.28,0.00,0.01,0.00,7.27,0.00,1.00,0.000,0.048,296838.7,2796.3,1,22,3.12,1.00,1.00,0.3210,1.20,934.7,8.7481,29.2117,5461,25.4526,2
130000,2,678,8.16,0.00,0.02,0.00,8.14,0.00,1.00,0.000,0.063,356603.4,3960.1,1,68,3.25,1.00,1.00,0.4437,2.15,2405.0,0.1612,34.7525,5461,44.1785,2
140000,0,367,7.32,0.00,0.00,0.00,7.32,0.00,1.00,0.000,0.031,183155.2,1765.8,1,173,3.14,1.00,1.00,0.2210,4.35,569.8,25.8651,18.1210,5462,12.2890,2
140000,1,610,7.14,0.00,0.01,0.00,7.12,0.00,1.00,0.000,0.050,296962.7,2825.2,1,31,3.13,1.00,1.00,0.3253,3.82,940.1,8.7920,29.2184,5461,25.4526,3
140000,2,689,7.87,0.00,0.01,0.01,7.85,0.00,1.00,0.000,0.062,355952.1,3901.4,1,64,3.25,1.00,1.00,0.4378,6.10,2386.0,0.1764,34.7157,5461,44.1785,0
150000,0,366,7.06,0.00,0.00,0.00,7.06,0.00,1.00,0.000,0.030,183399.7,1778.6,1,182,3.13,1.00,1.00,0.2226,3.26,578.2,25.8079,18.1463,5462,12.2890,0
150000,1,587,7.20,0.00,0.05,0.01,7.14,0.00,1.00,0.000,0.049,296447.1,2811.5,1,25,3.13,1.00,1.00,0.3228,3.96,936.3,8.7686,29.1953,5461,25.4526,3
150000,2,674,8.01,0.00,0.01,0.00,7.99,0.00,1.00,0.000,0.062,355868.8,3812.5,1,56,3.24,1.00,1.00,0.4261,3.66,2413.6,0.1664,34.7067,5461,44.1785,3
160000,0,357,7.08,0.00,0.03,0.00,7.04,0.00,1.00,0.000,0.029,183158.4,1755.2,1,174,3.01,1.00,1.00,0.2220,6.79,567.3,25.8136,18.1289,5462,12.2890,2
160000,1,589,6.96,0.00,0.01,0.00,6.95,0.00,1.00,0.000,0.046,296500.9,2888.5,1,22,3.08,1.00,1.00,0.3339,5.65,939.3,8.8392,29.1882,5461,25.4526,1
160000,2,677,7.97,0.00,0.00,0.00,7.97,0.00,1.00,0.000,0.062,356275.1,3917.0,1,51,3.21,1.00,1.00,0.4395,5.18,2431.6,0.1826,34.7405,5461,44.1785,2
170000,0,382,7.06,0.00,0.00,0.00,7.06,0.00,1.00,0.000,0.031,182759.3,1738.0,1,173,3.06,1.00,1.00,0.2182,4.28,567.8,25.9133,18.0860,5462,12.2890,3
170000,1,605,6.87,0.00,0.03,0.03,6.81,0.00,1.00,0.000,0.048,296677.0,2904.7,1,39,3.04,1.00,1.00,0.3348,2.68,925.2,8.9019,29.1880,5461,25.4526,1
170000,2,680,7.91,0.00,0.01,0.00,7.90,0.00,1.00,0.000,0.061,357307.4,4080.4,1,65,3.15,1.00,1.00,0.4592,3.91,2409.7,0.1825,34.7901,5461,44.1785,3
180000,0,384,7.25,0.00,0.00,0.00,7.25,0.00,1.00,0.000,0.032,183168.7,1754.2,1,170,3.11,1.00,1.00,0.2199,3.55,594.4,25.8169,18.1375,5462,12.2890,1
180000,1,584,7.08,0.00,0.03,0.05,7.00,0.00,1.00,0.000,0.047,296615.5,2842.0,1,22,3.11,1.00,1.00,0.3274,1.59,946.6,8.8632,29.1891,5461,25.4526,0
180000,2,650,8.13,0.00,0.00,0.00,8.13,0.00,1.00,0.000,0.061,356858.2,3999.1,1,64,3.26,1.00,1.00,0.4491,7.34,2427.1,0.1719,34.7236,5461,44.1785,3
190000,0,374,7.06,0.00,0.02,0.00,7.04,0.00,1.00,0.000,0.030,184517.3,1787.4,1,155,3.08,1.00,1.00,0.2241,3.59,599.2,25.6102,18.2629,5462,12.2890,3
190000,1,581,7.08,0.00,0.00,0.00,7.08,0.00,1.00,0.000,0.047,296482.3,2893.2,1,31,3.12,1.00,1.00,0.3342,7.45,963.9,8.8175,29.1821,5461,25.4526,5
190000,2,673,8.34,0.00,0.01,0.00,8.33,0.00,1.00,0.000,0.064,355825.8,3903.0,1,64,3.38,1.00,1.00,0.4372,1.31,2432.3,0.1746,34.6094,5461,44.1785,1
200000,0,359,7.23,0.00,0.01,0.03,7.19,0.00,1.00,0.000,0.030,184524.9,1747.2,1,158,3.18,1.00,1.00,0.2200,2.26,576.4,25.5536,18.2772,5462,12.2890,3
200000,1,591,7.11,0.00,0.02,0.00,7.09,0.00,1.00,0.000,0.048,296264.2,2905.9,1,27,3.10,1.00,1.00,0.3342,3.72,950.2,8.7697,29.1744,5461,25.4526,0
200000,2,655,8.25,0.00,0.05,0.00,8.20,0.00,1.00,0.000,0.062,355825.7,4099.4,1,52,3.26,1.00,1.00,0.4617,7.99,2428.9,0.1730,34.6129,5461,44.1785,5
210000,0,385,7.25,0.00,0.00,0.00,7.25,0.00,1.00,0.000,0.032,184879.4,1823.1,1,167,3.10,1.00,1.00,0.2296,6.01,620.0,25.5275,18.3047,5462,12.2890,1
210000,1,590,6.93,0.00,0.01,0.00,6.92,0.00,1.00,0.000,0.047,296254.0,2915.5,1,27,3.08,1.00,1.00,0.3361,4.60,986.3,8.7937,29.1798,5461,25.4526,1
210000,2,670,8.23,0.00,0.01,0.00,8.22,0.00,1.00,0.000,0.063,355309.2,4044.5,1,39,3.31,1.00,1.00,0.4534,7.21,2447.3,0.1804,34.5661,5461,44.1785,4
220000,0,375,7.32,0.00,0.01,0.00,7.32,0.00,1.00,0.000,0.032,185574.0,1795.3,1,163,3.15,1.00,1.00,0.2238,7.95,611.6,25.3768,18.3681,5462,12.2890,4
220000,1,589,7.12,0.00,0.00,0.01,7.10,0.00,1.00,0.000,0.048,296407.2,2939.8,2,22,3.11,1.00,1.00,0.3383,3.06,947.5,8.7370,29.1858,5461,25.4526,0
220000,2,694,8.05,0.00,0.00,0.01,8.03,0.00,1.00,0.000,0.064,354447.0,4040.0,2,61,3.34,1.00,1.00,0.4531,6.38,2443.2,0.1645,34.5091,5461,44.1785,3
230000,0,363,7.23,0.00,0.00,0.00,7.23,0.00,1.00,0.000,0.030,185270.2,1808.7,1,163,3.21,1.00,1.00,0.2270,8.69,618.7,25.4035,18.3414,5462,12.2890,3
230000,1,594,7.02,0.00,0.00,0.00,7.02,0.00,1.00,0.000,0.047,296618.3,2976.0,1,29,3.18,1.00,1.00,0.3433,3.79,969.1,8.7626,29.1871,5461,25.4526,2
230000,2,668,7.96,0.00,0.00,0.01,7.95,0.00,1.00,0.000,0.061,354559.6,4096.6,1,48,3.27,1.00,1.00,0.4608,3.94,2458.4,0.1512,34.5302,5461,44.1785,0
240000,0,377,7.26,0.00,0.02,0.00,7.24,0.00,1.00,0.000,0.032,186529.8,1809.4,1,172,3.24,1.00,1.00,0.2257,3.15,630.5,25.1798,18.4602,5462,12.2890,1
240000,1,596,7.12,0.00,0.01,0.00,7.11,0.00,1.00,0.000,0.048,296085.5,2963.2,1,37,3.15,1.00,1.00,0.3419,5.14,978.9,8.6344,29.1515,5461,25.4526,1
240000,2,669,7.83,0.00,0.00,0.01,7.82,0.00,1.00,0.000,0.060,353663.6,4134.7,1,75,3.28,1.00,1.00,0.4647,3.53,2479.0,0.1521,34.4461,5461,44.1785,0
250000,0,388,7.15,0.00,0.01,0.00,7.14,0.00,1.00,0.000,0.032,186481.1,1799.5,1,175,3.23,1.00,1.00,0.2239,4.62,607.5,25.1275,18.4637,5462,12.2890,3
250000,1,587,7.01,0.00,0.00,0.03,6.98,0.00,1.00,0.000,0.047,296373.4,2950.7,1,25,3.11,1.00,1.00,0.3390,5.67,960.4,8.6338,29.1704,5461,25.4526,2
250000,2,677,8.03,0.00,0.06,0.00,7.96,0.00,1.00,0.000,0.062,353564.9,4078.7,1,44,3.30,1.00,1.00,0.4592,7.02,2444.1,0.1448,34.4322,5461,44.1785,3
260000,0,376,7.40,0.00,0.00,0.11,7.29,0.00,1.00,0.000,0.032,186396.5,1842.2,1,172,3.22,1.00,1.00,0.2303,5.43,624.9,25.1256,18.4519,5462,12.2890,1
260000,1,577,7.06,0.00,0.04,0.00,7.02,0.00,1.00,0.000,0.046,296036.8,2985.4,1,25,3.14,1.00,1.00,0.3435,4.71,968.2,8.6720,29.1510,5461,25.4526,0
260000,2,673,8.02,0.00,0.00,0.00,8.02,0.00,1.00,0.000,0.062,353633.5,4166.4,1,60,3.32,1.00,1.00,0.4686,9.38,2436.2,0.1467,34.4582,5461,44.1785,6
270000,0,381,7.19,0.00,0.01,0.06,7.12,0.00,1.00,0.000,0.031,186706.3,1899.7,1,157,3.17,1.00,1.00,0.2374,4.56,630.7,25.2035,18.4673,5462,12.2890,0
270000,1,590,7.07,0.00,0.01,0.00,7.06,0.00,1.00,0.000,0.048,296038.7,2915.4,1,29,3.10,1.00,1.00,0.3359,3.69,971.9,8.6809,29.1509,5461,25.4526,0
270000,2,682,7.83,0.00,0.00,0.00,7.83,0.00,1.00,0.000,0.061,353874.2,4223.1,1,61,3.29,1.00,1.00,0.4752,4.08,2480.6,0.1570,34.4419,5461,44.1785,1
280000,0,373,7.43,0.00,0.00,0.02,7.41,0.00,1.00,0.000,0.032,186767.3,1831.5,1,173,3.20,1.00,1.00,0.2288,4.32,607.4,25.0739,18.4945,5462,12.2890,0
280000,1,588,7.15,0.00,0.07,0.05,7.03,0.00,1.00,0.000,0.048,296142.2,2988.4,1,28,3.14,1.00,1.00,0.3444,4.00,960.7,8.5672,29.1720,5461,25.4526,1
280000,2,673,8.07,0.00,0.00,0.00,8.07,0.00,1.00,0.000,0.062,353191.4,4167.2,1,56,3.32,1.00,1.00,0.4689,6.07,2463.4,0.1360,34.4019,5461,44.1785,2
290000,0,370,7.14,0.00,0.00,0.00,7.14,0.00,1.00,0.000,0.030,186922.1,1852.3,2,170,3.18,1.00,1.00,0.2307,6.55,647.0,25.0428,18.4977,5462,12.2890,2
290000,1,589,7.24,0.00,0.03,0.00,7.21,0.00,1.00,0.000,0.049,296213.2,2938.6,2,30,3.14,1.00,1.00,0.3385,3.46,966.1,8.6281,29.1690,5461,25.4526,1
290000,2,665,7.97,0.00,0.00,0.00,7.97,0.00,1.00,0.000,0.060,352822.7,4154.8,2,51,3.35,1.00,1.00,0.4671,6.93,2480.9,0.1429,34.3885,5461,44.1785,4
300000,0,375,7.19,0.00,0.01,0.00,7.18,0.00,1.00,0.000,0.031,187762.7,1887.4,1,159,3.21,1.00,1.00,0.2344,2.58,645.5,24.8445,18.5837,5462,12.2890,0
300000,1,604,7.02,0.00,0.00,0.00,7.02,0.00,1.00,0.000,0.049,296089.8,2928.0,1,24,3.13,1.00,1.00,0.3370,4.70,996.4,8.4815,29.1672,5461,25.4526,3
300000,2,684,8.07,0.00,0.02,0.00,8.05,0.00,1.00,0.000,0.063,352141.6,4077.9,1,50,3.35,1.00,1.00,0.4582,4.40,2475.2,0.1257,34.3075,5461,44.1785,1
310000,0,386,7.25,0.00,0.01,0.00,7.25,0.00,1.00,0.000,0.032,187652.0,1832.8,1,157,3.14,1.00,1.00,0.2299,2.87,654.4,24.8752,18.5764,5462,12.2890,0
310000,1,584,7.18,0.00,0.00,0.00,7.18,0.00,1.00,0.000,0.048,295876.1,2985.0,1,21,3.12,1.00,1.00,0.3442,3.67,985.1,8.5581,29.1518,5461,25.4526,1
310000,2,670,7.97,0.00,0.01,0.00,7.96,0.00,1.00,0.000,0.061,352617.0,4107.8,1,47,3.35,1.00,1.00,0.4614,11.27,2469.0,0.1354,34.3351,5461,44.1785,5
320000,0,385,7.31,0.00,0.01,0.00,7.31,0.00,1.00,0.000,0.032,187846.3,1808.1,1,164,3.20,1.00,1.00,0.2261,7.05,670.1,24.8173,18.5964,5462,12.2890,0
320000,1,582,7.18,0.00,0.01,0.00,7.17,0.00,1.00,0.000,0.048,295929.4,2922.4,1,27,3.12,1.00,1.00,0.3372,6.95,996.2,8.5161,29.1594,5461,25.4526,3
320000,2,684,8.06,0.00,0.01,0.06,8.00,0.00,1.00,0.000,0.063,352217.2,4098.6,1,55,3.35,1.00,1.00,0.4595,5.01,2491.1,0.1301,34.2990,5461,44.1785,1
330000,0,367,7.45,0.00,0.01,0.00,7.44,0.00,1.00,0.000,0.031,188872.3,1868.8,1,156,3.18,1.00,1.00,0.2339,5.09,674.1,24.6386,18.7037,5462,12.2890,2
330000,1,587,7.24,0.00,0.01,0.00,7.23,0.00,1.00,0.000,0.048,295637.6,3019.0,1,22,3.19,1.00,1.00,0.3472,6.28,997.9,8.4342,29.1396,5461,25.4526,4
330000,2,675,7.91,0.00,0.01,0.00,7.90,0.00,1.00,0.000,0.061,351048.6,3991.9,1,48,3.36,1.00,1.00,0.4483,3.55,2476.9,0.1311,34.2195,5461,44.1785,1
340000,0,369,7.44,0.00,0.04,0.00,7.40,0.00,1.00,0.000,0.032,189153.2,1898.0,2,149,3.28,1.00,1.00,0.2377,3.82,668.7,24.5339,18.7242,5462,12.2890,1
340000,1,593,7.28,0.00,0.00,0.00,7.28,0.00,1.00,0.000,0.049,295537.6,2840.4,2,32,3.17,1.00,1.00,0.3264,5.08,998.8,8.3174,29.1300,5461,25.4526,2
340000,2,680,8.01,0.00,0.00,0.00,8.01,0.00,1.00,0.000,0.062,350866.9,4030.3,2,50,3.35,1.00,1.00,0.4526,4.74,2485.7,0.1203,34.2053,5461,44.1785,2
350000,0,387,7.64,0.00,0.00,0.01,7.64,0.00,1.00,0.000,0.034,188872.3,1924.0,2,175,3.28,1.00,1.00,0.2400,3.29,675.8,24.5818,18.6937,5462,12.2890,0
350000,1,578,7.41,0.00,0.05,0.04,7.32,0.00,1.00,0.000,0.049,295698.5,2744.2,2,18,3.21,1.00,1.00,0.3154,4.67,1008.0,8.3384,29.1345,5461,25.4526,2
350000,2,665,7.96,0.00,0.00,0.04,7.92,0.00,1.00,0.000,0.061,351384.2,3967.4,2,53,3.34,1.00,1.00,0.4468,5.83,2511.1,0.1231,34.2263,5461,44.1785,3
360000,0,359,7.82,0.00,0.03,0.01,7.78,0.00,1.00,0.000,0.032,189659.5,1851.3,2,151,3.35,1.00,1.00,0.2315,7.96,680.7,24.4408,18.7805,5462,12.2890,3
360000,1,592,7.37,0.00,0.00,0.02,7.35,0.00,1.00,0.000,0.049,295592.3,2784.4,2,22,3.21,1.00,1.00,0.3212,3.72,1016.2,8.2965,29.1398,5461,25.4526,0
360000,2,657,7.90,0.00,0.00,0.00,7.89,0.00,1.00,0.000,0.060,350393.1,3905.4,2,37,3.37,1.00,1.00,0.4384,2.25,2521.7,0.1202,34.1344,5461,44.1785,1
370000,0,361,7.65,0.00,0.00,0.00,7.65,0.00,1.00,0.000,0.032,189326.7,1819.7,2,168,3.29,1.00,1.00,0.2266,5.50,664.6,24.4353,18.7507,5462,12.2890,4
370000,1,579,7.36,0.00,0.01,0.00,7.35,0.00,1.00,0.000,0.049,295818.7,2637.7,2,32,3.23,1.00,1.00,0.3024,5.72,1012.5,8.2348,29.1560,5461,25.4526,1
370000,2,685,7.94,0.00,0.00,0.00,7.94,0.00,1.00,0.000,0.062,350394.7,3843.6,2,55,3.35,1.00,1.00,0.4315,1.37,2521.0,0.1195,34.1460,5461,44.1785,1
380000,0,375,7.69,0.00,0.00,0.01,7.68,0.00,1.00,0.000,0.033,189271.8,1814.0,2,156,3.29,1.00,1.00,0.2276,4.51,697.8,24.4674,18.7373,5462,12.2890,0
380000,1,583,7.53,0.00,0.00,0.00,7.53,0.00,1.00,0.000,0.051,295751.0,2709.5,2,18,3.21,1.00,1.00,0.3119,3.85,1026.3,8.2314,29.1490,5461,25.4526,1
380000,2,679,8.04,0.00,0.00,0.00,8.04,0.00,1.00,0.000,0.062,350567.8,3868.7,2,46,3.35,1.00,1.00,0.4340,3.56,2501.7,0.1162,34.1653,5461,44.1785,1
390000,0,390,7.46,0.00,0.00,0.00,7.46,0.00,1.00,0.000,0.033,189443.9,1868.4,2,179,3.32,1.00,1.00,0.2337,3.29,674.3,24.4357,18.7555,5462,12.2890,0
390000,1,593,7.36,0.00,0.00,0.00,7.35,0.00,1.00,0.000,0.050,295814.9,2668.5,2,18,3.20,1.00,1.00,0.3070,3.58,998.8,8.3455,29.1353,5461,25.4526,2
390000,2,690,8.08,0.00,0.01,0.03,8.04,0.00,1.00,0.000,0.064,350362.4,3857.1,2,45,3.36,1.00,1.00,0.4331,6.41,2510.6,0.1191,34.1677,5461,44.1785,5
400000,0,382,7.71,0.00,0.01,0.01,7.70,0.00,1.00,0.000,0.034,189280.4,1866.1,2,176,3.28,1.00,1.00,0.2333,3.75,667.6,24.5254,18.7434,5462,12.2890,0
400000,1,583,7.48,0.00,0.01,0.01,7.46,0.00,1.00,0.000,0.050,295848.9,2678.4,2,23,3.22,1.00,1.00,0.3080,1.69,989.3,8.3174,29.1488,5461,25.4526,1
400000,2,654,8.12,0.00,0.01,0.03,8.08,0.00,1.00,0.000,0.061,350530.0,3929.3,2,42,3.40,1.00,1.00,0.4407,3.39,2499.5,0.1165,34.1656,5461,44.1785,2
410000,0,386,7.45,0.00,0.01,0.01,7.43,0.00,1.00,0.000,0.033,188819.8,1888.5,2,171,3.27,1.00,1.00,0.2369,3.63,689.0,24.5437,18.7060,5462,12.2890,0
410000,1,586,7.23,0.00,0.00,0.00,7.22,0.00,1.00,0.000,0.049,295782.7,2782.7,2,19,3.18,1.00,1.00,0.3204,1.81,1018.0,8.3024,29.1488,5461,25.4526,1
410000,2,663,8.06,0.00,0.00,0.00,8.06,0.00,1.00,0.000,0.061,351290.6,3887.1,2,34,3.34,1.00,1.00,0.4360,4.51,2510.8,0.1199,34.1965,5461,44.1785,3
420000,0,364,7.60,0.00,0.01,0.00,7.60,0.00,1.00,0.000,0.032,189442.8,1848.0,2,160,3.28,1.00,1.00,0.2312,5.81,681.7,24.4698,18.7583,5462,12.2890,0
420000,1,577,7.51,0.00,0.01,0.03,7.47,0.00,1.00,0.000,0.050,295674.2,2738.7,2,22,3.27,1.00,1.00,0.3154,5.19,1021.9,8.2694,29.1399,5461,25.4526,4
420000,2,654,8.13,0.00,0.02,0.00,8.11,0.00,1.00,0.000,0.061,350625.8,4002.1,2,47,3.39,1.00,1.00,0.4496,6.01,2519.5,0.1091,34.1581,5461,44.1785,1
430000,0,378,7.66,0.00,0.01,0.00,7.65,0.00,1.00,0.000,0.033,189425.4,1852.0,2,165,3.23,1.00,1.00,0.2312,4.31,677.1,24.4737,18.7511,5462,12.2890,1
430000,1,569,7.56,0.00,0.00,0.01,7.55,0.00,1.00,0.000,0.049,295564.4,2668.2,2,19,3.25,1.00,1.00,0.3064,4.06,1024.2,8.3148,29.1366,5461,25.4526,0
430000,2,652,8.17,0.00,0.00,0.01,8.17,0.00,1.00,0.000,0.061,350626.4,3900.2,2,46,3.38,1.00,1.00,0.4382,6.75,2506.7,0.1147,34.1678,5461,44.1785,4
440000,0,378,7.61,0.00,0.03,0.00,7.58,0.00,1.00,0.000,0.033,189585.4,1869.3,2,175,3.29,1.00,1.00,0.2338,4.65,670.4,24.4745,18.7629,5462,12.2890,1
440000,1,588,7.44,0.00,0.01,0.00,7.43,0.00,1.00,0.000,0.050,295599.3,2696.0,2,22,3.27,1.00,1.00,0.3096,2.67,1008.0,8.2748,29.1257,5461,25.4526,1
440000,2,681,8.13,0.00,0.00,0.00,8.13,0.00,1.00,0.000,0.063,350639.6,3892.6,2,50,3.38,1.00,1.00,0.4366,3.51,2489.8,0.1230,34.1700,5461,44.1785,2
450000,0,385,7.63,0.00,0.06,0.00,7.58,0.00,1.00,0.000,0.034,189712.1,1941.8,3,179,3.30,1.00,1.00,0.2421,3.63,700.2,24.3594,18.7880,5462,12.2890,0
450000,1,561,7.49,0.00,0.00,0.00,7.49,0.00,1.00,0.000,0.048,295666.4,2798.9,3,21,3.25,1.00,1.00,0.3223,6.69,1013.4,8.2876,29.1374,5461,25.4526,4
