step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,2,1587,10.3,0.0,0.1,0.0,10.1,0.0,1.01,14.0,125,503,31.37,0.34,619,537,431,0.0,1.00,1.02,1.01,3.21,2.99,6.16,29.7
5000,1,109,13.9,0.0,0.0,0.0,13.9,0.0,1.01,6.7,13,436,33.25,0.58,5,59,45,0.0,1.01,1.01,1.01,5.04,7.01,7.58,37.5
6000,2,1820,10.0,0.0,0.0,0.0,9.9,0.0,1.01,14.1,94,653,39.89,0.36,637,618,565,0.0,1.01,1.01,1.01,3.18,2.87,6.18,31.3
6000,1,22,8.1,0.4,0.0,0.0,7.8,0.0,1.14,15.7,4,762,40.32,0.42,0,12,10,0.0,1.12,1.12,1.18,3.36,3.09,5.77,38.3
7000,2,1907,9.8,0.1,0.0,0.0,9.7,0.0,1.02,14.2,88,713,42.53,0.37,662,631,614,0.0,1.01,1.02,1.02,3.08,2.74,6.22,31.5
7000,1,20,7.8,0.6,0.0,0.0,7.2,0.0,1.21,16.5,4,700,36.59,0.34,0,15,5,0.0,1.18,1.18,1.27,2.80,2.30,5.65,37.7
8000,2,1914,9.4,0.0,0.0,0.0,9.4,0.0,1.00,14.5,85,775,45.29,0.40,653,646,615,0.0,1.00,1.00,1.00,3.03,2.56,6.31,31.7
8000,1,10,7.2,0.3,0.0,0.0,6.9,0.0,1.11,17.4,4,599,31.36,0.20,0,5,5,0.0,1.10,1.10,1.15,2.60,2.60,5.20,37.1
8000,13,9,8.6,0.0,0.0,0.0,8.6,0.0,1.00,16.4,3,1393,78.02,0.77,4,2,3,0.0,1.00,1.00,1.00,2.33,2.00,5.78,28.5
9000,2,1981,9.1,0.0,0.0,0.0,9.0,0.0,1.00,14.8,88,769,44.25,0.41,674,668,639,0.0,1.01,1.01,1.00,2.93,2.47,6.24,31.7
10000,2,1981,8.8,0.0,0.0,0.0,8.7,0.0,1.01,15.1,87,769,43.57,0.41,681,656,644,0.0,1.00,1.01,1.01,2.88,2.38,6.18,31.7
10000,1,12,7.2,0.2,0.0,0.0,7.0,0.0,1.06,17.7,2,478,25.64,0.15,0,9,3,0.0,1.06,1.06,1.08,2.50,2.00,5.17,36.9
11000,2,2010,8.5,0.0,0.0,0.0,8.5,0.0,1.00,15.4,82,788,44.05,0.40,669,691,650,0.0,1.00,1.00,1.00,2.88,2.30,6.10,31.8
11000,1,13,7.1,0.1,0.0,0.0,7.0,0.0,1.03,17.8,2,687,35.73,0.23,1,10,2,0.0,1.03,1.03,1.04,3.15,2.00,5.08,35.5
12000,2,2087,8.2,0.0,0.0,0.0,8.2,0.0,1.01,15.8,75,787,43.24,0.40,702,698,687,0.0,1.01,1.01,1.01,2.83,2.24,5.99,31.8
12000,1,7,7.0,0.0,0.0,0.0,7.0,0.0,1.00,18.0,1,821,42.79,0.43,0,7,0,0.0,1.00,1.00,1.00,2.43,2.00,5.00,35.2
13000,2,2117,8.0,0.0,0.0,0.0,7.9,0.0,1.01,16.1,74,780,42.35,0.38,695,713,709,0.0,1.00,1.01,1.01,2.73,2.22,5.79,32.1
13000,1,5,7.2,0.4,0.0,0.0,6.8,0.0,1.16,17.6,2,410,21.19,0.17,0,5,0,0.0,1.13,1.13,1.25,2.40,2.00,5.20,31.1
14000,2,2132,7.8,0.0,0.0,0.0,7.8,0.0,1.00,16.3,75,790,42.50,0.39,705,721,706,0.0,1.00,1.00,1.00,2.69,2.20,5.73,31.9
15000,2,2160,7.7,0.0,0.0,0.0,7.6,0.0,1.00,16.5,75,795,42.41,0.38,710,740,710,0.0,1.00,1.00,1.00,2.65,2.26,5.60,32.0
16000,2,2178,7.6,0.0,0.0,0.0,7.6,0.0,1.00,16.6,76,813,43.18,0.37,735,730,713,0.0,1.00,1.00,1.00,2.61,2.30,5.48,31.8
17000,2,2181,7.5,0.0,0.0,0.0,7.4,0.0,1.00,16.8,59,823,43.44,0.37,740,736,705,0.0,1.00,1.00,1.00,2.58,2.31,5.36,31.7
18000,2,2187,7.4,0.0,0.0,0.0,7.4,0.0,1.00,16.8,61,838,44.13,0.38,731,737,719,0.0,1.00,1.00,1.00,2.57,2.36,5.28,31.9
19000,2,2197,7.5,0.0,0.0,0.0,7.5,0.0,1.01,16.8,78,830,43.71,0.40,733,738,726,0.0,1.01,1.01,1.01,2.57,2.42,5.23,32.0
20000,2,2218,7.5,0.0,0.0,0.0,7.5,0.0,1.00,16.8,68,809,42.43,0.38,750,751,717,0.0,1.00,1.00,1.01,2.56,2.42,5.22,31.7
