step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
110000,2010,1.437,0.056,9.27,49675,47410,405,0,1889,2,1048301.9,11016.8,0.001,0.444,0.532,0.023,194,8.12,1.70,0.00,0.00,0.01,0.24,0.00,0.00,8.10,1.70,0.00,0.00,0.001,0.023,80,0.491,0.243,0.753,0.000,0.004,7953,5240,1,1.000,0.000,0.000,33366,0.113,0.259,0.001,104.67,15188,0,5508.400,0.000,0.000,1026144,1.00,14.08,0.000,0.000,0.000,7,8,9,48,16313,0.062,0.07,0.0064,0.080,651,0.112,0.000,0.112,0.000,3.19,2.08,7.84,0.00,0.000,1.00,1.00,1.00,0.112,0.00329,57.16,1.2528,16.29,135495.4,139738.4,1.953,0.1504,104.514,56.274,0.925,0.415,103.0,104.514,8.356,42,178.4,8.31,1.926
120000,2027,1.438,0.061,9.52,49973,47714,376,0,1866,1,1045837.2,11089.7,0.001,0.453,0.522,0.024,195,8.17,1.84,0.03,0.70,0.02,0.42,0.00,0.16,8.12,1.63,0.00,0.00,0.001,0.027,88,0.400,0.227,0.768,0.000,0.005,8072,5235,1,0.556,0.444,0.001,36236,0.127,0.331,0.002,104.66,15533,0,11089.691,0.000,0.000,1044852,1.01,14.02,0.000,0.000,0.000,7,8,9,39,16562,0.063,0.06,0.0064,0.079,659,0.112,0.000,0.111,0.000,3.21,2.10,7.86,0.00,0.000,1.00,1.01,1.01,0.112,0.00331,57.20,1.2621,13.67,135384.7,139738.5,1.915,0.1526,104.500,56.827,0.926,0.415,104.3,104.500,8.441,51,265.9,8.00,2.049
130000,2027,1.432,0.061,9.68,49501,47408,400,0,1693,0,1044822.1,10994.6,0.001,0.464,0.513,0.022,192,8.17,1.99,0.02,0.53,0.04,0.60,0.01,0.19,8.10,1.79,0.00,0.00,0.003,0.039,82,0.514,0.222,0.772,0.000,0.006,7817,4864,2,0.729,0.000,0.002,39789,0.128,0.321,0.002,104.65,15253,0,10994.640,0.000,0.000,1043805,1.01,14.05,0.000,0.000,0.000,7,8,9,43,16552,0.063,0.05,0.0064,0.078,651,0.109,0.000,0.109,0.000,3.21,2.10,7.88,0.00,0.000,1.01,1.01,1.01,0.109,0.00340,57.24,1.2505,7.83,135393.9,139738.6,1.911,0.1507,104.498,54.869,0.922,0.415,104.6,104.498,8.350,51,257.9,8.00,2.076
140000,2044,1.431,0.064,9.81,49287,47275,431,0,1564,8,1043432.4,11071.0,0.001,0.475,0.503,0.022,195,8.17,1.86,0.03,0.67,0.04,0.66,0.01,0.31,8.08,1.58,0.00,0.00,0.005,0.059,91,0.645,0.243,0.752,0.000,0.005,7753,4995,2,0.886,0.000,0.002,43489,0.124,0.348,0.002,104.68,14634,0,1383.870,0.000,0.000,1054213,1.01,14.03,0.000,0.000,0.000,8,8,9,35,16692,0.064,0.04,0.0063,0.083,657,0.108,0.000,0.108,0.000,3.21,2.09,7.88,0.00,0.000,1.00,1.01,1.01,0.108,0.00344,57.24,1.2570,18.86,135327.2,139738.7,1.877,0.1479,104.525,54.371,0.942,0.415,105.7,104.525,8.294,65,313.5,8.00,2.123
150000,2035,1.447,0.065,9.86,49461,47507,410,0,1553,0,1042812.2,11128.7,0.001,0.480,0.498,0.021,193,8.16,1.91,0.02,0.35,0.04,0.78,0.00,0.16,8.10,1.72,0.00,0.00,0.003,0.044,85,0.698,0.232,0.764,0.000,0.003,7737,5697,2,0.941,0.000,0.001,44253,0.131,0.366,0.003,104.70,14814,0,11128.685,0.000,0.000,1060094,1.01,14.08,0.000,0.000,0.000,8,8,9,37,16613,0.063,0.04,0.0063,0.086,659,0.108,0.000,0.108,0.000,3.23,2.09,7.88,0.00,0.000,1.00,1.01,1.01,0.108,0.00349,57.25,1.2632,12.80,135289.0,139738.8,1.848,0.1499,104.550,54.995,0.931,0.414,105.4,104.550,8.383,67,336.5,8.00,2.256
160000,2047,1.436,0.067,9.94,49437,47398,434,0,1593,4,1042820.2,11231.0,0.000,0.482,0.496,0.022,194,8.26,2.13,0.04,0.80,0.04,0.73,0.01,0.24,8.17,1.77,0.00,0.00,0.002,0.033,82,0.738,0.241,0.752,0.000,0.007,7852,5934,2,0.962,0.000,0.003,44200,0.133,0.390,0.003,104.69,15280,0,2807.755,0.000,0.000,1058165,1.01,13.89,0.000,0.000,0.000,8,8,9,46,16905,0.064,0.04,0.0062,0.084,650,0.107,0.000,0.108,0.000,3.21,2.12,7.89,0.00,0.001,1.00,1.01,1.02,0.107,0.00349,57.28,1.2765,14.54,135249.9,139738.9,1.843,0.1522,104.530,54.270,0.930,0.415,106.4,104.530,8.368,74,383.5,8.00,2.282
170000,1989,1.433,0.061,9.97,49951,48054,418,0,1537,2,1043536.7,11389.2,0.000,0.484,0.493,0.023,192,8.16,1.49,0.01,0.47,0.02,0.32,0.01,0.36,8.11,1.40,0.00,0.00,0.002,0.031,73,0.777,0.215,0.780,0.000,0.006,7956,6579,2,0.987,0.000,0.002,47546,0.139,0.342,0.002,104.74,15949,0,5694.610,0.000,0.000,1075909,1.00,13.97,0.000,0.000,0.000,8,8,9,31,16222,0.062,0.04,0.0065,0.077,662,0.108,0.000,0.110,0.000,3.23,2.08,7.91,0.00,0.000,1.00,1.00,1.01,0.108,0.00361,57.23,1.2946,10.29,135468.6,139739.0,1.830,0.1549,104.608,54.383,0.928,0.415,102.5,104.609,8.563,55,285.0,8.00,2.452
180000,2024,1.430,0.071,10.00,49989,47994,400,0,1560,1,1042874.5,11297.8,0.000,0.484,0.493,0.023,190,8.19,1.72,0.00,0.16,0.03,0.36,0.02,0.38,8.14,1.56,0.00,0.00,0.002,0.029,79,0.805,0.234,0.759,0.000,0.007,7824,6944,1,1.000,0.000,0.002,45187,0.137,0.408,0.003,104.78,15647,0,11297.798,0.000,0.000,1070987,1.00,13.98,0.000,0.000,0.000,8,8,9,35,16570,0.063,0.03,0.0063,0.077,661,0.108,0.000,0.110,0.000,3.23,2.08,7.93,0.00,0.000,1.00,1.00,1.00,0.108,0.00355,57.19,1.2860,10.06,135250.3,139739.1,1.835,0.1550,104.603,54.902,0.921,0.414,104.8,104.603,8.672,81,410.2,8.00,2.545
190000,2012,1.417,0.062,10.00,50504,48505,415,0,1596,0,1042904.6,11427.3,0.000,0.483,0.494,0.023,194,8.26,2.27,0.04,0.59,0.02,0.60,0.01,0.23,8.19,2.09,0.00,0.00,0.001,0.027,79,0.820,0.246,0.750,0.000,0.004,7889,7026,1,1.000,0.000,0.002,48770,0.131,0.353,0.002,104.76,14962,0,11427.273,0.000,0.000,1082873,1.01,13.92,0.000,0.000,0.000,8,8,9,54,16619,0.063,0.03,0.0063,0.096,645,0.109,0.000,0.111,0.000,3.22,2.09,7.92,0.00,0.000,1.00,1.01,1.01,0.109,0.00355,57.23,1.3021,18.15,135429.3,139739.2,1.810,0.1572,104.623,55.296,0.935,0.415,104.8,104.623,8.719,53,297.9,8.00,2.600
200000,2011,1.420,0.062,10.02,49393,47463,435,0,1496,6,1042526.2,11212.7,0.000,0.482,0.497,0.021,194,8.18,1.74,0.04,0.86,0.04,0.46,0.01,0.16,8.11,1.40,0.00,0.00,0.003,0.036,76,0.773,0.232,0.765,0.000,0.003,7661,6770,1,1.000,0.000,0.002,48767,0.132,0.340,0.002,104.66,14853,0,1868.790,0.000,0.000,1038711,1.01,13.98,0.000,0.000,0.000,8,8,9,36,16459,0.063,0.03,0.0064,0.079,651,0.105,0.000,0.109,0.000,3.23,2.09,7.92,0.00,0.000,1.00,1.01,1.01,0.105,0.00357,57.32,1.2734,12.11,135427.3,139739.3,1.837,0.1516,104.505,53.744,0.926,0.415,104.3,104.505,8.363,58,294.1,7.97,2.291
210000,2013,1.415,0.065,10.00,49502,47565,427,0,1508,0,1042279.5,11219.7,0.000,0.485,0.495,0.020,194,8.23,2.16,0.04,1.43,0.03,0.49,0.01,0.38,8.14,1.67,0.00,0.00,0.003,0.039,73,0.795,0.230,0.767,0.000,0.003,7754,6844,1,1.000,0.000,0.002,45684,0.130,0.369,0.002,104.67,14744,0,11219.675,0.000,0.000,1044882,1.02,13.94,0.000,0.000,0.000,8,8,9,63,16561,0.063,0.03,0.0064,0.076,647,0.105,0.000,0.108,0.000,3.23,2.10,7.90,0.00,0.000,1.01,1.02,1.02,0.105,0.00358,57.31,1.2742,19.79,135389.8,139739.4,1.830,0.1503,104.518,53.962,0.932,0.415,104.5,104.518,8.278,63,329.0,8.00,2.230
220000,2004,1.449,0.062,10.00,49589,47616,423,0,1559,1,1042162.7,11242.1,0.000,0.486,0.493,0.021,193,8.18,1.89,0.02,0.63,0.04,0.49,0.03,0.73,8.08,1.45,0.00,0.00,0.004,0.044,77,0.805,0.220,0.776,0.000,0.004,7538,6499,1,1.000,0.000,0.003,47045,0.126,0.360,0.002,104.69,15422,0,11242.142,0.000,0.000,1063724,1.01,13.99,0.000,0.000,0.000,8,8,9,40,16383,0.062,0.03,0.0064,0.086,650,0.107,0.000,0.108,0.000,3.22,2.08,7.90,0.00,0.000,1.00,1.01,1.01,0.107,0.00359,57.28,1.2769,13.78,135387.5,139739.5,1.835,0.1521,104.539,54.084,0.918,0.415,103.8,104.539,8.383,55,310.9,8.00,2.329
230000,1993,1.449,0.062,10.00,49418,47476,457,0,1496,3,1042899.7,11246.2,0.000,0.484,0.495,0.021,193,8.12,1.53,0.03,0.55,0.02,0.25,0.01,0.31,8.07,1.26,0.00,0.00,0.002,0.024,75,0.807,0.228,0.769,0.000,0.003,7506,6551,1,1.000,0.000,0.001,43734,0.132,0.341,0.002,104.68,15406,0,3748.719,0.000,0.000,1045649,1.01,13.99,0.000,0.000,0.000,8,8,9,46,16183,0.062,0.03,0.0065,0.075,646,0.105,0.000,0.108,0.000,3.19,2.08,7.90,0.00,0.000,1.00,1.01,1.01,0.105,0.00361,57.28,1.2780,14.16,135413.7,139739.6,1.841,0.1522,104.534,53.849,0.917,0.415,103.1,104.534,8.331,49,273.0,8.00,2.272
240000,2046,1.415,0.063,10.00,49985,47986,391,0,1555,0,1043456.0,11281.5,0.000,0.484,0.493,0.023,192,8.23,2.64,0.04,0.70,0.09,1.22,0.02,0.45,8.09,2.02,0.00,0.00,0.005,0.058,89,0.765,0.239,0.756,0.000,0.005,7826,6796,1,1.000,0.000,0.003,47428,0.123,0.361,0.002,104.77,15676,0,11281.492,0.000,0.000,1055083,1.01,14.03,0.000,0.000,0.000,8,8,9,53,16848,0.064,0.04,0.0063,0.086,657,0.107,0.000,0.110,0.000,3.22,2.10,7.86,0.00,0.000,1.01,1.01,1.01,0.107,0.00352,57.19,1.2833,13.86,135368.7,139739.7,1.837,0.1539,104.615,54.219,0.932,0.414,106.3,104.615,8.617,55,310.1,8.00,2.523
250000,2005,1.426,0.076,10.00,49479,47526,410,0,1584,0,1042172.4,11256.5,0.000,0.483,0.496,0.021,191,8.26,2.21,0.04,0.81,0.04,0.66,0.01,0.15,8.17,2.02,0.00,0.00,0.004,0.051,80,0.788,0.225,0.771,0.000,0.004,7580,6559,1,1.000,0.000,0.002,46108,0.135,0.449,0.004,104.68,15637,0,11256.464,0.000,0.000,1044716,1.01,13.91,0.000,0.000,0.000,8,8,9,61,16554,0.063,0.03,0.0064,0.083,656,0.106,0.000,0.109,0.001,3.24,2.11,7.92,0.00,0.000,1.01,1.01,1.01,0.106,0.00358,57.27,1.2795,17.92,135193.0,139739.8,1.857,0.1523,104.507,54.218,0.925,0.414,104.4,104.507,8.399,80,471.0,8.00,2.320
260000,2007,1.431,0.066,9.99,49930,48074,392,0,1462,1,1043819.2,11209.2,0.000,0.483,0.494,0.023,191,8.18,1.90,0.02,0.55,0.04,0.57,0.01,0.23,8.10,1.65,0.00,0.00,0.003,0.035,72,0.776,0.234,0.761,0.000,0.005,7695,6791,1,1.000,0.000,0.001,48421,0.133,0.383,0.003,104.75,15556,0,11209.218,0.000,0.000,1059549,1.01,14.02,0.000,0.000,0.000,8,8,9,39,16409,0.063,0.04,0.0064,0.074,669,0.107,0.000,0.110,0.000,3.24,2.08,7.91,0.00,0.001,1.01,1.01,1.01,0.107,0.00358,57.22,1.2741,20.15,135350.5,139739.9,1.826,0.1518,104.618,55.034,0.926,0.415,103.3,104.618,8.661,64,348.7,8.00,2.551
270000,2037,1.424,0.068,9.98,50235,48254,394,0,1557,8,1043651.9,11329.3,0.000,0.484,0.493,0.023,193,8.17,1.83,0.04,0.80,0.04,0.44,0.03,0.51,8.06,1.53,0.00,0.00,0.003,0.042,83,0.776,0.227,0.769,0.000,0.004,8051,7133,1,1.000,0.000,0.004,49970,0.137,0.396,0.003,104.79,15873,0,1416.156,0.000,0.000,1071520,1.01,14.00,0.000,0.000,0.000,8,8,9,40,16634,0.063,0.04,0.0064,0.075,675,0.108,0.000,0.111,0.000,3.24,2.09,7.93,0.00,0.000,1.00,1.01,1.02,0.108,0.00352,57.20,1.2887,14.18,135288.2,139740.0,1.816,0.1551,104.631,55.770,0.928,0.414,105.4,104.630,8.724,68,382.2,8.00,2.583
280000,2035,1.425,0.070,9.99,49987,48091,382,0,1516,1,1044228.3,11322.5,0.000,0.479,0.498,0.022,194,8.25,2.20,0.02,0.44,0.08,1.01,0.02,0.30,8.13,1.87,0.00,0.00,0.006,0.061,88,0.736,0.242,0.750,0.000,0.007,7992,6657,1,1.000,0.000,0.004,52532,0.128,0.392,0.003,104.75,16176,0,11322.496,0.000,0.000,1062993,1.01,13.93,0.000,0.000,0.000,8,8,9,50,16784,0.064,0.03,0.0063,0.079,648,0.108,0.000,0.111,0.000,3.24,2.14,7.88,0.00,0.000,1.00,1.01,1.01,0.108,0.00350,57.22,1.2864,11.78,135249.4,139740.1,1.831,0.1531,104.597,55.145,0.932,0.414,105.4,104.597,8.652,72,381.7,8.00,2.482
290000,2017,1.445,0.066,9.99,49521,47613,407,0,1519,1,1043654.7,11135.3,0.000,0.481,0.497,0.023,191,8.22,2.41,0.02,0.38,0.06,0.82,0.03,0.86,8.11,1.88,0.00,0.00,0.004,0.042,81,0.744,0.236,0.759,0.000,0.005,7753,6290,1,1.000,0.000,0.004,52273,0.116,0.374,0.003,104.71,16044,0,11135.319,0.000,0.000,1048516,1.01,14.01,0.000,0.000,0.000,8,8,9,54,16571,0.063,0.03,0.0064,0.076,634,0.107,0.000,0.110,0.000,3.24,2.12,7.86,0.00,0.000,1.01,1.01,1.01,0.107,0.00355,57.26,1.2676,15.15,135306.4,139740.2,1.832,0.1524,104.566,55.043,0.925,0.415,104.5,104.566,8.630,70,352.4,8.00,2.496
300000,2029,1.408,0.064,9.98,50075,48157,382,0,1524,0,1043040.6,11225.2,0.000,0.484,0.494,0.022,191,8.11,1.78,0.02,0.59,0.03,0.38,0.00,0.00,8.05,1.57,0.00,0.00,0.003,0.033,74,0.796,0.233,0.765,0.000,0.002,7956,6382,1,1.000,0.000,0.000,49870,0.129,0.376,0.003,104.73,16346,0,11225.201,0.000,0.000,1081564,1.01,14.10,0.000,0.000,0.000,8,8,9,39,16447,0.063,0.04,0.0064,0.083,651,0.109,0.000,0.111,0.000,3.22,2.07,7.92,0.00,0.000,1.00,1.01,1.01,0.109,0.00352,57.26,1.2763,12.62,135404.6,139740.3,1.815,0.1527,104.582,54.643,0.930,0.415,104.7,104.582,8.646,65,341.8,8.02,2.528
310000,2023,1.432,0.069,10.00,50143,48240,394,0,1515,3,1043088.1,11247.8,0.000,0.481,0.496,0.023,194,8.24,2.56,0.05,1.41,0.04,0.62,0.01,0.24,8.13,2.05,0.00,0.00,0.003,0.038,81,0.787,0.228,0.768,0.000,0.004,7835,6387,1,1.000,0.000,0.004,46866,0.126,0.405,0.003,104.77,15935,0,3749.280,0.000,0.000,1063694,1.02,13.99,0.000,0.000,0.000,8,8,9,56,16660,0.064,0.03,0.0063,0.078,656,0.108,0.000,0.110,0.000,3.26,2.12,7.90,0.00,0.000,1.01,1.02,1.02,0.108,0.00353,57.24,1.2780,11.39,135271.8,139740.4,1.797,0.1521,104.607,54.877,0.924,0.414,104.9,104.607,8.689,71,399.5,8.00,2.596
320000,2012,1.398,0.062,10.00,49426,47460,438,0,1539,0,1042409.8,11128.7,0.000,0.484,0.495,0.021,192,8.12,1.68,0.03,0.60,0.01,0.25,0.01,0.21,8.07,1.55,0.00,0.00,0.002,0.034,78,0.795,0.226,0.771,0.000,0.003,7756,6102,1,1.000,0.000,0.002,41446,0.129,0.335,0.002,104.72,15468,0,11128.686,0.000,0.000,1062242,1.01,14.07,0.000,0.000,0.000,8,8,9,31,16330,0.062,0.03,0.0064,0.083,654,0.107,0.000,0.109,0.000,3.21,2.10,7.88,0.00,0.000,1.00,1.01,1.01,0.107,0.00357,57.27,1.2664,12.94,135476.1,139740.5,1.818,0.1521,104.588,54.109,0.929,0.415,104.7,104.588,8.436,53,274.6,8.00,2.379
330000,2017,1.422,0.068,10.00,49696,47640,453,0,1598,2,1042198.8,11371.5,0.000,0.486,0.492,0.021,195,8.23,2.44,0.04,0.84,0.04,0.54,0.03,0.67,8.12,2.01,0.00,0.00,0.004,0.043,85,0.801,0.222,0.775,0.000,0.003,7724,5949,1,1.000,0.000,0.004,39325,0.133,0.413,0.003,104.70,15675,0,5685.773,0.000,0.000,1058825,1.01,14.00,0.000,0.000,0.000,8,8,9,59,16605,0.063,0.03,0.0064,0.080,657,0.106,0.000,0.109,0.000,3.23,2.10,7.92,0.00,0.000,1.01,1.01,1.01,0.106,0.00358,57.28,1.2947,14.91,135320.6,139740.6,1.838,0.1561,104.526,54.141,0.935,0.415,105.0,104.526,8.378,70,400.2,8.00,2.323
