step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,1056,17.8,0.1,0.1,0.2,17.3,0.0,1.03,12.1,87,122,11.30,0.45,265,365,426,0.0,1.02,1.03,1.04,3.70,2.64,7.33,34.5
6000,1,1073,17.5,0.1,0.1,0.2,17.0,0.0,1.04,12.1,84,114,10.55,0.38,254,377,442,0.0,1.04,1.04,1.05,3.67,2.57,7.39,34.8
7000,1,1132,17.9,0.0,0.0,0.3,17.6,0.0,1.02,11.4,68,121,11.28,0.40,288,424,420,0.0,1.01,1.02,1.03,3.70,2.56,7.75,34.1
8000,1,1223,17.0,0.0,0.0,0.2,16.7,0.0,1.00,11.4,65,137,12.17,0.38,293,421,509,0.0,1.01,1.00,1.01,3.74,2.40,7.93,35.1
9000,1,1143,15.4,0.0,0.0,0.1,15.3,0.0,1.00,11.7,54,178,14.22,0.38,256,425,462,0.0,1.00,1.00,1.01,3.65,2.23,7.95,35.6
10000,1,1247,14.4,0.0,0.1,0.1,14.2,0.0,1.00,12.0,51,200,15.32,0.37,247,464,536,0.0,1.00,1.00,1.00,3.54,2.11,7.95,36.5
11000,1,1322,12.4,0.1,0.0,0.1,12.1,0.0,1.04,12.7,46,208,14.56,0.33,248,498,576,0.0,1.04,1.03,1.04,3.51,1.99,7.96,36.6
12000,1,1306,12.0,0.1,0.0,0.0,12.0,0.0,1.01,12.7,31,171,11.93,0.30,253,508,545,0.0,1.02,1.02,1.01,3.51,2.10,7.97,35.9
13000,1,1335,14.3,0.1,0.0,0.4,13.8,0.0,1.01,11.9,65,150,11.12,0.32,277,535,523,0.0,1.01,1.02,1.01,3.66,2.39,7.95,35.3
14000,1,1181,13.6,0.0,0.1,0.1,13.4,0.0,1.00,12.1,46,143,10.60,0.35,257,464,460,0.0,1.00,1.01,1.00,3.63,2.35,7.94,35.2
