step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees
10000,0,785,7.86,0.00,0.00,0.04,7.82,0.00,1.00,0.000,0.070,452646.3,28167.5,1,97,2.34,1.00,1.00,4.2202,3.40,94685.8,0.0004,39.7979,5462,9.9153,3
10000,1,755,7.95,0.00,0.01,0.01,7.93,0.00,1.00,0.000,0.069,448037.3,28209.6,1,82,2.33,1.00,1.00,4.1777,3.25,31159.0,0.3325,39.4116,5461,22.0432,1
10000,2,730,8.22,0.01,0.00,0.00,8.21,0.00,1.00,0.000,0.069,441417.2,28064.7,1,84,2.35,1.00,1.00,4.2210,4.04,9925.6,1.4251,38.8261,5461,31.7607,1
20000,0,794,7.31,0.00,0.00,0.00,7.30,0.00,1.00,0.000,0.066,397736.9,4308.4,1,95,2.27,1.00,1.00,0.4795,3.90,95434.3,0.0000,38.8050,5462,9.0394,5
20000,1,748,7.24,0.00,0.00,0.00,7.24,0.00,1.00,0.000,0.062,397340.3,4234.7,1,85,2.28,1.00,1.00,0.4715,6.23,30955.8,0.0647,38.7695,5461,20.0958,7
20000,2,794,7.24,0.00,0.00,0.02,7.22,0.00,1.00,0.000,0.066,397073.5,4296.9,1,80,2.29,1.00,1.00,0.4801,6.24,9336.4,0.1045,38.7566,5461,28.9549,7
30000,0,747,7.39,0.00,0.00,0.00,7.39,0.00,1.00,0.000,0.064,397395.4,4205.5,1,77,2.29,1.00,1.00,0.4674,3.56,95498.3,0.0000,38.7770,5462,9.0277,4
30000,1,784,7.41,0.00,0.00,0.00,7.40,0.00,1.00,0.000,0.066,396808.8,4191.9,1,104,2.32,1.00,1.00,0.4668,5.07,30945.0,0.0795,38.7103,5461,20.0698,9
30000,2,775,7.49,0.00,0.00,0.00,7.49,0.00,1.00,0.000,0.066,396477.3,4058.7,1,76,2.28,1.00,1.00,0.4509,5.21,9337.6,0.1494,38.6767,5461,28.9174,7
40000,0,753,7.71,0.00,0.01,0.00,7.70,0.00,1.00,0.000,0.066,395647.9,3949.7,1,94,2.53,1.00,1.00,0.4381,2.16,96039.0,0.0000,38.4244,5462,8.9497,1
40000,1,733,7.92,0.00,0.00,0.00,7.92,0.00,1.00,0.000,0.067,395106.1,3976.6,1,68,2.48,1.00,1.00,0.4409,5.01,30844.2,0.0654,38.4023,5461,19.8966,3
40000,2,739,7.92,0.00,0.00,0.00,7.92,0.00,1.00,0.000,0.067,394522.9,3986.3,1,65,2.56,1.00,1.00,0.4415,3.73,9048.1,0.1537,38.3160,5461,28.6678,2
50000,0,732,7.83,0.01,0.01,0.04,7.77,0.00,1.00,0.000,0.065,387687.3,4014.8,1,103,2.70,1.00,1.00,0.4470,4.03,96299.6,0.0000,37.6762,5462,8.7708,2
50000,1,748,7.94,0.03,0.00,0.00,7.91,0.00,1.02,0.000,0.068,387358.2,4031.2,1,87,2.65,1.01,1.01,0.4474,3.83,30780.4,0.0535,37.6357,5461,19.4987,2
50000,2,715,7.91,0.01,0.00,0.00,7.91,0.00,1.01,0.000,0.065,386898.1,3999.8,1,65,2.68,1.00,1.00,0.4439,3.30,8776.1,0.0642,37.5572,5461,28.0946,2
60000,0,710,8.05,0.01,0.00,0.01,8.03,0.00,1.00,0.000,0.066,386359.7,3983.6,2,79,2.64,1.00,1.00,0.4424,3.93,96335.7,0.0000,37.5613,5462,8.7517,2
60000,1,724,8.02,0.02,0.00,0.01,8.00,0.00,1.01,0.000,0.066,386287.0,4000.3,2,83,2.63,1.01,1.00,0.4444,4.75,30831.1,0.0505,37.5418,5461,19.4564,1
60000,2,701,8.02,0.01,0.00,0.01,8.00,0.00,1.01,0.000,0.064,386016.7,4052.4,2,69,2.69,1.00,1.00,0.4500,3.81,8790.1,0.0625,37.5031,5461,28.0336,4
70000,0,719,8.10,0.01,0.00,0.00,8.09,0.00,1.01,0.000,0.066,385673.1,4057.4,1,86,2.73,1.01,1.01,0.4488,4.35,96535.5,0.0000,37.4490,5462,8.7333,3
70000,1,719,8.07,0.05,0.00,0.01,8.02,0.00,1.02,0.000,0.067,385206.9,4050.8,2,76,2.70,1.01,1.02,0.4486,4.23,30842.6,0.0538,37.4265,5461,19.4155,1
70000,2,736,8.05,0.03,0.00,0.00,8.02,0.00,1.01,0.000,0.068,385812.1,3980.0,2,79,2.66,1.01,1.01,0.4413,2.09,8643.1,0.0520,37.4951,5461,27.9747,0
80000,0,714,8.15,0.02,0.00,0.00,8.12,0.00,1.02,0.000,0.066,383780.3,4129.9,2,61,2.76,1.01,1.01,0.4562,5.30,96620.4,0.0000,37.2465,5462,8.6914,3
80000,1,697,8.16,0.00,0.00,0.03,8.12,0.00,1.00,0.000,0.065,383608.0,4136.3,3,81,2.73,1.00,1.00,0.4561,3.19,30837.0,0.0494,37.2387,5461,19.3222,1
80000,2,711,8.23,0.06,0.00,0.00,8.17,0.00,1.02,0.000,0.067,384936.0,4150.2,2,70,2.77,1.02,1.02,0.4597,4.73,8657.6,0.0485,37.3427,5461,27.8402,1
90000,0,684,8.60,0.07,0.01,0.01,8.51,0.00,1.03,0.000,0.068,380213.1,4200.2,1,72,2.94,1.02,1.03,0.4627,4.33,96945.4,0.0000,36.8859,5462,8.5872,2
90000,1,699,8.63,0.01,0.00,0.01,8.61,0.00,1.00,0.000,0.068,379678.4,4108.5,1,85,2.93,1.00,1.01,0.4530,5.27,30809.5,0.0444,36.8288,5461,19.0907,3
90000,2,704,8.57,0.06,0.01,0.01,8.50,0.00,1.02,0.000,0.069,379281.8,4159.1,1,70,2.91,1.01,1.02,0.4572,2.32,8412.2,0.0447,36.7753,5461,27.5066,0
100000,0,666,8.95,0.00,0.00,0.01,8.94,0.00,1.00,0.000,0.068,369954.3,4122.1,1,80,3.10,1.00,1.00,0.4527,2.31,97616.1,0.0000,35.9247,5462,8.3812,1
100000,1,658,9.05,0.02,0.00,0.00,9.03,0.00,1.01,0.000,0.068,369812.2,4093.8,1,65,3.16,1.01,1.01,0.4496,3.41,30695.7,0.0503,35.9051,5461,18.6327,3
100000,2,649,9.06,0.04,0.00,0.00,9.02,0.00,1.01,0.000,0.067,370751.0,4200.6,1,57,3.12,1.00,1.02,0.4623,4.75,7979.2,0.0475,36.0022,5461,26.8468,1
110000,0,678,8.85,0.02,0.01,0.01,8.82,0.00,1.00,0.000,0.068,368324.1,4173.1,1,85,3.07,1.00,1.00,0.4591,2.33,97722.2,0.0000,35.7661,5462,8.3293,1
110000,1,664,8.89,0.05,0.00,0.01,8.83,0.00,1.02,0.000,0.068,367585.5,4180.9,2,67,3.13,1.03,1.03,0.4599,4.53,30642.9,0.0484,35.7127,5461,18.5173,0
110000,2,661,8.97,0.00,0.00,0.03,8.94,0.00,1.00,0.000,0.068,367566.8,4199.1,2,66,3.11,1.00,1.00,0.4610,4.26,7881.0,0.0552,35.7046,5461,26.6805,1
120000,0,688,8.76,0.17,0.00,0.09,8.49,0.00,1.07,0.000,0.069,368048.5,4179.3,1,86,3.08,1.06,1.06,0.4601,2.90,97754.9,0.0000,35.7373,5462,8.3301,0
120000,1,661,8.54,0.04,0.00,0.01,8.49,0.00,1.02,0.000,0.065,368134.7,4191.4,1,52,3.04,1.01,1.02,0.4606,4.07,30593.6,0.0497,35.7459,5461,18.5190,3
120000,2,684,8.66,0.09,0.01,0.00,8.56,0.00,1.03,0.000,0.067,367620.2,4164.2,1,62,3.04,1.03,1.03,0.4576,2.71,7867.9,0.0479,35.7088,5461,26.6829,0
130000,0,681,8.42,0.09,0.00,0.00,8.33,0.00,1.03,0.000,0.066,369386.1,4166.2,1,68,3.02,1.01,1.03,0.4572,3.86,97669.9,0.0000,35.8524,5462,8.3437,1
130000,1,681,8.59,0.02,0.00,0.08,8.48,0.00,1.01,0.000,0.067,368323.0,4170.7,1,61,3.01,1.01,1.01,0.4579,3.35,30595.3,0.0499,35.7677,5461,18.5493,1
130000,2,676,8.53,0.07,0.00,0.04,8.41,0.00,1.02,0.000,0.066,368168.4,4111.8,1,63,2.97,1.01,1.02,0.4515,5.36,7922.0,0.0539,35.7435,5461,26.7266,2
140000,0,691,8.12,0.03,0.00,0.01,8.08,0.00,1.02,0.000,0.065,369854.8,4199.5,1,66,2.93,1.03,1.03,0.4616,5.70,97615.3,0.0000,35.9119,5462,8.3609,3
140000,1,686,8.28,0.02,0.00,0.01,8.25,0.00,1.01,0.000,0.064,369589.8,4133.1,1,78,2.97,1.01,1.01,0.4543,3.31,30626.5,0.0452,35.8712,5461,18.5875,1
140000,2,691,8.26,0.03,0.00,0.01,8.22,0.00,1.01,0.000,0.065,368748.6,4147.2,1,68,2.95,1.01,1.01,0.4542,2.54,7945.7,0.0550,35.7992,5461,26.7817,2
150000,0,722,7.70,0.06,0.00,0.05,7.60,0.00,1.02,0.000,0.064,370863.8,4166.0,1,71,2.84,1.02,1.02,0.4581,3.28,97560.6,0.0000,36.0163,5462,8.3860,1
150000,1,742,7.46,0.04,0.00,0.00,7.42,0.00,1.02,0.000,0.063,370812.7,4180.8,1,66,2.81,1.02,1.02,0.4602,3.55,30554.0,0.0487,35.9974,5461,18.6433,5
150000,2,692,8.23,0.10,0.00,0.04,8.09,0.00,1.03,0.000,0.065,369838.9,4161.2,1,61,2.91,1.02,1.03,0.4574,2.54,8009.9,0.0512,35.9005,5461,26.8620,2
160000,0,747,6.83,0.08,0.00,0.05,6.70,0.00,1.03,0.000,0.059,373406.2,4286.6,1,68,2.63,1.03,1.05,0.4747,4.10,97424.8,0.0000,36.2457,5462,8.4406,7
160000,1,785,6.59,0.02,0.00,0.00,6.56,0.00,1.01,0.000,0.059,373918.7,4212.2,1,83,2.60,1.00,1.01,0.4666,2.20,30640.9,0.0497,36.2807,5461,18.7646,1
160000,2,726,7.11,0.01,0.00,0.02,7.08,0.00,1.00,0.000,0.059,371596.1,4237.5,1,61,2.68,1.00,1.00,0.4668,3.35,8029.6,0.0561,36.0949,5461,27.0368,2
170000,0,792,6.42,0.03,0.01,0.01,6.38,0.00,1.01,0.000,0.058,376472.5,4359.9,1,72,2.62,1.00,1.01,0.4863,8.12,97274.2,0.0000,36.4628,5462,8.4876,2
170000,1,765,6.64,0.08,0.00,0.00,6.56,0.00,1.03,0.000,0.058,375687.9,4263.5,1,72,2.62,1.02,1.04,0.4740,6.28,30664.2,0.0507,36.3924,5461,18.8692,5
170000,2,771,6.66,0.04,0.00,0.05,6.57,0.00,1.01,0.000,0.059,375198.0,4269.5,1,74,2.61,1.01,1.01,0.4749,3.89,8207.8,0.0540,36.3737,5461,27.1876,3
180000,0,786,6.45,0.10,0.00,0.05,6.29,0.00,1.03,0.000,0.058,376401.2,4374.3,1,80,2.61,1.01,1.04,0.4876,6.37,97229.5,0.0000,36.3808,5462,8.4693,7
180000,1,774,6.35,0.05,0.00,0.01,6.29,0.00,1.02,0.000,0.056,375397.2,4357.1,1,72,2.65,1.01,1.02,0.4848,5.73,30733.6,0.0533,36.3109,5461,18.8284,5
180000,2,783,6.30,0.10,0.01,0.04,6.15,0.00,1.03,0.000,0.057,374897.2,4370.0,1,70,2.60,1.01,1.05,0.4871,4.32,8233.5,0.0777,36.3056,5461,27.1287,1
190000,0,796,6.33,0.06,0.00,0.03,6.24,0.00,1.03,0.000,0.058,376081.5,4370.0,1,74,2.63,1.01,1.02,0.4879,5.88,97267.4,0.0000,36.3283,5462,8.4604,6
190000,1,784,6.24,0.10,0.00,0.00,6.14,0.00,1.05,0.000,0.056,375018.5,4426.6,1,71,2.64,1.04,1.05,0.4943,4.69,30658.8,0.0515,36.2622,5461,18.8086,8
190000,2,780,6.41,0.11,0.00,0.07,6.23,0.00,1.04,0.000,0.057,375793.5,4371.8,1,69,2.63,1.03,1.04,0.4886,3.62,8105.4,0.0741,36.3186,5461,27.1002,2
200000,0,781,6.10,0.06,0.00,0.00,6.03,0.00,1.02,0.000,0.054,375678.7,4499.1,1,72,2.57,1.01,1.03,0.5039,2.66,97269.5,0.0000,36.2815,5462,8.4438,5
200000,1,762,6.32,0.10,0.00,0.03,6.18,0.00,1.03,0.000,0.055,375038.4,4516.9,1,68,2.63,1.02,1.03,0.5055,6.13,30644.4,0.0542,36.2284,5461,18.7718,2
200000,2,788,6.34,0.08,0.01,0.02,6.22,0.00,1.03,0.000,0.057,374397.7,4494.9,1,64,2.60,1.02,1.04,0.5025,4.01,8149.8,0.0729,36.1731,5461,27.0472,3
210000,0,789,6.11,0.04,0.00,0.03,6.04,0.00,1.02,0.000,0.055,374900.4,4587.8,1,74,2.57,1.01,1.02,0.5140,5.31,97422.0,0.0000,36.2254,5462,8.4454,4
210000,1,802,6.04,0.04,0.00,0.04,5.96,0.00,1.02,0.000,0.055,375259.1,4479.0,1,86,2.55,1.02,1.02,0.5006,3.73,30626.9,0.0534,36.2544,5461,18.7754,2
210000,2,782,6.22,0.04,0.00,0.04,6.14,0.00,1.01,0.000,0.056,374916.8,4510.8,1,77,2.63,1.01,1.02,0.5044,2.69,8062.0,0.0742,36.2234,5461,27.0524,1
220000,0,797,6.19,0.05,0.00,0.02,6.12,0.00,1.02,0.000,0.056,374815.1,4487.2,1,81,2.62,1.02,1.03,0.5026,5.44,97422.6,0.0000,36.1978,5462,8.4417,2
