step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,4,1487,8.4,0.0,0.1,0.1,8.2,0.0,1.00,19.4,146,293,17.08,0.38,255,544,688,0.0,1.00,1.00,1.00,2.49,3.23,3.07,38.3
6000,4,1614,7.6,0.0,0.1,0.1,7.4,0.0,1.00,20.1,111,380,20.96,0.41,294,569,751,0.0,1.00,1.00,1.00,2.42,2.94,3.05,37.8
7000,4,1641,7.3,0.0,0.0,0.1,7.2,0.0,1.00,20.4,100,430,23.09,0.44,288,601,752,0.0,1.00,1.00,1.00,2.35,2.76,3.03,37.8
8000,4,1693,7.0,0.0,0.0,0.1,6.9,0.0,1.00,20.6,109,437,23.04,0.42,316,591,786,0.0,1.00,1.00,1.00,2.30,2.63,3.09,38.1
9000,4,1678,6.9,0.0,0.1,0.1,6.7,0.0,1.00,20.7,97,485,25.30,0.46,289,598,791,0.0,1.00,1.00,1.00,2.31,2.52,3.15,38.1
10000,4,1677,6.8,0.0,0.1,0.1,6.6,0.0,1.00,20.7,99,491,25.36,0.46,312,590,775,0.0,1.00,1.00,1.00,2.28,2.43,3.22,37.9
11000,4,1689,6.7,0.0,0.0,0.1,6.5,0.0,1.00,20.8,97,478,24.50,0.43,307,608,774,0.0,1.00,1.00,1.00,2.27,2.38,3.24,38.0
12000,4,1700,6.7,0.0,0.1,0.1,6.5,0.0,1.00,20.7,106,492,25.20,0.44,303,597,800,0.0,1.01,1.00,1.00,2.28,2.36,3.30,38.0
13000,4,1704,6.6,0.0,0.0,0.1,6.5,0.0,1.00,20.7,75,510,26.09,0.43,307,596,801,0.0,1.00,1.00,1.00,2.27,2.33,3.32,38.1
14000,4,1723,6.7,0.0,0.0,0.0,6.6,0.0,1.00,20.6,96,514,26.27,0.43,312,619,792,0.0,1.00,1.00,1.00,2.31,2.33,3.40,37.8
15000,4,1710,6.6,0.0,0.1,0.1,6.5,0.0,1.00,20.6,104,512,26.08,0.43,314,606,790,0.0,1.00,1.00,1.00,2.30,2.32,3.42,37.8
16000,4,1698,6.6,0.0,0.1,0.0,6.5,0.0,1.00,20.5,98,525,26.76,0.43,326,593,779,0.0,1.00,1.00,1.00,2.29,2.34,3.43,37.8
17000,4,1719,6.6,0.0,0.0,0.1,6.5,0.0,1.00,20.5,100,542,27.52,0.41,311,616,792,0.0,1.00,1.00,1.00,2.27,2.37,3.42,37.9
18000,4,993,6.7,0.0,0.0,0.1,6.6,0.0,1.00,20.6,62,542,27.58,0.42,126,249,618,0.0,1.00,1.00,1.00,2.34,2.54,3.18,42.6
19000,4,1676,6.6,0.0,0.0,0.1,6.5,0.0,1.00,20.3,100,562,28.40,0.41,297,592,787,0.0,1.00,1.00,1.00,2.31,2.38,3.58,38.1
20000,4,1114,6.6,0.0,0.0,0.1,6.6,0.0,1.00,20.4,61,565,28.78,0.43,182,332,600,0.0,1.00,1.00,1.00,2.40,2.51,3.59,40.4
21000,4,1167,6.8,0.0,0.0,0.0,6.8,0.0,1.00,20.0,78,567,29.02,0.42,235,313,619,0.0,1.00,1.00,1.00,2.50,2.48,3.99,39.2
22000,4,1189,6.9,0.0,0.0,0.0,6.8,0.0,1.00,19.7,76,569,29.20,0.40,204,354,631,0.0,1.00,1.00,1.00,2.58,2.40,4.46,39.8
23000,4,1130,7.0,0.0,0.0,0.1,7.0,0.0,1.00,19.2,73,540,28.38,0.38,251,351,528,0.0,1.00,1.00,1.00,2.75,2.24,5.30,37.6
24000,4,1140,7.2,0.0,0.0,0.0,7.2,0.0,1.00,18.7,81,563,29.61,0.38,259,383,498,0.0,1.00,1.00,1.00,2.89,2.20,5.87,36.7
24000,34,433,7.1,0.0,0.1,0.1,6.9,0.0,1.00,19.1,41,599,30.65,0.41,32,194,207,0.0,1.00,1.00,1.00,2.34,2.13,4.35,38.9
25000,4,1184,7.2,0.0,0.0,0.0,7.2,0.0,1.00,18.4,72,548,28.97,0.34,280,424,480,0.0,1.00,1.00,1.00,2.96,2.09,6.36,36.1
25000,34,417,7.6,0.0,0.1,0.4,7.0,0.0,1.00,18.7,42,567,29.26,0.41,45,158,214,0.0,1.00,1.00,1.00,2.39,2.14,4.54,38.8
