step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
110000,2034,1.401,0.050,11.09,46897,43781,631,0,2495,3,1049447.4,10675.7,0.004,0.441,0.548,0.007,194,8.14,1.62,0.00,0.07,0.00,0.00,0.00,0.00,8.14,1.60,0.00,0.00,0.000,0.000,69,0.611,0.213,0.786,0.000,0.001,7478,6459,1,1.000,0.000,0.000,2463,0.059,0.122,0.000,104.98,17653,0,3558.581,0.000,0.000,733986,1.00,14.11,0.000,0.000,0.000,7,8,9,30,16557,0.063,0.00,0.0063,0.055,667,0.081,0.000,0.123,0.000,3.25,2.04,7.94,0.00,0.000,1.00,1.00,1.00,0.081,0.00328,58.73,1.2582,15.83,136028.5,140075.3,0.131,0.1907,104.785,505.231,0.999,0.471,52.3,52.392,6.767,30,66.9,4.70,0.683
120000,2056,1.415,0.050,11.30,47332,44053,616,0,2641,1,1049114.2,10772.7,0.004,0.441,0.548,0.007,194,7.99,1.54,0.00,0.05,0.00,0.00,0.00,0.00,7.99,1.54,0.00,0.00,0.000,0.000,63,0.505,0.217,0.778,0.000,0.005,7715,6279,1,1.000,0.000,0.000,2019,0.085,0.132,0.000,104.90,18603,0,10772.673,0.000,0.000,742295,1.00,14.36,0.000,0.000,0.000,7,8,9,24,16430,0.063,0.00,0.0064,0.054,681,0.082,0.000,0.124,0.000,3.25,2.00,7.93,0.00,0.000,1.00,1.00,1.00,0.082,0.00322,58.79,1.2742,13.71,135964.4,140075.4,0.145,0.1963,104.699,505.813,0.999,0.471,52.5,52.350,6.919,32,75.8,5.48,0.809
130000,2053,1.394,0.047,11.50,47948,44788,625,0,2538,2,1048873.8,10661.2,0.005,0.438,0.551,0.007,192,7.86,1.70,0.00,0.02,0.00,0.06,0.00,0.00,7.85,1.69,0.00,0.00,0.000,0.005,65,0.365,0.206,0.793,0.000,0.001,7671,5374,1,1.000,0.000,0.000,1670,0.071,0.110,0.000,104.61,19545,0,5330.576,0.000,0.000,714091,1.00,14.66,0.000,0.000,0.000,7,8,9,36,16131,0.062,0.00,0.0065,0.047,671,0.079,0.000,0.121,0.000,3.24,2.01,7.94,0.00,0.000,1.00,1.00,1.00,0.079,0.00318,59.07,1.2593,15.96,136073.0,140075.4,0.157,0.1921,104.429,506.284,0.997,0.471,52.1,52.214,6.997,21,45.2,7.12,0.867
140000,2081,1.382,0.051,11.64,47498,44199,703,0,2568,0,1047489.2,10606.6,0.004,0.434,0.555,0.007,192,7.73,1.60,0.00,0.04,0.00,0.00,0.00,0.00,7.73,1.60,0.00,0.00,0.000,0.000,66,0.449,0.208,0.789,0.000,0.003,7498,4999,1,1.000,0.000,0.000,1435,0.074,0.149,0.000,104.28,19921,0,10606.584,0.000,0.000,684373,1.00,14.93,0.000,0.000,0.000,7,7,9,28,16083,0.061,0.00,0.0065,0.052,691,0.076,0.000,0.119,0.000,3.28,2.02,7.95,0.00,0.000,1.00,1.00,1.00,0.076,0.00308,59.37,1.2517,20.79,135991.1,140075.5,0.196,0.1896,104.080,503.600,0.997,0.470,52.5,52.040,6.968,45,103.8,6.25,0.839
150000,2036,1.399,0.051,11.79,48069,44936,674,0,2504,0,1047460.9,10598.2,0.005,0.436,0.552,0.007,190,7.83,1.66,0.00,0.00,0.00,0.00,0.00,0.00,7.83,1.66,0.00,0.00,0.000,0.000,68,0.372,0.180,0.819,0.000,0.001,7579,4725,1,0.998,0.002,0.000,1322,0.098,0.143,0.000,104.27,20619,0,10598.190,0.000,0.000,689365,1.00,14.76,0.000,0.000,0.000,7,8,9,29,15952,0.061,0.00,0.0066,0.054,677,0.076,0.000,0.119,0.000,3.26,2.03,7.95,0.00,0.000,1.00,1.00,1.00,0.076,0.00314,59.40,1.2474,17.71,136015.9,140075.6,0.170,0.1869,104.086,503.273,0.998,0.470,51.8,52.043,7.089,38,89.0,6.05,0.970
160000,2038,1.401,0.051,11.76,47831,44665,652,0,2512,0,1046260.3,10591.5,0.006,0.435,0.552,0.007,191,7.94,1.54,0.00,0.12,0.00,0.00,0.00,0.00,7.94,1.54,0.00,0.00,0.000,0.000,72,0.384,0.215,0.784,0.000,0.001,7292,3914,1,1.000,0.000,0.000,478,0.126,0.150,0.000,104.30,20715,0,10591.530,0.000,0.000,670423,1.00,14.60,0.000,0.000,0.000,7,8,9,30,16182,0.062,0.00,0.0065,0.052,680,0.075,0.000,0.118,0.000,3.26,2.01,7.94,0.00,0.000,1.00,1.00,1.00,0.075,0.00318,59.32,1.2467,19.52,136012.4,140075.7,0.217,0.1862,104.111,503.193,0.998,0.471,51.9,52.055,7.202,46,101.7,6.41,1.057
170000,2029,1.405,0.053,11.80,48019,44844,647,0,2537,0,1047232.9,10742.4,0.006,0.436,0.551,0.008,189,8.02,1.51,0.00,0.00,0.00,0.00,0.00,0.00,8.02,1.51,0.00,0.00,0.000,0.000,63,0.406,0.206,0.792,0.000,0.003,7272,3681,1,0.991,0.009,0.000,482,0.091,0.167,0.000,104.44,21007,0,10742.386,0.000,0.000,668653,1.00,14.42,0.000,0.000,0.000,7,8,10,26,16272,0.062,0.00,0.0064,0.048,676,0.074,0.000,0.119,0.000,3.26,2.02,7.96,0.00,0.000,1.00,1.00,1.00,0.074,0.00322,59.17,1.2629,14.01,135986.7,140075.8,0.237,0.1881,104.246,503.337,0.998,0.471,51.8,52.123,7.242,45,113.7,7.62,1.046
180000,2026,1.404,0.049,11.84,47505,44320,640,0,2548,0,1047724.7,10693.8,0.006,0.441,0.545,0.008,189,8.15,1.51,0.00,0.00,0.00,0.04,0.00,0.00,8.15,1.52,0.00,0.00,0.000,0.006,61,0.537,0.209,0.787,0.000,0.004,7036,3087,1,1.000,0.000,0.000,618,0.118,0.122,0.000,104.63,20830,0,10693.753,0.000,0.000,666354,1.00,14.10,0.000,0.000,0.000,7,8,9,33,16521,0.063,0.00,0.0063,0.057,671,0.074,0.000,0.119,0.000,3.26,2.02,7.96,0.00,0.000,1.00,1.00,1.00,0.074,0.00330,59.01,1.2609,14.69,136052.7,140075.9,0.196,0.1903,104.447,503.287,0.997,0.471,52.2,52.223,7.149,31,68.7,4.01,1.053
190000,2034,1.402,0.051,11.85,47960,44772,664,0,2516,0,1048614.4,10873.0,0.006,0.449,0.536,0.009,190,8.17,1.34,0.00,0.02,0.00,0.00,0.00,0.00,8.17,1.34,0.00,0.00,0.000,0.000,68,0.560,0.222,0.774,0.000,0.004,7190,3338,2,0.991,0.005,0.000,639,0.089,0.145,0.000,104.96,20795,0,10872.962,0.000,0.000,683704,1.00,13.97,0.000,0.000,0.000,7,8,9,23,16618,0.063,0.00,0.0063,0.059,667,0.075,0.000,0.122,0.000,3.24,2.00,7.94,0.00,0.000,1.00,1.00,1.00,0.075,0.00338,58.71,1.2807,27.19,136002.0,140076.0,0.168,0.1910,104.763,504.319,0.998,0.470,52.7,52.381,7.163,48,105.9,4.96,1.103
200000,2015,1.418,0.051,11.81,47674,44503,627,0,2563,0,1049264.1,10871.8,0.006,0.450,0.536,0.008,192,8.26,1.57,0.00,0.11,0.00,0.00,0.00,0.04,8.25,1.57,0.00,0.00,0.000,0.000,60,0.618,0.202,0.795,0.000,0.002,6872,3518,2,0.985,0.012,0.000,1137,0.079,0.153,0.000,105.09,20518,0,10871.761,0.000,0.000,681471,1.00,13.83,0.000,0.000,0.000,7,8,9,33,16637,0.063,0.00,0.0063,0.057,678,0.074,0.000,0.123,0.000,3.26,2.01,7.97,0.00,0.000,1.00,1.00,1.00,0.074,0.00343,58.58,1.2774,19.21,136001.9,140076.1,0.173,0.1900,104.898,506.048,0.998,0.471,52.4,52.449,7.079,42,104.5,5.06,1.010
210000,1994,1.430,0.050,11.80,47170,44088,630,0,2473,0,1049661.2,10681.3,0.005,0.456,0.530,0.008,195,8.27,1.35,0.00,0.00,0.00,0.00,0.00,0.00,8.27,1.35,0.00,0.00,0.000,0.000,58,0.611,0.200,0.799,0.000,0.002,6947,3978,3,0.963,0.028,0.000,2168,0.088,0.152,0.000,105.16,20237,0,10681.274,0.000,0.000,695311,1.00,13.75,0.000,0.000,0.000,8,8,9,21,16481,0.063,0.00,0.0064,0.055,651,0.075,0.000,0.122,0.000,3.27,2.00,7.95,0.00,0.000,1.00,1.00,1.00,0.075,0.00352,58.48,1.2542,16.13,136025.0,140076.2,0.193,0.1854,104.980,507.627,0.997,0.471,51.9,52.490,7.057,34,86.1,8.00,1.018
220000,2015,1.416,0.048,11.72,46886,43741,677,0,2447,0,1049569.6,10655.0,0.005,0.459,0.528,0.008,194,8.32,1.62,0.00,0.16,0.00,0.00,0.00,0.09,8.32,1.58,0.00,0.00,0.000,0.000,72,0.653,0.198,0.800,0.000,0.002,6739,3996,1,1.000,0.000,0.000,1470,0.100,0.136,0.000,105.19,20287,0,10654.979,0.000,0.000,699522,1.00,13.69,0.000,0.000,0.000,8,8,9,33,16773,0.064,0.00,0.0063,0.049,678,0.075,0.000,0.121,0.000,3.23,2.02,7.94,0.00,0.000,1.00,1.00,1.00,0.075,0.00351,58.46,1.2530,18.22,136054.6,140076.3,0.195,0.1864,105.004,507.736,0.998,0.472,52.5,52.502,6.892,44,91.6,6.82,0.930
230000,2046,1.415,0.045,11.46,46740,43547,678,0,2484,0,1048686.4,10756.1,0.004,0.461,0.527,0.008,191,8.33,1.72,0.00,0.13,0.00,0.00,0.00,0.00,8.32,1.71,0.00,0.00,0.000,0.000,72,0.663,0.229,0.770,0.000,0.001,6695,3728,2,0.549,0.423,0.000,1852,0.112,0.091,0.000,105.15,19894,0,10756.146,0.000,0.000,720129,1.00,13.73,0.000,0.000,0.000,8,8,9,50,17039,0.065,0.00,0.0062,0.065,673,0.077,0.000,0.120,0.000,3.26,2.02,7.93,0.00,0.000,1.00,1.00,1.00,0.077,0.00346,58.45,1.2588,20.29,136054.3,140076.4,0.242,0.1822,104.966,507.833,0.997,0.471,53.3,52.483,6.772,19,32.0,4.64,0.830
240000,1999,1.452,0.044,11.13,46317,42989,693,0,2682,0,1047004.2,10983.8,0.002,0.470,0.520,0.007,195,8.25,1.53,0.00,0.16,0.00,0.02,0.00,0.00,8.25,1.53,0.00,0.00,0.001,0.022,60,0.748,0.206,0.791,0.000,0.003,6672,3629,2,0.807,0.183,0.000,3138,0.118,0.082,0.000,105.15,18820,0,10983.836,0.000,0.000,784219,1.00,13.83,0.000,0.000,0.000,8,8,9,30,16501,0.063,0.00,0.0063,0.058,680,0.082,0.000,0.117,0.000,3.24,2.01,7.92,0.00,0.000,1.00,1.00,1.00,0.082,0.00359,58.57,1.2799,25.42,136065.9,140076.5,0.113,0.1806,104.973,507.226,0.998,0.471,52.1,52.486,6.207,21,32.1,2.33,0.552
250000,2028,1.407,0.043,10.94,46428,42918,750,0,2731,0,1046793.2,11136.7,0.002,0.476,0.515,0.007,193,8.24,1.33,0.00,0.03,0.00,0.00,0.00,0.00,8.24,1.33,0.00,0.00,0.000,0.000,65,0.733,0.227,0.772,0.000,0.001,6864,4221,2,0.955,0.000,0.000,4913,0.097,0.086,0.000,105.14,19095,0,11136.742,0.000,0.000,837734,1.00,13.85,0.000,0.000,0.000,8,8,9,25,16708,0.064,0.00,0.0063,0.047,678,0.087,0.000,0.115,0.000,3.25,2.02,7.91,0.00,0.000,1.00,1.00,1.00,0.087,0.00356,58.60,1.2926,14.34,136130.6,140076.6,0.102,0.1796,104.970,506.630,0.999,0.471,52.8,52.485,6.042,16,29.0,4.84,0.488
260000,2032,1.379,0.042,10.88,46235,42933,653,0,2645,0,1047028.2,10980.7,0.002,0.478,0.513,0.007,194,8.33,1.46,0.00,0.04,0.00,0.02,0.00,0.00,8.33,1.46,0.00,0.00,0.000,0.002,64,0.739,0.217,0.780,0.000,0.003,6716,4079,2,0.985,0.007,0.000,4115,0.118,0.074,0.000,105.16,19194,0,10980.657,0.000,0.000,842657,1.00,13.71,0.000,0.000,0.000,8,8,10,29,16931,0.065,0.00,0.0062,0.061,681,0.087,0.000,0.115,0.000,3.23,2.01,7.95,0.00,0.000,1.00,1.00,1.00,0.087,0.00358,58.58,1.2711,17.48,136192.1,140076.7,0.102,0.1724,104.995,506.560,0.997,0.471,53.1,52.497,5.960,19,25.6,2.16,0.459
270000,2016,1.397,0.043,10.90,45855,42588,716,0,2567,0,1047103.1,10922.6,0.002,0.481,0.510,0.007,195,8.32,1.75,0.00,0.02,0.00,0.00,0.00,0.11,8.31,1.71,0.00,0.00,0.000,0.000,55,0.729,0.216,0.783,0.000,0.001,6685,3617,1,0.990,0.010,0.000,3450,0.132,0.075,0.000,105.17,19254,0,10922.606,0.000,0.001,862744,1.00,13.74,0.000,0.000,0.000,8,8,10,55,16765,0.064,0.00,0.0062,0.050,680,0.088,0.000,0.112,0.000,3.25,2.02,7.94,0.00,0.000,1.00,1.00,1.00,0.088,0.00363,58.56,1.2642,23.62,136173.3,140076.8,0.104,0.1711,105.000,506.698,0.998,0.471,52.7,52.500,5.949,16,23.4,2.02,0.462
280000,1983,1.427,0.044,10.90,46017,42647,725,0,2678,0,1047059.7,11073.8,0.002,0.480,0.511,0.007,193,8.28,1.49,0.00,0.00,0.00,0.00,0.00,0.00,8.28,1.49,0.00,0.00,0.000,0.000,57,0.702,0.207,0.791,0.000,0.003,6746,3188,1,1.000,0.000,0.000,3855,0.137,0.081,0.000,105.13,19723,0,11073.763,0.000,0.001,847141,1.00,13.81,0.000,0.000,0.000,8,8,10,29,16429,0.063,0.00,0.0064,0.065,657,0.087,0.000,0.112,0.000,3.23,2.02,7.92,0.00,0.000,1.00,1.00,1.00,0.087,0.00368,58.61,1.2822,16.24,136151.8,140076.9,0.100,0.1752,104.950,506.403,0.996,0.472,51.8,52.475,5.957,19,29.5,2.97,0.476
290000,2005,1.418,0.043,10.89,46003,42632,729,0,2620,0,1048374.9,11061.8,0.002,0.482,0.508,0.008,193,8.34,1.49,0.00,0.04,0.00,0.02,0.00,0.04,8.34,1.50,0.00,0.00,0.000,0.006,60,0.682,0.219,0.779,0.000,0.002,6767,2817,1,1.000,0.000,0.000,3796,0.133,0.083,0.000,105.18,20091,0,11061.777,0.000,0.000,849864,1.00,13.69,0.000,0.000,0.000,8,8,10,37,16721,0.064,0.00,0.0063,0.061,650,0.087,0.000,0.113,0.000,3.24,2.04,7.93,0.00,0.000,1.00,1.00,1.00,0.087,0.00367,58.55,1.2811,18.46,136147.2,140077.0,0.108,0.1744,105.002,507.210,0.999,0.472,52.6,52.501,5.965,25,36.7,2.84,0.487
300000,1986,1.431,0.042,10.86,45776,42421,697,0,2677,0,1048117.4,10996.4,0.002,0.482,0.508,0.008,195,8.41,1.45,0.00,0.10,0.00,0.00,0.00,0.00,8.40,1.44,0.00,0.00,0.000,0.000,64,0.672,0.196,0.801,0.000,0.003,6675,2435,1,1.000,0.000,0.000,3736,0.153,0.070,0.000,105.18,19715,0,10996.425,0.000,0.000,848108,1.00,13.63,0.000,0.000,0.000,8,8,10,27,16696,0.064,0.00,0.0063,0.059,653,0.087,0.000,0.113,0.000,3.25,2.02,7.96,0.00,0.000,1.00,1.00,1.00,0.087,0.00370,58.56,1.2754,17.28,136165.7,140077.1,0.102,0.1756,105.002,506.944,0.998,0.472,51.9,52.501,5.940,14,18.3,1.82,0.473
310000,1993,1.439,0.046,10.92,45591,42300,712,0,2572,0,1047357.4,10857.9,0.002,0.483,0.508,0.008,195,8.23,1.41,0.00,0.07,0.00,0.00,0.00,0.00,8.23,1.41,0.00,0.00,0.000,0.000,59,0.719,0.216,0.782,0.000,0.002,6622,2229,1,0.976,0.024,0.000,4239,0.132,0.092,0.000,105.13,19532,0,10857.896,0.000,0.000,845661,1.00,13.89,0.000,0.000,0.000,8,8,9,31,16401,0.063,0.00,0.0064,0.057,664,0.086,0.000,0.112,0.000,3.24,2.02,7.94,0.00,0.000,1.00,1.00,1.00,0.086,0.00368,58.62,1.2573,23.03,136083.0,140077.2,0.095,0.1706,104.950,506.606,0.998,0.471,52.0,52.475,5.907,27,43.3,3.64,0.457
320000,2016,1.459,0.045,10.91,45451,42145,728,0,2555,0,1047239.1,10839.1,0.002,0.484,0.507,0.007,197,8.26,1.43,0.00,0.04,0.00,0.00,0.00,0.07,8.26,1.43,0.00,0.00,0.000,0.000,62,0.710,0.215,0.780,0.000,0.004,6690,2254,1,1.000,0.000,0.001,3264,0.142,0.095,0.000,105.12,19492,0,10839.088,0.000,0.000,842551,1.00,13.85,0.000,0.000,0.000,8,8,9,30,16650,0.064,0.00,0.0063,0.056,663,0.086,0.000,0.111,0.000,3.26,2.02,7.91,0.00,0.000,1.00,1.00,1.00,0.086,0.00365,58.62,1.2540,18.22,136014.1,140077.3,0.100,0.1702,104.939,507.005,0.997,0.471,52.5,52.469,5.873,26,45.8,3.45,0.445
330000,2005,1.429,0.044,10.89,45167,41984,742,0,2452,0,1047236.2,10727.2,0.002,0.483,0.508,0.007,197,8.25,1.38,0.00,0.02,0.00,0.00,0.00,0.00,8.25,1.37,0.00,0.00,0.000,0.000,55,0.713,0.229,0.768,0.000,0.002,6646,2016,2,0.925,0.001,0.000,3262,0.128,0.095,0.000,105.12,19333,0,10727.200,0.000,0.000,836134,1.00,13.86,0.000,0.000,0.000,8,8,10,26,16533,0.063,0.00,0.0063,0.053,653,0.085,0.000,0.111,0.000,3.26,2.02,7.93,0.00,0.000,1.00,1.00,1.00,0.085,0.00367,58.62,1.2405,20.11,136110.1,140077.5,0.098,0.1673,104.961,506.857,0.998,0.471,52.4,52.481,5.886,15,31.1,5.62,0.449
